"contract_id","execution_head","production_order","global_chunk_order","group_order","chunk_order","pair_count","pair_subset_sha256","distances_bytes","distances_sha256","status_bytes","status_sha256","exact","all_active_levels","grid_points","level_cap_applied","scientific_engine_version","workers","retries","outcome_label_state","biological_outcomes_computed"
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",14,14,1,14,250,"5d553a70ddca38b9ef36f03f85594910f4259b4ff5056373c4492a9f66ba8533",239662,"ce8fc0daf8313f781a2f42da4416e889711969bdd279f5ebd8b80c3377592a04",880,"0797d1f0017e2ad71d7fe271e691b1111214d11150e65e89e7d26006d64ef726",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",15,15,1,15,250,"967b08165fa8318c000567b738854438ef91c0d2984f1b31daf3e188e3b5ffd9",239596,"46d066a89d205c1db0651840fb6820cf518f71e3d98cf9d1b76f93e41eb7ca5f",880,"23f44b3be378fe00f274bbda24ed6648b2839495c3b91fe072ec7d6528b11aeb",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",16,16,1,16,250,"8532eddd3a2aca627e2220920caa5b335361013d28f49eda465d4592652f324c",239636,"7c2281eecd2cb3bb8f4c5323944d1ef318d31c9dbed6aa5349731109a8bb8fe8",880,"28887397d9b73799285649894b03a7f111e8c573542f115e10b80935a3b888d2",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",17,17,1,17,250,"5916e6d4a026cbdd6204470a6f96fa637841772dc03942d7bf14c28618032bf8",239684,"194db5f96f75cedc4978f634d105edd246bf6fce1f2963c45bafe73d4be02e6a",880,"008d44392dd927598971f5be4c47439048582ce750404f6d24869b40f6345bbd",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",18,18,1,18,250,"cfaad9418bc028bbea23d74c0c35f20b239ec78007ef28118b194797aa283ca7",239684,"deabbba7824c59cb8e1886282de3616d68ad91ee91ef74388f6afcccb3a002de",880,"4697877af8cb6dde8fd4831bc8924af2cb97052747fe004f2efc9aec03f7791f",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",19,19,1,19,250,"17b534b303f1321a7c008c78ed766a113b067bd27790a2a7453082c22d95bba5",239653,"ff5e4e23a2ab7035c05dfd283968dd6b5a8173188fa8c8292275a9963b7d8629",880,"d8f728092474acf9fd11f31b151a0a7066adec0573951cde78d6e04649064ef5",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",20,20,1,20,250,"b461e74a2f4436e44d4c00cd495e1da763c8be1cdc4f1805dd2fae22df5e12de",239524,"04b39157680b4e6648c84b54ae726dafb0060b1a934042c86c0f107c58c63505",880,"9b4d5777a5c3ce8b6a378c2a853bb415f384d3a5b3b12ba8b872edc948a2cb1b",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",21,21,1,21,250,"9ad91fcee959f1e085b9aa9f9c536fd12ea3b885942b3854c9eae772ce6f5e68",239585,"c7b7e03f9715da8ff7e10570ee1309ab998e6374d8ff50fd89a9375b69f403c9",879,"660e8685cd80037cd9292f79b9d9e4483fb4b51d89ae2c72aa3cce30baa4c3fa",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",22,22,1,22,250,"fcaddc7883088b12c98c3794b387f4128e2f03462f306a24ad5e8aa392e868c0",239601,"845debd15d721aacb82eaa0223263d9c350197da0bdf2eb62631fc6532b19e4b",880,"f931b65a57a93a57340e804053007b11019f3336adc500ed39e16be1c70835b3",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",23,23,1,23,250,"9a849ff7c3237c441cdf7fbbffcd9a1aa29b568b1313a931733fe4b52a49b4b6",239646,"0e6fadf517eed6f54ad2fcbf8e0d25b4e8aa643ed7b783d01bb0b185becc6b29",880,"0c29d8bc3e9b61250c4f26a9cd5006f771380f325e1b70ab77e23814676a3abc",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",24,24,1,24,250,"e850111d288c4ead81bbe2da0164c144a9c7470e229819d47c6dd8c70b2ceb0c",239623,"db0a07b51795c573b373cbfff2f42cfe38e3ae1c06daa32960b236959ee901ec",880,"df4d008ea8becf82b4f44e0d93f676883fb6c68c9eef8ccdabb8cd703f0287b7",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",25,25,1,25,250,"71265a610c97d4de7bf6276666add05463b724938c339a19080c8d699654009d",239602,"cb06447de07d7bee3d4177a5b718ed48e06bfe7c231d74afed9a45e1dbfd4988",880,"a96f5e435bd0f549f19d7c6a0880bae2e453053a55e50abdf60a94d853036846",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",26,26,1,26,250,"40f302fa0bef3842d64c4ee08f88d29a75732dcdbb46a1bc1dc09dc4cdca4b27",239624,"5fafb2c7df283b12a7b20a8fed225a5745438567a5f2023418abca2579387b83",880,"b8290a035d5023ec8da0648be20ee17a692c802e4a1ca6f3ec5316b9ac56870b",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",27,27,1,27,250,"e3321e3086722ab6228eee1f41bf1b1d62fccc6305efe8a98dd155f01a32f2c7",239585,"c55c1f8cfccde92b15ecea505840a9e18aa5f94609bdc1bc3549773082db9f80",880,"48577f6a873994641307b195da95e6981d794e5e62edc989be46809b4e097670",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",28,28,1,28,250,"ee77338c2b88a51a1ede4664c23d84ae3c09b7ca8b0fe44625c4609b15de0487",239595,"31b3c3fd23efd54ae92da4acf9ed1b05e5d7b3e7057662bdc84c3dc8c8e39771",880,"e0c379271d637b0125f60b88199eca6a7ea92fbba8166b21e29bb0147525ba69",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",29,29,1,29,250,"9dfa5f031c5dbd56b0fde10805c7ffbb05148a75caa4dcf7f38fe27d8384e5fb",239615,"ac77cedff1607547ddc49f251ffa37ead18ea764ab96df5b1028037e28f8228f",880,"11e1d66c0b826a54cb61a3d89db4375f77d245d2060a69e027fbfaf1f244a308",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",30,30,1,30,250,"546a462a71d102d30367df0cc3f1ec03535e97068f19f027bba08cf2eeb0ae03",239544,"dbf9962f1701e362fc64742254c0fe593dc6fcad6ed88f5b1432e9d236c1f71d",880,"e403a280ee9623e2d33e853e99da5a1be397c3d7a2c08116297e26e05e726539",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",31,31,1,31,126,"97cc9d822a371089f1e36fe2122aee143fdf4e7c40d7adee563eeb93d64cca13",121061,"d7a2e5b0bca354f8df99d2fe66824d4ebb54cbfa96a4d1eacda5b3e9a9ed9e27",880,"09dd71ff27354a2c0960eec520d7c442572654f55279b720440ae28f0916bb21",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",32,32,2,1,250,"dfe88ace2222332b18cc57e5f5381ee6ff70b31e3d112bb31e7cded6b64fa79e",248044,"85bb090bd17cfac2ad684f44158919475b5e2fde5c7fe41b55960782c35f27ac",887,"2b76e8f8245bf9dc5963bb7f8e54e4b8b996c7f64a4ccd95d9e3ab743c521730",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",33,33,2,2,250,"6fcb6cfab0789e735039f34b46e7690a9a20d4034c85091aeaf8a98cda24b5fd",248014,"e5a4b6efd5b505e353dc3842ae81664626940a2e7f09e855b537dc6a41ce614a",889,"4ecea271c6a326e7e32c2f7d998290db4e5a22478a35f973dce945545a6c57e7",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",34,34,2,3,250,"2ebc6634a330dd1dc0315a8ab3cdb2b576070bca1f234c67b29cf805ac9d2b9d",248012,"3bfe4772705ebaba39662db0a164a0fbcb84e072d57315d70edf5ec2b89337ff",889,"3e88c5f4b264f010dd0be0cb59c929055f82938dab46fc91d59c7d88edcbcdd1",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",35,35,2,4,250,"28ef45103e210501239166103a965cc69a8fc081ed63618d3c6e32e813f0ff87",248147,"e101d3063d993e0346a06e72829829f4e18d16e85dd79fce017b1915b73be007",890,"4e0244796f09005135cf388537ceebbb0bc4ee0cd7da6df8c4452f24b31acf6b",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",36,36,2,5,250,"69cad7f8c8d19822a21fb184ba98b4a15a63df5fb9b4f1bf25e48d9559300b5e",248340,"3086485f80701878b741cdbc7d5f58a0fc41419e38f687d7e06a23317383894d",891,"51283386d884f324b720e5746ca891201421cd485a2da062189fbd60b01f9682",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",37,37,2,6,250,"4f56c5efb0bff66eeca2c8c520b59b28fe47ebe118edce2b820e0018ff1be105",248400,"949a7509e52497adcd2aa07594299dcf399fda32bb4c775707bf76ecca5459e8",891,"0910e2f8e070aff3d8fe8d709b8499c5bd89513eb9b59edb337cd161a6996307",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",38,38,2,7,250,"2fec46eda5c3f0ae509accf3b644e4d611b0c24b8e42fa568038e43365682cde",248351,"3486471dd8d93302114cc0a85dfef1435cdafa16c31284f7478e7d356468168a",891,"0c56e4eaad0d71d3febc5d1375bb6f77d074ef69086a606720144f9d11f39313",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",39,39,2,8,250,"46f810b483ac174a9c002a4f54c430216720fe7a365733b6f037964f8d63e8c1",248354,"d358061491e8b751afb2ae4e29575b94d308b19aca17add4506328d529d768df",889,"9dbb61f2edc7e817a6c080adba44e24857b8a883d389e45d0cc4700443360f4d",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",40,40,2,9,250,"00c2bb982b864273f34756ca61c1549ea0929c3b128c4061a1ae528caffc9ad6",248308,"72ec7dc31a3467e7ef28bb47516c604374ca677ebf42012214c2bc253860e9e5",891,"69b4ce77b32660adc369271ce7231563cf586ef7b658c123e6c0d70dd420411f",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",41,41,2,10,250,"07bd94f010ed517458ab255ea773bc5703e77492ae3b1db1d2dd42b342a6982c",248588,"da066105ed9e2e05b0ecacb3a8134086cb3b1c831da97fcba598a9507e62e1f1",892,"7d3a4dd1f9af49247d53f19bb30449ed0d3c742b24a3d09f3139601ccf0a1ef2",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",42,42,2,11,250,"245d7473ab49b32f8e4550eea1115eb96b81a4eb13c80e33e6786c9b337fbeed",248568,"5157e2b80188ffd9e6e588c5e479ac5035fd4142075c796b0a6e27cf831dba44",890,"3f8e7190d2ed2ed058243d322579116b10e6e99b608fd10df62746fe683cd01e",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",43,43,2,12,250,"8b3e6a53763ff5d7a9481105ecc40e191c89c56b5b0cf05f9e296c2f44db16a2",248631,"102a7d1437100d90b5ae813c15502ff89e6dbcf3b10c16a3994e6a3df834e718",892,"fe2486e6c5b7c8ce67da8359b6adbf7dab930e7b913ced06fcdb7a3799638c7e",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",44,44,2,13,250,"88374ea9aa6c440cd4a5c841920a7c993cf6fa24270dc8196d87bc06bbd5a07b",248609,"7b3b9ca70298444ce9aea8add96cd12154a229ef644b5c3179042c70e66b243b",892,"2a1f4019ee5a77731231a955ace4ee04736afd1122c043abbf2da4e7e8f7a41f",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",45,45,2,14,250,"df54834efb5502cbfd180002ee5f3bd3f038d53b8863f16dfd4327f97d43f0f5",248580,"d4f8d82a1eefc011778fe2186da2093a8cb800941a907ec66aa50c268c35cf04",892,"521ba6e14695f29c585f1d6f63680b2c1d997102a2fe940e9512a28c5748f13a",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",46,46,2,15,250,"d6378de585c881cfe8b2333ee211a69ad5e9c991647bf40471c6a5264f014247",248564,"6e9f7cebe03e6ec4baf00ca67f3b178d1a7f170447ba111147bdbc766cab990e",892,"f44c290563e8d9445423000d64e40b5028978b20410386eeaea63163f2053e8c",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",47,47,2,16,250,"48c09f233c73674d1ab68ea00b5c8aad728fadeaa8b5befc156757ab86af3c7c",248623,"a97676061f2a2c01e6a60b5e4ff4774a519f6ac95679f817732cd32eacb0a288",892,"7b4e95d539c6f8517c64d768475e53854190243f3281331ad3b34c22a2550db8",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",48,48,2,17,250,"fac0f07109e71a04267ce9c50bd112a0e495064e0dfe3d131412f3876882f42e",248635,"bbe3e5c3184d78e80adae8daf522ca668ffacce44595f84a1f873630149b3cf4",892,"b366e5fbd0e50eaae4be94d11970adf37dff75af9bac854afc841229ca3f8597",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",49,49,2,18,250,"46ea37336df18ed24dea05c2616917266830ccafd33098264044dc90f79951b5",248576,"eae954ac0e12b37aaca08cd75ad07ea7523e14992bf38fe9f0f1ef8a1850605d",892,"521431f406d7b9200d9fd7b5470e2b2bf6163d5669fc198d4fcd577d030cb47b",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",50,50,2,19,250,"c3f5971a7f450e73b7c6940112a31b88be94555ee529739a83dc02a25eacac34",248534,"dde6959c4aef5dad157ee3e8e5f5bd50db3dea097b20b8a3dee579e97e708018",892,"c8a4c9be7d9b24d19951e4ce0c95e15140467ea2c6a99542b0ca370e8abb8030",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",51,51,2,20,250,"ff2293133fb923cc19d82094473104c469814505194336ed6e1e6128c5f48312",248589,"0ffdb52a28d944a11d4d422adbfa03d14a2f7c8031a20a226a9afcd37e7693f1",892,"c9c53669a692baead22ad792769a844b2f3b36a3d23bd262c9314c9d3a7686c1",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",52,52,2,21,250,"4b4a8144fe985b4b692dd01096353ae2c965e5940f08d9a262c77be5c5a1e690",248534,"b1da14bdbcb39358cfd48a77d3d683296fd3629f3fbda207de75683aec8af78d",892,"109542bd9393b39930c284c34515e487ee91db364269eeb542ed079a691e9294",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",53,53,2,22,250,"d8a907ee91802624dc5027f33ac1451f020ff8ebc6e117f9c467b9f9ddf4e708",248572,"bae6e5104e55e215d3f4049f2ed0140e4176c8ab9987e58ce4699197144e71ef",892,"4de07c85f83dc04d812df84bf5bfe72dadca0ce4526da5c8d40dcb816438a165",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",54,54,2,23,250,"57e8ab78fbbb56aaabe9be3be473396fcb897e3f5e6354dd8f03a6ba24c64123",248625,"f98315a2381c4b24057a99f5168e08bdf3aa25a5a2a8d690f3b7db91d78d709f",892,"59eaa5ada8141e776145b7f161b69dde7f14d5031be551e039d82e78bdf19317",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",55,55,2,24,250,"db3efd97ee5b18bbb567b42dc256d9ee375ee4750d169dc48149d321a39743e1",248587,"4165747187f82a45e2fd9c473486c5ceaf0a0d3b81de5f37aab6b1f313bb90f4",892,"3703def7c9e6a1c32a59b474ef4e1e1644e285937f1dc3171fc554bdeaeceeec",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",56,56,2,25,250,"e38b368808552e9aa0a037deaa3f60d193d17f197647f1022360a274c22b037c",248604,"067dfdd5928082b5ad60777addc7c87ccf8049b13034f3853cb8c9e43560da5a",892,"944a6ba7a98c95094c692d84109d3c8aface8d13d301533beb96018186b0648c",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",57,57,2,26,250,"2d5b41f855dc3ddcb68161a6f91a9a818c2efbbdce7af7159f330a62f3497dad",248564,"797b62c9fe6d0ed20705cb9214a679e80dfffdf08a5e71de6f63e907e597144b",892,"3f91b525abda9fb3438fc025f9518eb5eb535a9f128959210e8fa4e6780db952",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",58,58,2,27,250,"609867ceb8201d977bc5dd77bb9624018fd856ea9dbbd9ed1c24b69bc91cced2",248529,"a28be9eae4b7a902b5bb004edb9a51d365acfe74a15a5dd1c12edab157740b94",892,"75fbc09d52c43b4da618e13c36a3ed7f8e54f9387066a3ffd35ced4bb936a84a",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",59,59,2,28,250,"32859ba1bdd430815e7cc8365a8c04f49a6d1c6bbfb3481eb2c5e38aa5c23ae1",248506,"687382032d44406b13b6f9c2847ad328211d6601bd976d1d8de320f9775c1af4",892,"2a3fd721f9d62d07a547b4285f09efe16d1200e0f29d5ce2707e284fb07d840b",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",60,60,2,29,250,"8d5306e2aae399b956f207c9c324a18bda17305f407e4ade9b0412e21ffe38b7",248541,"7f9821610454a62d60e854f740565b53a7fc3e63b9971b0d294f1003005e1039",892,"7c35ce67dfc3ee8d37176c80a7b51d19ec261b3cd250e14ae7ec80056c580abb",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
"mv08zt_chunk_completion_v1","6515d9b85a2c9467b3cb688e6e9429e0be944d8d",61,61,2,30,250,"6b6996122f6d0acec97aad9a60962a4e6b643e2a456392fc0b1e6b9a3e822a33",248539,"83a504fd6a83a0c90d611000893fe569f1f8fe00abfd9ac201141f7828cdbee6",892,"3006147e1a54ea55489f42959ef8958d7e6b06452b871deaba2e59c97ea809d7",TRUE,TRUE,0,FALSE,2,1,0,"closed",FALSE
