"contract_id","sample_id","seed","source_tier","selected_cells","panel_genes","outcome_label_state","biological_outcomes_computed"
"mv07h_sample_seed_axis_v1","SRA850958_SRS4386112",20260805,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA850958_SRS4386113",20260805,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA550660_SRS2089635",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA550660_SRS2089636",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA550660_SRS2089637",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA550660_SRS2089638",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA550660_SRS2089639",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA621638_SRS2610283",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA621638_SRS2610285",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA628554_SRS2664364",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA628554_SRS2664365",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823404",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823405",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823406",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823407",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823408",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823409",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823410",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823411",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823412",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS3572594",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA667709_SRS3065426",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA667709_SRS3065427",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA667709_SRS3065428",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA667709_SRS3065429",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA667709_SRS3065430",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA667709_SRS3065431",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA701877_SRS3279684",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA701877_SRS3279685",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA701877_SRS3279686",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA701877_SRS3279687",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA701877_SRS3279688",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA701877_SRS3279689",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA701877_SRS3279690",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA701877_SRS3279691",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA701877_SRS3279692",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA701877_SRS3279693",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA701877_SRS3279694",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA701877_SRS3279695",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA703206_SRS3296611",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA703206_SRS3296612",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA703206_SRS3296613",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA703206_SRS3296614",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA713577_SRS3363004",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA716608_SRS3391629",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA716608_SRS3391630",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA716608_SRS3391631",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA716608_SRS3391632",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA716608_SRS3391633",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA728025_SRS3454421",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA728025_SRS3454422",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA728025_SRS3454423",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA728025_SRS3454424",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA728025_SRS3454425",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA728025_SRS3454426",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA728025_SRS3454427",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA728025_SRS3454428",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA728025_SRS3454430",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA740174_SRS3548780",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA740174_SRS3548781",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA740174_SRS3548782",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA740174_SRS3548783",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565195",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565196",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565197",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565198",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565199",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565201",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565202",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565203",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565204",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565205",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565206",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565207",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565208",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565209",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565210",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA742961_SRS3565211",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA749327_SRS3693910",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA749327_SRS3693911",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA749327_SRS3693912",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA749327_SRS3693913",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA760933_SRS3693061",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805245",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805246",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805247",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805248",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805249",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805250",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805251",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805252",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805253",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805254",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805255",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805256",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805257",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805258",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805259",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805260",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805261",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805262",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805263",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805264",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805265",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805266",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805267",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805268",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA779509_SRS3805269",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA784242_SRS3822680",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA784242_SRS3822682",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA784242_SRS3822683",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA784242_SRS3822686",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA826293_SRS4181123",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA826293_SRS4181124",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA826293_SRS4181125",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA826293_SRS4181126",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA826293_SRS4181127",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA826293_SRS4181128",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA826293_SRS4181129",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA826293_SRS4181130",20260806,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA850958_SRS4386101",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA850958_SRS4386109",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA850958_SRS4386110",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA850958_SRS4386111",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA850958_SRS4386112",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA850958_SRS4386113",20260806,"added34",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA550660_SRS2089635",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA550660_SRS2089636",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA550660_SRS2089637",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA550660_SRS2089638",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA550660_SRS2089639",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA621638_SRS2610283",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA621638_SRS2610285",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA628554_SRS2664364",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA628554_SRS2664365",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823404",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823405",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823406",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823407",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823408",20260807,"primary90",384,500,"closed",FALSE
"mv07h_sample_seed_axis_v1","SRA645804_SRS2823409",20260807,"primary90",384,500,"closed",FALSE
