"contract_id","oracle_order","oracle_id","pair_identity_sha256","dataset_scope","representation_id","panel_id","view_kind","seed","homology_dimension","group_units","group_unordered_pairs","reference_route","reference_exact","reference_squared_distance","reference_error_estimate","candidate_squared_distance","absolute_error","acceptance_threshold","first_finite_intervals","second_finite_intervals","active_levels","event_segments","expected_first_active_levels","expected_second_active_levels","expected_active_levels","status","engine_version","engine_valid","reference_within_threshold","reverse_bit_identical","reverse_counts_swap","reverse_diagnostics_match","first_self_exact_zero","second_self_exact_zero","all_active_levels","passed","outcome_label_state","biological_outcomes_computed"
"mv08y_oracle_summary_v1",14,"mv08x_oracle_14_d7a406547683","d7a406547683201078927e18a7bab1c187b40511cef3f59e699b08c4b9a40b5a","internal124","sct_pearson_residual_all_qc_fit_selected384","exact500","gene_topology_v1",20260806,"H1",124,7626,"r_adaptive_certified",FALSE,0.00544510475275959,4.8260674728479e-12,0.00544510475364323,8.83634311554804e-13,4.8482719333404e-12,137,3239,1917,2926805,16,1917,1917,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",15,"mv08x_oracle_15_a5fa1f36de77","a5fa1f36de77938410e3173bfe5bfed82a7572a801228f3742993d132fe6a7e9","internal124","sct_data_all_qc_fit_selected384","exact500","gene_topology_v1",20260807,"H1",124,7626,"r_adaptive_certified",FALSE,0.00421115962496345,1.56045302115852e-12,0.00421115962499564,3.21860593732737e-14,1.58265748165103e-12,111,3175,1884,2849391,12,1884,1884,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",16,"mv08x_oracle_16_208fb0700748","208fb0700748277b4d0ff16c5396320dbc81a04d485b5b69c8b0148fd1ff0911","internal124","sct_pearson_residual_all_qc_fit_selected384","exact500","gene_topology_v1",20260807,"H1",124,7626,"r_adaptive_certified",FALSE,0.00503495527983023,4.8442326359449e-12,0.00503495528000156,1.71330831466587e-13,4.8664370964374e-12,173,3158,1929,2809878,19,1929,1929,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",17,"mv08x_oracle_17_3d42c20922c5","3d42c20922c583bad4b789b72c6cd7d9fd5bb78de6137d54a3d100cbc471612f","internal124","sct_data_all_qc_fit_selected384","exact500","gene_topology_v1",20260808,"H1",124,7626,"r_adaptive_certified",FALSE,0.00375989522078895,5.0440829108588e-12,0.00375989522100156,2.12614648109621e-13,5.0662873713513e-12,105,3117,1814,2719224,11,1814,1814,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",18,"mv08x_oracle_18_c40678cf81a5","c40678cf81a549d21f6dc9a567c59b8e9577cd1c024ec8c4c6c6e816e2924767","internal124","sct_pearson_residual_all_qc_fit_selected384","exact500","gene_topology_v1",20260808,"H1",124,7626,"r_adaptive_certified",FALSE,0.00484942872080875,2.85405495232742e-12,0.00484942872096117,1.52416274046274e-13,2.87625941281992e-12,151,3214,1840,2951467,12,1840,1840,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",19,"mv08x_oracle_19_73942ea8c1e2","73942ea8c1e24a07b560306d546c8f03f5d97c3b1dc63a4c008cc396c3065550","internal124","sct_data_all_qc_fit_selected384","exact500","gene_topology_v1",20260809,"H1",124,7626,"r_adaptive_certified",FALSE,0.00396082096217186,2.36193139340588e-12,0.00396082096217061,1.25507243486922e-15,2.38413585389838e-12,99,3172,1879,2803330,11,1879,1879,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",20,"mv08x_oracle_20_bcc1d3125d30","bcc1d3125d308bd0a549f74d506865e200d51f78eca859a94b2ddc00df06761a","internal124","sct_pearson_residual_all_qc_fit_selected384","exact500","gene_topology_v1",20260809,"H1",124,7626,"r_adaptive_certified",FALSE,0.00594094982020506,4.97908059222585e-13,0.00594094982021455,9.48980477533112e-15,5.20112519715088e-13,146,3246,2038,2850908,13,2038,2038,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",21,"mv08x_oracle_21_3a378654f9e4","3a378654f9e44005d3b609351647321b04dab1b4cb327728acf6fc16f54c093c","external8","sct_data_selected384_fit_same_axis","common475","cell_topology_v1",20260805,"H0",8,28,"r_exact_breakpoint",TRUE,36.5558837286631,0,36.5558837286631,7.105427357601e-15,3.75558837286631e-09,383,383,383,1532,383,383,383,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",22,"mv08x_oracle_22_3f885bcf4504","3f885bcf45040519c50a1dcf70026ce4590f097fbb24ec2abba775a310cd53d4","external8","sct_data_all_qc_fit_selected384","common475","gene_topology_v1",20260805,"H0",8,28,"r_exact_breakpoint",TRUE,0.164456917789842,0,0.164456917789842,5.55111512312578e-17,1.16445691778984e-10,474,474,474,1896,474,474,474,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",23,"mv08x_oracle_23_f4c6326b05a3","f4c6326b05a389a997224e06051bc2d47af57ba721287cd397db35235080abf0","external8","sct_pearson_residual_all_qc_fit_selected384","common475","gene_topology_v1",20260805,"H0",8,28,"r_exact_breakpoint",TRUE,0.290441799278292,0,0.290441799278293,1.11022302462516e-16,1.29044179927829e-10,474,474,474,1896,474,474,474,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",24,"mv08x_oracle_24_a2e3ad6dc787","a2e3ad6dc7878463ef63305fbcb24f2a0d920a31adbadaf4b4d7aa132f7a1060","external8","sct_pearson_residual_all_qc_fit_selected384","exact500","gene_topology_v1",20260805,"H0",8,28,"r_exact_breakpoint",TRUE,0.673705782582621,0,0.67370578258262,7.7715611723761e-16,1.67370578258262e-10,499,499,499,1996,499,499,499,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",25,"mv08x_oracle_25_3f17530f4c3b","3f17530f4c3bc3596c54f065a824e4fe7bd384082ebc2d81cc55d00f220d2021","external8","sct_data_selected384_fit_same_axis","common475","cell_topology_v1",20260805,"H1",8,28,"r_exact_breakpoint",TRUE,1.89048990719065,0,1.89048990719066,1.77635683940025e-15,2.89048990719065e-10,274,368,60,20010,40,60,60,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",26,"mv08x_oracle_26_8bb21f36abb0","8bb21f36abb0b2142f25615f0b3c03ef6243c4dca8a9ee2faef62e9c8e096013","external8","sct_data_all_qc_fit_selected384","common475","gene_topology_v1",20260805,"H1",8,28,"r_adaptive_certified",FALSE,0.0004658206620826,1.56360922835484e-10,0.000465820663149983,1.06738261892309e-12,1.56383127295976e-10,404,1101,291,224932,97,291,291,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",27,"mv08x_oracle_27_8ccbbeb120ac","8ccbbeb120ac47c5ba7e482a6b1d32aca320e8cf5bac4f1ecac87535ab61d136","external8","sct_pearson_residual_all_qc_fit_selected384","common475","gene_topology_v1",20260805,"H1",8,28,"r_adaptive_certified",FALSE,0.00027082147542007,2.43817443145036e-10,0.000270821480482145,5.0620750538348e-12,2.43839647605529e-10,477,865,236,155602,108,236,236,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
"mv08y_oracle_summary_v1",28,"mv08x_oracle_28_ec1aaf22abc8","ec1aaf22abc897dec5024678d8d2d5d2b0e3e5b76ba10829c75442f62c5e4cbd","external8","sct_pearson_residual_all_qc_fit_selected384","exact500","gene_topology_v1",20260805,"H1",8,28,"r_adaptive_certified",FALSE,0.000243861480859411,2.43353821491808e-10,0.000243861487398609,6.53919846331681e-12,2.433760259523e-10,558,970,270,199656,136,270,270,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"closed",FALSE
