"contract_id","group_id","fold_id","seed","execution_order","diagrams_bytes","diagrams_sha256","distances_bytes","distances_sha256","outcome_label_state","biological_outcomes_computed"
"mv06g_source_group_inventory_v1","mv06f_group_v1:4a29e4b73f9837e3269f46e4075ba7ff92d136a44fb18445e29ea5b5f700bfa2","large_loso_v1:SRA550660",20260805,26,7398046,"08ceb815940615df5a8ebccde7482043eda7f4899401e13ca58feeb7b70f0431",732288,"fd63d94c66d2a81b1ffb2c4d84a30981dc2a4bc9825e2818ba3cc110e22e2a04","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:ec04a019520b47f2e06bf36357157ac681485db225c863b875fd8e2d310da587","large_loso_v1:SRA550660",20260806,27,7454023,"a64c5a4065abe1e1132eabfeebdd24156b43adaffd96f6059f376ea0cfbf5b11",732367,"c4cfee2e2a0c47c3451940d7baab5d8f67be92a7766781fa164d06ba5f627e98","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:14fb892565d0e046e4f9b8d2c6d6b9d9c24776387fbb25b43a88653832bd6895","large_loso_v1:SRA550660",20260807,28,7455267,"3e92373681790c7f383ed4cdfec69675ca861d7aca8c58355f1c50b201021b21",732241,"8a070f0ba2ee9aef1f4e6d1a0a6805b2e706977832542d810851db59e02fb4d2","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:b9a686861c0049811aba93c5669c920ee9e142f21c8983a3eda62f8ad8c2fe35","large_loso_v1:SRA550660",20260808,29,7454213,"c7a3916e18487d68a642b9369caa210e4f713d81d0eb4c504bc10600baf11ade",732222,"0e42f0064bbfa20c1c8b5948be383466b013ef185ab6061e1eb1aabf704ea122","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:1e66635d25e45e7b660e0e417cd56eb8bb7b90dd253e8ea2933a93d071a3246e","large_loso_v1:SRA550660",20260809,30,7453879,"dab61a30db02141d9a25e7296be5bb04fb15d3e16d00b6b3d0758c2218d0dfdf",732277,"8e95bef1fa619242e0478cc1e9738b7c0a667edf332967d6e6d6fc5c38f244af","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:d304d55fbbeecada17b0184224dbc522eb17057a70285626d680398bca6c7311","large_loso_v1:SRA716608",20260805,31,7400146,"d47e0adbe6f1199efbf0c70307485226b4fa844a23441c92e1142baac747d474",731932,"21f624c01e692f17fa753a97e39960edcd43b7bd90dcdd6859cd32fc6af7603c","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:8b800627d811646f9472d9260770ed37b83dc236ffed9e1813ac7260311bd47f","large_loso_v1:SRA716608",20260806,32,7447863,"5f990a239d12cda0cece31a2fe1d044badd0638ef33098b762e0b44650c3a325",731921,"f13c704a43314dfacfb4e76318bc39e319a4593b4732ae8ae3c9c7a36b363ddc","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:bc2aeeeec6ce6575b33720400a79676dfa60324239fa9519cbb499dfbbb17d19","large_loso_v1:SRA716608",20260807,33,7455197,"5698edaa98d141878f8faeba5b99849ad43c810926cef0d17be6bdd797cff201",731934,"0ed28201eaa1247142ac30758aba36cdd6a66286028a67d22fabfcff0780f558","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:0abaf23bf5f9aceb799f79a130c507eb63193b7b91fea50dcea035bb293f6e8b","large_loso_v1:SRA716608",20260808,34,7455893,"9fd988eb2110b23794452147a2e8dc8949e2e85eb68822c7321c683aa41702ad",731918,"c72fe8163c936bc642ad7275a8a3ed5df527b1c54b3d1164d5e34d822965fac1","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:b78f7ac00ffefcaac391af0c8d588f9cc57926b694039c636d2ad434be3f160f","large_loso_v1:SRA716608",20260809,35,7453389,"1e0868be678e326c67b79143c0b7e6c896c23fe5aa333efd6ba7960b389af0c9",731993,"6bde4b1d7ce7310576683161bbe5f77c0ee8e3e480cd01b40704a91735ebd6d3","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:08aeeee1d79b188b7a96f0c88bc767f2822336c2522b90bf8ac3d4d0afa42f7a","large_loso_v1:SRA703206",20260805,36,7394441,"016b9d9e91863e5bc9be31ce1a9afc3c23fa5b0ec6b58ba9a7e34122d2cc9678",592598,"c29a09fb529f6f8ee79cce016447635fd5605fb2f81908fe390f01d01357fd84","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:628f707eace53f1d02d05a05644916cc933549085f579059062942a87fcd9eca","large_loso_v1:SRA703206",20260806,37,7448808,"288d76160a3668b87bc4289391e51ac8843af0416a6a75d3c9683c075607c227",592484,"cd8d87188fb17a39bb2a6da7f2a7454814ad5d1315a6d9a344e52d7a42fd94d4","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:2b10e2be129d09113bb6c23c209180089b1bd0f3ac7e6ffc536079bc415a339a","large_loso_v1:SRA703206",20260807,38,7455022,"c91a0fd78b47e51ba843b7c4dfb66c2375533c6dc92b55e6e664c577a14f0f6d",592622,"59c64e53ccfaf64503635cf15bcdf5a716724b79c3bee97a01debe68f4888e69","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:b2ec6de7ae421895363f86584f6524280ade79aad6163f33a880d2d726cb3d41","large_loso_v1:SRA703206",20260808,39,7453443,"509ae530cf5f78f17978f59de9978ca53c6598b81ce709faac7f042bec70d375",592568,"a0dd2c2a61277229a5d9cb4f9962dc2991656595eb9f72c6b13a368ad7b67c0e","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:68df8117e967bda08f592eb2b4f3b8c96d1ca88c8a15b69375c613e716797ff5","large_loso_v1:SRA703206",20260809,40,7456119,"a094cbec0ce32c511d3ab5be53aa9edd75422f11bae18f610c96babbc0e27499",592637,"d4e523b5d6f302715f6fe470df3aaafccf8a4fe80c28609113c7b193378e2b19","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:67858282214382f3e8fecbe28b794feda7d00799e52ae46575d632bd59d1a89d","large_loso_v1:SRA740174",20260805,41,7404381,"b58a1d2280e69080c777304e1961228bc332f0a9b785699e541197ffbcd99c38",592019,"e893dda01d85d748e820ec3a6a20bf7b4d57394ec51aac8982f9217c1904a017","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:72b53f6e0ccff94d9f8001599e1f0b63e3899733f72abd2a0ae993a4aa728f92","large_loso_v1:SRA740174",20260806,42,7457733,"66195ce293daa630d5208f116c672d3deff7f389597363737181e2ac66e69530",591998,"dfeb44181eb41fad10110a05db0d61bb3f1da33fdb0383cc67139039b0718320","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:d3aca232b73eac7590da85aca6ed36bbaa8cb555c51a2af05b1b6b2711f016fb","large_loso_v1:SRA740174",20260807,43,7459187,"c8dfd615380956f993811229cac7133810bb0177686f8c02d369538997bcc77a",592064,"d7253266f6d68d5e3ea61eb7f1cede34aef56b8a9b1d92183096e53ca1edce9d","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:0c65f3e6ca263a121de390bfa47bfaedc051687a0b4d8632d1f5de0bf24b0c27","large_loso_v1:SRA740174",20260808,44,7456768,"9698c058e56fc4c95e64a9e5ec928763408489f2d7ac13c665b8b494ebe48742",592025,"0a28410887d6714aa169a65a8079072fad3ec92adba2f196bee5f4cd1e7206d8","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:9722d70aa65c60ce06d827661afae22ca2c6afd162f76211a329575a4538d33a","large_loso_v1:SRA740174",20260809,45,7449924,"a4b1ed1a8939037e0705013bfa471fa823ab95328f0bc151b9a5653d9bf053b4",592032,"c4723b01328703631fc1c461ab97fb91ecdb8fa7059e40fd7af05d0af34d6449","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:6890cbf2d67487dad1516f5ef4d3e8620e6da73cfdb37bbad27e7fa0f7f2b64d","large_loso_v1:SRA749327",20260805,46,7400636,"ea4ac117c8befc3b2bade90039f407562765a1e06d438b10fcbadfc676ca653b",592771,"aa4b9776c2439799ec169e690a4455c53cd8977174499b7ac81b2971b21f82ea","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:feb1d3ce88f5a474c58f20177f96e7f850b252d2098154e139f88ce674094444","large_loso_v1:SRA749327",20260806,47,7449333,"e6bca1d51beb61622db4aab58de44f1c166cbd332d79dd58db3baa2742de7ba8",592873,"93bcbf6e02d1881340ed2fe59ed32f06c8307376f51919cc95c1c3ea3d6a22df","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:2734ab2f32b3459bc66508c10d7583fac02ce0425b342d73efe7f3f4f4b4aa68","large_loso_v1:SRA749327",20260807,48,7457367,"160880f18731ecc2aaf97dc2adb1315a99c3fbc01823e4d489fe02fc2ede0ee3",592798,"ff27d9703436757b455b562fc47f53f6a14a56fc916edafcc813a3e8f5cc5575","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:2c78a35b51ec2615beb82313010a9d9489057c3a225aa923f16e3228468dd8ae","large_loso_v1:SRA749327",20260808,49,7454283,"c4c1e27b69ab011572ab4998dfda1e84d424ac52bf1a1298799a8631552bbf91",592788,"9e645c3583af57dab9bb2283231c7d4d6aa9ff463e8e85e283e995a6fba5ab58","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:fbca3ade46a2dd671380df8e7fb07714bab96d9c8c8a9e0c9a579422ee8ec53c","large_loso_v1:SRA749327",20260809,50,7454579,"1fec4f702043b31542438ec9161838faadbc6a1eaefad8f60aa2d07784fb32ca",592822,"02e1481b9d555478c887f7a895db0a304429ac1f4ef4083620cfd84bfbf2a961","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:e1a65ad83356a04ea2dd1bff442eff5fc682ce4897045040aac220e3ec0dcbe0","large_loso_v1:SRA784242",20260805,51,7398396,"de5fcc389f17bea4e9648b2a9f3d28e7f45999cb804e96895481aab1686cfc03",592809,"42249d614b41fc74867546b7e14757c1ac72646922ad720a6dafb2812160c09b","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:decdd91d6aa94de71f4716651259b472a2a02d1143c6d51510d1e1803ca7cfc8","large_loso_v1:SRA784242",20260806,52,7446323,"b881f2c79de803aa4bce675ce8d68be0c98062da3543bd56d49a4fbefe58a888",592756,"223a16dc519f7f95f8010aa0d70cc1adca75624b1fa21ee3df429264129e3265","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:fd89439b152e8788780776a6f491f20ad5cc8e695711224d8309ad92615d4f61","large_loso_v1:SRA784242",20260807,53,7462022,"de60c417c0f065d0368c36f2e77a6a06b9cf40343701bd9b36ed0e088826d242",592796,"74701dc8d5cca0c41f74a1083206b4c9437c81a825cd608cc4bb9d242817df75","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:17bbb301c021120de90a2c3d676bcfeae639ab4348df09976064649e75aa25f1","large_loso_v1:SRA784242",20260808,54,7452988,"d477de073db9609c08c90c9083c7c4aa580fc6af652ac478714be88ed8a45419",592733,"d3819957cddaa6bb83311ef9e63592f7cd53b2e6c39ed31067cb530c3c0f6ef2","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:8a1c1fd1ec6c38fff930224001e8780cb6a3f77aa66359987eeb8b7e7b8dc7a6","large_loso_v1:SRA784242",20260809,55,7460739,"64d3c1a2514fe46a7c82da662c2d62f8287ccb7cf5a877a91eb084f27c78f924",592708,"4c6bd7c147374fc06142bacbb822357d817dafe5a05b598239661e8afb892183","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:7c19ff1e3d0cc1f6840e8dc812b71fe9aa67efc7dcfe7452f3b7d9e5ee2002d2","large_loso_v1:SRA621638",20260805,56,7399971,"a59b03a527f6e768c7938f98af31ee82cdc08d7b629940cb2aebcd600259cf5d",303486,"9e107c1a0788af7b8d2be5abaa524157eb8ba17fcff6ebe184a801b50edb7fa3","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:7dbadc56fbd61636fcb998ad170213953cc29b6852148b25b739630b0a399b4e","large_loso_v1:SRA621638",20260806,57,7449543,"e8d464bd34c565d10b8ac239668521ae983bd9aed0419f15e5836d6b300e375c",303639,"83da620d5456defff794552678f76a1be524fa4f7ba4d0316d4576cebdd870c5","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:7f98730bc851a3c4b5877a38a69e20b88ee8343ccb135f89bd6440d8b77ba948","large_loso_v1:SRA621638",20260807,58,7456107,"420e2632bbd458bfff1f9bd90dd421989d5d28af85f8989fc4a97c8295f4d195",303597,"21b404289c38df728849bfd2067e9b074e3ab09c48233bbaad8c32d5fa88f92c","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:858156269cc82adfd2a08d7f02843c6f20bd323c45d04d191db5b0daa8b2e98d","large_loso_v1:SRA621638",20260808,59,7459498,"245343431a261ca7e68e913349fa22e4b88487a763cfde76af2b86687c573dc8",303420,"2dd8ce532af399aed0ae1446fa108a15d0ef109e1b5f5a34ac0b678cc1be2f2a","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:26e9fae36393a93186d31abc4b743802345db6aeb2b3edea2a4bf19706d081fc","large_loso_v1:SRA621638",20260809,60,7454019,"a3cafe39857e6ffda8115f06ffb8d5adc661aaa84b44a10544f40ab44623cf4b",303491,"da9cbf75f8103783d58caacacd6c5f68874067764e34a0b2c528450bdee2738b","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:21f527973cb03b4cf648798023bdf209b74e75c8e2f9c8b07f7591fec4e2ed05","large_loso_v1:SRA628554",20260805,61,7400881,"30c45ea93386d1286d673d664741544e702d94a886cf2f0117665a0ea39f7a4e",303632,"4fc1aab6a837e9b1dfffcb834dc7c67133472bff43ecc4dc44d08d0f78539a3c","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:65db552c558c49ec5d0c47f6d7ec2a61a5fd041f16e959cb8fa76c0b8544aabe","large_loso_v1:SRA628554",20260806,62,7450733,"ed62154d884764019f6e1b68216842b846bf8f409a3002638dca326a13e15a1b",303614,"673083dfcaac63e357a221b1c389f8544484bf431e6c7875227f08d12c0693f5","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:4f83938581758419ed8209945da5f962fafc84b0bf214808921e5c05521082b0","large_loso_v1:SRA628554",20260807,63,7455687,"0cb7752523eeac0772ccf98dbe9a75df46477f686a95ded28b0d94a64a9a337f",303641,"6a7a45216e9f09dcb6ca21581ac5dea03ecb144e8494d21a73c5c4e5d2bb9a23","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:17fd1f24ff364a54fccff2d22f96838374f3fe5948fd1034f5456890e4aab47c","large_loso_v1:SRA628554",20260808,64,7455508,"6657847de899cfe457df8d22c9a254cf1766c196caae6f620e99285c0d15e346",303634,"61a1cc38f3eedf2a253a74c7b00c7328e10b503eb69960d96901a05a3241d96a","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:fdb4ac3c3aac4ab29b4c4ce6867e7142eed606f1fd9eaad9721efb5e9321faea","large_loso_v1:SRA628554",20260809,65,7452829,"5af562130563f6aa12941199d5d897000b9a65b90e3b91aab7196c2729ce672b",303708,"711f1a948501e4fea07303b2e916bfb6076e28158aeb26358a1f3c84b5c21dc6","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:40c94c4ae479a65d2ecc5fd5a87eebfce74dfc028dcb55b30b9e1fd409a01566","large_loso_v1:SRA713577",20260805,66,7398221,"872942dc1946c6d5cefc95837a7504afbc8aa5df4ab7997a4e5f9c40591c52c4",153705,"8d550e36fb759d83b910ef0a2ff98f16f70c5b8a803c00250512ae6687c7ae4a","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:c53b623686d3bd75d3d8788cf2ebb7b4ca18cb151fab35453c350aef230a6d22","large_loso_v1:SRA713577",20260806,67,7448318,"cb618acb4b4b25d0bc9badeb267fe6594b4dda3f38115cc9e05ada55eb628c65",153731,"4a1aba6f66866cb2440f51a4f6adfc20312d6270d7f7a28e88e3718a399329e5","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:69e42b6be65a64765dce79348978f0d1ec6514d290d628388ebf976e93e46e18","large_loso_v1:SRA713577",20260807,68,7453551,"d797fba06fdfb05b123bb1da0920fcd347c22a29773bce6b5f66fdd224e3288d",153794,"4879da595364741d855c0b78820387fa0e072d9c7437405e339b077dee372add","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:95e27080059f3b24238eed94f876764d5acd34995a5c3bb8c4058c60339e956f","large_loso_v1:SRA713577",20260808,69,7456733,"c656ba246f7a48cf603a114ce20aa39f61533e085890b8b280ef4a10c62c3c94",153701,"b8efa926167de9a20d78ce7560101ee4021837207254f286286da3aad2572494","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:8b1db99677219a935760a8ea535e14facbd8c567b91e0802411a584a13a3d949","large_loso_v1:SRA713577",20260809,70,7453844,"e7f54fa2ed611e6c78785592997af66861ba996703f30a27618b548161bbc6ac",153719,"c199648cba8c03a880a15ad7c1ee0489761e2444c334b4216efac62a053896a7","closed",FALSE
"mv06g_source_group_inventory_v1","mv06f_group_v1:c793b7010ab87434b5072064211deddcde07c9be1b7a80fd93c1e9015b866f02","large_loso_v1:SRA760933",20260805,71,7400181,"3194196557b36844cefae88b75cf4f3421f79ef8b01a7135f184925b37419c3b",153505,"f59486362749058c9280386f3fd25924eb95c4bb9f8c7bb6e5812d469c1ace5e","closed",FALSE
