"contract_id","production_order","group_order","group_id","chunk_order","pair_start","pair_end","pair_count","pair_subset_sha256","authorization_state","comparison_jobs","clustering_jobs","fusion_jobs","label_jobs","outcome_jobs","manuscript_claim_jobs","outcome_label_state","biological_outcomes_computed"
"mv14_cell_landscape_queue_v1",33,5,"internal124__exact500__20260805__H0",29,7001,7250,250,"97a019e50a63b67050356ac1a10a128491a72f7fdc6dc7366e79fe07b2d9d5a8","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",34,5,"internal124__exact500__20260805__H0",30,7251,7500,250,"b4bec4253e689b3ed2aacb237d468382fd9982e2a4828d11515eab7b81132a8a","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",35,5,"internal124__exact500__20260805__H0",31,7501,7626,126,"33eab4f2ab0d12b4610307b6227313d8700512d5bbf0a41eeed2364611e58ed9","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",36,6,"internal124__exact500__20260805__H1",1,1,250,250,"333790e9895074fc85f94e29217497e5630ff17dc84b686aa12db4b2e2b9e70c","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",37,6,"internal124__exact500__20260805__H1",2,251,500,250,"d012f8d4d784c4c8676564516e7078daba5f8c84c0964d86a5bae8a4c087e00e","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",38,6,"internal124__exact500__20260805__H1",3,501,750,250,"5f07252052c7d9a5202afe98d477285d5b70964e3d097deb5c0fd69a8e870d14","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",39,6,"internal124__exact500__20260805__H1",4,751,1000,250,"c782877dd93fd7fb69f3858973b1660de8a6a3b18e9363925662589971e4e076","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",40,6,"internal124__exact500__20260805__H1",5,1001,1250,250,"1a926469fce1d05f71334f0bc1e823ef66be495ada70d823c459ba48c5984f00","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",41,6,"internal124__exact500__20260805__H1",6,1251,1500,250,"bf9a15184996d5504e3b8539c7b7895ab86fe9ce0b9d9282d745fff4fde7f5bc","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",42,6,"internal124__exact500__20260805__H1",7,1501,1750,250,"1a4b05df562e511c5e9a3ca6919bee1b02348670963f0902c9dd2030096e8761","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",43,6,"internal124__exact500__20260805__H1",8,1751,2000,250,"922e002df41473e2f1b7bf11750183aa0a9a98273ad9fce83fbea5ad94df3d1e","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",44,6,"internal124__exact500__20260805__H1",9,2001,2250,250,"4ac0b1c165a62dc82a8c0db9fd5c3e8f975b489121fcd3b38491c4a45a639526","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",45,6,"internal124__exact500__20260805__H1",10,2251,2500,250,"a0842bd25efaafb0cb3c9363f1d27ed92d563721104803b4eb0b7e334a631fda","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",46,6,"internal124__exact500__20260805__H1",11,2501,2750,250,"189f792e84d823342dae805bf0a1f3858d607ac8b37e9a1544be674cb55f8b3d","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",47,6,"internal124__exact500__20260805__H1",12,2751,3000,250,"df653ce4788141ec2c2a0bc7500018444d2794b78d7cfb1112b949a943d5968d","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",48,6,"internal124__exact500__20260805__H1",13,3001,3250,250,"ac0e2bd03042a257a1883d657db57877e8aa30d11a9e2b0f99c870dd14913841","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",49,6,"internal124__exact500__20260805__H1",14,3251,3500,250,"e085e0f58c449ba54f9a9d98f6de7fd7b604fc7f16d4d389a60da9be3abd54a6","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",50,6,"internal124__exact500__20260805__H1",15,3501,3750,250,"506ebad8130d2d11f6c100930f72a5e67f681a47f29b87c8fe4d09a76e397f35","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",51,6,"internal124__exact500__20260805__H1",16,3751,4000,250,"95d02dd3a35cc7bab3c39b1211674b869c9deac4f6095defbd3f86cc1575a40b","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",52,6,"internal124__exact500__20260805__H1",17,4001,4250,250,"df3db299c1d510162eacdd2d68e5a470d0a8d16e6d1b09969fc9dd72e60e1532","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",53,6,"internal124__exact500__20260805__H1",18,4251,4500,250,"0073527fe34bebd8dc6663c079763c8de098418c29d87e4e5192bb2aee690233","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",54,6,"internal124__exact500__20260805__H1",19,4501,4750,250,"48dae6263fed7d684cef6c503b8b387a7bc0a98bab614af8c1f75428159d8026","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",55,6,"internal124__exact500__20260805__H1",20,4751,5000,250,"0762f20780d34eefd4d60be32b5f1edb0584ce22eadd479f97843e683a921ad8","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",56,6,"internal124__exact500__20260805__H1",21,5001,5250,250,"643aaf3a487da500fec6bf42cd334f404c540be69fa8351a3d21e1ce2084b54f","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",57,6,"internal124__exact500__20260805__H1",22,5251,5500,250,"93a2fef3599f67203ee7ee173f0ec98f4857fc5c8621ab4d7caf1b229e28ddda","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",58,6,"internal124__exact500__20260805__H1",23,5501,5750,250,"beafdc868ca5e1329d7ad9294369097815a019c7750cd18e943d85cc7d70d4d0","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",59,6,"internal124__exact500__20260805__H1",24,5751,6000,250,"a77cc661bc8294034dc6b53eecce55be571ff219406300bc4aceb5c20f6a3068","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",60,6,"internal124__exact500__20260805__H1",25,6001,6250,250,"ac96ac9e62a46742632c06495479bcea1bdb377d85d7438180441b6beddffc89","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",61,6,"internal124__exact500__20260805__H1",26,6251,6500,250,"dcbf85f0460ffa69ec348c4b87570683c52d499d0a9c168503a45c5c904e8a8e","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",62,6,"internal124__exact500__20260805__H1",27,6501,6750,250,"a71f078dc3316ec65730d5cff391c321ea4ef948bb85a1da4d1c7edcc02b10a5","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",63,6,"internal124__exact500__20260805__H1",28,6751,7000,250,"197042dd458b3c8677e8e951aa0c7819074f9abfbb0c973816f2f745f4c61cf1","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",64,6,"internal124__exact500__20260805__H1",29,7001,7250,250,"031b9977afcd99c8e323889e294ff7a1c0945f09f00edd97ac047b07e80f2f57","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",65,6,"internal124__exact500__20260805__H1",30,7251,7500,250,"26395b8b79faf84f1e6c13f557a7bb712bd8f01c5f150c04d2489f1e0437f2f2","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",66,6,"internal124__exact500__20260805__H1",31,7501,7626,126,"e5180e0d1c788f57996e65a1510e5498065d618030a02ff7bddd99cf1211aa63","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",67,7,"internal124__exact500__20260806__H0",1,1,250,250,"ed87d814d34d248f9f9ef1936b571d0021028f670858a90ca29cf0f2a17ca6d4","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",68,7,"internal124__exact500__20260806__H0",2,251,500,250,"0b879e9e38f070c9b58dde4bc4cbc294446a426edf37e9af214e523fe9c4d337","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",69,7,"internal124__exact500__20260806__H0",3,501,750,250,"41d873f79903042b96fb47be9a3ffe49127e9a3ea06dda32127c9fa4c43446ca","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",70,7,"internal124__exact500__20260806__H0",4,751,1000,250,"8d1996846299e1e9937b5c91019eeaf567a442453be0ffde23edb2142c2249ee","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",71,7,"internal124__exact500__20260806__H0",5,1001,1250,250,"9785b8a8ffdc6529fea5cb8a3eda748df77b3989fa82723a622ee59c78c41d99","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",72,7,"internal124__exact500__20260806__H0",6,1251,1500,250,"75424e3ff75cbab46803d523b20c32c47ca252dcb1613e8717e31f2b4258741f","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",73,7,"internal124__exact500__20260806__H0",7,1501,1750,250,"8165170c6a425e9f8f9aef7a4592db6748746a98de646a3ac7be3ef11464b307","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",74,7,"internal124__exact500__20260806__H0",8,1751,2000,250,"c22a55178f8928db601ab07135bfc889c92535b4d30b9423a5fccda96b290340","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",75,7,"internal124__exact500__20260806__H0",9,2001,2250,250,"d5d47a8d972b4a751799757567f9c3a49aca50e5a1df3e6e76ed8076f25d4ddf","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",76,7,"internal124__exact500__20260806__H0",10,2251,2500,250,"1bbf60bd7288844e6b805ab119ead9ce9abb43d66b24870f30df2ba79f0bd4d3","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",77,7,"internal124__exact500__20260806__H0",11,2501,2750,250,"c2b98e69b101cbeb5b065ffd1660ea7a5185303a4d7eca171cd374eb45f43350","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",78,7,"internal124__exact500__20260806__H0",12,2751,3000,250,"a162a7b4b8667c6b3d6c7a66fcd66f7d43adb0b85a2e0bd131e68ac71e6f019a","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",79,7,"internal124__exact500__20260806__H0",13,3001,3250,250,"139f33dec04629a84c79aa7f72494851040500a2ea6c27c21c66234756372c5c","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",80,7,"internal124__exact500__20260806__H0",14,3251,3500,250,"25694ec8e8b5bdd2fb8b90452f0b16dc9af0c3a8770cbddaf82560016452db22","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",81,7,"internal124__exact500__20260806__H0",15,3501,3750,250,"9954de6554ac40ca81a6c62a19e576c315a532336ed9202fb1b91f87c570cb44","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",82,7,"internal124__exact500__20260806__H0",16,3751,4000,250,"951b17b14c5ff194a5e718c8308973f8a750060d6d8ba0b6758235e47b230b41","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",83,7,"internal124__exact500__20260806__H0",17,4001,4250,250,"cbaa9b3605e796e683a70d6690a5ea060a2aeb62ca8938ae7dccfc11e6cdabb3","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",84,7,"internal124__exact500__20260806__H0",18,4251,4500,250,"9ef0b30db03e2cc8f355660461781a4b8981715f7656d5210242f96a138a0b3e","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",85,7,"internal124__exact500__20260806__H0",19,4501,4750,250,"902314a5c9dde5e8a8626f21a848378604800620a1d2d017b705039eb88749dd","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",86,7,"internal124__exact500__20260806__H0",20,4751,5000,250,"d1bc27cf826006d13a0e056aeafecdee29e15189a7a0d8402f5d58d1f4b69b32","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",87,7,"internal124__exact500__20260806__H0",21,5001,5250,250,"dec0c769a7a961cbffea2ddf1bd99a2af2258c0c46751c727f49f2717423e85b","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",88,7,"internal124__exact500__20260806__H0",22,5251,5500,250,"cce9985d7a43e3eee2806a7a4c0682829b74d967bcff67eae86c3491d200e614","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",89,7,"internal124__exact500__20260806__H0",23,5501,5750,250,"56af53cce4b1af43862c68a73b5e35843decccc790b7961aa1bcde00d3b219b6","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",90,7,"internal124__exact500__20260806__H0",24,5751,6000,250,"e16bd6ba5cc003aea9a50491b280ea152dbac0f452a9675f56ee29e11a03dfa0","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",91,7,"internal124__exact500__20260806__H0",25,6001,6250,250,"1433dbb896294bce87815cf0286979d6aaca9dd58f31f1eb8dba2af6ce68482b","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",92,7,"internal124__exact500__20260806__H0",26,6251,6500,250,"35f6773c9d9f18c1fd0b50acd001b832de38e63e3baad1d7560e37eefcb4b295","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",93,7,"internal124__exact500__20260806__H0",27,6501,6750,250,"f9dc0362abfb88512394d55ceb66611f3779afe79cda1d7426f106f4daa4c373","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",94,7,"internal124__exact500__20260806__H0",28,6751,7000,250,"93defe08b8f1e39813741190600ca416e300173664f6743b72c01ea61d1ae5f3","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",95,7,"internal124__exact500__20260806__H0",29,7001,7250,250,"7be76ea4271984e864013e5165775dbc6bea368b88cc8c5ef826ede15c98ecd2","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",96,7,"internal124__exact500__20260806__H0",30,7251,7500,250,"699d50f21a0a729c2d7937cd4fbe19e5c1d1ecf76c7cd8b16f2b8e36c1fe0701","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",97,7,"internal124__exact500__20260806__H0",31,7501,7626,126,"4b3b5f7f8779d0bc363e85a039765f7adff37801daeb473c6108f7e696e0cf4d","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",98,8,"internal124__exact500__20260806__H1",1,1,250,250,"10d01068aeaa2d58eff887f9e15edb0bc8bf8dc0c4dbe0ba67dbe6b0ae94d1b8","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",99,8,"internal124__exact500__20260806__H1",2,251,500,250,"21f9e6a43274555ab52a9c408458d869408f8ea23500c95ec27d926f556d3c04","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",100,8,"internal124__exact500__20260806__H1",3,501,750,250,"3546e2906c1da190ddd909260a49da37324b973bcfb27ee328b12de0db605751","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",101,8,"internal124__exact500__20260806__H1",4,751,1000,250,"08ee894d9fd43bedec9e91b689a0b3326f3caacf730749790c48b504871f1166","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",102,8,"internal124__exact500__20260806__H1",5,1001,1250,250,"f60e6b5f3c608abbed9ee9a37d3cea9d259a72574237d01e9e4dec28f56e49e9","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",103,8,"internal124__exact500__20260806__H1",6,1251,1500,250,"c04bd4ad7e4ed012beb25d0c199fc1e02be9ef0b162bb61e001e60bf0b779f61","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
"mv14_cell_landscape_queue_v1",104,8,"internal124__exact500__20260806__H1",7,1501,1750,250,"edeb2de9b3aa9563542062624e5913e4329bdaf1b7083247d1b7092bd0e8af94","authorized_after_mv14_prefreeze_commit",0,0,0,0,0,0,"closed",FALSE
