"contract_id","group_id","fold_id","seed","execution_order","biological_pairs","landscape_component_rows","disposition","exit_status","elapsed_seconds","charged_worker_seconds","peak_process_tree_rss_bytes","cumulative_private_bytes","queue_root_sha256","implementation_root_sha256","rust_library_sha256","group_directory_complete","diagrams_sha256","diagram_manifest_sha256","distances_sha256","outcome_label_state","biological_outcomes_computed","fusion_jobs","clustering_jobs","outcome_jobs"
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:19131b37e2c9b21894c06d7dc933e65aabe3b75b6453cf2e3b9dee1c9a75c621","large_loso_v1:SRA728025",20260806,12,729,2916,"reused_validated",0,5.51099252700806,293.872,84930560,624230621,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"1d63a4bf6f5cd1b7e5499fb24272ee6e4f95bf9467c02d18fa843d7de573953f","b4dda629bb00cd79edee6974179d5e93d6d16ae4543e74b2f6b11bd37dfc5b33","24bc37fb5fcaf9bfbff279a65497c370a307c7b585b8f5972c21149ef1f391a6","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:adc0117d4c99bc1eb26bbec46d2d7790b200f9d4b3f46b85da022e89cae1fdad","large_loso_v1:SRA728025",20260807,13,729,2916,"reused_validated",0,5.49781084060669,254.925,79400960,624230731,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"e767d73a76ca13dde2392caeccdf6420a847b3c3a85abe6518e60268a56a12ac","ece8ae39e75f557c2ee114731caf6ddb8b538e7fb32cec4d2925c3c7ad025134","7b972491ac5de663ca0bd87be7f2799d4151c99cba9260fb744ff074de55c62c","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:2dbd4707322a9b93d461f93a522f7dd079fc0403847d8fbbccc4697db12de23d","large_loso_v1:SRA728025",20260808,14,729,2916,"reused_validated",0,5.44413685798645,228.851,79347712,624230841,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"92b0f7ca25b8f946fd7136795d21dd098362fd4e933dc190e05c975ef386493c","fd59ef096cbf68a8792494eb60f6b5d516ac0102d76307726378a418edc77aa6","80a46c86bdd22a3021ec182ea1fb70f2b0803f2bb78c4905feb8bc25d5a1735b","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:edecded5b1ae4d084e6e5d13df954c48b837df89a4a4f667c7487242425bf2a0","large_loso_v1:SRA728025",20260809,15,729,2916,"reused_validated",0,5.28657722473145,242.256,74887168,624230951,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"17fc84c040ee6169dce3bcd1d73d2b244d9f25a2907a7b8260a7076a6f738b33","6623e7f066431ee7760f1175f75118f9f243f5c123add01d16ba03ed0fc37929","d9f48cbd424a17095d87c78e874d7c3155540a66c54ec849a94151242fa754cf","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:6a6c02b897dc8af3a16c5599cb993b923d68d2c2bf3e7784cb65c01aaea7bf78","large_loso_v1:SRA826293",20260805,16,656,2624,"reused_validated",0,5.34978914260864,376.773,84459520,624231061,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"b37ee84dcf71c565ca84610e9ed42b799c3635391fc74a1bff3de011e2e917c0","dc93deb8b488ce0e4c0f9bbda86dea2feb2338a8572f5b7a86b03a1fa6ec4766","46f5ecbca4ef8c5f8cef13010f4de5955f0d9ef08e27b82df29bb7d24104573d","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:43f741b24882a216e9dea3995eff9193f316a6de993f9d242ea71e63ef10688e","large_loso_v1:SRA826293",20260806,17,656,2624,"reused_validated",0,5.33970785140991,324.619,84475904,624231171,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"ef16ef989d4d5950588ed21cd5e777a01763a22f89d24247ba74a27515a1b766","6968121f7c7d4d6244a7cc7c68e74a9fa63c62541b83713b90ab5e926eed921e","b6b8a9a7e8ebca4bf96b736968b7f02f31c8f1ae6d7431bd264f2b6d33bbed79","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:6173ccea6d63851b2e9b82720bd8ede9dc2c3a7eac0ee941069a06c0bba1f6ef","large_loso_v1:SRA826293",20260807,18,656,2624,"reused_validated",0,5.64969754219055,296.897,87617536,624231281,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"38477a78420940416c18f015a73cdb7c4bc092a61ec5527faa25689d83e5aa9a","f45af93b05c70e4dc1488c0894f3a9b65eaf613eb78362ba9868cc6f8d3f45e5","e8440ef81aa7b052e52d3b69cffaf7509d72c5c70d5444173dcae606d0c826a2","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:83857e729b5c915d1730fa26a699f3c51f7b46c4e5c022a9d6a0b39dfd18b7a4","large_loso_v1:SRA826293",20260808,19,656,2624,"reused_validated",0,5.4384937286377,276.152,85377024,624231391,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"629cc65d18bf3f43390bfbccab479c99afaf43eab9d0b7183d7009dd74eee6ed","7c7da662e0c7a8639b5d91ed28604c449593b4d232eae00e1da4ed2348047879","fe015a4a60c0361d00418b947d7c37062f4756bc8644c2806712a2bb7ea6ebaa","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:217c8c9c0c930f18f2771bf0196d626a14dfd0c03b58ff35e9c3f6305c982c6c","large_loso_v1:SRA826293",20260809,20,656,2624,"reused_validated",0,5.48787474632263,265.809,86605824,624231501,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"5f54379903b0086c3ccecc0e8a35c4b6c7c7324fdf0125dbf8ad2449266e8651","adf0ecc5d5247090324e302a1a524c145d4443e8fbd5538a6cdc3538db89b065","0c21bd97d7b8805f79ce7515965af3d5f939ffed472f056ad000df15f0ac4a79","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:fc5d677c53b007825795a532217a7a0b304d1ba194ed55ac2b9453bb46528caf","large_loso_v1:SRA667709",20260805,21,504,2016,"reused_validated",0,5.5571026802063,335.052,86482944,624231611,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"71e3eca3dc74b6d4d757b349b96da8447a9d379ce5a21823b5b5fd7be9d40ac8","3919e09b341b7bec6b28baf7d17a6e1d295b8ba0d0d27022c27c5d2dbf2a80c2","e5263d0add7af3a7ff83c2383ad9cb1d0fbc518b77a9925d2b5c80cded0c538b","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:d3489bd29f963998a866f656c34b28ad83f39f428edb2044db6ba7d6c74b497e","large_loso_v1:SRA667709",20260806,22,504,2016,"reused_validated",0,5.3735294342041,270.728,86319104,624231721,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"47b977a93ca85a867f6ea212232bbb2d11af75f19ca91dcd00c4a33f4485bbb1","745143ca9d10abc9c4940ef1c03dc21cad0443cce27da20653fc40b6d404e9ca","47e5870ba8a5af1afe544f28a580f3ea88c97378c9250d0e9d4836fc62c84a44","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:f626f7a23c0da9442869073a8d1578ff762ca365755279f9d24c91fa42f02744","large_loso_v1:SRA667709",20260807,23,504,2016,"reused_validated",0,5.5659282207489,244.099,55160832,624231831,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"992b94e822f6478fd50e02cf700f749945ab652a0d14ddd49c26bf4f410d519e","56b22cde15834a0cf5f0b082ac1d85aac1765bfecf91be9db748a7d77469c86a","7d70794e8c691c84ae0b14fcf2b25265c0444ca2a59cad9ea609bc06efbe9271","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:4098ac5af058ba0e221a63270e46cf59c3d75ced53824e13d228750b93a14176","large_loso_v1:SRA667709",20260808,24,504,2016,"reused_validated",0,5.68689751625061,225.472,88342528,624231941,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"dbf143497c40622e6ad58a0fbe08a11df49ae3f1f77e313c4b3592e1f355d1c6","0c958a3c0de126ca7a9164a9331295c5931c86a6a42f7414f46218bf70fec471","5c0e4e836d5554a279ff0716dc9b8f55e7baafd8b8edee6ac7595abee94bd58c","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:5a583b2218848b65208a9a6bb9aa69dedba69c7379bc71dbcb10d07756fb8843","large_loso_v1:SRA667709",20260809,25,504,2016,"reused_validated",0,5.6130702495575,221.915,55140352,624232051,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"021bef1f9d7adce0e58253dbf01a703873dcbb4d4f2c27b1921cc096a7e828e9","499cd7b2888968b0bf1ae2ce92398406706558feeb77acc9a21c71af28f28912","e5f1a609c63d65fcaea21a97dfd66606a4cba8ffa2120084459483681220ad48","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:4a29e4b73f9837e3269f46e4075ba7ff92d136a44fb18445e29ea5b5f700bfa2","large_loso_v1:SRA550660",20260805,26,425,1700,"reused_validated",0,5.57091403007507,382.493,55148544,624232161,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"08ceb815940615df5a8ebccde7482043eda7f4899401e13ca58feeb7b70f0431","096f7bec2fa323d538fe68367e0ae541f89e951be07f527dc294c263dc3ff973","fd63d94c66d2a81b1ffb2c4d84a30981dc2a4bc9825e2818ba3cc110e22e2a04","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:ec04a019520b47f2e06bf36357157ac681485db225c863b875fd8e2d310da587","large_loso_v1:SRA550660",20260806,27,425,1700,"reused_validated",0,5.49647831916809,311.647,55156736,624232271,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"a64c5a4065abe1e1132eabfeebdd24156b43adaffd96f6059f376ea0cfbf5b11","0ece3dc3edf331da8255d51957178400abe34b389496cee6909e8d95b2e918c3","c4cfee2e2a0c47c3451940d7baab5d8f67be92a7766781fa164d06ba5f627e98","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:14fb892565d0e046e4f9b8d2c6d6b9d9c24776387fbb25b43a88653832bd6895","large_loso_v1:SRA550660",20260807,28,425,1700,"reused_validated",0,5.70696091651917,294.704,55328768,624232381,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"3e92373681790c7f383ed4cdfec69675ca861d7aca8c58355f1c50b201021b21","c360d065d7bd3647a8a7d308d30336c31252d9aee55d4eddec6f9e8121366707","8a070f0ba2ee9aef1f4e6d1a0a6805b2e706977832542d810851db59e02fb4d2","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:b9a686861c0049811aba93c5669c920ee9e142f21c8983a3eda62f8ad8c2fe35","large_loso_v1:SRA550660",20260808,29,425,1700,"reused_validated",0,5.56735777854919,253.878,81739776,624232491,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"c7a3916e18487d68a642b9369caa210e4f713d81d0eb4c504bc10600baf11ade","1a0ee5bcc4490d3bf717de83dad7bfb93ac7376825e875b7aceb14142b090693","0e42f0064bbfa20c1c8b5948be383466b013ef185ab6061e1eb1aabf704ea122","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:1e66635d25e45e7b660e0e417cd56eb8bb7b90dd253e8ea2933a93d071a3246e","large_loso_v1:SRA550660",20260809,30,425,1700,"reused_validated",0,5.5787250995636,257.275,55156736,624232601,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"dab61a30db02141d9a25e7296be5bb04fb15d3e16d00b6b3d0758c2218d0dfdf","7db2388a19cc2b425dc74a95b7d91d61d5e8e415ec88a18f862a3bf0a00c0213","8e95bef1fa619242e0478cc1e9738b7c0a667edf332967d6e6d6fc5c38f244af","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:d304d55fbbeecada17b0184224dbc522eb17057a70285626d680398bca6c7311","large_loso_v1:SRA716608",20260805,31,425,1700,"reused_validated",0,5.40420436859131,348.103,85721088,624232711,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"d47e0adbe6f1199efbf0c70307485226b4fa844a23441c92e1142baac747d474","4d6d5df1bc855fa8cf7a6aa136653812a20ca650f78ede195130221ed5196db9","21f624c01e692f17fa753a97e39960edcd43b7bd90dcdd6859cd32fc6af7603c","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:8b800627d811646f9472d9260770ed37b83dc236ffed9e1813ac7260311bd47f","large_loso_v1:SRA716608",20260806,32,425,1700,"reused_validated",0,5.14825248718262,284.319,85889024,624232821,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"5f990a239d12cda0cece31a2fe1d044badd0638ef33098b762e0b44650c3a325","76e45c00e1a044cc2b5e0b27443c9cf46f138304bb4ac5f0e797fe42026960ee","f13c704a43314dfacfb4e76318bc39e319a4593b4732ae8ae3c9c7a36b363ddc","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:bc2aeeeec6ce6575b33720400a79676dfa60324239fa9519cbb499dfbbb17d19","large_loso_v1:SRA716608",20260807,33,425,1700,"reused_validated",0,5.22892904281616,255.981,85909504,624232931,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"5698edaa98d141878f8faeba5b99849ad43c810926cef0d17be6bdd797cff201","51a006592decea3afd8a6b358908ed74af82c61dfcacfa1ca634d63c92f8e2dc","0ed28201eaa1247142ac30758aba36cdd6a66286028a67d22fabfcff0780f558","closed",FALSE,0,0,0
"mv06f_stage2_resource_metric_v1","mv06f_group_v1:0abaf23bf5f9aceb799f79a130c507eb63193b7b91fea50dcea035bb293f6e8b","large_loso_v1:SRA716608",20260808,34,425,1700,"reused_validated",0,5.5187771320343,231.69,55173120,624233041,"f5471633e21d229eeabecadf12989dece2a3a7ab5b5d09f4584b0c3b6410bb5d","5a1258e87eb30c367648daa4bb02d1aec1f4b40dd3799a91fbb7067e9558d292","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d",TRUE,"9fd988eb2110b23794452147a2e8dc8949e2e85eb68822c7321c683aa41702ad","ebe8904062ec73e28878713246c4276c290bcdd145f0c5f5eb25118e548a9248","c72fe8163c936bc642ad7275a8a3ed5df527b1c54b3d1164d5e34d822965fac1","closed",FALSE,0,0,0
