"contract_id","evaluation_unit_id","execution_order","endpoint_id","population_id","label_axis","representation_id","algorithm_id","algorithm_role","selected_k","metric_id","expected_seeds","expected_samples_per_seed","cluster_metadata_join_executed","association_computed","method_selection_executed"
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:38a453fd4e61f6873105aba0d3b91865453ed19b78c790db2ed39b32b45e0ecf",15,"full124_descriptive__tissue","full124_descriptive","tissue","gene_H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:ee2501aed2d2793c5cee500177cbd737712554893130867865792f73bccf6892",16,"full124_descriptive__tissue","full124_descriptive","tissue","gene_H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:c3dedea3d60153b7e74b03cf24bfb88ba51ffc4934f8e345330def6d29c74a28",17,"full124_descriptive__tissue","full124_descriptive","tissue","gene_H1","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:e6bbf2d6cc79822e09706112a3d5a3808189d18cb38b0e84cde99b3dc2e60e2c",18,"full124_descriptive__tissue","full124_descriptive","tissue","gene_H1","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:7d039922e0a12945e8c4a12e6aa9701a28c45375a94a0e14246f93866488b20b",19,"full124_descriptive__tissue","full124_descriptive","tissue","gene_H1","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:5a0c6b206e64f93c0d209f4157a50a52f22e39380fc8c039cef6b1b6aa816381",20,"full124_descriptive__tissue","full124_descriptive","tissue","gene_H1","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:71b6fc8210a7ebad81fdfcc7d2945e879592b3ace3d986481da5b30a90e82450",21,"full124_descriptive__tissue","full124_descriptive","tissue","gene_H0_H1_secondary","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:31cc5cee855be12df1dfcbe625cc687caefc90a0fdfa7ed3a9dfa0a2be86447b",22,"full124_descriptive__tissue","full124_descriptive","tissue","gene_H0_H1_secondary","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:c955278f5832b0b3397bf9f35165bc5db3ce65a615aab586f7c8868898b7269f",23,"full124_descriptive__tissue","full124_descriptive","tissue","gene_H0_H1_secondary","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:65bc8db66eb5849053b40ac8c45531e17f2cf92d9c2cbf9e0231baf658a5749b",24,"full124_descriptive__tissue","full124_descriptive","tissue","gene_H0_H1_secondary","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:331335742eb4ac37561e88d48c332efbdb2e2d42bf399cb919abb520f21ec9fb",25,"full124_descriptive__study","full124_descriptive","study","cell_H0","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:6931a046bd4edefc02f01f8896f80d394c9fb3e7ef63b12c8321a3266245f7e5",26,"full124_descriptive__study","full124_descriptive","study","cell_H0","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:d631a2f641bfd6ba4a5427f6cd00ab6e695626bd804554706afeb2c357cd60ab",27,"full124_descriptive__study","full124_descriptive","study","cell_H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:04185c7cbd12386b473cde7db600b3cf6185df4d0eb2dd52890c435001a33b5a",28,"full124_descriptive__study","full124_descriptive","study","cell_H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:ea8f3ee679bafc77e67b3b09b05e3d875689577f1aeb2bd57c9e4da7ef418299",29,"full124_descriptive__study","full124_descriptive","study","cell_H1","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:bf43aa8f5f3538ebbdbcb07f0a56d45be505fb0b9a3f831a51a3d207d6f5daca",30,"full124_descriptive__study","full124_descriptive","study","cell_H1","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:26cd60f1e25b9f65ffd2a2a173cdbc5d6804b3d2a8924277beac90ed70090216",31,"full124_descriptive__study","full124_descriptive","study","cell_H1","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:d9e92d1edd559ecd28d09319f287325ea8d8f503d7bbe5ea42dd2966eccf37c6",32,"full124_descriptive__study","full124_descriptive","study","cell_H1","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:9f7d32d15d309ab94c0eebe48050566fa80d70b3dc1db1a361ccc86317b3aa72",33,"full124_descriptive__study","full124_descriptive","study","cell_H0_H1_secondary","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:2af39cab06ef36fac42584a9a75b3a947f2adbbb63cb52eaf23bc64d3db2fe3a",34,"full124_descriptive__study","full124_descriptive","study","cell_H0_H1_secondary","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:01d9678b2cedbc034d3a14c841c6cc9bb4a4d2259f2d1652cfb5169ee7a52a0e",35,"full124_descriptive__study","full124_descriptive","study","cell_H0_H1_secondary","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:30b33eb5176672c7de5425e4e1045ced3ec7f4a44bde9ed862342ce71cbd60a0",36,"full124_descriptive__study","full124_descriptive","study","cell_H0_H1_secondary","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:f0112fc7c4c8ca9fe4977019f4d0fa69e0c8403cc23e2db92894c0b2c143b13e",37,"full124_descriptive__study","full124_descriptive","study","gene_H0","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:a4b6bcaa7d409f371181221771289224c08cb1b6dddcdc79b4b93bf419743665",38,"full124_descriptive__study","full124_descriptive","study","gene_H0","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:f2d1bec5223b4e3ae10bb581b4326a8345523ada3033ec9e5917b6bee76c4080",39,"full124_descriptive__study","full124_descriptive","study","gene_H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:2f2a301765e31e94e0832f7e7625ca7d4de4b83837354c491541062d19ffa5e3",40,"full124_descriptive__study","full124_descriptive","study","gene_H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:ab0925b5ecd6a5b8767ac904235f699da394bf16b7e545c2dc07061120367c4a",41,"full124_descriptive__study","full124_descriptive","study","gene_H1","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:1e79c33a3101395de69019d9a9e6dba91c033bfe760088c2d19d62f5e540ae04",42,"full124_descriptive__study","full124_descriptive","study","gene_H1","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:70f85c44af2851f8b2bdd59cc854703e408f6fb104d26a47673270f6bf97c709",43,"full124_descriptive__study","full124_descriptive","study","gene_H1","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:c41eb84adba1b8c23123cd7622606e49d5b482385ac438890e098c8b1bf423fa",44,"full124_descriptive__study","full124_descriptive","study","gene_H1","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:bfa01664685ee7406dba002572f1fe49ce920cc237fc32cebf163a109165e842",45,"full124_descriptive__study","full124_descriptive","study","gene_H0_H1_secondary","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:b0656dd6567b1a7d36a30b98ab1c2a3bfe07e9b2b7f1e0a391f427795e2b9d83",46,"full124_descriptive__study","full124_descriptive","study","gene_H0_H1_secondary","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:4e8ca59101b05e43eee4e0da3ac460049f42484101038077087fc863dad241da",47,"full124_descriptive__study","full124_descriptive","study","gene_H0_H1_secondary","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:b536ec937fd3f6ef8ab2116db8bc3359b2b5ca6f2077e904a43c13c44295482a",48,"full124_descriptive__study","full124_descriptive","study","gene_H0_H1_secondary","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:77322775045edf20596f28b9ba2e12e34d365d0caf853f82b250332a7af7b439",49,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","cell_H0","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:1a7d63f8dd31f9caa9ea52982ee73389bc7d5b03120930b9e9b5aa6c36b8c05a",50,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","cell_H0","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:be6d35552a879f2e183f19c05b0e57a0687437e11690dff1bff52bc8ee1fd08b",51,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","cell_H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:35a6950145dc8659e07084009f1e554bf1112f90e79bda44ecc18db020de5240",52,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","cell_H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:7b4494c4740d03fee08273805e777e0d7d60efeba978f5d47d78dce2795e1866",53,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","cell_H1","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:f9b638ed9f07ea947c9154c36bd4ed045133f775a81081c5be19fa854e5cc106",54,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","cell_H1","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:ecb85951146f1f28588a5b8e17b341a90258a56ae4a0ccd59281345913487d00",55,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","cell_H1","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:63f31233b52b6a7d2dcf025af5fbe86c48cbe1d80cbd1139975cf373ab9add58",56,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","cell_H1","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:07126f9e64a285c481c0eaf10992b75843511dac4206cafdf83e4dad71a5f5fb",57,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","cell_H0_H1_secondary","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:2a73eb4ac2938577e69ba6af8c1c55cce36213362e80276ffe523de28858bff4",58,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","cell_H0_H1_secondary","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:eb1eee6e7d74cb2ef7be0481d21bc0aec166b2008724841ea3b83005fcbc3280",59,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","cell_H0_H1_secondary","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:ef4c16eab15a0a7f497b7f9661aa123a72715a65e26db5365ca6d03f41400077",60,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","cell_H0_H1_secondary","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:5b8e0cdc16bcfca01e836a4e09d6976f14b7d07d7b3ef8451a6f57287ebff411",61,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:62899d3a2fba9c0f42d7365a84cb5c741ea016f1e47132ef09322d489b1103dd",62,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:4627fba60d7ebbc984fba220a7de1620f8aa4cfa9fa96207596ddd29dc3e28b4",63,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:9161fa51cecdbdb8fe74645645d232747fe44da5a42bfe7942fd3312da99b2a8",64,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:0f533ed83ca8bed251c79eea108bc8eeda0b9a30b97e8fc81be08c7180de813e",65,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H1","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:d29fe495a3fdf78e1655b34d0a83c3c8361909443b67536615edadf38cbf1879",66,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H1","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:3855235ab5f32a5e31189c3c47be9b899b5c3aee1ad354e4cc4e3c518f2da92e",67,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H1","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:c146dce8a2fe101d9c13b1b301adc6765e50b7cf35ab9f489a7fafae57d16e20",68,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H1","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:e853cdc14dad4c5763ea5f2e74932e503929832b2020c79f19d59a5dc02324a2",69,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0_H1_secondary","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:5d377ac649aa5f9b50ac74467df3bc2ddabf084fce3f4d98e965319879e0dd0f",70,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0_H1_secondary","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:f8d1a42ba98568a6e121fe15a66cf45a2da915e01055ebe97b987166fe76626a",71,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0_H1_secondary","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:bf9c4545082e1a14b88129c125dec8737b0ae0d6d9a518f05e9edf2e371ef070",72,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0_H1_secondary","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,124,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:7be44431afc693a2bf1c21c2d5dba676e2b818a33b544f9e9800c354020ae6a9",73,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:d731c98a3e71f465a01762b4399afd76caf9d082b09c7fafba144b4b87c84637",74,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:aa7bdfbbe303e0406d1866f3ed91c67e724bc7282ed86903af9543ba9eb4958d",75,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:19734a7075dbc35970fff523a662c1aef75be776e5bcd238c321deaec84ac29a",76,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:73a9a3250dfcc58e24179281ef52eb593cd15597c8860ca5e100d3f8c8e84f35",77,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H1","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:9a5a3de13a3807ca89448e5f6c0e74c489c2e83cc1f417a530668f3f4c78b178",78,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H1","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:48290643406905936d3befd81b6980e7aaee93d60146ece9d196301925170503",79,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H1","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:6e850e607b742c8013c5a3f30eeaed88cda3155457780c9a947f5347a070ff11",80,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H1","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:323b457d662d59001629cff79a22f1ce6e7ae0f35602249a53cc79fbf6050213",81,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0_H1_secondary","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:9f736fad9ef0411cfaacf2255c2d26f9948466f09f523576d634773f94711cb3",82,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0_H1_secondary","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:e2ead3f101e57c58ea20b23c54d49895209944533d806e258f6a80b7f75247f1",83,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0_H1_secondary","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:19a808394f16bcb7b50494deccc160ddfa7048c81b1a4a6863fc28407796de04",84,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0_H1_secondary","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:24df56b5640b012baec8d31f929855d637595b24d303566c6f9b56153f61ad0f",85,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H0","pam_stability_k_v1","primary",2,"adjusted_rand_index",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:88d217d132562627e923d60c486e2a26636ca46a085b4522f5d3c095db83a31a",86,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H0","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",5,90,FALSE,FALSE,FALSE
"mv07i_outcome_execution_queue_v1","mv07i_outcome_v1:805fc429e445770d6139991f89da6885edf31d60c6a06704269b71305120ce02",87,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",5,90,FALSE,FALSE,FALSE
