contract_id,slice_id,pr_number,base_commit,head_commit,change_status,path,review_class,primary_scientific_review,landscape_key
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/plans/phase-5-method-expansion.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/plans/phase-6-biological-validation.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/plans/phase-7-optimization.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/plans/phase-8-manuscript.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/plans/phase-9-release.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/specifications/DUAL_VIEW_TOPOLOGY_SPECIFICATION_V1.md,scientific_specification,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/specifications/PERSISTENCE_LANDSCAPE_SPECIFICATION_V1.md,scientific_specification,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,inst/extdata/realistic_fixture_reference.csv,other_repository_content,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/apply_all_clustering_methods.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/bootstrap_aggregated_landscape_curve.Rd,generated_r_documentation,False,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/bootstrap_curve.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/bootstrap_null_stats_landscape.Rd,generated_r_documentation,False,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/check_betti_euler_consistency.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,man/close_log_file.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/compute_aggregated_landscape_curve.Rd,generated_r_documentation,False,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/compute_betti_curve.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/compute_euler_curve.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/compute_landscape_curve.Rd,generated_r_documentation,False,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/compute_null_stats.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/compute_null_stats_aggregated_landscapes.Rd,generated_r_documentation,False,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/compute_null_stats_individual_landscapes.Rd,generated_r_documentation,False,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,D,man/custom_iteration_inputs_template.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/ensure_directory.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/generate_cache_filename.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/generate_hash.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/generate_visualizations_for_iteration.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/get_or_compute_curve.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,man/import_custom_iteration_inputs.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/integrated_diff.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/load_curve_cache.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,man/load_custom_iteration_inputs_template.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,man/log_debug.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/log_message.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/normalize_curve.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,man/perform_hierarchical_clustering_ph.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/perform_spectral_clustering.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/process_and_monitor.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/process_datasets_PH.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/run_cluster_comparison.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/run_modular_analysis.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/run_postprocessing_pipeline.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,man/run_realistic_fixture.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,man/run_toy_baseline.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/run_unified_pipeline.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/save_curve_cache.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,man/set_log_file.Rd,generated_r_documentation,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,man/summary_landscape.Rd,generated_r_documentation,False,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,renv.lock,package_or_dependency_metadata,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,scripts/audit_landscape_oracle_and_diagrams.R,scientific_orchestration,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,scripts/audit_legacy_landscape_artifacts.R,scientific_orchestration,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,scripts/benchmark_landscape_reference.R,scientific_orchestration,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,scripts/build_mv01_pilot_manifest.R,scientific_orchestration,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,scripts/landscape_reference_worker.R,scientific_orchestration,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,scripts/landscape_topk_engine.cpp,scientific_orchestration,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,scripts/profile_landscape_convergence.R,scientific_orchestration,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,scripts/profile_landscape_exact_full_extension.R,scientific_orchestration,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,scripts/profile_landscape_grid_fidelity.R,scientific_orchestration,True,True
