contract_id,archive_member,source_path,category,media_type,bytes,sha256,git_blob,source_revision,base_revision
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-convergence-2026-08-05/landscape-exact-full-runtime-memory.csv,docs/audits/landscape-convergence-2026-08-05/landscape-exact-full-runtime-memory.csv,generated_audit_table,text/csv,1479,a75462edc6ababe0991990627aba9d8168cc18e22b6e36d66d7d0f84be10e22e,e0337d915c0b215fe8dadade28476e55f90dbc71,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-convergence-2026-08-05/landscape-feasibility-decision-summary.csv,docs/audits/landscape-convergence-2026-08-05/landscape-feasibility-decision-summary.csv,generated_audit_table,text/csv,2845,0b004a7bef8026e16eddf18111abec18b81e31819584c0fe338a9d15e1fd836f,ec508e48b9471ba35cdb3cb26037223a931309ae,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-convergence-2026-08-05/landscape-grid-energy-fidelity-detail.csv,docs/audits/landscape-convergence-2026-08-05/landscape-grid-energy-fidelity-detail.csv,generated_audit_table,text/csv,197732,6fa333d29eeaa08c6c7f992453544eda04876e2c4d60ad686859d3fb02510986,6badc9879c6fd67b099783c00fdce20a363b86c6,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-convergence-2026-08-05/landscape-grid-energy-fidelity-summary.csv,docs/audits/landscape-convergence-2026-08-05/landscape-grid-energy-fidelity-summary.csv,generated_audit_table,text/csv,6606,2604c3950356f65129a24d0139041fa8a59ae4b6e3e36d1787f5e30347b03265,0a4450d11d50a5245c86279628e67e6c5da646c4,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-convergence-2026-08-05/landscape-interval-level-inventory.csv,docs/audits/landscape-convergence-2026-08-05/landscape-interval-level-inventory.csv,generated_audit_table,text/csv,96118,77c1aa8bd22ff90449781b45e75ba8666ce4473cc85b801152dc5458b60cec81,4e52d38a534621bc8a5e081cae469b78466d957f,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-convergence-2026-08-05/landscape-profile-input-manifest.csv,docs/audits/landscape-convergence-2026-08-05/landscape-profile-input-manifest.csv,generated_audit_table,text/csv,1806,cab632f981a85b4cb790357665d6a264faf03e42277d4387a633c628efd6c4cf,7686f30cfcf8917cf2f71b322363bca0aadf3470,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-convergence-2026-08-05/landscape-runtime-memory-profile.csv,docs/audits/landscape-convergence-2026-08-05/landscape-runtime-memory-profile.csv,generated_audit_table,text/csv,5849,56f9e5869baa9bde2f2875ac9d871fb23c9b5d883affb4592c518e1c90579c1d,9c85ab9e3b24d875d5ba8d3eb0ae5c572dc7f176,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-convergence-2026-08-05/landscape-stratum-recommendations.csv,docs/audits/landscape-convergence-2026-08-05/landscape-stratum-recommendations.csv,generated_audit_table,text/csv,2041,d0b9e2913b5964319eec53d56af052203e01fad21bd0cba677e9d173d077959c,26c9c95587d3f08d95874e6174592dc963bb7e16,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-oracle-2026-08-05/candidate-production-boundary-benchmark.csv,docs/audits/landscape-oracle-2026-08-05/candidate-production-boundary-benchmark.csv,generated_audit_table,text/csv,3176,791011fffb6049b1eeaa50289207df028a7c3d2bec0c1c1418230b4d82ab9456,f831adedd1214b83e2e7fb66e5506d4d08058d4a,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-oracle-2026-08-05/candidate-production-boundary-summary.csv,docs/audits/landscape-oracle-2026-08-05/candidate-production-boundary-summary.csv,generated_audit_table,text/csv,4237,f40f404e846ec23557f4108bcd893d3a1b7ba46141880a4f051ee321d1c92156,ceeebf140ce141beeecd5bf03fc558f53645cf3c,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-oracle-2026-08-05/candidate-scaling-benchmark-summary.csv,docs/audits/landscape-oracle-2026-08-05/candidate-scaling-benchmark-summary.csv,generated_audit_table,text/csv,5492,76d99be2ab4d4b1df799561ea91ee0915ec6a4d27dffcf805f4b033cd6fc2a57,d94d70f40a26f455d3a0aa94f642f8f61af9d225,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-oracle-2026-08-05/candidate-scaling-benchmark.csv,docs/audits/landscape-oracle-2026-08-05/candidate-scaling-benchmark.csv,generated_audit_table,text/csv,11849,4a2c63ee7fd90f62f355c283ba73814eb3b9d0e716691d520c516003d889ba9b,fdf547f74489d5bb47b1adc792718b2c6147d7ba,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-oracle-2026-08-05/corrected-cell-scale-summary.csv,docs/audits/landscape-oracle-2026-08-05/corrected-cell-scale-summary.csv,generated_audit_table,text/csv,155,61b1a530ca4ff8a5448554288987905ce99391d35e674f54ec8a77bd8ef1cacf,1c96e29e96d70195de0272d8c93ebddc03c529ea,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-oracle-2026-08-05/gudhi-grid-crosscheck.csv,docs/audits/landscape-oracle-2026-08-05/gudhi-grid-crosscheck.csv,generated_audit_table,text/csv,4559,0bbd659991128be7647ae6ba66d71a7da39792220f6ab8b79f4f361b536a4443,b71464f1b8835ad9b1f302d7528f2e34d536ab89,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-oracle-2026-08-05/historical-diagram-eligibility-detail.csv,docs/audits/landscape-oracle-2026-08-05/historical-diagram-eligibility-detail.csv,generated_audit_table,text/csv,243938,547515fb121d56079e7cfceb255794df51340c73691d92a3b8a5aa871fdecff5,e6ad8a2f47bc47cffac8e2c8bcc14a45b28f0346,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-oracle-2026-08-05/historical-diagram-eligibility-summary.csv,docs/audits/landscape-oracle-2026-08-05/historical-diagram-eligibility-summary.csv,generated_audit_table,text/csv,2838,b2813016028aafc598d0e20195789b574f5876693d9398b53097d77862c9a2d1,7ba5e9391a23137a991767e0ddfb01a9b7ea548f,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-oracle-2026-08-05/persim-r-exact-crosscheck.csv,docs/audits/landscape-oracle-2026-08-05/persim-r-exact-crosscheck.csv,generated_audit_table,text/csv,1962,87dafb0f21af4832fff53546b6162260297797e624fd587fad8ecd752424e85c,88a7c2ad9d5153d885cebd4c849b28309b903815,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-oracle-2026-08-05/python-environment-manifest.csv,docs/audits/landscape-oracle-2026-08-05/python-environment-manifest.csv,generated_audit_table,text/csv,355,ee504f5d997b22ef424347ee565178c9e58d9c4dbe1c861e34976f1bc0ded55c,037cf42722f148ed2c6967079bd4d00977c8e64f,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-oracle-2026-08-05/python-oracle-corpus.csv,docs/audits/landscape-oracle-2026-08-05/python-oracle-corpus.csv,generated_audit_table,text/csv,5714,08e3db64335c8699c88688fad1e574379a71dd92ffb84541617f77c7671e9eaa,9a07d71493641fa8f179ffd65abfc956f0df424f,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-oracle-2026-08-05/r-landscape-oracle-corpus.csv,docs/audits/landscape-oracle-2026-08-05/r-landscape-oracle-corpus.csv,generated_audit_table,text/csv,850,ab28ccfc06aad8b4400d15223fed099268cc648cd79be66572ee03038e121cd1,9fb39456b9e6099dbbfc1b4e8801883b5e57a51d,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-reference-2026-08-05/landscape-reference-benchmark-manifest.csv,docs/audits/landscape-reference-2026-08-05/landscape-reference-benchmark-manifest.csv,generated_audit_table,text/csv,520,06dd1ec5cb63d4b0b8f3a5439fe3910565d6d46d69b88d9856e9f7ebce5b3eb5,29aaad3dc5ab7cfcefebdaea22364520306749f6,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/landscape-reference-2026-08-05/landscape-reference-benchmark.csv,docs/audits/landscape-reference-2026-08-05/landscape-reference-benchmark.csv,generated_audit_table,text/csv,2438,9f5aef5e9ccb9ee373862acd6cdf1a3008a2c029cb7697b485bd2bfac9521859,028a8f5aa579ed013c04fa4cdd909b0956400648,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/legacy-landscape-artifact-profile-2026-08-05.csv,docs/audits/legacy-landscape-artifact-profile-2026-08-05.csv,generated_audit_table,text/csv,2783,173881eeeba52c5579575d9bda98c400fefacdfb2d6a33e8b6fb1e13f845aff2,dac947f93f1cfa66c821bb88321f8ada8c196b74,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv01-method-freeze-2026-08-05.csv,docs/audits/mv01-method-freeze-2026-08-05.csv,generated_audit_table,text/csv,3710,d9c6c7e72eb3330f160490236b79af29bcfc838f3a4737ba30715058b0c26823,722ca8c1f76807ec2d1a75f01346528a8fd5540c,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv01-pilot-sample-manifest-2026-08-05.csv,docs/audits/mv01-pilot-sample-manifest-2026-08-05.csv,generated_audit_table,text/csv,5611,435e9f9f2887bc2d91250555193ed79e2084afe62527282c39d60571dceb4495,84b335ca922875ccac5abf0f63967c667ab60b63,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-bundle-validation-2026-08-05.csv,docs/audits/mv03-bundle-validation-2026-08-05.csv,generated_audit_table,text/csv,19981,b655450c8760bd78186b7c2374fc7866c5b693e71723a0cd3db3f877952fd3d4,cb5d8029bd8a7788099904bdd1a1bb5ee9d971d8,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-diagram-summary-2026-08-05.csv,docs/audits/mv03-diagram-summary-2026-08-05.csv,generated_audit_table,text/csv,64010,759ca9e04f0cc95fd0d8d8ff594fc404f0be81bcfcaa4817e27e22fc9194d1bb,1f89b29020cc75ecd01e1f45d870061105ae95d4,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-gene-eligibility-bone-2026-08-05.csv,docs/audits/mv03-gene-eligibility-bone-2026-08-05.csv,generated_audit_table,text/csv,143874,77dcba69d959fa70ab7732f9d1b5fb2f327ff5615eb455cb1d645ff94fd8bccb,cd800cc9be1d508bf54b54922a777de2a656063b,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-gene-eligibility-large-2026-08-05.csv,docs/audits/mv03-gene-eligibility-large-2026-08-05.csv,generated_audit_table,text/csv,151414,fe6b2cdc802f51d0a2d9993ac85b58cefcc75cd2ef838a94bf92715059ed55b5,23d3e64c658cd0d325e7d251f74f935b045d5d08,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-gene-panel-bone-seed-independent-2026-08-05.csv,docs/audits/mv03-gene-panel-bone-seed-independent-2026-08-05.csv,generated_audit_table,text/csv,59066,232e9d05dff2998ec67cee73a4a52da1c1c4cff810e500a67e909fa63aa1d97f,b9656be36067f604d8d1d75b8adea1ceaaa20f35,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-gene-panel-large-seed-independent-2026-08-05.csv,docs/audits/mv03-gene-panel-large-seed-independent-2026-08-05.csv,generated_audit_table,text/csv,59729,ecabc5c30d0a6eeb3fa74dcac76d76d5fd99ea33ba99d5bee9f0fdda91024c59,02311cbcc2d64c8e750992fa146619a37582ebfc,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-integrated-object-bone-2026-08-05.csv,docs/audits/mv03-integrated-object-bone-2026-08-05.csv,generated_audit_table,text/csv,455,71050d9a1c311271e36f3987d010f1292f09da5048f09ab179bde7a72eeb0a85,6fc6e65acf19753eda11df9dd651a54a00581d34,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-integrated-object-large-2026-08-05.csv,docs/audits/mv03-integrated-object-large-2026-08-05.csv,generated_audit_table,text/csv,459,da51b77a10d05c6f7c1dc4cf7726470a3940305d36c158e07eccb0879aaeecb4,fd2dddc056d1ea223a21d8684a014707fa66e897,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-integrated-samples-bone-2026-08-05.csv,docs/audits/mv03-integrated-samples-bone-2026-08-05.csv,generated_audit_table,text/csv,521,dd2b7e54476cd0fb7c1490124738ad822f738b847508184ceaa8379513a4cc36,0712b240a1fe360fbe5476396a6bea63036ac808,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-integrated-samples-large-2026-08-05.csv,docs/audits/mv03-integrated-samples-large-2026-08-05.csv,generated_audit_table,text/csv,1113,70d9e5e5c1c07a7b81c7a78cb103784166af5192f25916f866bd96ae3edddffb,cfd61091c4589a67979f88a4a91b9c2bb9166945,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-matched-cells-large-seed-20260805.csv,docs/audits/mv03-matched-cells-large-seed-20260805.csv,generated_audit_table,text/csv,515500,4311064a1f8ba3ecc1344fb61cd1f50820ec4bb3641ed3dc842c7aef16ff0da9,51d947839b79a3aad1ae8075185eb708d8a35488,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-pca-loadings-large-sct-whole-seed-20260805.csv,docs/audits/mv03-pca-loadings-large-sct-whole-seed-20260805.csv,generated_audit_table,text/csv,298186,d7d32f8c2a88c6015c36e9a4eac76b15145685c116c2f3ca842865ee41f6007c,7ab638aa2a4b99046b5ea307026db7e91fe9850f,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-pca-summary-large-sct-whole-seed-20260805.csv,docs/audits/mv03-pca-summary-large-sct-whole-seed-20260805.csv,generated_audit_table,text/csv,4939,02055c99aecae58983f7d7d69b1c2917b1b80b5cc3204c6b6ca7f0656c30a90e,e8423131c6a3da9ccc56ea01618777cbe12c8cd8,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-resource-summary-2026-08-05.csv,docs/audits/mv03-resource-summary-2026-08-05.csv,generated_audit_table,text/csv,2402,5bc35b1e6c4c10d8e990372863b699044b67059e1074bee1bca3dede21d20fa4,a3d141538d2699cb827f8909c0c80007eb6118c5,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-sct-residual-object-bone-2026-08-05.csv,docs/audits/mv03-sct-residual-object-bone-2026-08-05.csv,generated_audit_table,text/csv,789,137338dd9a8dfb065014ba6663a6fc8886e05e37e0cdfca9ea28afa364d57844,fd096771de9f4978869420a962c7ff2e57a2eb9a,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-sct-residual-object-large-2026-08-05.csv,docs/audits/mv03-sct-residual-object-large-2026-08-05.csv,generated_audit_table,text/csv,786,0548dcec66abc625b815290a00ba251a4ed11fcb9c1850b264e9ef95642bf6ff,72b3af70739c42efe46265a9db5946924a276a3f,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-sct-residual-recovery-object-large-2026-08-05.csv,docs/audits/mv03-sct-residual-recovery-object-large-2026-08-05.csv,generated_audit_table,text/csv,659,ab705693043ac614730621479ee461e13cfec313d6550ac7a86defd973277dc2,2cfc64fe5c51821213a59aa453c5ba4f89dac72a,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-sct-residual-recovery-samples-large-2026-08-05.csv,docs/audits/mv03-sct-residual-recovery-samples-large-2026-08-05.csv,generated_audit_table,text/csv,844,f6d1886f30004185382727daf2d78b22e2ea832d903e03581d7ae5b919e9b3f0,1de565462476e0ecda1537ada58a7faf993111e2,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-sct-residual-samples-bone-2026-08-05.csv,docs/audits/mv03-sct-residual-samples-bone-2026-08-05.csv,generated_audit_table,text/csv,438,222f40daddeb71ce711ad3ccf2eab1e5879cc0f1a71c0ac893bafa03430ce6cc,3e566032817beaeaaea7915184385e1e649b146e,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-sct-residual-samples-large-2026-08-05.csv,docs/audits/mv03-sct-residual-samples-large-2026-08-05.csv,generated_audit_table,text/csv,842,5e1c66fc34d6446cee4620493af7734269d915dbaf387d673954cd3e0ddeba96,e89f4579a528da1840014114aff480de963eba19,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-sct-variance-ranks-bone-2026-08-05.csv,docs/audits/mv03-sct-variance-ranks-bone-2026-08-05.csv,generated_audit_table,text/csv,204906,ae21ea1b293846377493a3c986ec1d4bff4b6b093a0907e8e7b379c60ef58785,7a3024f08ce55c7da0c173b92d66dde2a3bc6e43,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-sct-variance-ranks-large-2026-08-05.csv,docs/audits/mv03-sct-variance-ranks-large-2026-08-05.csv,generated_audit_table,text/csv,302478,819a87d93d9b57dbc3e11c3558591a3888aa2840ae9471fd818f382bb2851688,f8305166e17f15f4439686078f057d08488a93ea,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-seed-stability-2026-08-05.csv,docs/audits/mv03-seed-stability-2026-08-05.csv,generated_audit_table,text/csv,12038,b1b406d438bba3da9be9c9d169cdb9bfe6268b0145998a5863a48bc2d42fcc4e,01b34861e0b5cae4eb9f00c38c12dc48ef9c777f,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-source-intermediate-detail-2026-08-05.csv,docs/audits/mv03-source-intermediate-detail-2026-08-05.csv,generated_audit_table,text/csv,8850,8fbf1616048e90859149ae004acc4404e1d0103dce5d33895d0791856856922a,a45dcfd9f9112a6c510409680cdf5fbbc56aab8b,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-source-intermediate-summary-2026-08-05.csv,docs/audits/mv03-source-intermediate-summary-2026-08-05.csv,generated_audit_table,text/csv,780,79994f1a9fef58af947436975667dc858d04a45457f305ac964291746c6f4875,d2cb887022fea7109387578d073b425f720c0051,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv03-stage-a-job-manifest-2026-08-05.csv,docs/audits/mv03-stage-a-job-manifest-2026-08-05.csv,generated_audit_table,text/csv,1086,9a0eaff9918bfb7e9708763e00192c8b3a9e3c3a4ac84dd8a62869d701eab280,26433f49670ab312a14e7ac04a2762d9e4825dad,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
