"contract_id","unit_id","source_cache_root_role","bytes","sha256","independently_rehashed","outcome_label_state","biological_outcomes_computed"
"mv08w_source_cache_rehash_v1","SRA667709_SRS3065426","mv08p_original_v1",15641386,"23fb59902494e3da996f03bbf5678e9ac7a294a045c6416452ce068b6837150a",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA667709_SRS3065427","mv08p_original_v1",15641386,"376ffb56782181fb729ba20c065b269601cf1bd2961312ea73554a89cbeefb81",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA667709_SRS3065428","mv08p_original_v1",15641386,"63079d67e2afe35ecd882a6be36d6f80a66d7068f0610e8ffb368f168fe51580",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA667709_SRS3065429","mv08p_original_v1",15641386,"1408c67e881119ebe55b247f3867c7f8b8be0cf3bf0751ff313c03e16a28429c",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA667709_SRS3065430","mv08p_original_v1",15641386,"f0e17d1583b7b0f3d2bbbdab992e9942922d8000fda4a6146421a314228a2273",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA667709_SRS3065431","mv08p_original_v1",15641386,"793811c399bf85eeddea84100395bfbe1337c964f812f8d4d3ea8104fdefebc8",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA701877_SRS3279684","mv08p_original_v1",15633706,"59c16841b434d64a687a3bea4523fe4c3888d66729b0c5d9740ee8d991bcb583",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA701877_SRS3279685","mv08p_original_v1",15633706,"416a8e2b7afb966ae395a80c3e7ebd2eb64560556d57ff0e67064f1415c90dd4",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA701877_SRS3279686","mv08p_original_v1",15633706,"45ed7f5f6c576ab52454ac51b57befda2d5a7bdc5e603f99c221a0648c0277c5",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA701877_SRS3279687","mv08p_original_v1",15633706,"cac9594c7d2ab6b80f4c47c4aeb5a1141881358fe18f43b8c5f633c5b9c7f08b",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA701877_SRS3279688","mv08o_internal_primary_v8",15633706,"772b5d44050dec6cc7ae0488743f52b3513f4dc50b19f31e776f711a1fe95bd1",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA701877_SRS3279689","mv08p_original_v1",15633706,"aba3090e8f2213f3a774ea920a90cc4b6cad02718821fac0b5bac867b0d23d78",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA701877_SRS3279690","mv08p_original_v1",15633706,"e74efd3a8e47bda432bf44c94829edf3531d5b55dd731aea280f610538ad7702",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA701877_SRS3279691","mv08p_original_v1",15633706,"e0820b0c57df0ed4a79f29fc39d4ef6b988f0d2aef3ec052f3505a59995eb7c9",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA701877_SRS3279692","mv08p_original_v1",15633706,"2791e742818df87ae6465fb6e21767528e39a71025b96bac6babe649babe7520",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA701877_SRS3279693","mv08p_original_v1",15633706,"c3b36ea36debe286c96c1a79750b3b6391299859a63539828d360b2dbd90713b",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA701877_SRS3279694","mv08p_original_v1",15633706,"622f8689bf38c86e89eea97bcb2babaa45db21d94a9519d3ee1689caad8e108c",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA701877_SRS3279695","mv08p_original_v1",15633706,"5d9fbd3ddee3e895b021da9b6547c2c707c93ca5c8225f080fb5a704a440b1ef",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA703206_SRS3296611","mv08p_original_v1",15641386,"dd248d4a631633614deefec7b0e3c86c8025a78c1618db21096ea33e763de9aa",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA703206_SRS3296612","mv08p_original_v1",15641386,"a691f396f62337f5e62a9095804eff22df43acf0d5a6191af43b700efc7f7ba3",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA703206_SRS3296613","mv08p_original_v1",15641386,"6cb0b83b2de2b4468cd02e57d04032b7653418d4ce9e4e15fe00d18a3da0073c",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA703206_SRS3296614","mv08p_original_v1",15641386,"b2ab55c0f0c44bc31268649303c389fc8da557041533091adced44bac63441f6",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA713577_SRS3363004","mv08p_original_v1",15641386,"01b15dacd691631e1f4e4df809f39720fdbe100c1c4aed6a0b789d0d91d6058d",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA716608_SRS3391629","mv08p_original_v1",15641386,"2dfa8e7bdbf67f6c1cde2a4282e27f98b0011a584366b89dca40eefa02118114",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA716608_SRS3391630","mv08p_original_v1",15641386,"e3ff036e675931dd63a45ce05500f715dea55d16354e971c6590865ac6a16044",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA716608_SRS3391631","mv08p_original_v1",15641386,"328eeaf940b9f14d156714dfe1e124f9a8e210a589ee70dabd1f4b9b815c8969",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA716608_SRS3391632","mv08p_original_v1",15641386,"92f7d8ca5ecccdbdfeff37caee4b0ee692cab1203ed8bf7054c727254fac8c7c",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA716608_SRS3391633","mv08p_original_v1",15641386,"598ef3ea2de8016bd06335b04fd0b0d437cf4b18d8690de72701c2861e146681",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA728025_SRS3454421","mv08p_original_v1",15641386,"ecb124c7260dd419d83a8ee62cd281fabfee41bb50bc4187c668bfc5c9e7a233",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA728025_SRS3454422","mv08p_original_v1",15641386,"716afc360457e609fa153e96bd5e42cf26a27dba432759b01fdfcac55a5882ff",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA728025_SRS3454423","mv08p_original_v1",15641386,"abc74c57c8050573576121ce43f3598be45a4eb5bb0b0441e5adee032ae7c09c",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA728025_SRS3454424","mv08p_original_v1",15641386,"ab312971f32e6818cb6a52cbbdd6f80884381b36302b484f418bfd9efd44552c",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA728025_SRS3454425","mv08p_original_v1",15641386,"f09d2c21be0f85b48a1bc0b321113d80da66885337a2360dc73b7514abdce99e",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA728025_SRS3454426","mv08p_original_v1",15641386,"9d9371c2edcc6bf03ca43d6290074d732725266d98816b93f75837fb635d850a",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA728025_SRS3454427","mv08p_original_v1",15641386,"fcc771e9dd655471e8f911664a73c814765eeef575717a476e4d1b3d28b8f789",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA728025_SRS3454428","mv08p_original_v1",15641386,"6e281bae18ed8efeee443e6ca956a91d202fb8aa665e55494e559f046911022a",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA728025_SRS3454430","mv08p_original_v1",15641386,"791853a71eaf8451eda90f25fb34e66c44eca96a71cf97771192bf69674e5d21",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA740174_SRS3548780","mv08p_original_v1",15641386,"fff23b4bb058cf30044f2175d5e7366db0f1f9c2fa6f07f3edf53cfeccf14c02",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA740174_SRS3548781","mv08p_original_v1",15641386,"0d9595b67b1984111e2344dc38ab6fe6df8c56b6eaa8910251a36169215ea4bb",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA740174_SRS3548782","mv08p_original_v1",15641386,"34ad8563aa1802b6106d8fb89ff82e8ac4ada230f30884d9a65a6d32db9b877f",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA740174_SRS3548783","mv08p_original_v1",15641386,"10768e771d81dcde4694e205ce9e9d020e0a098239bedb474aa532c5ecc91302",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565195","mv08p_original_v1",15641386,"338c7825e1617f7ba8aca693d9b0c7079a8757d15f6ddab996800fad807255cc",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565196","mv08p_original_v1",15641386,"05264945e8ec1333d84da5b10b89908f1e571ff3b7a30704564dd2ecb571e58c",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565197","mv08o_internal_primary_v8",15641386,"3088038fbba2b0c36779620b5a0054068fae5cec1d3a84dc47d1a4335bb518a4",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565198","mv08p_original_v1",15641386,"8a46dc92b530935b3867b13ae9f3c66c11f0ef09cd7ffa6f05d093a4184c8926",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565199","mv08ps_overlay_v1",15641439,"9d91b5844f1b5345b349a1c3fd4e02923caf0c92c569743a4ce88731d84cf201",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565201","mv08p_original_v1",15641386,"b357808aaa67b822c330e421d6f1d0bab92967e80ac84d5c6133049b2a9b53e6",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565202","mv08p_original_v1",15641386,"3fe4222f57a2ea8f9743ac2c6cb67de0e789c7565a69138e55da8140ea73a347",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565203","mv08p_original_v1",15641386,"16cc720320ac99fafd0466eb4b10c64730623481d7add24e8d225be69e849907",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565204","mv08p_original_v1",15641386,"f69035aca0d803778c8e69b708d7863122af6fa1392e9d3076949eab0d1e1c19",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565205","mv08p_original_v1",15641386,"48921f6cb9fb5012455934cf1c4304e6913b8ae384f734920ab1e5847ed182b0",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565206","mv08p_original_v1",15641386,"57a60db39cfc8136b4acd498fa4b3de34ceb0feb55fc5cf55dbf7795c6734f9c",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565207","mv08p_original_v1",15641386,"62b67e4f6d736485a80a615bd35be2a0d2c71ccbce2b0d7f92f2ab1d2ec9d9d3",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565208","mv08ps_overlay_v1",15641439,"c291c97d59b243bda18cc7aaeaf0443fd5554cc48c94fd9a67ecc8342649e30c",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565209","mv08p_original_v1",15641386,"52052a85c231f5299dd0dd723eb4bec7f933d9f1f101f20877c3eb93195f828e",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565210","mv08p_original_v1",15641386,"b96e0ccbaed7b394913a3b334cf46ba67eb0809a7b8cd0dad7a9da7f65ddb011",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA742961_SRS3565211","mv08p_original_v1",15641386,"8a7e5d700c83896b6ee3b6711c2384fdd6f17a88ea3e40e7a731e90d8a0cfcaf",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA749327_SRS3693910","mv08p_original_v1",15641386,"781982a5f3ecb6c97117c6f5e10b80f0555495e70066fa2ba4df902b9b071b35",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA749327_SRS3693911","mv08p_original_v1",15641386,"fabd49f23d8e41697f2409c924ab0d2b42e08c4b7c8e810d227562215818d150",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA749327_SRS3693912","mv08p_original_v1",15641386,"dfea5f0a7611179004821524cedf6d495c869fb3e5d0e2e56f5b497cec8eb9b1",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA749327_SRS3693913","mv08p_original_v1",15641386,"aa60a0672c977920aa9feec74383688a10ec07fc17a8254d499e6ceef4b0677a",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA760933_SRS3693061","mv08pr_overlay_v1",15641439,"b25c89fb5efe2873b370855b2d2dfee310f1eaa8aeb137931432a6c0fe293963",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805245","mv08p_original_v1",15641386,"28f45338a00867bcb6e8c87e890cc518b027a91ddba4575f973f9fa8edaad505",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805246","mv08p_original_v1",15641386,"e0f8ea69dac20ea8ad824a88b6eb326226bd13902976c821ace66cc151572ed4",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805247","mv08p_original_v1",15641386,"d7a4dfae2dbb54b42cca0634bf6aa87d868373a26b1d3dae588f08c02b16f7f2",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805248","mv08p_original_v1",15641386,"e8c83be92ea70f74aa5b88de49a17b66f4cb735b132a31eee4e05f929deba627",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805249","mv08p_original_v1",15641386,"172e3c51bd0a1ce70bda7311d4fdb991231105f5a843557b2bdd380c6d6294bb",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805250","mv08p_original_v1",15641386,"9b7fa652ed2a52697298eff9bf0e212fd971fbc3b5d14ff31fef887b85469978",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805251","mv08p_original_v1",15641386,"c34688198afacfa2edb30ba2e00818a83f4865fb559f7e7415e3d26f43ee8a46",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805252","mv08p_original_v1",15641386,"f0443a075078d153d87f1869c3a4c8e97b9dc234c8f8b283b2b247d683f52472",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805253","mv08p_original_v1",15641386,"2cbdeff8e2c7e5cee746fcad47ff750a67e4839d4d1ca2f005a2c6a30bff785b",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805254","mv08p_original_v1",15641386,"9e4b0da4198700a5d8fc7b643b4469e633a5f9ed404228940e5ba8d0b6910661",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805255","mv08p_original_v1",15641386,"25fb8aa00362a880741d45f8da8c02620cb26badab33602b095a6a82b82e832d",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805256","mv08p_original_v1",15641386,"7b9535af7cac77d1c14061acdf6a20efb302f2d409466368e09f3d718eeb8b46",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805257","mv08p_original_v1",15641386,"438ca7a2b2535bee6ca12322fa17e1b1a2f79437c490495b3602e47c6a9de6a2",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805258","mv08p_original_v1",15641386,"7d19f06e1749afe0e8f68708b05eb0ee073678698883c32279a33b58725a8c8a",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805259","mv08p_original_v1",15641386,"09753ddb28932e36a3c6c81f557b3e09e09dfff3010a0c3811e71a4d068435ef",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805260","mv08p_original_v1",15641386,"0a45a3ef1505c728944f297639a4d2a7d887b8056214406e43ae5b03f23fc841",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805261","mv08p_original_v1",15641386,"09bb1c360dbc0d26b917f068ea237eb99b4d7e8b05f4323571d81edba949a7e7",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805262","mv08p_original_v1",15641386,"d0d6f56917a8ad31e43965c7e8d5d8a8e3e67436e54cacec785b01f7da571515",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805263","mv08p_original_v1",15641386,"3dcc211ff7ad545eb80ad2988a520f9c74f9638afac611647381806b0f5e52bd",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805264","mv08p_original_v1",15641386,"7294dbd052724aa6b56dffc7efc330169c609810b98533e573e3a23ed1630528",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805265","mv08p_original_v1",15641386,"8832d7d650cec675df81226488bcc8d9eecf49723ba0fe81f308f7f615cf07df",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805266","mv08p_original_v1",15641386,"00cd424e31e045dd12f63e0b33d0d0e1a331e354989c462e1d3dab1b87cb0545",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805267","mv08p_original_v1",15641386,"7a3dc91b778bf85e7990eb4bff618cd3154d5461e52863be787541716aeb1872",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805268","mv08p_original_v1",15641386,"9d03def3bfac1f93692b13fd8aa49d82c0a0e3884eebd74edef4615844c30a50",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA779509_SRS3805269","mv08p_original_v1",15641386,"cc0a4d184635cb3e3d0caecfed0ceb82a8ea037f71b2f6e999ead6dc2684e4e1",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA784242_SRS3822680","mv08p_original_v1",15641386,"282162d507c65107d49def10ded0267284bbdf8847dfbb675684cb6ea68e5428",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA784242_SRS3822682","mv08p_original_v1",15641386,"0ba427e03c4b9d42f15bc80b34e82bb73ee3c1c6b38ad7938c44c5f6c7a83da7",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA784242_SRS3822683","mv08p_original_v1",15641386,"8107683ccbc70cfbaa20fa4b7d4f42d2947763b74fb8bf38c7d67ec63afbad95",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA784242_SRS3822686","mv08p_original_v1",15641386,"d2447ee4d3b26c2f53f157f8b92c34f8001f3b8411622c9467aa4ad3921559a8",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA826293_SRS4181123","mv08p_original_v1",15641386,"53b88eb25b332eef40d7cea36a421fd2c2ab30d26627bc56bf78a7c0454e5c5f",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA826293_SRS4181124","mv08p_original_v1",15641386,"32a7e1a2a4fe0dc06303b2612384e2a19db9859e970ef9cd897c5ab204c4cba7",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA826293_SRS4181125","mv08p_original_v1",15641386,"a0f72cddbfb4f91f83fa0b343c89ac50c0c9bc9efa2a900768946ff12c09fd45",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA826293_SRS4181126","mv08p_original_v1",15641386,"148f8473c2002bc1cea080540f69d571e14834de318b9678a7c3afcf74b1442b",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA826293_SRS4181127","mv08p_original_v1",15641386,"1d9c61d54c560680d4ce255181ad65ea15836d2e08288c34c0704a33cdf098a0",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA826293_SRS4181128","mv08p_original_v1",15641386,"36104cad62fb7bdffe1deeb6351b55ccba08360ae52175eb241518b5c76f9609",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA826293_SRS4181129","mv08p_original_v1",15641386,"8046368984a209983ad6614ef2bca97a2d0a397105d6040c186bb818c068f7c4",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA826293_SRS4181130","mv08ps_overlay_v1",15641439,"32b04aeeb38a8a382ff1a5ede59799a9d070dbfb6f304d1306a9870f4bcb6016",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA850958_SRS4386101","mv08p_original_v1",15641386,"cb19422129c31239588244e28b612bb330129626108913ca85acaec36ee44050",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA850958_SRS4386109","mv08p_original_v1",15641386,"84c219abb949204ea9fbadf7352102572d8a9002513d0270524477376521fc5f",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA850958_SRS4386110","mv08p_original_v1",15641386,"4032b3af39b6a28f39b810382bd249d585050c714865605571d4003dcba1cb76",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA850958_SRS4386111","mv08p_original_v1",15641386,"95704d8a3f7f7b9b0fbef81ff8c870735173626ceac1d14f95f975a506ca80b0",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA850958_SRS4386112","mv08p_original_v1",15641386,"d92d1013b8760f0684d7ef0e98b0287641256ff3e2b327bf25dbec153ca8847f",TRUE,"closed",FALSE
"mv08w_source_cache_rehash_v1","SRA850958_SRS4386113","mv08p_original_v1",15641386,"4137bb52dd4e88a0d23ff65ebcfc69fa5fea96d355dd88804b3ef3f0e91fb4be",TRUE,"closed",FALSE
