"contract_id","group_id","execution_order","disposition","exit_status","elapsed_seconds","charged_worker_seconds","peak_process_tree_rss_bytes","cumulative_worker_seconds","cumulative_private_bytes","scientific_group_complete","scientific_implementation_root_sha256","execution_implementation_root_sha256","rust_library_sha256","runner_stdout_sha256","runner_stderr_sha256","runner_stderr_tail","outcome_label_state","biological_outcomes_computed","fusion_evaluations","outcome_jobs"
"mv06g_serial_completion_metric_v1","mv06f_group_v1:19131b37e2c9b21894c06d7dc933e65aabe3b75b6453cf2e3b9dee1c9a75c621",12,"completed",0,286.830694198608,286.830694198608,162353152,2727.76282835007,84942304,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","43c4e58a7826ee35e2b80d36b46e029f071edeefba74867025061f637f616d28","Completed MV6-G production group: mv06f_group_v1:19131b37e2c9b21894c06d7dc933e65aabe3b75b6453cf2e3b9dee1c9a75c621.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:adc0117d4c99bc1eb26bbec46d2d7790b200f9d4b3f46b85da022e89cae1fdad",13,"completed",0,282.731679201126,282.731679201126,164057088,3010.49450755119,92420573,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","2ebc5345d17529908ac98763aea63597a602533ed64e2141d9e21ee429a5f253","Completed MV6-G production group: mv06f_group_v1:adc0117d4c99bc1eb26bbec46d2d7790b200f9d4b3f46b85da022e89cae1fdad.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:2dbd4707322a9b93d461f93a522f7dd079fc0403847d8fbbccc4697db12de23d",14,"completed",0,281.794878482819,281.794878482819,165851136,3292.28938603401,99898371,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","866226b68dfe1635d6e6f33f43646eb0386995a40ae33808f7dadee57a1cd902","Completed MV6-G production group: mv06f_group_v1:2dbd4707322a9b93d461f93a522f7dd079fc0403847d8fbbccc4697db12de23d.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:edecded5b1ae4d084e6e5d13df954c48b837df89a4a4f667c7487242425bf2a0",15,"completed",0,284.182551383972,284.182551383972,164327424,3576.47193741798,107376939,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","a9cdd63381bd2eb331011ea4fe74404ee350be9a15778835f365e746a4310ae9","Completed MV6-G production group: mv06f_group_v1:edecded5b1ae4d084e6e5d13df954c48b837df89a4a4f667c7487242425bf2a0.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:6a6c02b897dc8af3a16c5599cb993b923d68d2c2bf3e7784cb65c01aaea7bf78",16,"completed",0,237.150152921677,237.150152921677,177455104,3813.62209033966,114784908,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","eb72d8331ab3a4b1e34c474372f70d4377af48c8fd2b26ef2b553f515c94fc48","Completed MV6-G production group: mv06f_group_v1:6a6c02b897dc8af3a16c5599cb993b923d68d2c2bf3e7784cb65c01aaea7bf78.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:43f741b24882a216e9dea3995eff9193f316a6de993f9d242ea71e63ef10688e",17,"completed",0,247.836347579956,247.836347579956,184098816,4061.45843791962,122193036,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","0104867087f49b7239fb29d513f7116d3fa13c5f43875d1d8dd334d29d550821","Completed MV6-G production group: mv06f_group_v1:43f741b24882a216e9dea3995eff9193f316a6de993f9d242ea71e63ef10688e.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:6173ccea6d63851b2e9b82720bd8ede9dc2c3a7eac0ee941069a06c0bba1f6ef",18,"completed",0,246.430595159531,246.430595159531,163745792,4307.88903307915,129601178,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","0ef365ce143f3548de49c8955cac3a3823edb8e6f6017910ff2aec6aeed4e3a0","Completed MV6-G production group: mv06f_group_v1:6173ccea6d63851b2e9b82720bd8ede9dc2c3a7eac0ee941069a06c0bba1f6ef.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:83857e729b5c915d1730fa26a699f3c51f7b46c4e5c022a9d6a0b39dfd18b7a4",19,"completed",0,245.767218351364,245.767218351364,161394688,4553.65625143051,137009114,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","6f819a785f62a4b54dda1dcc384d238593873237d20b1b9645af58aaddd2950d","Completed MV6-G production group: mv06f_group_v1:83857e729b5c915d1730fa26a699f3c51f7b46c4e5c022a9d6a0b39dfd18b7a4.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:217c8c9c0c930f18f2771bf0196d626a14dfd0c03b58ff35e9c3f6305c982c6c",20,"completed",0,247.88984131813,247.88984131813,163737600,4801.54609274864,144417645,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","6bd364f216574cff6310fbd1c16abf2a598abc66c18cf601dee0abed45e1cadd","Completed MV6-G production group: mv06f_group_v1:217c8c9c0c930f18f2771bf0196d626a14dfd0c03b58ff35e9c3f6305c982c6c.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:fc5d677c53b007825795a532217a7a0b304d1ba194ed55ac2b9453bb46528caf",21,"completed",0,285.039109230042,285.039109230042,159883264,5086.58520197868,151674023,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","cdcde986e79fb5503a73d789186aca8801bbb8e95dd0a6fd03608aebf31f45e9","Completed MV6-G production group: mv06f_group_v1:fc5d677c53b007825795a532217a7a0b304d1ba194ed55ac2b9453bb46528caf.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:d3489bd29f963998a866f656c34b28ad83f39f428edb2044db6ba7d6c74b497e",22,"completed",0,298.174198627472,298.174198627472,169402368,5384.75940060616,158930684,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","209d8395b83e256035cdbcb5a005813e60f42ca225591a67b56280636d7786e3","Completed MV6-G production group: mv06f_group_v1:d3489bd29f963998a866f656c34b28ad83f39f428edb2044db6ba7d6c74b497e.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:f626f7a23c0da9442869073a8d1578ff762ca365755279f9d24c91fa42f02744",23,"completed",0,296.797375679016,296.797375679016,176549888,5681.55677628517,166187244,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","b36614380294f7a8849df5d9f90d50bad1ef2c2c12442ab428204dc625b5ca80","Completed MV6-G production group: mv06f_group_v1:f626f7a23c0da9442869073a8d1578ff762ca365755279f9d24c91fa42f02744.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:4098ac5af058ba0e221a63270e46cf59c3d75ced53824e13d228750b93a14176",24,"completed",0,296.551099300385,296.551099300385,186503168,5978.10787558556,173443482,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","83b400b108d4f25af7a5e9b25f3a3916501038ca94a551974d114cf2e900932c","Completed MV6-G production group: mv06f_group_v1:4098ac5af058ba0e221a63270e46cf59c3d75ced53824e13d228750b93a14176.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:5a583b2218848b65208a9a6bb9aa69dedba69c7379bc71dbcb10d07756fb8843",25,"completed",0,300.518237113953,300.518237113953,181469184,6278.62611269951,180700258,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","1ee97741226b198bdbb10352859d74cfd4e9fdcfb8d1995ebcb21b7e587c6eae","Completed MV6-G production group: mv06f_group_v1:5a583b2218848b65208a9a6bb9aa69dedba69c7379bc71dbcb10d07756fb8843.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:4a29e4b73f9837e3269f46e4075ba7ff92d136a44fb18445e29ea5b5f700bfa2",26,"completed",0,254.679272174835,254.679272174835,160759808,6533.30538487434,187872881,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","5742de82b9affc2d1580a5574bdd07cce3b803497562b2f66aa89bc9dfead6ab","Completed MV6-G production group: mv06f_group_v1:4a29e4b73f9837e3269f46e4075ba7ff92d136a44fb18445e29ea5b5f700bfa2.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:ec04a019520b47f2e06bf36357157ac681485db225c863b875fd8e2d310da587",27,"completed",0,264.721755981445,264.721755981445,161038336,6798.02714085579,195045623,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","84cd626e805244e2f74136bdd3039910457d84782d5902c8bb37c28003f41740","Completed MV6-G production group: mv06f_group_v1:ec04a019520b47f2e06bf36357157ac681485db225c863b875fd8e2d310da587.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:14fb892565d0e046e4f9b8d2c6d6b9d9c24776387fbb25b43a88653832bd6895",28,"completed",0,263.897097349167,263.897097349167,161202176,7061.92423820496,202218343,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","18bb8eb1399a2466d4049765890f24501d9e7fafb7d519ec8fabdefd989d8e03","Completed MV6-G production group: mv06f_group_v1:14fb892565d0e046e4f9b8d2c6d6b9d9c24776387fbb25b43a88653832bd6895.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:b9a686861c0049811aba93c5669c920ee9e142f21c8983a3eda62f8ad8c2fe35",29,"completed",0,257.193034410477,257.193034410477,163184640,7319.11727261543,209390726,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","8fcb8c06dd05fa215c2e0a13c5ec342d6a732ba6349c41e8508500c93518a6df","Completed MV6-G production group: mv06f_group_v1:b9a686861c0049811aba93c5669c920ee9e142f21c8983a3eda62f8ad8c2fe35.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:1e66635d25e45e7b660e0e417cd56eb8bb7b90dd253e8ea2933a93d071a3246e",30,"completed",0,265.107351064682,265.107351064682,163049472,7584.22462368012,216563685,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","eacba62e51fa3fa91cdb1ee46763d1eb1137ae8447baa5637358c91b4d5fc666","Completed MV6-G production group: mv06f_group_v1:1e66635d25e45e7b660e0e417cd56eb8bb7b90dd253e8ea2933a93d071a3246e.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:d304d55fbbeecada17b0184224dbc522eb17057a70285626d680398bca6c7311",31,"completed",0,280.824548244476,280.824548244476,165974016,7865.04917192459,223737288,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ec1498cf095e58864afc4b75c022f731217626fef4dc1eaa7fc67bdea56c48be","Completed MV6-G production group: mv06f_group_v1:d304d55fbbeecada17b0184224dbc522eb17057a70285626d680398bca6c7311.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:8b800627d811646f9472d9260770ed37b83dc236ffed9e1813ac7260311bd47f",32,"completed",0,292.447762966156,292.447762966156,162934784,8157.49693489075,230910919,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","3313b89102bea8063046b1868c722c2eed3fa1f36c18d48f38a8d3e7cde2942e","Completed MV6-G production group: mv06f_group_v1:8b800627d811646f9472d9260770ed37b83dc236ffed9e1813ac7260311bd47f.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:bc2aeeeec6ce6575b33720400a79676dfa60324239fa9519cbb499dfbbb17d19",33,"completed",0,290.965093135834,290.965093135834,165920768,8448.46202802658,238084478,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","093cbcbc62f02d5ab81183598cd2be1d1024c1a230a25f16c09980dba364cd78","Completed MV6-G production group: mv06f_group_v1:bc2aeeeec6ce6575b33720400a79676dfa60324239fa9519cbb499dfbbb17d19.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:0abaf23bf5f9aceb799f79a130c507eb63193b7b91fea50dcea035bb293f6e8b",34,"completed",0,298.060810565948,298.060810565948,184037376,8746.52283859253,245257716,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","5708f0de3ba7335b2f7a79f6b417e5b89dcf698b0006e233638299b7edba4245","Completed MV6-G production group: mv06f_group_v1:0abaf23bf5f9aceb799f79a130c507eb63193b7b91fea50dcea035bb293f6e8b.","closed",FALSE,0,0
