"execution_head","catalog_order","stack_id","representation_id","panel_id","seed","homology_dimension","payload_set_sha256","pair_axis_sha256","contract_id","method_id","k","mean_silhouette","median_silhouette","minimum_silhouette","negative_silhouette_fraction","minimum_cluster_size","maximum_cluster_size","singleton_clusters","outcome_label_state","biological_outcomes_computed"
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_average_v1",3,0.321943910383125,0.371591588301097,-0.147261019917083,0.0403225806451613,1,87,1,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_average_v1",4,0.298534311702102,0.339348524401933,-0.0724707087607993,0.0403225806451613,1,55,1,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_average_v1",5,0.264644096702244,0.27750249317031,-0.0819132122060001,0.0645161290322581,1,55,2,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_average_v1",6,0.253032294120658,0.273583063469822,-0.142871863909953,0.0725806451612903,1,55,2,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_average_v1",7,0.230270886786747,0.244635354352052,-0.146002222346919,0.0645161290322581,1,55,2,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_average_v1",8,0.191458679579599,0.195100565388914,-0.150384720406576,0.0967741935483871,1,55,2,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_average_v1",9,0.177370732785436,0.186634018236916,-0.150384720406576,0.0967741935483871,1,55,3,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_average_v1",10,0.170289966846586,0.179379612447012,-0.180204743549639,0.104838709677419,1,48,3,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_complete_v1",2,0.344182437859646,0.422472837594284,-0.416411254109415,0.112903225806452,14,110,0,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_complete_v1",3,0.308322046612154,0.37061540619374,-0.31625793221572,0.0806451612903226,14,78,0,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_complete_v1",4,0.270555200349565,0.321626268756875,-0.327501081290306,0.0806451612903226,10,68,0,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_complete_v1",5,0.206859962522695,0.266631377097838,-0.267982722203173,0.17741935483871,10,56,0,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_complete_v1",6,0.205191767074759,0.255444731641817,-0.339129497804074,0.17741935483871,1,56,1,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_complete_v1",7,0.173742798884565,0.187682887024826,-0.339129497804074,0.193548387096774,1,56,1,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_complete_v1",8,0.185878384781065,0.179014398656259,-0.315553694590727,0.129032258064516,1,43,1,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_complete_v1",9,0.206818179272886,0.200912039068581,-0.14169170079349,0.104838709677419,1,33,1,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_complete_v1",10,0.197787897418339,0.184450912057603,-0.14169170079349,0.104838709677419,1,33,1,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_single_diagnostic_v1",2,0.446949318750358,0.518008182050118,-0.371128316874895,0.0725806451612903,1,123,1,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_single_diagnostic_v1",3,0.213669760044412,0.339298196322888,-0.44604237341813,0.266129032258065,1,122,2,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_single_diagnostic_v1",4,0.12190787998056,0.231202936806901,-0.515574847169024,0.32258064516129,1,121,3,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_single_diagnostic_v1",5,0.127168434708935,0.234419774629285,-0.470595841285999,0.314516129032258,1,120,4,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_single_diagnostic_v1",6,0.128451421878701,0.226669334856409,-0.476282696492045,0.290322580645161,1,117,4,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_single_diagnostic_v1",7,0.0882280540828166,0.17746550962905,-0.50057477146122,0.32258064516129,1,117,5,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_single_diagnostic_v1",8,0.0922103469816681,0.179317195560989,-0.484991751754706,0.306451612903226,1,116,6,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_single_diagnostic_v1",9,-0.0291451788685827,0,-0.486389279220396,0.483870967741935,1,115,7,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","hclust_single_diagnostic_v1",10,-0.0325377958852371,0,-0.486389279220396,0.483870967741935,1,115,9,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","diana_dissimilarity_v1",2,0.333261765452159,0.377682960946347,0.0194445930809439,0,47,77,0,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","diana_dissimilarity_v1",3,0.266440274841133,0.307892033137539,-0.195397486395356,0.120967741935484,16,77,0,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","diana_dissimilarity_v1",4,0.273231503093266,0.288910561346552,-0.0830363032317798,0.0161290322580645,16,46,0,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","diana_dissimilarity_v1",5,0.268873000971841,0.287398647725297,-0.0830363032317798,0.032258064516129,1,46,1,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","diana_dissimilarity_v1",6,0.229371156047212,0.22281209470632,-0.0830363032317798,0.032258064516129,1,46,1,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","diana_dissimilarity_v1",7,0.198415686137433,0.189945192666029,-0.20048317388232,0.0967741935483871,1,31,1,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","diana_dissimilarity_v1",8,0.196852241536194,0.186085468909824,-0.0698005209558361,0.032258064516129,1,31,1,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","diana_dissimilarity_v1",9,0.206961334189614,0.199701964273337,-0.0698005209558361,0.0241935483870968,1,31,1,"closed",FALSE
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","diana_dissimilarity_v1",10,0.192165559037071,0.188009032204222,-0.0698005209558361,0.032258064516129,1,31,2,"closed",FALSE
