contract_id,engine_id,row_type,pair_id,view_id,homology_dimension,first_diagram_id,second_diagram_id,first_finite_intervals,second_finite_intervals,squared_distance,distance,active_levels,event_segments,critical_points,exact,all_active_levels,level_cap_applied,outcome_label_state,biological_outcomes_computed,execution_identity_sha256
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:555943338a0c46d132825d3d48829500bd2daeb4449888aaecb202f43db12c2d,cell_topology_v1,H0,mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26,mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22,383,383,1357.6454651221557,36.846240854694464,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:5a7c2a1705e411966c20c8bb218a497bfe3fad33dadd504c5e61823d59766822,cell_topology_v1,H0,mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212,mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72,383,383,3291.0499748723078,57.367673605196053,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:5abee59589a42e944927f7734e99ae12ea16ad385eaf2547774d4cf3f3cb71bb,cell_topology_v1,H0,mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58,mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3,383,383,356.25278862829191,18.8746599606004,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:5c7c874840b7badaf403a69f9952598a4c8a59acefb0399217a54b75b251f7e1,cell_topology_v1,H0,mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212,mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58,383,383,939.75126499571684,30.655362744481053,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:5d6c87171f2f415400df7708bc49cf03a7e32f6e538f14db4ce496360cc5ccb7,cell_topology_v1,H0,mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3,mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0,383,383,1331.1444480619366,36.484852309718022,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:5e56d3b070a6bce97fb4ee8b40def35fb7d760e738b0dc8256063857899892b3,cell_topology_v1,H0,mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e,mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3,383,383,540.54466702219167,23.249616491937918,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:621dc57011a0277d12b5d189624d1a2d92b4e6a991bc2f6336522d194e515b2a,cell_topology_v1,H0,mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72,mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f,383,383,2138.1775476976941,46.240431958381336,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:6b2258fccdd658f41ef6e5f07f3df742b2a671386ac1b5e438b43444e18791d1,cell_topology_v1,H0,mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212,mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f,383,383,554.13730592443005,23.540121196043788,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:6bc900316e32e6b8f3bbc1b6f1f631410e02294856f006acf4223e37590a20dd,cell_topology_v1,H0,mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3,mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0,383,383,659.3796060352704,25.678387917376558,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:6e14654b265f4b4b6ec6825ba7d5646fb64e017035a173f138c764893e4bf3d4,cell_topology_v1,H0,mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22,mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0,383,383,1139.2730231156229,33.753118716877452,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:77d34a3b70681304d1cdc36e294a0c2ff284b31e32c6612e10ea1a96db2d688c,cell_topology_v1,H0,mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f,mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0,383,383,272.42145268094401,16.505194718056011,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:79f30e86d5ea5e3398393d5a145aa7f718dd9a4adf6383cb2a906f5bc00b9d7b,cell_topology_v1,H0,mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22,mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e,383,383,1257.0052128977193,35.454269318344714,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:7ad4f9b3b4699d67b9bb1706a72e0f2b094dcf63b61b36a6aa9d7bc95df2cccf,cell_topology_v1,H0,mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58,mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0,383,383,1882.2304402271079,43.384679787075854,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:8329ce70316b230f9665f0f1eb8708d48b9d88b4ce6e803ae6e2d71b45aa5df4,cell_topology_v1,H0,mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212,mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0,383,383,699.60739468699819,26.450092527002589,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:83478d4616e87d71e093095db982f4d9115bf5a615b6ea1aa3aaad9c7e10bb2c,cell_topology_v1,H0,mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212,mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22,383,383,1442.297575939014,37.977593077221393,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:877be7f9f6857ffaa6f48a1ef85eb2e91731846ec3994753a80fd893b7df977c,cell_topology_v1,H0,mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58,mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0,383,383,878.3496979182562,29.636965059166503,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:87f70bb64b2b969fee687754df5240b13e3b7b1e09d3faeaa513a3c3e45247d9,cell_topology_v1,H0,mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72,mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e,383,383,2791.3490749002513,52.833219425852249,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:931d3fa39deae150c1f56072eb29668803689b38cf0c00eed833451178c8b2e8,cell_topology_v1,H0,mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26,mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58,383,383,1016.7187396892592,31.886027342540796,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:932bd8b2b602f1e59d48587d8e83524ba704953536a949420f0803a8b4c8946d,cell_topology_v1,H0,mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72,mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3,383,383,2268.1468352611851,47.625065199547862,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:9c61d157b54d4e7d7372d58c302c670cbef2a558818b2cd31c6d01f857ebba4e,cell_topology_v1,H0,mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72,mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22,383,383,610.71266349179257,24.712601309692037,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:9cc2cf918c1f96ccbd90ead5cdad0697cad467cad9abebd06e1cabc5d8d7b3ff,cell_topology_v1,H0,mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26,mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3,383,383,591.21259742054906,24.314863713797557,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:9e4756823b397646eb971aaa551f7bf2586bde4c14805ef427e7165c9a31022b,cell_topology_v1,H0,mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212,mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e,383,383,939.21637799596795,30.646637303233906,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:a1c45265321dec7275acbc42292dc8c81400cc9c116637dcc02ff69b71a84f2f,cell_topology_v1,H0,mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f,mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0,383,383,900.11515205921182,30.001919139601917,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:aabbd3fc5238c4165e8be966e889762803104943669e078c84800afe1839def5,cell_topology_v1,H0,mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f,mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e,383,383,282.23582796485772,16.799875831828572,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:ace521ae4d230f25f0b240dfab25915d09f35a04c1063fe0cc86942c1516dd7d,cell_topology_v1,H0,mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72,mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58,383,383,1088.6705715476346,32.995008282278619,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:b1ed6861c484b050fb90d734cdd86411b932569374caaa9064a5faca2d60215e,cell_topology_v1,H0,mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58,mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22,383,383,95.216421279925598,9.7578902063881419,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:b46aa2571ae2efc9f19d2180b39fd92fd8574eafb345a31cdc51a239cfa8a876,cell_topology_v1,H0,mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f,mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3,383,383,238.32575401645289,15.437802758697654,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:b6a62748e24ef71b014940e8c59bb8f4801836a5196219b343c8e148e650462d,cell_topology_v1,H0,mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212,mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0,383,383,854.06880634729089,29.22445562105975,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:d9f7d44f57bb2638331772b5211c2415b04facba4f6f3783a4bf78f940ec1178,cell_topology_v1,H0,mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26,mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e,383,383,139.20315363523923,11.798438610055113,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:e30fdf0d37172df61cdc54c6e2591cf57c8060ddb3e4dd950e54ce493374e090,cell_topology_v1,H0,mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26,mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0,383,383,430.9889896201168,20.760274314664457,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:e3f672e99885198f05513f4aed8faa5e780487d2bb6ab6ecd149fdb865fe9c30,cell_topology_v1,H0,mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212,mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3,383,383,509.81422058474601,22.57906598123018,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
mv06e_grouped_persim_result_v1,persim_0.3.8_mv05d4_exact_critical_pairs_v1,primary,mv06e_pair_v1:e925c3e65b6148591d89b5b09031939f853c7b5b333a7e03dbe56e5e90a6eb9f,cell_topology_v1,H0,mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22,mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0,383,383,2259.3886504958205,47.533026944386997,383,1532,1915,TRUE,TRUE,FALSE,closed,FALSE,ebad83014d2e47f061dc9cb0adb5b9ae3b0251d5daa52b4635a61aea893d6629
