"contract_id","engine_id","row_type","pair_id","view_id","homology_dimension","first_diagram_id","second_diagram_id","first_finite_intervals","second_finite_intervals","squared_distance","distance","active_levels","event_segments","critical_points","exact","all_active_levels","level_cap_applied","status","engine_version","outcome_label_state","biological_outcomes_computed","execution_identity_sha256"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:555943338a0c46d132825d3d48829500bd2daeb4449888aaecb202f43db12c2d","cell_topology_v1","H0","mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26","mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22",383,383,1357.64546512216,36.8462408546945,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:5a7c2a1705e411966c20c8bb218a497bfe3fad33dadd504c5e61823d59766822","cell_topology_v1","H0","mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212","mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72",383,383,3291.04997487232,57.3676736051961,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:5abee59589a42e944927f7734e99ae12ea16ad385eaf2547774d4cf3f3cb71bb","cell_topology_v1","H0","mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58","mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3",383,383,356.252788628292,18.8746599606004,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:5c7c874840b7badaf403a69f9952598a4c8a59acefb0399217a54b75b251f7e1","cell_topology_v1","H0","mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212","mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58",383,383,939.751264995715,30.655362744481,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:5d6c87171f2f415400df7708bc49cf03a7e32f6e538f14db4ce496360cc5ccb7","cell_topology_v1","H0","mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3","mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0",383,383,1331.14444806194,36.4848523097181,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:5e56d3b070a6bce97fb4ee8b40def35fb7d760e738b0dc8256063857899892b3","cell_topology_v1","H0","mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e","mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3",383,383,540.544667022192,23.2496164919379,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:621dc57011a0277d12b5d189624d1a2d92b4e6a991bc2f6336522d194e515b2a","cell_topology_v1","H0","mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72","mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f",383,383,2138.1775476977,46.2404319583814,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:6b2258fccdd658f41ef6e5f07f3df742b2a671386ac1b5e438b43444e18791d1","cell_topology_v1","H0","mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212","mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f",383,383,554.137305924429,23.5401211960438,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:6bc900316e32e6b8f3bbc1b6f1f631410e02294856f006acf4223e37590a20dd","cell_topology_v1","H0","mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3","mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0",383,383,659.379606035271,25.6783879173766,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:6e14654b265f4b4b6ec6825ba7d5646fb64e017035a173f138c764893e4bf3d4","cell_topology_v1","H0","mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22","mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0",383,383,1139.27302311562,33.7531187168775,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:77d34a3b70681304d1cdc36e294a0c2ff284b31e32c6612e10ea1a96db2d688c","cell_topology_v1","H0","mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f","mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0",383,383,272.421452680945,16.505194718056,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:79f30e86d5ea5e3398393d5a145aa7f718dd9a4adf6383cb2a906f5bc00b9d7b","cell_topology_v1","H0","mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22","mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e",383,383,1257.00521289772,35.4542693183447,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:7ad4f9b3b4699d67b9bb1706a72e0f2b094dcf63b61b36a6aa9d7bc95df2cccf","cell_topology_v1","H0","mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58","mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0",383,383,1882.23044022711,43.3846797870759,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:8329ce70316b230f9665f0f1eb8708d48b9d88b4ce6e803ae6e2d71b45aa5df4","cell_topology_v1","H0","mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212","mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0",383,383,699.607394686999,26.4500925270026,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:83478d4616e87d71e093095db982f4d9115bf5a615b6ea1aa3aaad9c7e10bb2c","cell_topology_v1","H0","mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212","mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22",383,383,1442.29757593901,37.9775930772214,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:877be7f9f6857ffaa6f48a1ef85eb2e91731846ec3994753a80fd893b7df977c","cell_topology_v1","H0","mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58","mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0",383,383,878.349697918255,29.6369650591665,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:87f70bb64b2b969fee687754df5240b13e3b7b1e09d3faeaa513a3c3e45247d9","cell_topology_v1","H0","mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72","mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e",383,383,2791.34907490025,52.8332194258522,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:931d3fa39deae150c1f56072eb29668803689b38cf0c00eed833451178c8b2e8","cell_topology_v1","H0","mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26","mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58",383,383,1016.71873968926,31.8860273425408,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:932bd8b2b602f1e59d48587d8e83524ba704953536a949420f0803a8b4c8946d","cell_topology_v1","H0","mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72","mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3",383,383,2268.14683526118,47.6250651995478,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:9c61d157b54d4e7d7372d58c302c670cbef2a558818b2cd31c6d01f857ebba4e","cell_topology_v1","H0","mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72","mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22",383,383,610.712663491791,24.712601309692,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:9cc2cf918c1f96ccbd90ead5cdad0697cad467cad9abebd06e1cabc5d8d7b3ff","cell_topology_v1","H0","mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26","mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3",383,383,591.21259742055,24.3148637137976,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:9e4756823b397646eb971aaa551f7bf2586bde4c14805ef427e7165c9a31022b","cell_topology_v1","H0","mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212","mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e",383,383,939.216377995969,30.6466373032339,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:a1c45265321dec7275acbc42292dc8c81400cc9c116637dcc02ff69b71a84f2f","cell_topology_v1","H0","mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f","mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0",383,383,900.11515205921,30.0019191396019,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:aabbd3fc5238c4165e8be966e889762803104943669e078c84800afe1839def5","cell_topology_v1","H0","mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f","mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e",383,383,282.235827964857,16.7998758318286,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:ace521ae4d230f25f0b240dfab25915d09f35a04c1063fe0cc86942c1516dd7d","cell_topology_v1","H0","mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72","mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58",383,383,1088.67057154764,32.9950082822786,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:b1ed6861c484b050fb90d734cdd86411b932569374caaa9064a5faca2d60215e","cell_topology_v1","H0","mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58","mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22",383,383,95.2164212799258,9.75789020638815,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:b46aa2571ae2efc9f19d2180b39fd92fd8574eafb345a31cdc51a239cfa8a876","cell_topology_v1","H0","mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f","mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3",383,383,238.325754016453,15.4378027586977,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:b6a62748e24ef71b014940e8c59bb8f4801836a5196219b343c8e148e650462d","cell_topology_v1","H0","mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212","mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0",383,383,854.06880634729,29.2244556210597,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:d9f7d44f57bb2638331772b5211c2415b04facba4f6f3783a4bf78f940ec1178","cell_topology_v1","H0","mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26","mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e",383,383,139.203153635239,11.7984386100551,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:e30fdf0d37172df61cdc54c6e2591cf57c8060ddb3e4dd950e54ce493374e090","cell_topology_v1","H0","mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26","mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0",383,383,430.988989620118,20.7602743146645,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:e3f672e99885198f05513f4aed8faa5e780487d2bb6ab6ecd149fdb865fe9c30","cell_topology_v1","H0","mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212","mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3",383,383,509.814220584746,22.5790659812302,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:e925c3e65b6148591d89b5b09031939f853c7b5b333a7e03dbe56e5e90a6eb9f","cell_topology_v1","H0","mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22","mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0",383,383,2259.38865049583,47.5330269443871,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
"mv06e_rust_exact_result_v1","rust_scph_landscape_kernel_v1","primary","mv06e_pair_v1:f46d9edb0fb92a6b24ee9caa50b6990e8a0e1f68b9df37c5f7aebfa4416c8e76","cell_topology_v1","H0","mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72","mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26",383,383,2995.3620731316,54.729901088268,383,1532,,TRUE,TRUE,FALSE,0,1,"closed",FALSE,"a0232a6dd2b95e996c0e34eeb5187c04b2d02c6066f89aa0a0ad9c591ed02060"
