"contract_id","job_order","job_id","dataset_scope","unit_id","seed","representation_id","panel_id","panel_genes","panel_sha256","selected_cell_sha256","view_kind","execution_role","matrix_state","matrix_sha256","distance_sha256","homology_dimensions","filtration","threshold","field","primary_engine","primary_elapsed_cap_seconds","primary_rss_cap_bytes","fallback_engine","fallback_trigger","fallback_elapsed_cap_seconds","fallback_rss_cap_bytes","workers","retries","atomic_write","output_file","authorization_state","outcome_label_state","biological_outcomes_computed"
"mv08s_ph_sentinel_queue_v1",11,"mv08r_ph:external8:HCA_BM_006:20260805:sct_data_selected384_fit_same_axis:common475:cell_topology_v1","external8","HCA_BM_006",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","1cb5ba9837bfa0da937a8373dba757f5500483c044388f53680e50cd10c70ffa","cell_topology_v1","same_axis_external_baseline_cell_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",600,4294967296,"none","none",,,1,0,TRUE,"ph/0011__eb920eb54cf9b048a251.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",12,"mv08r_ph:external8:HCA_BM_006:20260805:sct_data_selected384_fit_same_axis:common475:gene_topology_v1","external8","HCA_BM_006",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","1cb5ba9837bfa0da937a8373dba757f5500483c044388f53680e50cd10c70ffa","gene_topology_v1","same_axis_external_baseline_gene_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0012__35af967f6c00c06a84b3.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",13,"mv08r_ph:external8:HCA_BM_007:20260805:sct_data_selected384_fit_same_axis:common475:cell_topology_v1","external8","HCA_BM_007",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","6db6eedbcb4ab8311dce86caac53b882b83f4912be6a22a5908230d393df9178","cell_topology_v1","same_axis_external_baseline_cell_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",600,4294967296,"none","none",,,1,0,TRUE,"ph/0013__0f7dac2b16bfaa9fe83c.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",14,"mv08r_ph:external8:HCA_BM_007:20260805:sct_data_selected384_fit_same_axis:common475:gene_topology_v1","external8","HCA_BM_007",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","6db6eedbcb4ab8311dce86caac53b882b83f4912be6a22a5908230d393df9178","gene_topology_v1","same_axis_external_baseline_gene_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0014__4e5fa8fd2506a031928d.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",15,"mv08r_ph:external8:HCA_BM_008:20260805:sct_data_selected384_fit_same_axis:common475:cell_topology_v1","external8","HCA_BM_008",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","2b2f6d715565f2fd620f983d28083dfd795e1b12cc8c6b1514f8ce8f0b3a5fee","cell_topology_v1","same_axis_external_baseline_cell_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",600,4294967296,"none","none",,,1,0,TRUE,"ph/0015__5f2d2aeeb13780f3a59f.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",16,"mv08r_ph:external8:HCA_BM_008:20260805:sct_data_selected384_fit_same_axis:common475:gene_topology_v1","external8","HCA_BM_008",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","2b2f6d715565f2fd620f983d28083dfd795e1b12cc8c6b1514f8ce8f0b3a5fee","gene_topology_v1","same_axis_external_baseline_gene_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0016__075fd2f8e152db3c1fec.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",17,"mv08r_ph:external8:HCA_BM_002:20260805:sct_data_all_qc_fit_selected384:common475:gene_topology_v1","external8","HCA_BM_002",20260805,"sct_data_all_qc_fit_selected384","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","805754d02690e40834a6bca5e3ad268e81c56fdc200b5135e25b17ef68ff2c1f","gene_topology_v1","source_produced_gene_ph","source_cache_hash_bound","f4e2f97fc0d3ab1e7bb5308651225b2355436f8b5c91aaa217dc85186b6f4a5f","e78bf3ff3c579d718c3e5ab768af72b855e473a77aa5d55d9c561adf0a67a281","H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0017__bfdea4c503cd8391c554.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",18,"mv08r_ph:external8:HCA_BM_002:20260805:sct_pearson_residual_all_qc_fit_selected384:common475:gene_topology_v1","external8","HCA_BM_002",20260805,"sct_pearson_residual_all_qc_fit_selected384","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","805754d02690e40834a6bca5e3ad268e81c56fdc200b5135e25b17ef68ff2c1f","gene_topology_v1","source_produced_gene_ph","source_cache_hash_bound","c2ab94713e01f5a77847c86222c0abd8333cece0117c6897c95f94e27d3194a6","0ad9093e53e264edbc9e0f0b5dfa3d52c3b6f79447d29335dd2508bfedcdcfba","H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0018__56f4df044484d2ea94c0.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",19,"mv08r_ph:external8:HCA_BM_002:20260805:sct_pearson_residual_all_qc_fit_selected384:exact500:gene_topology_v1","external8","HCA_BM_002",20260805,"sct_pearson_residual_all_qc_fit_selected384","exact500",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","805754d02690e40834a6bca5e3ad268e81c56fdc200b5135e25b17ef68ff2c1f","gene_topology_v1","source_produced_gene_ph","source_cache_hash_bound","4915fe30032f5ed10eb74aefed387042431219cfae7471660ed5c0eec440c8b8","318ef2fc46ee1ebf2691ce42650708b87d8bec9d3afab714676108b62b33f6e9","H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0019__63d3b8997da52efb411b.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",20,"mv08r_ph:internal124:SRA628554_SRS2664364:20260805:sct_data_all_qc_fit_selected384:exact500:gene_topology_v1","internal124","SRA628554_SRS2664364",20260805,"sct_data_all_qc_fit_selected384","exact500",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","ef4de8643b5dbadd9976ee93f8a1324fac3bd5e7e5f55089245a5f630f289387","gene_topology_v1","source_produced_gene_ph","source_cache_hash_bound","d0a248b205feb59cd49d6281ef85131c3261600fcb58fcef6eb6b6b34961981b","7f6470ee8b01aed744b5ca2b67d4e94b43e007ccf84849b80bfac4b0c35041b5","H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0020__d718f917afa71c347368.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",21,"mv08r_ph:internal124:SRA628554_SRS2664364:20260805:sct_pearson_residual_all_qc_fit_selected384:exact500:gene_topology_v1","internal124","SRA628554_SRS2664364",20260805,"sct_pearson_residual_all_qc_fit_selected384","exact500",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","ef4de8643b5dbadd9976ee93f8a1324fac3bd5e7e5f55089245a5f630f289387","gene_topology_v1","source_produced_gene_ph","source_cache_hash_bound","bf3a7df555c6814ae61259c962b4548601b899f347177d08d0ae5e4d447758ed","75b2d72615fefa8ac2c3c45260019bd32e4807e50cde52f66c9632d9dd90756e","H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0021__d5cc7780a63b64df27bc.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",22,"mv08r_ph:internal124:SRA628554_SRS2664364:20260806:sct_data_all_qc_fit_selected384:exact500:gene_topology_v1","internal124","SRA628554_SRS2664364",20260806,"sct_data_all_qc_fit_selected384","exact500",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","d4405e4e1187d33b90ac2d8feec3cda7731b16fecdcf01bc378fad422c5d3b08","gene_topology_v1","source_produced_gene_ph","source_cache_hash_bound","11bd3f33d1ace19dfe8de95f28d6ed8ca6d9288fc96204ff3d85d50e3c002543","aab02aceb02090f482e08fc5276909c1ada8f26dbb5f1ec798198d1c3f052ca1","H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0022__b979b038fae3d314fede.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",23,"mv08r_ph:internal124:SRA628554_SRS2664364:20260806:sct_pearson_residual_all_qc_fit_selected384:exact500:gene_topology_v1","internal124","SRA628554_SRS2664364",20260806,"sct_pearson_residual_all_qc_fit_selected384","exact500",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","d4405e4e1187d33b90ac2d8feec3cda7731b16fecdcf01bc378fad422c5d3b08","gene_topology_v1","source_produced_gene_ph","source_cache_hash_bound","c998a1a6661c68be14d9502f5e762fb9515beb37f0d2c1d3d1c552eac62effc0","33ce7bd1e150e90266efbc0b2c2b3c8cf917233be48377705c26c70c0734704a","H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0023__9d029454bf8f86d58c3f.rds","authorized_after_mv08s_commit","closed",FALSE
