"contract_id","dataset_scope","contrast_id","seed","homology_dimension","metric","value","replication_units","interpretation"
"mv09_external_singleton_v1","external8","common475_net_migration_effect",20260805,"H1","p95_abs_median_scaled_change",0.251467872281064,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","common475_net_migration_effect",20260805,"H1","pearson",0.574790253859865,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","common475_net_migration_effect",20260805,"H1","relative_stress",0.154174791216392,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","common475_net_migration_effect",20260805,"H1","right_median_distance",0.0163643429959806,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","common475_net_migration_effect",20260805,"H1","spearman",0.625615763546798,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H0","left_median_distance",0.599548570168499,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H0","mean_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H0","median_abs_median_scaled_change",0.153088881852541,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H0","median_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H0","nonnegative_scale",0.828276677803977,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H0","p10_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H0","p95_abs_median_scaled_change",0.373618830677099,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H0","pearson",0.929678995213666,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H0","relative_stress",0.180925261988355,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H0","right_median_distance",0.520601320251066,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H0","spearman",0.928297755883963,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H1","left_median_distance",0.0168592738344671,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H1","mean_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H1","median_abs_median_scaled_change",0.15779364335527,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H1","median_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H1","nonnegative_scale",0.922753562271111,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H1","p10_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H1","p95_abs_median_scaled_change",0.292484220190999,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H1","pearson",0.471546553180781,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H1","relative_stress",0.162519344447117,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H1","right_median_distance",0.0157066970171895,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","exact500_total_migration_effect",20260805,"H1","spearman",0.555008210180624,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H0","left_median_distance",0.599548570168499,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H0","mean_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H0","median_abs_median_scaled_change",0.0411226572357249,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H0","median_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H0","nonnegative_scale",1.06182378424986,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H0","p10_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H0","p95_abs_median_scaled_change",0.0973023665384767,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H0","pearson",0.997935920955993,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H0","relative_stress",0.0326247215457561,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H0","right_median_distance",0.659732877787076,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H0","spearman",0.99671592775041,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H1","left_median_distance",0.0168592738344671,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H1","mean_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H1","median_abs_median_scaled_change",0.0663890880964844,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H1","median_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H1","nonnegative_scale",0.999585812296361,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H1","p10_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H1","p95_abs_median_scaled_change",0.118742121611942,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H1","pearson",0.923093546695067,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H1","relative_stress",0.0732246694991218,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H1","right_median_distance",0.0172564994464479,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","fit_scope_effect",20260805,"H1","spearman",0.88943623426382,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H0","left_median_distance",0.659732877787076,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H0","mean_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H0","median_abs_median_scaled_change",0.142748141004884,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H0","median_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H0","nonnegative_scale",0.770600227809169,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H0","p10_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H0","p95_abs_median_scaled_change",0.382593876855197,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H0","pearson",0.924058584152537,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H0","relative_stress",0.19023600148359,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H0","right_median_distance",0.526961787259848,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H0","spearman",0.933771209633279,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H1","left_median_distance",0.0172564994464479,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H1","mean_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H1","median_abs_median_scaled_change",0.153572447828132,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H1","median_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H1","nonnegative_scale",0.955091422520267,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H1","p10_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H1","p95_abs_median_scaled_change",0.318339169573732,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H1","pearson",0.516460639202503,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H1","relative_stress",0.17240895052874,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H1","right_median_distance",0.0163643429959806,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","layer_effect",20260805,"H1","spearman",0.509578544061303,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H0","left_median_distance",0.526961787259848,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H0","mean_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H0","median_abs_median_scaled_change",0.0270935110549929,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H0","median_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H0","nonnegative_scale",1.00968085884992,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H0","p10_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H0","p95_abs_median_scaled_change",0.0619245683214754,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H0","pearson",0.998959939023002,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H0","relative_stress",0.0215940595058738,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H0","right_median_distance",0.520601320251066,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H0","spearman",0.994526546250684,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H1","left_median_distance",0.0163643429959806,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H1","mean_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H1","median_abs_median_scaled_change",0.0308298632098137,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H1","median_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H1","nonnegative_scale",0.961288663549555,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H1","p10_neighbor_jaccard",1,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H1","p95_abs_median_scaled_change",0.0863836572951712,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H1","pearson",0.964460752773126,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H1","relative_stress",0.0459718235401741,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H1","right_median_distance",0.0157066970171895,1,"single_external_cohort_no_variability_or_generalization"
"mv09_external_singleton_v1","external8","residual_panel_effect",20260805,"H1","spearman",0.9584017515052,1,"single_external_cohort_no_variability_or_generalization"
