"sentinel_id","view","burden_role","null_family","homology_dimension","summary_id","observed_value","null_mean","null_sd","replicates","exceedances","plus_one_tail_probability","monte_carlo_standard_error","minimum_attainable_probability"
"cell_median","cell","median","covariance_gaussian","H1","maximum_persistence",3.23132427301029,1.82917592427735,0.122994282803891,9,0,0.1,0.0948683298050514,0.1
"cell_median","cell","median","covariance_gaussian","H1","all_level_landscape_squared_l2_norm",6.49975325560985,11.4677365223362,1.06719154760656,9,9,1,0,0.1
"cell_median","cell","median","radial_density_cloud","H0","finite_interval_count",383,383,0,9,9,1,0,0.1
"cell_median","cell","median","radial_density_cloud","H0","total_persistence",2645.28319949281,4379.02366852746,14.4313151704526,9,9,1,0,0.1
"cell_median","cell","median","radial_density_cloud","H0","maximum_persistence",22.2422074423718,28.6694135123348,0.484889152092948,9,9,1,0,0.1
"cell_median","cell","median","radial_density_cloud","H0","all_level_landscape_squared_l2_norm",15230.2270026449,66375.332008263,713.553372887722,9,9,1,0,0.1
"cell_median","cell","median","radial_density_cloud","H1","finite_interval_count",238,326.444444444444,10.6783789864276,9,9,1,0,0.1
"cell_median","cell","median","radial_density_cloud","H1","total_persistence",70.0629079114314,115.09242689587,6.52024313403972,9,9,1,0,0.1
"cell_median","cell","median","radial_density_cloud","H1","maximum_persistence",3.23132427301029,1.41932021541942,0.133662619990237,9,0,0.1,0.0948683298050514,0.1
"cell_median","cell","median","radial_density_cloud","H1","all_level_landscape_squared_l2_norm",6.49975325560985,3.98184722992397,0.57714818377912,9,0,0.1,0.0948683298050514,0.1
"cell_minimum","cell","minimum","coordinate_permutation","H0","finite_interval_count",383,383,0,9,9,1,0,0.1
"cell_minimum","cell","minimum","coordinate_permutation","H0","total_persistence",1996.16456694108,4862.56501925898,20.706235164403,9,9,1,0,0.1
"cell_minimum","cell","minimum","coordinate_permutation","H0","maximum_persistence",17.1281550036846,21.0613758032519,1.38541074210755,9,9,1,0,0.1
"cell_minimum","cell","minimum","coordinate_permutation","H0","all_level_landscape_squared_l2_norm",13617.9002022991,70316.92720562,936.008822591353,9,9,1,0,0.1
"cell_minimum","cell","minimum","coordinate_permutation","H1","finite_interval_count",140,360.666666666667,18.3303027798234,9,9,1,0,0.1
"cell_minimum","cell","minimum","coordinate_permutation","H1","total_persistence",59.1315221794815,214.025248309483,19.5096767377125,9,9,1,0,0.1
"cell_minimum","cell","minimum","coordinate_permutation","H1","maximum_persistence",4.0200101055098,2.72251342327457,0.40988749565051,9,0,0.1,0.0948683298050514,0.1
"cell_minimum","cell","minimum","coordinate_permutation","H1","all_level_landscape_squared_l2_norm",13.0039634182891,23.1487366382932,2.95818389874849,9,9,1,0,0.1
"cell_minimum","cell","minimum","covariance_gaussian","H0","finite_interval_count",383,383,0,9,9,1,0,0.1
"cell_minimum","cell","minimum","covariance_gaussian","H0","total_persistence",1996.16456694108,3611.45813341231,14.3891640112649,9,9,1,0,0.1
"cell_minimum","cell","minimum","covariance_gaussian","H0","maximum_persistence",17.1281550036846,15.9628292325946,1.49877936442867,9,3,0.4,0.154919333848297,0.1
"cell_minimum","cell","minimum","covariance_gaussian","H0","all_level_landscape_squared_l2_norm",13617.9002022991,28634.3290330144,633.638564281644,9,9,1,0,0.1
"cell_minimum","cell","minimum","covariance_gaussian","H1","finite_interval_count",140,329.111111111111,11.4503760248784,9,9,1,0,0.1
"cell_minimum","cell","minimum","covariance_gaussian","H1","total_persistence",59.1315221794815,200.531142851753,6.64592790366088,9,9,1,0,0.1
"cell_minimum","cell","minimum","covariance_gaussian","H1","maximum_persistence",4.0200101055098,2.60195919595499,0.410820548168028,9,0,0.1,0.0948683298050514,0.1
"cell_minimum","cell","minimum","covariance_gaussian","H1","all_level_landscape_squared_l2_norm",13.0039634182891,22.170174698963,2.05213938340461,9,9,1,0,0.1
"cell_minimum","cell","minimum","radial_density_cloud","H0","finite_interval_count",383,383,0,9,9,1,0,0.1
"cell_minimum","cell","minimum","radial_density_cloud","H0","total_persistence",1996.16456694108,5276.38890104152,10.8955349284711,9,9,1,0,0.1
"cell_minimum","cell","minimum","radial_density_cloud","H0","maximum_persistence",17.1281550036846,41.7737552420823,0.776290383974847,9,9,1,0,0.1
"cell_minimum","cell","minimum","radial_density_cloud","H0","all_level_landscape_squared_l2_norm",13617.9002022991,133575.010343755,1611.82497388366,9,9,1,0,0.1
"cell_minimum","cell","minimum","radial_density_cloud","H1","finite_interval_count",140,126.333333333333,7.61577310586391,9,1,0.2,0.126491106406735,0.1
"cell_minimum","cell","minimum","radial_density_cloud","H1","total_persistence",59.1315221794815,39.7134065722818,3.53559868883884,9,0,0.1,0.0948683298050514,0.1
"cell_minimum","cell","minimum","radial_density_cloud","H1","maximum_persistence",4.0200101055098,1.18441231398289,0.259937404996273,9,0,0.1,0.0948683298050514,0.1
"cell_minimum","cell","minimum","radial_density_cloud","H1","all_level_landscape_squared_l2_norm",13.0039634182891,1.29310838720148,0.456085351642205,9,0,0.1,0.0948683298050514,0.1
"gene_maximum","gene","maximum","coordinate_permutation","H0","finite_interval_count",499,499,0,9,9,1,0,0.1
"gene_maximum","gene","maximum","coordinate_permutation","H0","total_persistence",12121.9748476296,12671.7744627502,34.2264926431022,9,9,1,0,0.1
"gene_maximum","gene","maximum","coordinate_permutation","H0","maximum_persistence",31.7281648573642,28.9653436219468,0.42583431434475,9,0,0.1,0.0948683298050514,0.1
"gene_maximum","gene","maximum","coordinate_permutation","H0","all_level_landscape_squared_l2_norm",603239.153096473,684141.833819573,5315.6271181913,9,9,1,0,0.1
"gene_maximum","gene","maximum","coordinate_permutation","H1","finite_interval_count",1,349.555555555556,102.585465723843,9,9,1,0,0.1
"gene_maximum","gene","maximum","coordinate_permutation","H1","total_persistence",0.0463041780218632,78.5775548558449,26.6275901847293,9,9,1,0,0.1
"gene_maximum","gene","maximum","coordinate_permutation","H1","maximum_persistence",0.0463041780218632,0.987108460011942,0.130420417328911,9,9,1,0,0.1
"gene_maximum","gene","maximum","coordinate_permutation","H1","all_level_landscape_squared_l2_norm",8.27330988131302e-06,1.34395574517191,0.548568330068646,9,9,1,0,0.1
"gene_maximum","gene","maximum","covariance_gaussian","H0","finite_interval_count",499,499,0,9,9,1,0,0.1
"gene_maximum","gene","maximum","covariance_gaussian","H0","total_persistence",12121.9748476296,12954.0024852123,19.9141628691576,9,9,1,0,0.1
"gene_maximum","gene","maximum","covariance_gaussian","H0","maximum_persistence",31.7281648573642,27.6686353450907,0.145518728215764,9,0,0.1,0.0948683298050514,0.1
"gene_maximum","gene","maximum","covariance_gaussian","H0","all_level_landscape_squared_l2_norm",603239.153096473,728586.864533351,3317.97236737571,9,9,1,0,0.1
"gene_maximum","gene","maximum","covariance_gaussian","H1","finite_interval_count",1,1093.77777777778,190.703813397752,9,9,1,0,0.1
"gene_maximum","gene","maximum","covariance_gaussian","H1","total_persistence",0.0463041780218632,275.708873108992,63.7667073641392,9,9,1,0,0.1
"gene_maximum","gene","maximum","covariance_gaussian","H1","maximum_persistence",0.0463041780218632,1.12358353039091,0.0676629075009968,9,9,1,0,0.1
"gene_maximum","gene","maximum","covariance_gaussian","H1","all_level_landscape_squared_l2_norm",8.27330988131302e-06,5.11837750140138,1.57917940531912,9,9,1,0,0.1
"gene_maximum","gene","maximum","radial_density_cloud","H0","finite_interval_count",499,499,0,9,9,1,0,0.1
"gene_maximum","gene","maximum","radial_density_cloud","H0","total_persistence",12121.9748476296,12134.5483985304,11.713872903936,9,7,0.8,0.126491106406735,0.1
"gene_maximum","gene","maximum","radial_density_cloud","H0","maximum_persistence",31.7281648573642,34.7153469625877,0.489646338829418,9,9,1,0,0.1
"gene_maximum","gene","maximum","radial_density_cloud","H0","all_level_landscape_squared_l2_norm",603239.153096473,604857.070955427,1793.94931482507,9,7,0.8,0.126491106406735,0.1
"gene_maximum","gene","maximum","radial_density_cloud","H1","finite_interval_count",1,2.22222222222222,2.10818510677892,9,7,0.8,0.126491106406735,0.1
"gene_maximum","gene","maximum","radial_density_cloud","H1","total_persistence",0.0463041780218632,0.264803755511983,0.255702672006183,9,7,0.8,0.126491106406735,0.1
"gene_maximum","gene","maximum","radial_density_cloud","H1","maximum_persistence",0.0463041780218632,0.167138859963345,0.104830545141723,9,7,0.8,0.126491106406735,0.1
"gene_maximum","gene","maximum","radial_density_cloud","H1","all_level_landscape_squared_l2_norm",8.27330988131302e-06,0.00088306137990623,0.000910726543065394,9,7,0.8,0.126491106406735,0.1
"gene_maximum","gene","maximum","within_row_axis_shuffle","H0","finite_interval_count",499,499,0,9,9,1,0,0.1
"gene_maximum","gene","maximum","within_row_axis_shuffle","H0","total_persistence",12121.9748476296,12138.9291291629,10.0886067610624,9,9,1,0,0.1
"gene_maximum","gene","maximum","within_row_axis_shuffle","H0","maximum_persistence",31.7281648573642,34.8727891124497,0.290102186742456,9,9,1,0,0.1
"gene_maximum","gene","maximum","within_row_axis_shuffle","H0","all_level_landscape_squared_l2_norm",603239.153096473,606046.248625776,1490.05856532959,9,9,1,0,0.1
"gene_maximum","gene","maximum","within_row_axis_shuffle","H1","finite_interval_count",1,3,1.58113883008419,9,9,1,0,0.1
"gene_maximum","gene","maximum","within_row_axis_shuffle","H1","total_persistence",0.0463041780218632,0.466334897864426,0.243593660770072,9,9,1,0,0.1
"gene_maximum","gene","maximum","within_row_axis_shuffle","H1","maximum_persistence",0.0463041780218632,0.290294794885401,0.155021698414118,9,9,1,0,0.1
"gene_maximum","gene","maximum","within_row_axis_shuffle","H1","all_level_landscape_squared_l2_norm",8.27330988131302e-06,0.00411015563039878,0.00438394163923694,9,9,1,0,0.1
"gene_median","gene","median","coordinate_permutation","H0","finite_interval_count",499,499,0,9,9,1,0,0.1
"gene_median","gene","median","coordinate_permutation","H0","total_persistence",11774.3025890878,13288.8205725035,47.792202544763,9,9,1,0,0.1
"gene_median","gene","median","coordinate_permutation","H0","maximum_persistence",45.7794825645787,32.9750367386056,0.943500432900695,9,0,0.1,0.0948683298050514,0.1
"gene_median","gene","median","coordinate_permutation","H0","all_level_landscape_squared_l2_norm",606481.786081015,795330.222947798,7708.6590369363,9,9,1,0,0.1
"gene_median","gene","median","coordinate_permutation","H1","finite_interval_count",19,172.222222222222,30.601379780076,9,9,1,0,0.1
"gene_median","gene","median","coordinate_permutation","H1","total_persistence",9.73887640632804,48.3791625976348,8.62589768453496,9,9,1,0,0.1
"gene_median","gene","median","coordinate_permutation","H1","maximum_persistence",3.26834234948603,1.20030413397045,0.144294773479028,9,0,0.1,0.0948683298050514,0.1
"gene_median","gene","median","coordinate_permutation","H1","all_level_landscape_squared_l2_norm",4.03346927605229,1.30780158301916,0.422888110948901,9,0,0.1,0.0948683298050514,0.1
"gene_median","gene","median","covariance_gaussian","H0","finite_interval_count",499,499,0,9,9,1,0,0.1
"gene_median","gene","median","covariance_gaussian","H0","total_persistence",11774.3025890878,13332.9912217957,25.1653905783049,9,9,1,0,0.1
"gene_median","gene","median","covariance_gaussian","H0","maximum_persistence",45.7794825645787,29.5294275444754,0.433888974906735,9,0,0.1,0.0948683298050514,0.1
"gene_median","gene","median","covariance_gaussian","H0","all_level_landscape_squared_l2_norm",606481.786081015,795377.93384688,4347.31987008674,9,9,1,0,0.1
"gene_median","gene","median","covariance_gaussian","H1","finite_interval_count",19,893.333333333333,86.002906927615,9,9,1,0,0.1
"gene_median","gene","median","covariance_gaussian","H1","total_persistence",9.73887640632804,301.922939875812,37.1256307606991,9,9,1,0,0.1
"gene_median","gene","median","covariance_gaussian","H1","maximum_persistence",3.26834234948603,1.4783869510804,0.114471814699449,9,0,0.1,0.0948683298050514,0.1
"gene_median","gene","median","covariance_gaussian","H1","all_level_landscape_squared_l2_norm",4.03346927605229,9.75873208752379,1.38792243221697,9,9,1,0,0.1
"gene_median","gene","median","radial_density_cloud","H0","finite_interval_count",499,499,0,9,9,1,0,0.1
"gene_median","gene","median","radial_density_cloud","H0","total_persistence",11774.3025890878,12245.0604354844,9.49921130913878,9,9,1,0,0.1
"gene_median","gene","median","radial_density_cloud","H0","maximum_persistence",45.7794825645787,58.8834680053018,0.404556817178664,9,9,1,0,0.1
"gene_median","gene","median","radial_density_cloud","H0","all_level_landscape_squared_l2_norm",606481.786081015,712512.123121058,1691.69697359531,9,9,1,0,0.1
"gene_median","gene","median","radial_density_cloud","H1","finite_interval_count",19,3.88888888888889,1.76383420737639,9,0,0.1,0.0948683298050514,0.1
"gene_median","gene","median","radial_density_cloud","H1","total_persistence",9.73887640632804,0.694789720127473,0.501121395005436,9,0,0.1,0.0948683298050514,0.1
"gene_median","gene","median","radial_density_cloud","H1","maximum_persistence",3.26834234948603,0.329131723614378,0.248532421119674,9,0,0.1,0.0948683298050514,0.1
"gene_median","gene","median","radial_density_cloud","H1","all_level_landscape_squared_l2_norm",4.03346927605229,0.01030270012807,0.0149130287067519,9,0,0.1,0.0948683298050514,0.1
"gene_median","gene","median","within_row_axis_shuffle","H0","finite_interval_count",499,499,0,9,9,1,0,0.1
"gene_median","gene","median","within_row_axis_shuffle","H0","total_persistence",11774.3025890878,12421.1086457806,6.3863930311061,9,9,1,0,0.1
"gene_median","gene","median","within_row_axis_shuffle","H0","maximum_persistence",45.7794825645787,62.3494155168356,0.262539895371641,9,9,1,0,0.1
"gene_median","gene","median","within_row_axis_shuffle","H0","all_level_landscape_squared_l2_norm",606481.786081015,758417.964902058,1643.35090230421,9,9,1,0,0.1
"gene_median","gene","median","within_row_axis_shuffle","H1","finite_interval_count",19,2.22222222222222,1.56347191994114,9,0,0.1,0.0948683298050514,0.1
"gene_median","gene","median","within_row_axis_shuffle","H1","total_persistence",9.73887640632804,0.357506853555428,0.363727771974435,9,0,0.1,0.0948683298050514,0.1
"gene_median","gene","median","within_row_axis_shuffle","H1","maximum_persistence",3.26834234948603,0.175129269522052,0.171732614005259,9,0,0.1,0.0948683298050514,0.1
"gene_median","gene","median","within_row_axis_shuffle","H1","all_level_landscape_squared_l2_norm",4.03346927605229,0.00248850439314141,0.00406872521341947,9,0,0.1,0.0948683298050514,0.1
"gene_minimum","gene","minimum","coordinate_permutation","H0","finite_interval_count",499,499,0,9,9,1,0,0.1
"gene_minimum","gene","minimum","coordinate_permutation","H0","total_persistence",12395.5527573083,17101.5162163813,56.2069639392775,9,9,1,0,0.1
"gene_minimum","gene","minimum","coordinate_permutation","H0","maximum_persistence",58.8348270960641,41.3446500953445,1.30042642205252,9,0,0.1,0.0948683298050514,0.1
"gene_minimum","gene","minimum","coordinate_permutation","H0","all_level_landscape_squared_l2_norm",851663.941216549,1690553.37165664,15717.7187570126,9,9,1,0,0.1
"gene_minimum","gene","minimum","coordinate_permutation","H1","finite_interval_count",101,242.555555555556,66.8414375801252,9,9,1,0,0.1
"gene_minimum","gene","minimum","coordinate_permutation","H1","total_persistence",31.8712370400323,91.1149376609647,28.0205251747446,9,9,1,0,0.1
"gene_minimum","gene","minimum","coordinate_permutation","H1","maximum_persistence",1.85332169096043,1.71700927934864,0.248488365951223,9,4,0.5,0.158113883008419,0.1
"gene_minimum","gene","minimum","coordinate_permutation","H1","all_level_landscape_squared_l2_norm",1.44858512880273,4.30931526077337,1.61051116810928,9,9,1,0,0.1
"gene_minimum","gene","minimum","covariance_gaussian","H0","finite_interval_count",499,499,0,9,9,1,0,0.1
"gene_minimum","gene","minimum","covariance_gaussian","H0","total_persistence",12395.5527573083,14135.7515302068,22.3641853592543,9,9,1,0,0.1
"gene_minimum","gene","minimum","covariance_gaussian","H0","maximum_persistence",58.8348270960641,36.3078764684628,2.40950111262878,9,0,0.1,0.0948683298050514,0.1
"gene_minimum","gene","minimum","covariance_gaussian","H0","all_level_landscape_squared_l2_norm",851663.941216549,950655.862216929,4167.95079156347,9,9,1,0,0.1
"gene_minimum","gene","minimum","covariance_gaussian","H1","finite_interval_count",101,662.222222222222,35.9610128395245,9,9,1,0,0.1
"gene_minimum","gene","minimum","covariance_gaussian","H1","total_persistence",31.8712370400323,351.717938707503,22.2941847379399,9,9,1,0,0.1
"gene_minimum","gene","minimum","covariance_gaussian","H1","maximum_persistence",1.85332169096043,2.18459950428483,0.231021631289475,9,9,1,0,0.1
"gene_minimum","gene","minimum","covariance_gaussian","H1","all_level_landscape_squared_l2_norm",1.44858512880273,27.5965296021907,2.43581783209202,9,9,1,0,0.1
"gene_minimum","gene","minimum","radial_density_cloud","H0","finite_interval_count",499,499,0,9,9,1,0,0.1
"gene_minimum","gene","minimum","radial_density_cloud","H0","total_persistence",12395.5527573083,14440.9142991146,10.0832288945717,9,9,1,0,0.1
"gene_minimum","gene","minimum","radial_density_cloud","H0","maximum_persistence",58.8348270960641,90.6651135684282,0.236421101841267,9,9,1,0,0.1
"gene_minimum","gene","minimum","radial_density_cloud","H0","all_level_landscape_squared_l2_norm",851663.941216549,1454975.25963821,2847.82639635718,9,9,1,0,0.1
"gene_minimum","gene","minimum","radial_density_cloud","H1","finite_interval_count",101,0,0,9,0,0.1,0.0948683298050514,0.1
"gene_minimum","gene","minimum","radial_density_cloud","H1","total_persistence",31.8712370400323,0,0,9,0,0.1,0.0948683298050514,0.1
"gene_minimum","gene","minimum","radial_density_cloud","H1","maximum_persistence",1.85332169096043,0,0,9,0,0.1,0.0948683298050514,0.1
"gene_minimum","gene","minimum","radial_density_cloud","H1","all_level_landscape_squared_l2_norm",1.44858512880273,0,0,9,0,0.1,0.0948683298050514,0.1
"gene_minimum","gene","minimum","within_row_axis_shuffle","H0","finite_interval_count",499,499,0,9,9,1,0,0.1
"gene_minimum","gene","minimum","within_row_axis_shuffle","H0","total_persistence",12395.5527573083,14606.0711391424,9.61052765223652,9,9,1,0,0.1
"gene_minimum","gene","minimum","within_row_axis_shuffle","H0","maximum_persistence",58.8348270960641,97.2332772592524,0.38414898893532,9,9,1,0,0.1
"gene_minimum","gene","minimum","within_row_axis_shuffle","H0","all_level_landscape_squared_l2_norm",851663.941216549,1686149.13222944,2451.1635506173,9,9,1,0,0.1
"gene_minimum","gene","minimum","within_row_axis_shuffle","H1","finite_interval_count",101,0,0,9,0,0.1,0.0948683298050514,0.1
"gene_minimum","gene","minimum","within_row_axis_shuffle","H1","total_persistence",31.8712370400323,0,0,9,0,0.1,0.0948683298050514,0.1
"gene_minimum","gene","minimum","within_row_axis_shuffle","H1","maximum_persistence",1.85332169096043,0,0,9,0,0.1,0.0948683298050514,0.1
"gene_minimum","gene","minimum","within_row_axis_shuffle","H1","all_level_landscape_squared_l2_norm",1.44858512880273,0,0,9,0,0.1,0.0948683298050514,0.1
