"contract_id","comparison_order","comparison_id","contrast_family","dataset_scope","panel_id","seed","homology_dimension","left_stack_order","right_stack_order","left_view","right_view","units","unordered_pairs","neighbor_k","pair_axis_sha256","left_payload_set_sha256","right_payload_set_sha256"
"mv15_comparison_queue_v1",11,"mv15:11:cell_seed_stability:H1","cell_seed_stability","internal124","exact500","20260805_vs_20260806","H1",6,8,"cell_topology_v2","cell_topology_v2",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","99b78d087b7762ea15e4946782575d1f5ca4947dce858e8d2c269edd480bc524","bcb790ac3bc8357508207b55612cc00799b3622c5b6d97092992506d0d18f92b"
"mv15_comparison_queue_v1",12,"mv15:12:cell_seed_stability:H1","cell_seed_stability","internal124","exact500","20260805_vs_20260807","H1",6,10,"cell_topology_v2","cell_topology_v2",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","99b78d087b7762ea15e4946782575d1f5ca4947dce858e8d2c269edd480bc524","819170e36663e5ee5893f89d67fcf7bb3d25bf1caff9bdfd09b3c2bfe3fa3476"
"mv15_comparison_queue_v1",13,"mv15:13:cell_seed_stability:H1","cell_seed_stability","internal124","exact500","20260805_vs_20260808","H1",6,12,"cell_topology_v2","cell_topology_v2",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","99b78d087b7762ea15e4946782575d1f5ca4947dce858e8d2c269edd480bc524","bda850b7a25166d61ddb37ab61a3d718a0d504699f23b29e10a66cb9ea09e05b"
"mv15_comparison_queue_v1",14,"mv15:14:cell_seed_stability:H1","cell_seed_stability","internal124","exact500","20260805_vs_20260809","H1",6,14,"cell_topology_v2","cell_topology_v2",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","99b78d087b7762ea15e4946782575d1f5ca4947dce858e8d2c269edd480bc524","a02286b8e7175702f274e38d874e3aef5621be36113cb62fd545bb01c19b41f6"
"mv15_comparison_queue_v1",15,"mv15:15:cell_seed_stability:H1","cell_seed_stability","internal124","exact500","20260806_vs_20260807","H1",8,10,"cell_topology_v2","cell_topology_v2",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","bcb790ac3bc8357508207b55612cc00799b3622c5b6d97092992506d0d18f92b","819170e36663e5ee5893f89d67fcf7bb3d25bf1caff9bdfd09b3c2bfe3fa3476"
"mv15_comparison_queue_v1",16,"mv15:16:cell_seed_stability:H1","cell_seed_stability","internal124","exact500","20260806_vs_20260808","H1",8,12,"cell_topology_v2","cell_topology_v2",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","bcb790ac3bc8357508207b55612cc00799b3622c5b6d97092992506d0d18f92b","bda850b7a25166d61ddb37ab61a3d718a0d504699f23b29e10a66cb9ea09e05b"
"mv15_comparison_queue_v1",17,"mv15:17:cell_seed_stability:H1","cell_seed_stability","internal124","exact500","20260806_vs_20260809","H1",8,14,"cell_topology_v2","cell_topology_v2",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","bcb790ac3bc8357508207b55612cc00799b3622c5b6d97092992506d0d18f92b","a02286b8e7175702f274e38d874e3aef5621be36113cb62fd545bb01c19b41f6"
"mv15_comparison_queue_v1",18,"mv15:18:cell_seed_stability:H1","cell_seed_stability","internal124","exact500","20260807_vs_20260808","H1",10,12,"cell_topology_v2","cell_topology_v2",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","819170e36663e5ee5893f89d67fcf7bb3d25bf1caff9bdfd09b3c2bfe3fa3476","bda850b7a25166d61ddb37ab61a3d718a0d504699f23b29e10a66cb9ea09e05b"
"mv15_comparison_queue_v1",19,"mv15:19:cell_seed_stability:H1","cell_seed_stability","internal124","exact500","20260807_vs_20260809","H1",10,14,"cell_topology_v2","cell_topology_v2",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","819170e36663e5ee5893f89d67fcf7bb3d25bf1caff9bdfd09b3c2bfe3fa3476","a02286b8e7175702f274e38d874e3aef5621be36113cb62fd545bb01c19b41f6"
"mv15_comparison_queue_v1",20,"mv15:20:cell_seed_stability:H1","cell_seed_stability","internal124","exact500","20260808_vs_20260809","H1",12,14,"cell_topology_v2","cell_topology_v2",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","bda850b7a25166d61ddb37ab61a3d718a0d504699f23b29e10a66cb9ea09e05b","a02286b8e7175702f274e38d874e3aef5621be36113cb62fd545bb01c19b41f6"
"mv15_comparison_queue_v1",21,"mv15:21:cell_panel_sensitivity:H0","cell_panel_sensitivity","external8","common475_vs_exact500","20260805","H0",1,3,"cell_topology_v2","cell_topology_v2",8,28,"2;3","3b817b7927474ac18ac9d2198da8102e12d4625e537b446b52896bb30812b30e","5fb1ae2042f1b259c0ab6218cc9e7476b0b9d6fe3ade52270572f71a01ee534f","3542e6318333d8f7731b911901d479a2c739be48d113fd087f6c4b71e8e304df"
"mv15_comparison_queue_v1",22,"mv15:22:cell_panel_sensitivity:H1","cell_panel_sensitivity","external8","common475_vs_exact500","20260805","H1",2,4,"cell_topology_v2","cell_topology_v2",8,28,"2;3","3b817b7927474ac18ac9d2198da8102e12d4625e537b446b52896bb30812b30e","da27b7f5d689c5f5df8fdaf4a402fa298d132eace21edf4eb84328f225f3f33c","e1d9663c5c872b29cb50c37ebfa778e6c567bbcc092554a42dfd20a614c09e47"
"mv15_comparison_queue_v1",23,"mv15:23:cell_gene_view_agreement:H0","cell_gene_view_agreement","internal124","exact500","20260805","H0",5,15,"cell_topology_v2","gene_topology_v1",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","9bffce8107cbdb3e5eec312c92c230d6445b60f7526feb6a9a55af06a7d40d71","b0faefce7b9d470a648def63419dcced211585a9913a8e4eebef600468770070"
"mv15_comparison_queue_v1",24,"mv15:24:cell_gene_view_agreement:H1","cell_gene_view_agreement","internal124","exact500","20260805","H1",6,17,"cell_topology_v2","gene_topology_v1",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","99b78d087b7762ea15e4946782575d1f5ca4947dce858e8d2c269edd480bc524","6e22dee12143adfa9b991238e1193da1f44e0aa9361572211bbbdd44220d1296"
"mv15_comparison_queue_v1",25,"mv15:25:cell_gene_view_agreement:H0","cell_gene_view_agreement","internal124","exact500","20260806","H0",7,19,"cell_topology_v2","gene_topology_v1",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","b68ee83f98200f403ccab1dd3467068555f415ae4d5b00ca9bdb169ad5d3fbbc","c6aa31284b9db2cbbf23bbe0a28f34e65a53bd3d28b5b24837e85a252c4ba0af"
"mv15_comparison_queue_v1",26,"mv15:26:cell_gene_view_agreement:H1","cell_gene_view_agreement","internal124","exact500","20260806","H1",8,20,"cell_topology_v2","gene_topology_v1",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","bcb790ac3bc8357508207b55612cc00799b3622c5b6d97092992506d0d18f92b","467634383e4eb482e1960f24f0d7d8bbd387351166484d21b7d472f25a6ed469"
"mv15_comparison_queue_v1",27,"mv15:27:cell_gene_view_agreement:H0","cell_gene_view_agreement","internal124","exact500","20260807","H0",9,21,"cell_topology_v2","gene_topology_v1",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","553c26f2184a0c38dbd9d577fdfe3ce79f3275fe5d1a2a66ac1e06754e8f1f1c","ef273225bdcc2309360aba2e47544859d245f98d681977ec5479c1f6c1500b28"
"mv15_comparison_queue_v1",28,"mv15:28:cell_gene_view_agreement:H1","cell_gene_view_agreement","internal124","exact500","20260807","H1",10,22,"cell_topology_v2","gene_topology_v1",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","819170e36663e5ee5893f89d67fcf7bb3d25bf1caff9bdfd09b3c2bfe3fa3476","7d57146b972dcd0725e4b2a55236908beefc3f4659258095d93ca0d8d6b9e3db"
"mv15_comparison_queue_v1",29,"mv15:29:cell_gene_view_agreement:H0","cell_gene_view_agreement","internal124","exact500","20260808","H0",11,23,"cell_topology_v2","gene_topology_v1",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","9cfbddbc684aee7118398af1407aa54d502328af71e936d8dc3892d74f2242dc","9f668f805e9b1f4df2e1dfea3804fb31679ff123f5f18aca345be571dce8b075"
"mv15_comparison_queue_v1",30,"mv15:30:cell_gene_view_agreement:H1","cell_gene_view_agreement","internal124","exact500","20260808","H1",12,24,"cell_topology_v2","gene_topology_v1",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","bda850b7a25166d61ddb37ab61a3d718a0d504699f23b29e10a66cb9ea09e05b","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55"
"mv15_comparison_queue_v1",31,"mv15:31:cell_gene_view_agreement:H0","cell_gene_view_agreement","internal124","exact500","20260809","H0",13,25,"cell_topology_v2","gene_topology_v1",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","9e08b8a82e1e8ed8e6f38defe538260801bbce14778107a9b872b65196a17c7a","1cfdf785c2307f9d6fa15f84917073af8d83082ac6b73b8de055e8afe5a159b4"
"mv15_comparison_queue_v1",32,"mv15:32:cell_gene_view_agreement:H1","cell_gene_view_agreement","internal124","exact500","20260809","H1",14,26,"cell_topology_v2","gene_topology_v1",124,7626,"10","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","a02286b8e7175702f274e38d874e3aef5621be36113cb62fd545bb01c19b41f6","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2"
"mv15_comparison_queue_v1",33,"mv15:33:cell_gene_view_agreement:H0","cell_gene_view_agreement","external8","common475","20260805","H0",1,27,"cell_topology_v2","gene_topology_v1",8,28,"2;3","3b817b7927474ac18ac9d2198da8102e12d4625e537b446b52896bb30812b30e","5fb1ae2042f1b259c0ab6218cc9e7476b0b9d6fe3ade52270572f71a01ee534f","189772a8a35d5cb6c48d64dd735621c384350c563bf9c6d9cfb23c9bb596a0cb"
"mv15_comparison_queue_v1",34,"mv15:34:cell_gene_view_agreement:H1","cell_gene_view_agreement","external8","common475","20260805","H1",2,28,"cell_topology_v2","gene_topology_v1",8,28,"2;3","3b817b7927474ac18ac9d2198da8102e12d4625e537b446b52896bb30812b30e","da27b7f5d689c5f5df8fdaf4a402fa298d132eace21edf4eb84328f225f3f33c","2f75388ba6395fbaaba91226612f3a75095faec3b03936b3e1b0e27ebf55585e"
"mv15_comparison_queue_v1",35,"mv15:35:cell_gene_view_agreement:H0","cell_gene_view_agreement","external8","exact500","20260805","H0",3,16,"cell_topology_v2","gene_topology_v1",8,28,"2;3","3b817b7927474ac18ac9d2198da8102e12d4625e537b446b52896bb30812b30e","3542e6318333d8f7731b911901d479a2c739be48d113fd087f6c4b71e8e304df","45ac35e2f3260df3c88b1b094f9a9581c624b8db3f491335aa37529eb769b658"
"mv15_comparison_queue_v1",36,"mv15:36:cell_gene_view_agreement:H1","cell_gene_view_agreement","external8","exact500","20260805","H1",4,18,"cell_topology_v2","gene_topology_v1",8,28,"2;3","3b817b7927474ac18ac9d2198da8102e12d4625e537b446b52896bb30812b30e","e1d9663c5c872b29cb50c37ebfa778e6c567bbcc092554a42dfd20a614c09e47","4127206a49aab5a5a7e204d6c6fed9ab9988719af2101302ee4234cbdcdd3260"
