"contract_id","source_tier","sample_id","seed","selected_cells","selected_cell_sha256","normalization_cache_key","payload_contract_id","payload_sha256","private_cache_file","private_cache_bytes","private_cache_sha256","outcome_label_state","biological_outcomes_computed"
"mv08f_primary90_recovery_axis_v1","primary90","SRA645804_SRS2823405",20260805,384,"4e1fc9f3cc24cb675f2e1e23619d1f6bb8c477ef04a129e4107a0f121352ef2f","mv05d0_sample_seed_sct_v2:a617acb7b1a88548f22deef0b1e8544984fb9654bc430e9f5eda40133c99094a","mv05d0_sct_data_matrix_v1","2db09ea62ca3c2a5a3869c898168581f00025a987384af26380d288ef80f9163","SRA645804_SRS2823405__20260805__sct.rds",14749328,"af371fc2b0d1e88f1e41dda3d6f3a7f65ef033731d9228e53f0cc45fc2e93ca5","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA645804_SRS2823406",20260805,384,"96519fb74e57b0c0ba755e5b54377afda3bd26548862227f6ef64d36ab3615c6","mv05d0_sample_seed_sct_v2:572da010619d581be7aab7a73ab29988a4321d5679ddbb5a04d5950dfa7a61f1","mv05d0_sct_data_matrix_v1","724d170d3f5cbdc7dc906196a5823512218e531eda294e57e45cb8f7c2539f03","SRA645804_SRS2823406__20260805__sct.rds",18908758,"22d3607bb9886d7025ab27657db76f6a933fc5159a2fa58cbb5b73677f86b180","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA645804_SRS2823407",20260805,384,"641b31e5f505dfd4db1224a249e135a571d7b16724af4add094c233e2f8b279d","mv05d0_sample_seed_sct_v2:846d4efd7e79ad0a15a5c6c57a2c32c334b610a0cc4bbd24038d731dd87ddca4","mv05d0_sct_data_matrix_v1","f9197250efefd193c0977c5a3f62fd07c021443ecf6bdd914d0d11a1d44864c1","SRA645804_SRS2823407__20260805__sct.rds",5256723,"a28f3699e3701e6e53939e7419f9fe31bc36910d5b23691d312e4269bf8bedc3","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA645804_SRS2823408",20260805,384,"dee15ba54648de2861fede4231989ac7deb80462780fceb8deaa73de0cdc131f","mv05d0_sample_seed_sct_v2:eb01b870739dea03c003fb9a21d8c4e7d49eefbf696684d2eda09e58faea6175","mv05d0_sct_data_matrix_v1","93a93f86a4c0bca4bb6c5becee13c93fb07e81e662ff979dbd691ab1136fa831","SRA645804_SRS2823408__20260805__sct.rds",17106538,"80dd202e50df13ec76bfca51a7c9c7c2a3ead2f784c4fea32c60553b7b093b0b","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA645804_SRS2823409",20260805,384,"0b6771aa9210b929de316fbf96e40c3aadd2e8c3080adc313d945f654798dedc","mv05d0_sample_seed_sct_v2:e45777e6be144e7cc22d19708e21a328a8405cf8f84a80bb5bc155770f829cfc","mv05d0_sct_data_matrix_v1","e745f6ebf1fa5e6ab42f9928aada1e2442c42a46cee5d9d4666e189776391a8d","SRA645804_SRS2823409__20260805__sct.rds",9563136,"aa85d1bfd737f26927a163d3ae48351195ec182285385b3cf2a733cf45bb802e","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA645804_SRS2823410",20260805,384,"127c9db7fb6cfcf88c4d79eff5d779fe432a3c1c0dcae82df194bf06318e3c5a","mv05d0_sample_seed_sct_v2:8718b1a2bf6cd0c7a1eef42b0ef5bc5e365abb3c5d7b0369bd8bd50aeff41f06","mv05d0_sct_data_matrix_v1","5e0a90d4854d701e243a5d70852ad85cab879480ad00fb4d9ae9e65c1168fd4e","SRA645804_SRS2823410__20260805__sct.rds",18369658,"56fa9e040c5b11236c64341105a3a706768f36ea21d1d564877cf11f63f92ba0","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA645804_SRS2823411",20260805,384,"aa9b79b1ec8712fed2316b8b8ccf5bbecc049984b89775319e7f6bfa8ef83906","mv05d0_sample_seed_sct_v2:6318332852c1bf2d910fe44e25b381b87ae6f961135d35deb206985f1dc15224","mv05d0_sct_data_matrix_v1","4acc806acd9e2d248e0bfb4f9251a844202f0202e043dc612e4d33daaa5d5d2c","SRA645804_SRS2823411__20260805__sct.rds",6347865,"463dd6516e4ade05a4d75b466dd0b3ef8d81646ef7c524508f44c63f87efcd6e","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA645804_SRS2823412",20260805,384,"64460d5fa14d76d779b6bc4b7719fc9599efbafacadc7132f6db0a726055f1b9","mv05d0_sample_seed_sct_v2:068cef0accb815d433be72615fbd441adcd02fedeab52f4d196be30fef562ccb","mv05d0_sct_data_matrix_v1","07ced211ca50047096dfbef00ba4847da757d4752d4cb54797dc931bf59dfda8","SRA645804_SRS2823412__20260805__sct.rds",12449208,"031fc5f27cc1786a199b4268d5d409d04917ba6061b99ad5a41a8a533011e4c3","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA645804_SRS3572594",20260805,384,"a2749173157794c426d8d4efae62b7f15c63fb593b828ce8e0d1448eb09bea2e","mv05d0_sample_seed_sct_v2:f50e885506224ea0ed301911f3a8cbad3e522952d07d5dc9b9ae1371150a59c2","mv05d0_sct_data_matrix_v1","6d3ce542ff50f7208c907f04388005b1dd1bc7fd89a79ad032a8e93e27991d97","SRA645804_SRS3572594__20260805__sct.rds",11261299,"c303ef4ff29dfd3414771030b0c3626290b26876a8920170d2a6270ae52cab54","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA667709_SRS3065426",20260805,384,"e82afce06207a717a90d936d34350de00ef81e7b67af4250aad54601172bea3d","mv05d0_sample_seed_sct_v2:e2b351dd9fa6156f3facf3f6ee2a738d7fb5657e057badbb1b9c5554545cb0f2","mv05d0_sct_data_matrix_v1","41963f00a830340732d0a93eb77e9509f52ddb355f19821e16c55aab5762dbf8","SRA667709_SRS3065426__20260805__sct.rds",6888683,"329ad26e9adddef308ee88e206306a4d20aa2fbceaf7510dab0ef7cd02a2e529","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA667709_SRS3065427",20260805,384,"7f3359bfba0559e2b3298f38d3c13bd05bf3afba43e363bd18d6b65468604a1c","mv05d0_sample_seed_sct_v2:872cac8b84c601e3490c26053b230b8061f044a1dd0f2223b19a1d8de8737918","mv05d0_sct_data_matrix_v1","2c5bf138660761143bf9815e379e226faf1521ca86ea4fa057859d349b5f76c8","SRA667709_SRS3065427__20260805__sct.rds",6597980,"edf7fbd99ac3a6afce49ddfbe941c9e0788927da970bcc15317de22d3786852a","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA667709_SRS3065428",20260805,384,"b9004561ad8083eb03498f125df46919ae918edbbcba95e0991d368306f09a07","mv05d0_sample_seed_sct_v2:53125db4a2a3419d2ec4937e1b037bfa1b4a702844ae883c2ebf775bf2046b0d","mv05d0_sct_data_matrix_v1","a417bdd9d4e1061a8d0c9095e734bd5674e1daadd98aa934747e69c94ce23989","SRA667709_SRS3065428__20260805__sct.rds",7585023,"4c291ec00d03656c380336c37e98bcbb657814f9cbf287bc0b0a5cf4e8c52b28","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA667709_SRS3065429",20260805,384,"827f4409edaf9bd01cc0c96e6856ac61c36c5907674799b431728310b7f8c748","mv05d0_sample_seed_sct_v2:39d0e29718b741d8a196943c09e4acce1e0932d129a81cb1c8efb6a594f2b0ed","mv05d0_sct_data_matrix_v1","df98362cea814431c678797cf26644cc9d8ec58724a79a682784ba0081ac81a2","SRA667709_SRS3065429__20260805__sct.rds",6756962,"9b2201c8d10513f1678023917b90ad8fc36eaec004b8725576d453fe49a6de34","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA667709_SRS3065430",20260805,384,"f1754b864bf1065786d19e9bd31a240d54c5b359607b08db9c6f6b9e60f26cd8","mv05d0_sample_seed_sct_v2:f10b7c69c7c8deb50bc0a819d7a7026fe6b20be1e4998ab002f4d20c9feec503","mv05d0_sct_data_matrix_v1","ed7878d4dbbec31b1e1df9b783897d1eff53c021acc3077d6b182a3fb94e00ed","SRA667709_SRS3065430__20260805__sct.rds",5991343,"88147acd95d1429f053d8763ce4ea45d6b73e4b469d0e61879141ca460aab278","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA667709_SRS3065431",20260805,384,"ca53fba906bd7ba25e3a325b17479e0abdc570187275200394ef7dfd8334d91f","mv05d0_sample_seed_sct_v2:92011c189fff353658b7ca93806b8dd05c705a542dae7600e41af9054ba6aaa7","mv05d0_sct_data_matrix_v1","bb39def87d4aebaa52cb9c09c6d9886b27da8f36538ca7ad490e53be7ec98b49","SRA667709_SRS3065431__20260805__sct.rds",6261613,"aafbf2dda7c5b38c1c759732dab6c2e55679c1b0e12d3ded49f5d251a538c013","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA703206_SRS3296611",20260805,384,"59e5b7f29946ca7acd2e42bae7568048cdcd6557451c870e43170b8ba6937514","mv05d0_sample_seed_sct_v2:7476f95774831e769cef32b1531cb8d0fe3f50c0cfc618155aee56ed68bd1da1","mv05d0_sct_data_matrix_v1","111e4b4da5055b6a49cd89baa333a3573235fabb924cce3a762539b4687015e8","SRA703206_SRS3296611__20260805__sct.rds",5740569,"244fbba68c6d202a4097e4b62fcc7445d9933e71727954b15d4616dd7ee4e290","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA703206_SRS3296612",20260805,384,"63315eb94901e0963ba306cf441d7e803843e4d7c71817be10e02b9b71b39e7e","mv05d0_sample_seed_sct_v2:e5ae90191843ee3f121c27929795e85ab2b0a97e2663e7384869bd7b793d69d4","mv05d0_sct_data_matrix_v1","10d131cab08c653ed0be4934e50fc3a60c8922ad468e966a04a59a2ed046d788","SRA703206_SRS3296612__20260805__sct.rds",7218075,"f51fa86652def357d7924110c7ef6e424fb6fcf3a57282087beff88d8f59133b","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA703206_SRS3296613",20260805,384,"43e9289253463244e24cfa1b70d3e5e2b74b440554aa14a28d753dce0e7ce043","mv05d0_sample_seed_sct_v2:ff93a04a3bcd3569a4b42e2640a51dcef49a76edc3effad859c42441bd3ad4bb","mv05d0_sct_data_matrix_v1","fc21add732e08050f9243d90a1080f364a95879565e930d1c420c03de728d10a","SRA703206_SRS3296613__20260805__sct.rds",9675473,"d96c26497439ce2200b6a0a45c1ad88f81d368b821ac906bc3a0256efa38b0c6","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA703206_SRS3296614",20260805,384,"eb44ee36be451e9a2f97523bd3a888c1bfd58e74a7379a3fc0b7e27ed42735ff","mv05d0_sample_seed_sct_v2:c52d29c5235b5ac484e2dd73fda748570460599f2f1426b64aa4c4a34c34fca7","mv05d0_sct_data_matrix_v1","962fe4c7100f46c67f1b7c5e0cd7dfd0dbd3a119002b32f619b71e9f8c795fab","SRA703206_SRS3296614__20260805__sct.rds",9693853,"8cf30a214047e0f0306592f1b4661dec6a356ee2af34210585b48775d8000bfe","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA713577_SRS3363004",20260805,384,"aeb6051d559a74ad461dfc898195eb6ffeaf488fa542ddf03c38819bafa439b0","mv05d0_sample_seed_sct_v2:7d17053a894fba601374e071e1d9c60d764086cc602f04e6ed6b8eb24daa411e","mv05d0_sct_data_matrix_v1","b6f5c7919cdb9c1a5d4737818c962502e85a6612ecc4b933f4de494245a9e33f","SRA713577_SRS3363004__20260805__sct.rds",5645666,"d7705ae69fde6f0c2c054d56208437b6404611ce20cce3e00604a6fcde9f4b23","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA716608_SRS3391629",20260805,384,"a6b3278fa4c9abed7e643a775219a6208cf371772749d7c6ada88cff617eaaae","mv05d0_sample_seed_sct_v2:80c268085c161835631d5fea1e6055023c7bacf90acdef6ad5dca945cf12c35e","mv05d0_sct_data_matrix_v1","201a42ade3726459b149306373994b7ded0dc94f2b632caf866e7976e5b588de","SRA716608_SRS3391629__20260805__sct.rds",5409352,"cefd76957ab258ebb4d94506e3dff26ff71761429e98e0c1160ad8d2478b55f9","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA716608_SRS3391630",20260805,384,"838db62058ff52faf5d344b2440825fa777702b548f6249256a9e1a9f5a3d431","mv05d0_sample_seed_sct_v2:66885115db3488576df17beaeb31cfa3657f2c3182af9e8de92246858bd8f942","mv05d0_sct_data_matrix_v1","3862656aa2fdc600c2b8efb66f89236409051b68900058f4cc62f367a6de8f84","SRA716608_SRS3391630__20260805__sct.rds",6071369,"148cca279b2d52f0ef41f1013697913c2aa2dfa3bd52450d2b21603d6aff6a83","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA716608_SRS3391631",20260805,384,"88b26eeb4bec30397be61d163d6a482b8e65dd1d42e6e1b28a57d7e7056cfe27","mv05d0_sample_seed_sct_v2:af5411465a51b6b384c611bde7561af6e205e785cfdc5b52e2cbb86d3bf92d5c","mv05d0_sct_data_matrix_v1","84c4afd8f3e33be54a13c0a5e2d105a156b4a7ecd5d893a4feca5a907900bd82","SRA716608_SRS3391631__20260805__sct.rds",3674267,"bb22c8fbf754ffd32185517af362dbfd6519c4b4b1c39209b9b7f99c83bcb5e0","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA716608_SRS3391632",20260805,384,"8a82197ed4a86f36df8814491963a8570104cfb3c32f9f2181e83e9df97dc6f4","mv05d0_sample_seed_sct_v2:892be37cd5e0dbd4d42fb0ec892ab47263d75490b25cbf4436016f6a6b34b12a","mv05d0_sct_data_matrix_v1","2c1c49fbfbccc2fa0ff52e134f27f03fc766134a3d4575e919b9f4cbb69764f1","SRA716608_SRS3391632__20260805__sct.rds",8364627,"555afcb2d174ea0f8315d449f7be272ba338ecbe19012b670f7840b94854f958","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA716608_SRS3391633",20260805,384,"aef6fa24d7b1db83c0220d777108e6724288d197a85466d2a6ab3db685a3bda1","mv05d0_sample_seed_sct_v2:2913632af816dd6d171d87794e8e57224f2b93e2b80e534d59f8f653e4a89429","mv05d0_sct_data_matrix_v1","bfda137a44bd0af619262676c3565c2b6e49375e5ad1f1b0b37b319059fac55d","SRA716608_SRS3391633__20260805__sct.rds",4212174,"ba838334e5fe109db1dd8f7df6e4169cce34b33243d0ded7b508106c83b55f39","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA728025_SRS3454421",20260805,384,"041e763c8b7db9141429d4118487063a489fe94c3df435191c722cf21503297d","mv05d0_sample_seed_sct_v2:9fd8e028fc4613bb984b8c4e282906be676c072d9d6b524105bc96df35bb93a2","mv05d0_sct_data_matrix_v1","0cf594a7ae7394ed68ec11a5bb08f5b3327f526c9e66e0505e3890ad0e814414","SRA728025_SRS3454421__20260805__sct.rds",6253004,"a08510b49d5b6228ff2b18079a42580e6c6850ca3aaf133d7c7ffb2a8227444e","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA728025_SRS3454422",20260805,384,"80798785260f370521ed0a043a30920fe41c65cdb786900386e3763caaa78b29","mv05d0_sample_seed_sct_v2:89437a6f7014b3a66f589a9b18cad6b7d4ce15567812dc68b998e191cb49c4a5","mv05d0_sct_data_matrix_v1","de45677962354876d30bd16feb36bbe20b678684738ade453273360025047056","SRA728025_SRS3454422__20260805__sct.rds",6594821,"81b9d4d5fb1ea144ea7ad5f1705f4b4852a2ce8b6e97a3a2a45a91e6791de2f0","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA728025_SRS3454423",20260805,384,"9eab1d1510faed224e8ce99f7ca739fffaa85944dca418eea0324a216fd77978","mv05d0_sample_seed_sct_v2:e442a97fbbf67335342038d965c3f1e6987667aee21ef96bb77bf2d9f0b24a94","mv05d0_sct_data_matrix_v1","77809517de026ab5f687f1ae209ea637d22e0e84a617b6ffd716cfdaf2a23a56","SRA728025_SRS3454423__20260805__sct.rds",6584414,"73d05e4f77280613ea4fca419f51211254413b63853983561e148db5eff108e0","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA728025_SRS3454424",20260805,384,"93d16b0293edf58cd24543dc2f77a4a0137d85c64de75ed44ee3f81bbec44a37","mv05d0_sample_seed_sct_v2:285be54ee5784cd39eaa044fd62b860596fde6e42a4fca06263a4714048f0b78","mv05d0_sct_data_matrix_v1","2dccd5118f7a1a205f0535d6da3bc3d2c2505af8a11aed2fc6e0ea7b9df20a01","SRA728025_SRS3454424__20260805__sct.rds",14641249,"f60fdd85e7b1c411520387e65564399d14d0b5bc1567611d39b72bb7d56c3413","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA728025_SRS3454425",20260805,384,"cf0a30a4bcd79da388c26c14614692fe15f238b1012f849bd4d90adbca021e0b","mv05d0_sample_seed_sct_v2:deadcffb6f525d1db1d2b45e8d6f295070aab0c8a43a6d914217774e4249c9ad","mv05d0_sct_data_matrix_v1","f40fd8c284204de2d0fc35f253981261a300c4e7d6edb7977a89b8fcbcd29601","SRA728025_SRS3454425__20260805__sct.rds",6865281,"aff918992b973a9c903c0c80b5852f60e933d860c11ea0dd5c5e6c40eefa8c1c","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA728025_SRS3454426",20260805,384,"9c75cdf0c9e68b629faca887767ff956c65d67466af664052e5ec5b01dfd9e7e","mv05d0_sample_seed_sct_v2:6b3e25da18aafb021ad8b6eec51832976e5969d69d2619c21feae0db50472c81","mv05d0_sct_data_matrix_v1","c59079ab02af200da1a9566ce8e831dce3b3fe387f1aad23febb83fbccde61e4","SRA728025_SRS3454426__20260805__sct.rds",9567103,"b86636f5f21893ee0147b4d83e47ced0aa85ccbd17b0538aa017194e161aac48","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA728025_SRS3454427",20260805,384,"88cb0a85e812f61b615887ff091ab95d7bf9456e1da4faf4efcd3ad98e0ea66f","mv05d0_sample_seed_sct_v2:606f517de84166340ac88582e32075b710c8d9368bc9a2cc2e913841b2708441","mv05d0_sct_data_matrix_v1","20fbeebd4840bc9536b0c3cd5e5f39ecfda73d67b59f4f7373e32b7f824636e6","SRA728025_SRS3454427__20260805__sct.rds",5473143,"1bae2e353cc8b892d9f29a270feaa4c15448d06016418749e039a53d24665912","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA728025_SRS3454428",20260805,384,"9d77f4b46b05f58986eef9218ede0128c1cde717a70c618ab37124165e401b28","mv05d0_sample_seed_sct_v2:f56d587da356fac955938b225cbb9c58265683c50b911c78bddb9589988f4b65","mv05d0_sct_data_matrix_v1","9767e8a5e5c41acf9d5246e7683da458110c5c79245e91ab70a32864aef9ff73","SRA728025_SRS3454428__20260805__sct.rds",7007026,"82272ffca023d09a62b3b79c5b48bf3ec86e44f86110768d523643c6bd7859a3","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA728025_SRS3454430",20260805,384,"07ac2631621c2751284206c6c85eab7fcb942af52dea975ef1e38e6bb7fccb53","mv05d0_sample_seed_sct_v2:01241e735c307cdf4bcd369ff6aaff94bf6c76a73d39369d6448c5bdf3a81a9b","mv05d0_sct_data_matrix_v1","f1205ae85e5c76018ceb371f20534785def904f27c88b069dece6b65b1e5b93e","SRA728025_SRS3454430__20260805__sct.rds",6401052,"0e8b186f685126f62ae94fd717615f062617d53aa1ba9da464d94aa83c9369be","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA740174_SRS3548780",20260805,384,"90c1bec1d2ea0f192bc0eaf0c014f3f79b971bc92f4d9c9645c5b9de46969298","mv05d0_sample_seed_sct_v2:674d564795064203b99c7931a73dc47490f3e6c506b84064eb05417c9d030fba","mv05d0_sct_data_matrix_v1","5bb04b541a8be9414cf54e336b543c3e0ae7d613beb2d6026e22e2c87f59dfb6","SRA740174_SRS3548780__20260805__sct.rds",6742650,"e75792f9d0933030c8b29f03094817a5810efd6c676100431aa751206e2deac4","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA740174_SRS3548781",20260805,384,"dbf3a9140f9708edcfe86d6609c4fb9c1e03b9c909d8ef38ad162c7c13724333","mv05d0_sample_seed_sct_v2:2ba016f64ec16da5229feaaa3e72f444f3130787377c98eb40cd0bcfc494de6a","mv05d0_sct_data_matrix_v1","185c261f41db03319e29b256c035a0a78ee37a07163fbc5dbfd55261ca6b30a9","SRA740174_SRS3548781__20260805__sct.rds",8346549,"6407688c757bd92e47833318ab12c2a28384ee44c8be6b2951f76462bdf67472","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA740174_SRS3548782",20260805,384,"0d089f09b447decae9f19728c91dd6557b30bedb8962e650a4c9343dde489a66","mv05d0_sample_seed_sct_v2:e4c0a12fe8e0e3405fc1b3ce7b4a990c0b9107f998bcd37ad42907ac6586fbea","mv05d0_sct_data_matrix_v1","19e3b97f268a817be92b95cb46682f1e04be3964ae35d1ffcebbca1c5a355ba9","SRA740174_SRS3548782__20260805__sct.rds",6334532,"10a4329a0d42adfc9b0680ff65907f63e9af3c3e9f0438b494711adb8a2de64d","closed",FALSE
"mv08f_primary90_recovery_axis_v1","primary90","SRA740174_SRS3548783",20260805,384,"051ee30363e5d06cc7db6a1c86c155ea23938bfad39c9816af09cf71f58df3ed","mv05d0_sample_seed_sct_v2:9e89040cb179d7214636d95a8e1d188fc3dbdb5d2a130beb741ec06108a6ee99","mv05d0_sct_data_matrix_v1","265e70c1b1f252f3b0385dbe1e4d57a8bd91a04403064a5762796cec2a20dedb","SRA740174_SRS3548783__20260805__sct.rds",8530624,"a304ec764f45a169b0d75054061886c0ce444c2980d1a53a979e02906dda90b1","closed",FALSE
