"Group1","Group2","wasserstein","perm_p","effect_size","ks_stat","ks_adj_p","ComparisonType","Dimension","Dataset"
"bone marrow","prostate",0.000269243896497825,1.39794000867204,35.9670549516263,0.403225605133721,1,"tissue_comparison","dimension_1","Raw"
"bone marrow","substantia nigra",0.000510581048572677,1.45593195564972,57.6121117540499,0.0142404391146103,0.00301103242279713,"tissue_comparison","dimension_1","Raw"
"bone marrow","testis",0.000210890959203167,0.0315170514460649,8.22987721003714,0.474626736190585,1,"tissue_comparison","dimension_1","Raw"
"colon","colon",0,0,0,16,1,"tissue_comparison","dimension_1","Raw"
"colon","prostate",0.000830048705751123,1.4089353929735,35.2078567963247,0.284639579475812,1,"tissue_comparison","dimension_1","Raw"
"liver","colon",0.00045931589650043,0.170053304058364,32.1908109449816,0.429696604791524,1,"tissue_comparison","dimension_1","Raw"
"liver","liver",0,0,0,16,1,"tissue_comparison","dimension_1","Raw"
"liver","prostate",0.000483469973317017,0.677780705266081,43.3976088113181,0.2498774732166,1,"tissue_comparison","dimension_1","Raw"
"liver","testis",0.000425117036022359,0.444905551421681,36.4779744792327,0.333214679035382,1,"tissue_comparison","dimension_1","Raw"
"pancreatic islets","bone marrow",0.000387766292867121,1.26760624017703,48.5719330354644,0.374643287472664,1,"tissue_comparison","dimension_1","Raw"
"pancreatic islets","colon",0.000790666566996621,0.886056647693163,47.710190154038,0.414973347970818,1,"tissue_comparison","dimension_1","Raw"
"pancreatic islets","liver",0.000338810930456274,0.374687549038326,49.9571492005915,0.176091259055681,1,"tissue_comparison","dimension_1","Raw"
"pancreatic islets","pancreatic islets",0,0,0,16,1,"tissue_comparison","dimension_1","Raw"
"pancreatic islets","pbmc",0.00065350326424019,3,85.7837778693415,0.1249387366083,0.168259523489029,"tissue_comparison","dimension_1","Raw"
"pancreatic islets","prostate",0.000421703106393778,16,76.8755906313055,0.176091259055681,1,"tissue_comparison","dimension_1","Raw"
"pancreatic islets","substantia nigra",0.000543949183578667,2.15490195998574,96.7109623605594,0,0.0269338504632622,"tissue_comparison","dimension_1","Raw"
"pancreatic islets","testis",0.000249079783475215,1.05060999335509,43.6944055267024,0.356077561994887,1,"tissue_comparison","dimension_1","Raw"
"pbmc","colon",0.000861527186606633,1.69897000433602,44.823721826859,0.0725506671486118,0.019614253023864,"tissue_comparison","dimension_1","Raw"
"pbmc","liver",0.000678290719585643,1.00877392430751,51.0144514008036,0,0.0269338504632622,"tissue_comparison","dimension_1","Raw"
"pbmc","pbmc",0,0,0,16,1,"tissue_comparison","dimension_1","Raw"
"pbmc","prostate",0.000250880230529931,0.294992040666664,10.8568507987267,0.204119982655925,0.874582460260209,"tissue_comparison","dimension_1","Raw"
"pbmc","testis",0.000413592025566561,1.88605664769316,46.3347998330284,0.16840443038939,0.054064018517987,"tissue_comparison","dimension_1","Raw"
"prostate","prostate",0,0,0,16,1,"tissue_comparison","dimension_1","Raw"
"substantia nigra","colon",0.00107138585782597,2.04575749056068,56.7779891474453,0,0.0122856160007863,"tissue_comparison","dimension_1","Raw"
"substantia nigra","liver",0.000724807125391869,2.04575749056068,58.9093905502112,0,1,"tissue_comparison","dimension_1","Raw"
"substantia nigra","pbmc",0.000287393261171906,0.703334809738469,13.6784095343104,0.0791812460476249,1,"tissue_comparison","dimension_1","Raw"
"substantia nigra","prostate",0.000241337152074852,1.16749108729376,22.5111964601295,0,0.0134024901826759,"tissue_comparison","dimension_1","Raw"
"substantia nigra","substantia nigra",0,0,0,16,1,"tissue_comparison","dimension_1","Raw"
"substantia nigra","testis",0.00029969008936951,1.74472749489669,58.8102420703056,0,0.00074354749483978,"tissue_comparison","dimension_1","Raw"
"testis","colon",0.000771695768456465,0.171984935776023,15.4151827034981,0.450511673349807,1,"tissue_comparison","dimension_1","Raw"
"testis","prostate",0.000201571183295621,1.4089353929735,37.350841370589,0.324942153069393,1,"tissue_comparison","dimension_1","Raw"
"testis","testis",0,0,0,16,1,"tissue_comparison","dimension_1","Raw"
"bone marrow","bone marrow",0,0,0,16,1,"tissue_comparison","euler","Raw"
"bone marrow","colon",0.000246027214859832,1.39794000867204,3.50032681818772,0.125298103183959,0.00507508417567088,"tissue_comparison","euler","Raw"
"bone marrow","liver",0.000669878030740809,0.218244625347531,1.53319613979252,0.193965982825386,0.296966345559696,"tissue_comparison","euler","Raw"
"bone marrow","pbmc",0.00113949533257682,16,6.49672956073011,0.12963385781668,0.000223170504220245,"tissue_comparison","euler","Raw"
"bone marrow","prostate",0.000925579111722396,1.01772876696043,2.246558270507,0.12963385781668,0.000584635606208442,"tissue_comparison","euler","Raw"
"bone marrow","substantia nigra",0.00119606877977679,16,8.8618337756543,0.0142404391146102,4.04165425878809e-05,"tissue_comparison","euler","Raw"
"bone marrow","testis",0.00111573525118659,16,5.79008862065339,0.0763883458634548,2.94456684249335e-09,"tissue_comparison","euler","Raw"
"colon","colon",0,0,0,16,1,"tissue_comparison","euler","Raw"
"colon","prostate",0.00098404498246992,16,3.33022391754356,0.150746000214585,0.0185341502918009,"tissue_comparison","euler","Raw"
"liver","colon",0.000721935292802765,0.33161408331,2.22870889766141,0.0791812460476249,0.357668263273955,"tissue_comparison","euler","Raw"
"liver","liver",0,0,0,16,1,"tissue_comparison","euler","Raw"
"liver","prostate",0.000262109689667155,0.392544976785331,1.90695267704673,0.0791812460476249,0.310171915656215,"tissue_comparison","euler","Raw"
"liver","testis",0.000452265829131352,16,6.84129734830104,0,0.000185886873709945,"tissue_comparison","euler","Raw"
"pancreatic islets","bone marrow",0.0112307821699667,16,15.1657803896434,0.0377885608893998,1.11140044140008e-07,"tissue_comparison","euler","Raw"
"pancreatic islets","colon",0.0111723162992191,16,12.5141418886104,0.0377885608893998,1.48836376372428e-05,"tissue_comparison","euler","Raw"
"pancreatic islets","liver",0.0118942515920219,3,14.3583657900457,0,0.000769538584664635,"tissue_comparison","euler","Raw"
"pancreatic islets","pancreatic islets",0,0,0,16,1,"tissue_comparison","euler","Raw"
"pancreatic islets","pbmc",0.0123702775025435,16,21.5931929391834,0,7.59345278286118e-07,"tissue_comparison","euler","Raw"
"pancreatic islets","prostate",0.012156361281689,16,15.7920210180279,0,6.74973580698772e-08,"tissue_comparison","euler","Raw"
"pancreatic islets","substantia nigra",0.0124268509497434,16,23.8520719111159,0,0.000107735401853049,"tissue_comparison","euler","Raw"
"pancreatic islets","testis",0.0123465174211532,16,20.9171175474839,0,3.60870217820365e-10,"tissue_comparison","euler","Raw"
"pbmc","colon",0.00119796120332435,16,9.7089690194243,0,0.000192296598273177,"tissue_comparison","euler","Raw"
"pbmc","liver",0.000476025910521581,16,7.59379895218197,0.0377885608893998,0.0337279749044455,"tissue_comparison","euler","Raw"
"pbmc","pbmc",0,0,0,16,1,"tissue_comparison","euler","Raw"
"pbmc","prostate",0.000213916220854426,16,6.68219740679998,0.0280287236002435,9.35067339038057e-07,"tissue_comparison","euler","Raw"
"pbmc","testis",2.49748885278394e-05,0.562249437179612,0.881329014991102,0.392800369019627,0.38626167858317,"tissue_comparison","euler","Raw"
"prostate","prostate",0,0,0,16,1,"tissue_comparison","euler","Raw"
"substantia nigra","colon",0.00125453465052432,3,12.1427279700024,0,0.000118893058072125,"tissue_comparison","euler","Raw"
"substantia nigra","liver",0.000532599357721553,2.69897000433602,10.0032285159734,0,0.00422754329004329,"tissue_comparison","euler","Raw"
"substantia nigra","pbmc",5.65734471999719e-05,2.15490195998574,2.46647252407755,0,0.0134669252316311,"tissue_comparison","euler","Raw"
"substantia nigra","prostate",0.000270489668054398,16,9.14202660455623,0,2.68049803653519e-05,"tissue_comparison","euler","Raw"
"substantia nigra","substantia nigra",0,0,0,16,1,"tissue_comparison","euler","Raw"
"substantia nigra","testis",8.03335285902005e-05,3,3.31858267260257,0.015794267183232,0.00260241623193923,"tissue_comparison","euler","Raw"
"testis","colon",0.00117420112193412,16,8.92229480313185,0,9.45890717278745e-09,"tissue_comparison","euler","Raw"
"testis","prostate",0.000190549666268342,16,5.84134426605185,0.0321846833714013,4.29550372244132e-07,"tissue_comparison","euler","Raw"
"testis","testis",0,0,0,16,1,"tissue_comparison","euler","Raw"
"bone marrow","bone marrow",0,0,0,16,1,"tissue_comparison","landscape","Raw"
"bone marrow","colon",0.0368098151117986,0.163675884293248,123.434499237922,0.382588574993526,0.37278131439295,"tissue_comparison","landscape","Raw"
"bone marrow","liver",0.00534239327281491,0.498940737782248,283.747042089703,0.345233658156035,0.562379887639403,"tissue_comparison","landscape","Raw"
"bone marrow","pbmc",0.0198556428668442,3,653.876410935219,0.114176906752855,7.15098555291443e-05,"tissue_comparison","landscape","Raw"
"bone marrow","prostate",0.0828260871235789,2.22184874961636,388.063353356317,0.12963385781668,1.60492032758404e-05,"tissue_comparison","landscape","Raw"
"bone marrow","substantia nigra",0.185454358274174,2.52287874528034,721.411571227361,0.0142404391146103,6.2599426669379e-06,"tissue_comparison","landscape","Raw"
"bone marrow","testis",0.0177313670062349,16,585.352839800815,0.148939013012066,6.61963238818288e-07,"tissue_comparison","landscape","Raw"
"colon","colon",0,0,0,16,1,"tissue_comparison","landscape","Raw"
"colon","prostate",0.119635902235377,1.52287874528034,449.61056508039,0.0579919469776868,2.73985814110489e-05,"tissue_comparison","landscape","Raw"
"liver","colon",0.0321015854459163,0.252588192113577,316.320673705858,0.229336771008906,0.85968597965502,"tissue_comparison","landscape","Raw"
"liver","liver",0,0,0,16,1,"tissue_comparison","landscape","Raw"
"liver","prostate",0.0875343167894612,1,214.592652264861,0.1249387366083,0.0328652367957793,"tissue_comparison","landscape","Raw"
"liver","testis",0.0224395966721171,2.69897000433602,474.816419079953,0.16840443038939,0.0765163623602231,"tissue_comparison","landscape","Raw"
"pancreatic islets","bone marrow",0.0979701763058125,16,554.054620568058,0.0533470419319232,5.31638974030555e-07,"tissue_comparison","landscape","Raw"
"pancreatic islets","colon",0.134779991417611,16,575.019682280361,0.0377885608893998,0.000100154478267279,"tissue_comparison","landscape","Raw"
"pancreatic islets","liver",0.102678405971695,16,604.237257350948,0,0.00173766777182337,"tissue_comparison","landscape","Raw"
"pancreatic islets","pancreatic islets",0,0,0,16,1,"tissue_comparison","landscape","Raw"
"pancreatic islets","pbmc",0.0793189101068772,16,662.085565311582,0,1.1005986622778e-06,"tissue_comparison","landscape","Raw"
"pancreatic islets","prostate",0.0168191240605881,16,610.118059368275,0,1.34168217877674e-07,"tissue_comparison","landscape","Raw"
"pancreatic islets","substantia nigra",0.0874841819683614,16,677.301432565526,0,0.000107735401853049,"tissue_comparison","landscape","Raw"
"pancreatic islets","testis",0.0802388092995777,16,650.139491733011,0,7.15966512155604e-10,"tissue_comparison","landscape","Raw"
"pbmc","colon",0.055461081310734,3,700.1339303599,0.0791812460476249,0.000135420139628998,"tissue_comparison","landscape","Raw"
"pbmc","liver",0.0247385166518413,16,598.241761812706,0.0791812460476249,0.00467345350504093,"tissue_comparison","landscape","Raw"
"pbmc","pbmc",0,0,0,16,1,"tissue_comparison","landscape","Raw"
"pbmc","prostate",0.0641748209246435,16,477.004854498847,0.0280287236002435,1.12243167639127e-05,"tissue_comparison","landscape","Raw"
"pbmc","testis",0.0204147894806896,0.958607314841775,297.440246573871,0.261521454380308,0.027098801768654,"tissue_comparison","landscape","Raw"
"prostate","prostate",0,0,0,16,1,"tissue_comparison","landscape","Raw"
"substantia nigra","colon",0.222264173385973,1.34678748622466,761.148158699114,0,7.37136960047177e-05,"tissue_comparison","landscape","Raw"
"substantia nigra","liver",0.190162587940056,2.69897000433602,711.272047099221,0,0.00216450216450216,"tissue_comparison","landscape","Raw"
"substantia nigra","pbmc",0.166803092075239,2.15490195998574,516.526554023008,0,0.0028351421540276,"tissue_comparison","landscape","Raw"
"substantia nigra","prostate",0.102628271150595,16,628.517868976541,0,2.68049803653519e-05,"tissue_comparison","landscape","Raw"
"substantia nigra","substantia nigra",0,0,0,16,1,"tissue_comparison","landscape","Raw"
"substantia nigra","testis",0.167722991267939,1.72124639904717,625.334686433791,0.015794267183232,3.25302028992404e-05,"tissue_comparison","landscape","Raw"
"testis","colon",0.0545411821180335,16,631.904775418862,0.0854301953246264,1.48721046205284e-05,"tissue_comparison","landscape","Raw"
"testis","prostate",0.065094720117344,16,340.835155968077,0.1249387366083,5.97901103796302e-05,"tissue_comparison","landscape","Raw"
"testis","testis",0,0,0,16,1,"tissue_comparison","landscape","Raw"
"SRA550660","SRA550660",0,0,0,16,1,"sra_comparison","dimension_0","Raw"
"SRA550660","SRA628554",6.03094200814953e-05,0.742321425130815,2.6254433376081,0,1,"sra_comparison","dimension_0","Raw"
"SRA550660","SRA645804",4.16712136826587e-05,0.612610173661271,1.88679060299066,0.221848749616356,0.586370151587543,"sra_comparison","dimension_0","Raw"
"SRA550660","SRA667709",8.73759344837688e-05,0.135488918941608,0.469616405095028,0.0969100130080564,0.0593753710960694,"sra_comparison","dimension_0","Raw"
"SRA550660","SRA703206",0.0034430562363731,2.04575749056068,12.7552749373331,0,0.0162967308757863,"sra_comparison","dimension_0","Raw"
"SRA550660","SRA713577",2.5399146576096e-05,0,0.591594966538263,0.0969100130080564,0.683060109289617,"sra_comparison","dimension_0","Raw"
"SRA550660","SRA728025",0.000166173329086488,16,7.11530710298472,0,0.0241138172172655,"sra_comparison","dimension_0","Raw"
"SRA550660","SRA742961",0.000190123262863814,16,5.70044054257836,0.0280287236002435,0.00064519646393626,"sra_comparison","dimension_0","Raw"
"SRA550660","SRA760933",0.000428430061838078,0.790484985457369,21.5056904170509,0,0.236742424242424,"sra_comparison","dimension_0","Raw"
"SRA550660","SRA784242",8.10889663661198e-05,1.13076828026902,2.99960461161631,0,0.0555000555000555,"sra_comparison","dimension_0","Raw"
"SRA550660","SRA826293",5.49970964350368e-05,0.224753740259764,0.747877582750896,0.301029995663981,0.528130549272198,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA550660",2.43913132648448e-05,0.145693958198919,1.42160119829121,0.221848749616356,1,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA621638",0,0,0,16,1,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA628554",3.59181068166505e-05,0.481486060122112,1.25932661582566,0,1,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA645804",2.87179352749253e-05,1.00436480540245,3.24691074033369,0.0457574905606751,0.939920294759005,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA667709",0.000110905618431634,0.675717544702307,1.11387952710419,0,0.0925240562546262,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA703206",0.00346744754963795,1.19382002601611,14.0569136898318,0,0.133333333333333,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA713577",1.30404401959176e-05,0.181774106386044,1.30762629117964,0,0.980392156862745,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA716608",0.000481477059832381,1.42021640338319,5.18728040567664,0,0.571428571428571,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA728025",0.000190564642351332,1.72124639904717,8.5047601398208,0,0.621246634914061,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA742961",0.000214514576128658,2.52287874528034,7.10565824710934,0,0.013476180850347,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA749327",1.32892170263821e-05,0.0639892042847904,0.326984355825282,0.1249387366083,1,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA760933",0.000452821375102922,0.518557371497695,22.899881265942,0,0.666666666666667,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA779509",0.0014148974118894,1.3767507096021,8.40277541117642,0,0.0407000407000407,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA784242",5.6697653101275e-05,1.18708664335714,1.62870114601819,0,0.3584229390681,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA826293",4.74314555637038e-05,0.1890957193313,0.781997413226322,0.204119982655925,0.977777777777778,"sra_comparison","dimension_0","Raw"
"SRA621638","SRA850958",5.59890252233439e-05,1.43179827593301,2.06712105035117,0,0.53840631730079,"sra_comparison","dimension_0","Raw"
"SRA628554","SRA628554",0,0,0,16,1,"sra_comparison","dimension_0","Raw"
"SRA628554","SRA703206",0.0035033656564546,1.14266750356873,15.2872860690301,0,0.133333333333333,"sra_comparison","dimension_0","Raw"
"SRA628554","SRA713577",3.88954723562904e-05,0.480172006224281,2.35130142408827,0,0.816993464052288,"sra_comparison","dimension_0","Raw"
"SRA628554","SRA742961",0.000250432682945309,2.09691001300806,8.31619768551829,0,0.0130718954248366,"sra_comparison","dimension_0","Raw"
"SRA628554","SRA760933",0.000488739481919573,0.474955192963155,24.1159059348703,0,0.666666666666667,"sra_comparison","dimension_0","Raw"
"SRA628554","SRA826293",8.07748468940913e-05,0.492144128304169,1.90828262051884,0.1249387366083,0.774293457220286,"sra_comparison","dimension_0","Raw"
"SRA645804","SRA628554",2.76129596878199e-05,1.52287874528034,4.35498077115566,0,1,"sra_comparison","dimension_0","Raw"
"SRA645804","SRA645804",0,0,0,16,1,"sra_comparison","dimension_0","Raw"
"SRA645804","SRA667709",0.000129047148166428,1.22184874961636,2.29863441854491,0,0.000302361077179479,"sra_comparison","dimension_0","Raw"
"SRA645804","SRA703206",0.00347851616274996,3,11.4953470972529,0,0.00201411491734072,"sra_comparison","dimension_0","Raw"
"SRA645804","SRA713577",3.1311984381984e-05,0.257274868695302,2.0183222033583,0,0.214408233276158,"sra_comparison","dimension_0","Raw"
"SRA645804","SRA742961",0.000225583189240669,16,4.09464066737626,0,3.86575778036569e-07,"sra_comparison","dimension_0","Raw"
"SRA645804","SRA760933",0.000463889988214933,1,19.8515219766845,0,0.149521531100478,"sra_comparison","dimension_0","Raw"
"SRA645804","SRA826293",7.10321855205832e-05,1.4089353929735,2.48622401885637,0.221848749616356,0.306372549019608,"sra_comparison","dimension_0","Raw"
"SRA667709","SRA628554",0.000146823725248284,1.38721614328026,2.3162902044619,0,0.0846310088016249,"sra_comparison","dimension_0","Raw"
"SRA667709","SRA667709",0,0,0,16,1,"sra_comparison","dimension_0","Raw"
"SRA667709","SRA703206",0.00335654193120631,2.22184874961636,12.9953659390518,0,0.0952380952380952,"sra_comparison","dimension_0","Raw"
"SRA667709","SRA713577",0.000107928252891994,0.153044674980176,0.716984573329271,0,0.352733686067019,"sra_comparison","dimension_0","Raw"
"SRA667709","SRA742961",0.000103608957697025,16,6.0514573906902,0,0.00191464145466799,"sra_comparison","dimension_0","Raw"
"SRA667709","SRA760933",0.000341915899472313,0.812479279163537,21.8573992715405,0,0.857142857142857,"sra_comparison","dimension_0","Raw"
"SRA667709","SRA826293",8.27078928848306e-05,0.270025714300444,0.57407953921205,0,0.111000111000111,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA550660",0.0123418855794259,16,20.6804738758433,0,0.000331833886611034,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA621638",0.0123662768926908,1.85387196432176,21.9054831398801,0,0.0220220661102425,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA628554",0.0124021949995074,1.95860731484178,23.1096165153883,0,0.021978021978022,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA645804",0.0123773455058028,16,19.5611481306575,0,3.11782494944384e-06,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA667709",0.0122553712742592,16,20.8746926562009,0,0.000108168074149648,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA701877",0,0,0,16,1,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA703206",0.00889882934305284,1.35654732351381,8.18108911712928,0.0377885608893998,0.00850542646208281,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA713577",0.0123632995271511,1.09151498112135,21.1177011970494,0,0.154154462771697,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA716608",0.0118847998328584,16,16.806074805721,0,0.00202425598471282,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA728025",0.0121757122503395,16,14.3983960673652,0,7.0438314385779e-06,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA740174",0.0123771989446186,16,21.2987587174798,0,0.0011033143563264,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA742961",0.0121517623165621,16,15.7999187536994,0,6.74973580698772e-08,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA749327",0.0123777417469703,16,22.1342141785917,0,0.00110110330551212,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA760933",0.0119134555175879,0.511449283499556,9.82067582711816,0,0.156030581994071,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA779509",0.0109513794808014,16,13.6225002258038,0.0377885608893998,8.36482153338611e-07,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA784242",0.0124229745457921,16,23.481789199439,0,0.0010989010989011,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA826293",0.0123214201526133,16,21.3792122008955,0,1.59726318536766e-05,"sra_comparison","dimension_0","Raw"
"SRA701877","SRA850958",0.0124222659179141,3,23.8693609755428,0,0.000107735401853049,"sra_comparison","dimension_0","Raw"
"SRA703206","SRA703206",0,0,0,16,1,"sra_comparison","dimension_0","Raw"
"SRA703206","SRA742961",0.00325293297350929,16,7.63903283817059,0,0.0128998968008256,"sra_comparison","dimension_0","Raw"
"SRA703206","SRA760933",0.0030484259922169,0.694648630553376,10.4837705803566,0,0.8,"sra_comparison","dimension_0","Raw"
"SRA713577","SRA703206",0.00346447018409831,0.694648630553376,13.167932237141,0,0.4,"sra_comparison","dimension_0","Raw"
"SRA713577","SRA713577",0,0,0,16,1,"sra_comparison","dimension_0","Raw"
"SRA713577","SRA742961",0.000211537210589019,1.18045606445813,6.01356176306792,0,0.117647058823529,"sra_comparison","dimension_0","Raw"
"SRA713577","SRA760933",0.000449844009563283,0,21.8147445720006,0,1,"sra_comparison","dimension_0","Raw"
"SRA716608","SRA550660",0.000457085746567536,1.30102999566398,3.97457444376013,0.0969100130080564,0.357142857142857,"sra_comparison","dimension_0","Raw"
"SRA716608","SRA628554",0.000517395166649032,1.29242982390206,6.43130321606655,0,0.379939209726444,"sra_comparison","dimension_0","Raw"
"SRA716608","SRA645804",0.000492545672944392,1.55284196865778,3.33464848744233,0,0.0333000333000333,"sra_comparison","dimension_0","Raw"
"SRA716608","SRA667709",0.000370571441400747,2.15490195998574,4.18244082606585,0,0.249053596333931,"sra_comparison","dimension_0","Raw"
"SRA716608","SRA703206",0.00298597048980556,1.95860731484178,8.94978969026486,0,0.155617802676626,"sra_comparison","dimension_0","Raw"
"SRA716608","SRA713577",0.000478499694292741,0.744727494896694,4.47988564215605,0,1,"sra_comparison","dimension_0","Raw"
"SRA716608","SRA716608",0,0,0,16,1,"sra_comparison","dimension_0","Raw"
"SRA716608","SRA728025",0.000306480951947621,2.15490195998574,3.91186842184553,0,0.125933388645253,"sra_comparison","dimension_0","Raw"
