"contract_id","group_order","group_id","dataset_scope","representation_id","panel_id","seed","homology_dimension","units","unordered_pairs","integration","level_policy","grid_policy","level_cap","elapsed_cap_seconds","rss_cap_bytes","workers","retries","authorization_state","outcome_label_state","biological_outcomes_computed","essential_h0_policy","dimension_policy","stress_order","engine_policy","rust_binary_state"
"mv08r_landscape_queue_v1",16,"mv08n_landscape:internal124:sct_pearson_residual_all_qc_fit_selected384:exact500:20260807:H1","internal124","sct_pearson_residual_all_qc_fit_selected384","exact500",20260807,"H1",124,7626,"exact_streamed_squared_L2","all_consecutive_active_levels","none","none",3600,12884901888,1,0,"closed_pending_full_ph_and_rust_rebind","closed",FALSE,"exclude_infinite_interval","H0_H1_separate","defer_label_blind_maximum_interval_burden","accepted_rust_kernel_after_rebuild_rebind;R_exact_or_error_controlled_oracle","absent_rebuild_required_before_execution"
"mv08r_landscape_queue_v1",17,"mv08n_landscape:internal124:sct_data_all_qc_fit_selected384:exact500:20260808:H1","internal124","sct_data_all_qc_fit_selected384","exact500",20260808,"H1",124,7626,"exact_streamed_squared_L2","all_consecutive_active_levels","none","none",3600,12884901888,1,0,"closed_pending_full_ph_and_rust_rebind","closed",FALSE,"exclude_infinite_interval","H0_H1_separate","defer_label_blind_maximum_interval_burden","accepted_rust_kernel_after_rebuild_rebind;R_exact_or_error_controlled_oracle","absent_rebuild_required_before_execution"
"mv08r_landscape_queue_v1",18,"mv08n_landscape:internal124:sct_pearson_residual_all_qc_fit_selected384:exact500:20260808:H1","internal124","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H1",124,7626,"exact_streamed_squared_L2","all_consecutive_active_levels","none","none",3600,12884901888,1,0,"closed_pending_full_ph_and_rust_rebind","closed",FALSE,"exclude_infinite_interval","H0_H1_separate","defer_label_blind_maximum_interval_burden","accepted_rust_kernel_after_rebuild_rebind;R_exact_or_error_controlled_oracle","absent_rebuild_required_before_execution"
"mv08r_landscape_queue_v1",19,"mv08n_landscape:internal124:sct_data_all_qc_fit_selected384:exact500:20260809:H1","internal124","sct_data_all_qc_fit_selected384","exact500",20260809,"H1",124,7626,"exact_streamed_squared_L2","all_consecutive_active_levels","none","none",3600,12884901888,1,0,"closed_pending_full_ph_and_rust_rebind","closed",FALSE,"exclude_infinite_interval","H0_H1_separate","defer_label_blind_maximum_interval_burden","accepted_rust_kernel_after_rebuild_rebind;R_exact_or_error_controlled_oracle","absent_rebuild_required_before_execution"
"mv08r_landscape_queue_v1",20,"mv08n_landscape:internal124:sct_pearson_residual_all_qc_fit_selected384:exact500:20260809:H1","internal124","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1",124,7626,"exact_streamed_squared_L2","all_consecutive_active_levels","none","none",3600,12884901888,1,0,"closed_pending_full_ph_and_rust_rebind","closed",FALSE,"exclude_infinite_interval","H0_H1_separate","defer_label_blind_maximum_interval_burden","accepted_rust_kernel_after_rebuild_rebind;R_exact_or_error_controlled_oracle","absent_rebuild_required_before_execution"
"mv08r_landscape_queue_v1",21,"mv08n_landscape:external8:sct_data_selected384_fit:common475:20260805:H0","external8","sct_data_selected384_fit_same_axis","common475",20260805,"H0",8,28,"exact_streamed_squared_L2","all_consecutive_active_levels","none","none",3600,12884901888,1,0,"closed_pending_full_ph_and_rust_rebind","closed",FALSE,"exclude_infinite_interval","H0_H1_separate","defer_label_blind_maximum_interval_burden","accepted_rust_kernel_after_rebuild_rebind;R_exact_or_error_controlled_oracle","absent_rebuild_required_before_execution"
"mv08r_landscape_queue_v1",22,"mv08n_landscape:external8:sct_data_all_qc_fit_selected384:common475:20260805:H0","external8","sct_data_all_qc_fit_selected384","common475",20260805,"H0",8,28,"exact_streamed_squared_L2","all_consecutive_active_levels","none","none",3600,12884901888,1,0,"closed_pending_full_ph_and_rust_rebind","closed",FALSE,"exclude_infinite_interval","H0_H1_separate","defer_label_blind_maximum_interval_burden","accepted_rust_kernel_after_rebuild_rebind;R_exact_or_error_controlled_oracle","absent_rebuild_required_before_execution"
"mv08r_landscape_queue_v1",23,"mv08n_landscape:external8:sct_pearson_residual_all_qc_fit_selected384:common475:20260805:H0","external8","sct_pearson_residual_all_qc_fit_selected384","common475",20260805,"H0",8,28,"exact_streamed_squared_L2","all_consecutive_active_levels","none","none",3600,12884901888,1,0,"closed_pending_full_ph_and_rust_rebind","closed",FALSE,"exclude_infinite_interval","H0_H1_separate","defer_label_blind_maximum_interval_burden","accepted_rust_kernel_after_rebuild_rebind;R_exact_or_error_controlled_oracle","absent_rebuild_required_before_execution"
"mv08r_landscape_queue_v1",24,"mv08n_landscape:external8:sct_pearson_residual_all_qc_fit_selected384:exact500:20260805:H0","external8","sct_pearson_residual_all_qc_fit_selected384","exact500",20260805,"H0",8,28,"exact_streamed_squared_L2","all_consecutive_active_levels","none","none",3600,12884901888,1,0,"closed_pending_full_ph_and_rust_rebind","closed",FALSE,"exclude_infinite_interval","H0_H1_separate","defer_label_blind_maximum_interval_burden","accepted_rust_kernel_after_rebuild_rebind;R_exact_or_error_controlled_oracle","absent_rebuild_required_before_execution"
"mv08r_landscape_queue_v1",25,"mv08n_landscape:external8:sct_data_selected384_fit:common475:20260805:H1","external8","sct_data_selected384_fit_same_axis","common475",20260805,"H1",8,28,"exact_streamed_squared_L2","all_consecutive_active_levels","none","none",3600,12884901888,1,0,"closed_pending_full_ph_and_rust_rebind","closed",FALSE,"exclude_infinite_interval","H0_H1_separate","defer_label_blind_maximum_interval_burden","accepted_rust_kernel_after_rebuild_rebind;R_exact_or_error_controlled_oracle","absent_rebuild_required_before_execution"
"mv08r_landscape_queue_v1",26,"mv08n_landscape:external8:sct_data_all_qc_fit_selected384:common475:20260805:H1","external8","sct_data_all_qc_fit_selected384","common475",20260805,"H1",8,28,"exact_streamed_squared_L2","all_consecutive_active_levels","none","none",3600,12884901888,1,0,"closed_pending_full_ph_and_rust_rebind","closed",FALSE,"exclude_infinite_interval","H0_H1_separate","defer_label_blind_maximum_interval_burden","accepted_rust_kernel_after_rebuild_rebind;R_exact_or_error_controlled_oracle","absent_rebuild_required_before_execution"
"mv08r_landscape_queue_v1",27,"mv08n_landscape:external8:sct_pearson_residual_all_qc_fit_selected384:common475:20260805:H1","external8","sct_pearson_residual_all_qc_fit_selected384","common475",20260805,"H1",8,28,"exact_streamed_squared_L2","all_consecutive_active_levels","none","none",3600,12884901888,1,0,"closed_pending_full_ph_and_rust_rebind","closed",FALSE,"exclude_infinite_interval","H0_H1_separate","defer_label_blind_maximum_interval_burden","accepted_rust_kernel_after_rebuild_rebind;R_exact_or_error_controlled_oracle","absent_rebuild_required_before_execution"
"mv08r_landscape_queue_v1",28,"mv08n_landscape:external8:sct_pearson_residual_all_qc_fit_selected384:exact500:20260805:H1","external8","sct_pearson_residual_all_qc_fit_selected384","exact500",20260805,"H1",8,28,"exact_streamed_squared_L2","all_consecutive_active_levels","none","none",3600,12884901888,1,0,"closed_pending_full_ph_and_rust_rebind","closed",FALSE,"exclude_infinite_interval","H0_H1_separate","defer_label_blind_maximum_interval_burden","accepted_rust_kernel_after_rebuild_rebind;R_exact_or_error_controlled_oracle","absent_rebuild_required_before_execution"
