"contract_id","sample_id","genes","cells","historical_source_sha256","individual_source_file","individual_source_size_bytes","individual_source_sha256","counts_sha256","private_raw_cache_file","private_raw_cache_size_bytes","private_raw_cache_sha256","disposition","recovered_monolithic_comparison","outcome_label_state","biological_outcomes_computed","exit_status","elapsed_seconds","peak_process_tree_rss_bytes","elapsed_cap_seconds","rss_cap_bytes","storage_cap_bytes","cache_bytes_after_completion","maximum_heavy_workers"
"mv05d0_individual_raw_shard_resource_v1","SRA645804_SRS2823405",33659,3680,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA645804_SRS2823405.rds",196411797,"af97b70a4bbd22b8a4af1e711fae4148331b3a6525b67c0b68d960fd53c5b604","64dba4c12aa648cf20ec82a01b3b7f08a2bcb4e6ac7dc5137181894e2c60aded","SRA645804_SRS2823405__raw.rds",26729910,"b42de4ff302c1af0d1bd2aa551afe30efc3771d44fba86c7ae4fdb33eb4f141c","built_atomic","not_available","closed",FALSE,0,52.7524445056915,1174884352,1800,8589934592,42949672960,112761218,2
"mv05d0_individual_raw_shard_resource_v1","SRA645804_SRS2823406",36376,4297,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA645804_SRS2823406.rds",264172946,"4b6e3eb04b5ffbc1fb8960835161a8ed6afada6f839d6dd5645d134130ec3c55","6271f79465a637de0e84e9dfe96f307c424b86d7e6bcec1f953e2020aa592d67","SRA645804_SRS2823406__raw.rds",39226827,"651d64d4a3f194f8bd98de5826029e8e4119d8f5577571cc7a89e1894c1343a0","built_atomic","not_available","closed",FALSE,0,69.6409964561462,1547063296,1800,8589934592,42949672960,168843536,2
"mv05d0_individual_raw_shard_resource_v1","SRA645804_SRS2823407",30287,2708,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA645804_SRS2823407.rds",115575395,"dc40faee06b7d5bd1066d3c17105c7ac3981f13d02a1ef502b5e98d178a5de6a","05c43b0c8c77697ee82ca576bebfcef2831f5f0c9c3115e064addf95abf84773","SRA645804_SRS2823407__raw.rds",16855491,"002d8c1a832a1febffd1ff3493c5c86c8d6714fc3c3148fdfd14bdeec7b95bc2","built_atomic","not_available","closed",FALSE,0,33.2256495952606,801083392,1800,8589934592,42949672960,129616709,2
"mv05d0_individual_raw_shard_resource_v1","SRA645804_SRS2823408",35022,3006,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA645804_SRS2823408.rds",192590134,"5b01ffecf846eb5576133ecbce4fa5e3e6d2e6bc9597be250dd54764ff9df072","0ccfdae515f56bf50712ebe5fb6512c1be972ba5d2927dcef50c34da9a4cb814","SRA645804_SRS2823408__raw.rds",31535359,"e1e2aa06169eff84ab39e174d86022bb5d985bdb44e5e2b137aa5fc47ae385d3","built_atomic","not_available","closed",FALSE,0,52.8407626152039,1209556992,1800,8589934592,42949672960,200378895,2
"mv05d0_individual_raw_shard_resource_v1","SRA645804_SRS2823409",33132,3897,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA645804_SRS2823409.rds",176875983,"e2daf63b93c2f1c241ab2c7e783eb246ef26853a67ac28e5c3c9db62861000c8","80b6394c4b7bb1b618db57fe8e552fa6c74738020d3fdec127b682e4f4665975","SRA645804_SRS2823409__raw.rds",27190508,"893056daa24503400b7d99d2b4fa10375985fc205627a0117324c9208287464b","built_atomic","not_available","closed",FALSE,0,47.3423635959625,1039339520,1800,8589934592,42949672960,227569403,2
"mv05d0_individual_raw_shard_resource_v1","SRA645804_SRS2823410",33063,3561,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA645804_SRS2823410.rds",246961545,"e67057b1466b373d3823edd6ddb4b4f1939c871b7352512e498a8c71c3afdc5f","7518ca4245a0f58ca26682fd6f37521b172178dbdaf2fa9983fa877e8f8712f3","SRA645804_SRS2823410__raw.rds",40741352,"e5ebcd1423774b515c4ee003aaaef23ad8dd7bf50788349ffab0c4469ad0daff","built_atomic","not_available","closed",FALSE,0,68.1337356567383,1484136448,1800,8589934592,42949672960,274167605,2
"mv05d0_individual_raw_shard_resource_v1","SRA645804_SRS2823411",24173,1031,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA645804_SRS2823411.rds",45583683,"8d1248ac3d494a25cd7183fcbbac11f80a3ff241bbf4c67611adbdc9d391cfd0","e9d95c0ba28bf19247e14cfa202faf25eac49cb462f45ca3234700259e06e57f","SRA645804_SRS2823411__raw.rds",5856850,"25fd339c9abd9225f72930403aca784edd598dd58fcb6f22a042767e59a94b4f","built_atomic","not_available","closed",FALSE,0,17.6364321708679,558231552,1800,8589934592,42949672960,233426253,2
"mv05d0_individual_raw_shard_resource_v1","SRA645804_SRS2823412",33101,3846,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA645804_SRS2823412.rds",209178666,"738ae7499470eb02f70b2ce6b6f1547ae175bbbb338ed9ab36e9f64b19eece48","bdb9763a715b06f4756ea425730d3da0a1df7822fdbc001485480c44b29a7848","SRA645804_SRS2823412__raw.rds",33326258,"4061648ed52f91d660938ed97bced4bf4cb3eb07ecee7cf239ae4f0d9b54c1db","built_atomic","not_available","closed",FALSE,0,55.8248815536499,1201598464,1800,8589934592,42949672960,307493863,2
"mv05d0_individual_raw_shard_resource_v1","SRA645804_SRS3572594",32572,4035,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA645804_SRS3572594.rds",211878117,"cc20dee88401714e76e187374a961b7858e4659a30d5b123a95864452e54ac51","0a54275f007eed59eadb55988a491c321daa1e6437cdfc31935de66d9028b3c5","SRA645804_SRS3572594__raw.rds",33727267,"5664fe0cb2e4743e62b68cbf9d3a7be3bf57879dfd2309cb1bc615ebc34bf48b","built_atomic","not_available","closed",FALSE,0,57.4803960323334,1204899840,1800,8589934592,42949672960,346811402,2
"mv05d0_individual_raw_shard_resource_v1","SRA667709_SRS3065426",24902,1118,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA667709_SRS3065426.rds",48566999,"d56bfed7dafa7c0d1cec31658698475bba80c8dd1fb3493a5bcdce24bf44164b","d6f467690fc100d499c8a74800c0b22989b1f25f38bf1f7a3e863ec7f2489835","SRA667709_SRS3065426__raw.rds",5590272,"e71206776bef802869b2cbb1736f22f3a423bd66a681f4665cd410160f6e1ec3","built_atomic","not_available","closed",FALSE,0,17.7718813419342,579006464,1800,8589934592,42949672960,313084135,2
"mv05d0_individual_raw_shard_resource_v1","SRA667709_SRS3065427",27594,1945,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA667709_SRS3065427.rds",79529424,"64939b408b59936fbe8ab4ed45a15f372c11dfff0db4f6f6d884c2f6d20a65d0","c7b1b8c338f8d1b2849985d63cb955a66fceb3722cf989bb3be2107f82f6fca2","SRA667709_SRS3065427__raw.rds",9172484,"1db48a5dabb0f6309b446b4cd05f8451519fcac114bc0e556d0748447472906d","built_atomic","not_available","closed",FALSE,0,26.5701203346252,658694144,1800,8589934592,42949672960,363281523,2
"mv05d0_individual_raw_shard_resource_v1","SRA667709_SRS3065428",26999,1315,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA667709_SRS3065428.rds",58665855,"da010e21ffb8e2710b8c05c8f418386c914dc77d6242735e324c6a6a8955a793","5035651985cae68ea6adfff9ceb9aba117fb8695e3e94e51269b402bfde89dd2","SRA667709_SRS3065428__raw.rds",7297637,"24313ba775754ee7caef8d015ea8d04f32106a9c665113a67dc6deefc8d39285","built_atomic","not_available","closed",FALSE,0,20.3921127319336,601292800,1800,8589934592,42949672960,363281523,2
"mv05d0_individual_raw_shard_resource_v1","SRA667709_SRS3065429",28112,1847,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA667709_SRS3065429.rds",77632777,"8574b8470ff60e2a1a62f5a06e65c8da15a199c9473ae2bf9d9ce7b43a0cd998","48f2e6f020d657a80ebad9502c5ef0a154bfabf7e44c23ca52c5fb9b24f7441f","SRA667709_SRS3065429__raw.rds",9465438,"aaacb464a266ce35fcbba771f8a4ab5196431288bc0628d5e62fb757d2a7871b","built_atomic","not_available","closed",FALSE,0,25.4805772304535,657190912,1800,8589934592,42949672960,379677210,2
"mv05d0_individual_raw_shard_resource_v1","SRA667709_SRS3065430",26304,1486,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA667709_SRS3065430.rds",60285698,"c2435ee2c495852dbc2e7767203e5ad8fbe7efac71eccaaf0ab15988cc390206","3efa1ede6e30e05362b741de7baadd90a7640a6ddc1cb9be410e7c33c94224fa","SRA667709_SRS3065430__raw.rds",6930249,"04b650aa6402e79a241735857ec7728b008fbacd571b790f549cc3a29824dbb1","built_atomic","not_available","closed",FALSE,0,20.8110685348511,593289216,1800,8589934592,42949672960,370211772,2
"mv05d0_individual_raw_shard_resource_v1","SRA667709_SRS3065431",26102,1410,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA667709_SRS3065431.rds",58212146,"3c091bce4f61abb33028d0d0e651ae7923bd4521f8c6321efe1a0dfad5b73d57","a413ff5bb7594f88162e5e49fa4a37dc610a555ebe47f95742c8965228ea36f3","SRA667709_SRS3065431__raw.rds",6777195,"640783ac77aaf866c9269f376841cf4294ce4e9aa962cf944b19bd3c526d3de8","built_atomic","not_available","closed",FALSE,0,19.7606120109558,589266944,1800,8589934592,42949672960,386454405,2
"mv05d0_individual_raw_shard_resource_v1","SRA703206_SRS3296611",22764,4175,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA703206_SRS3296611.rds",151119938,"d33914ba263858d9941bdd394d81f355a4e0a387abe43f6291b2176921b1c6b5","f7d06175d1f5f239fbf6283b3fa5aa73c9ee7bb686954a9f910f94f634746620","SRA703206_SRS3296611__raw.rds",13428777,"b42aa8f46be754cd3db91e2d0da5cff061739ae221d309e28402b3f60a11cd03","built_atomic","not_available","closed",FALSE,0,39.3588969707489,858980352,1800,8589934592,42949672960,399883182,2
"mv05d0_individual_raw_shard_resource_v1","SRA703206_SRS3296612",23266,5705,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA703206_SRS3296612.rds",216520452,"1e6af337edd9abb4eb22acc359d24673daff0d6a07d6286e12110522efe9ae7f","b12272bdfa484a6e77d673218d9da08654eaa9b85e38ba5a62a7c0f948730ba7","SRA703206_SRS3296612__raw.rds",20201891,"29d7093d1edd9671e4cf187727a60f4f11f157cbb065683c863ce3fa97c25cb6","built_atomic","not_available","closed",FALSE,0,54.0266056060791,1090199552,1800,8589934592,42949672960,420085073,2
"mv05d0_individual_raw_shard_resource_v1","SRA703206_SRS3296613",23218,2950,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA703206_SRS3296613.rds",133587074,"60c3be914f58a6751a6ed1b48dd22cbbf5ccbcf38bc78a264277fa07a014e734","12455d830107ce3af7796c88c44ed4432d0450104a008915c7bf7bf2689e5ed4","SRA703206_SRS3296613__raw.rds",16080416,"900f8b000a3b55377b5df72cdbe77ee6a5f73845a17d9cc9b9bba4f6d03a2038","built_atomic","not_available","closed",FALSE,0,37.320102930069,867209216,1800,8589934592,42949672960,436165489,2
"mv05d0_individual_raw_shard_resource_v1","SRA703206_SRS3296614",23204,4223,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA703206_SRS3296614.rds",186690084,"a6d8d5cbd529a7cfc83db2280067abb57f05a7276bcd58a6ba1f6276ca1ce6e2","f66e268172faa7875bb6fed9996d19f5e6caf462a5a07c06c60a7d1327c469a8","SRA703206_SRS3296614__raw.rds",22379487,"556aab9a2441bb7bc1933cdbb7891533020686cda4ad827cacf53a895c8ca2d3","built_atomic","not_available","closed",FALSE,0,53.3799078464508,1071702016,1800,8589934592,42949672960,467430729,2
"mv05d0_individual_raw_shard_resource_v1","SRA713577_SRS3363004",19562,3326,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA713577_SRS3363004.rds",116260403,"8b2abf7bd10c163c8b4afc5501146cb4d44c220fcff1e860959f7f99ad20e59e","88c298005a5235d8eb69ee8ffdeceb0d77090f30c2421a084b1030e21fc4964d","SRA713577_SRS3363004__raw.rds",8885753,"addd0f6f2c45257eca2af1f735857d4fcf4fdc7b9131c7966d3d407734b90f4b","built_atomic","not_available","closed",FALSE,0,32.4478251934052,743133184,1800,8589934592,42949672960,445051242,2
"mv05d0_individual_raw_shard_resource_v1","SRA716608_SRS3391629",17374,1043,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA716608_SRS3391629.rds",39320620,"64b0604e10819138e250d80818dc1c9bb788e771186214cce79cbcb4c735f36a","ae4608ef3b0f2b73db002f1e9325ab22e8537dde25beee17b95fc08a4a5dd839","SRA716608_SRS3391629__raw.rds",3501383,"0c8a130cb9066568ce1b03ed56168cbdb2688f9908969e417d8b26bb9a0e45a7","built_atomic","not_available","closed",FALSE,0,14.8369235992432,542765056,1800,8589934592,42949672960,470932112,2
"mv05d0_individual_raw_shard_resource_v1","SRA716608_SRS3391630",16483,2284,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA716608_SRS3391630.rds",81659180,"2a56fdf08ebed0ea08df2a6e2fdded9d0700fcb5792b82065bde53ec3b98aaf3","ee1b816e687e254d2e620970e6210d20a921f2588747dc77c4122ed5bd656120","SRA716608_SRS3391630__raw.rds",6324271,"f404fd5057b49aae3c764a1a823d0110247249ebf5ff2eb284a71919b6f478c8","built_atomic","not_available","closed",FALSE,0,23.2456827163696,647532544,1800,8589934592,42949672960,478795946,2
"mv05d0_individual_raw_shard_resource_v1","SRA716608_SRS3391631",12509,847,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA716608_SRS3391631.rds",28007324,"d44354986e525931346f748aae23f59692c8b98c5b589bc844b4e99535c0f8d0","488316138d36bdb2e7fc4cc9272d8070f603449553d220c3a0e0322c2eceda42","SRA716608_SRS3391631__raw.rds",1539563,"7946d26baa02f0d4101ba68b9316c8c89de1356fd36393fc80cf9c2530da6706","built_atomic","not_available","closed",FALSE,0,13.120020866394,416722944,1800,8589934592,42949672960,472471675,2
"mv05d0_individual_raw_shard_resource_v1","SRA716608_SRS3391632",15834,554,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA716608_SRS3391632.rds",25278955,"0ea6e7610557db75743963e13e06a103e958b4754d5e29cdfba38cd71b9594e7","e1ae92307d73d7084c474529c4bd2efeb93fb96178b6730d7a32ba75340f653d","SRA716608_SRS3391632__raw.rds",2576002,"1e52e0b21428136d722751adc4044333c28ae42cb0625f6cfa1aef63d0f96752","built_atomic","not_available","closed",FALSE,0,11.4717884063721,490938368,1800,8589934592,42949672960,481371948,2
"mv05d0_individual_raw_shard_resource_v1","SRA716608_SRS3391633",18199,1721,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA716608_SRS3391633.rds",58200633,"dd666be20c637761fdacf44044544cdb3719fd7b58587be18a1d2d6b3f222237","62e216a02e6e183190f5c10315a80cd0a87b0904e62506e098fcd19b91f149b8","SRA716608_SRS3391633__raw.rds",4338308,"7395301186051d35c1755114c42d9d0edd7a2fac26d88d58a38aa1624acf232a","built_atomic","not_available","closed",FALSE,0,17.8152995109558,561070080,1800,8589934592,42949672960,489385386,2
"mv05d0_individual_raw_shard_resource_v1","SRA728025_SRS3454421",18221,586,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA728025_SRS3454421.rds",27428872,"43ca73b90f03491b18cf5987093afd357ace4351439f7a90673d6cdc6d615965","e5b5ea2a1a6436fbbe51274af89dff4a4aed021b78719162457cd35ebf1f7fd3","SRA728025_SRS3454421__raw.rds",3675130,"ee26586a7a9f11d1edc2c949dba9804eeb455abd4c791bd9f4d01ae9ab43ec85","built_atomic","not_available","closed",FALSE,0,12.583920955658,498720768,1800,8589934592,42949672960,485047078,2
"mv05d0_individual_raw_shard_resource_v1","SRA728025_SRS3454422",17416,484,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA728025_SRS3454422.rds",23819207,"6dbf4002cd1f1ef08717981c5dcb69a6f6f9559911853abc076f6c14e14b41ec","91ddbe466f6cd3da0a48192857fd2c8fb6b34a605c822c3744034ede0dd1a0cd","SRA728025_SRS3454422__raw.rds",3361413,"0646e78cfd3a2052cb3266101cbb067ccd27c5e50972002e53b6c08cf2071aa0","built_atomic","not_available","closed",FALSE,0,12.0349216461182,488669184,1800,8589934592,42949672960,492746799,2
"mv05d0_individual_raw_shard_resource_v1","SRA728025_SRS3454423",17873,421,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA728025_SRS3454423.rds",22245666,"05d982a8bf65e528d7fc946ae7820a00e326dfa4def51997ea7435092fc53892","89b4ae65ba3e4665d4ab2ab6ce0ead7c8481788fa0df6916f9abf32606a2aa97","SRA728025_SRS3454423__raw.rds",3478875,"dc0b2a458b96a4283b9d60b63a3b405ebee6c184787f7e3726e8d3ddc56bc2c7","built_atomic","not_available","closed",FALSE,0,11.6807026863098,455151616,1800,8589934592,42949672960,496225674,2
"mv05d0_individual_raw_shard_resource_v1","SRA728025_SRS3454424",20187,1228,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA728025_SRS3454424.rds",69184547,"834f515a6045588acde7c27cb5c8619df8e7a45f3b243193d5818812a0036378","85bc3c21510bba3a6d6c14ba3ad406e60a6a887f13f345c7b4a025c89ab62f83","SRA728025_SRS3454424__raw.rds",9838788,"9e671955e46849dbf3e05c0a2becd84762d20df76da19bb75c1456979a8b7757","built_atomic","not_available","closed",FALSE,0,25.6723036766052,689074176,1800,8589934592,42949672960,514982402,2
"mv05d0_individual_raw_shard_resource_v1","SRA728025_SRS3454425",18761,1710,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA728025_SRS3454425.rds",72329539,"4712653d7eafef6bf4d1d1543966a7eea9e24f382f117d1799c997cb18633375","34a98d7fddcf0f6b28984344b61a3e7698d90541f0b3e0f0a3998756f2b4e1a3","SRA728025_SRS3454425__raw.rds",8917940,"7f9d4617250e555a7b88ecc9710d255479fe63c7704b24b09bda78dd26d33a2b","built_atomic","not_available","closed",FALSE,0,23.6562256813049,655060992,1800,8589934592,42949672960,514982402,2
"mv05d0_individual_raw_shard_resource_v1","SRA728025_SRS3454426",19508,2009,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA728025_SRS3454426.rds",92767819,"ae731b7ef8b770f53dc675c7a9bb762e4856759385c368144439f2db167b74f1","94e46b10e3dc4c111b4bce9770a87e3eeffbbecc18b963eabbb1cf1147c66044","SRA728025_SRS3454426__raw.rds",11431913,"fa4987dc62ef0c451c2943a43e25f748401ab3560a8d3b15643c664c1d5a0003","built_atomic","not_available","closed",FALSE,0,30.728816986084,747118592,1800,8589934592,42949672960,533278444,2
"mv05d0_individual_raw_shard_resource_v1","SRA728025_SRS3454427",18522,1280,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA728025_SRS3454427.rds",53784905,"b910b91d5a7cf35236795695ce12d7e373de2badb77fbdd36580053b152a5e07","ed0faa252ac2c414d1ccebc17061054ce5572572d3ecb6872c2ff2c7c6610f07","SRA728025_SRS3454427__raw.rds",6864129,"5ec32339b8c8f8cbfacb224839dde1b5d66bc2a000eb085fe097f8907b877441","built_atomic","not_available","closed",FALSE,0,19.9258534908295,539881472,1800,8589934592,42949672960,521846531,2
"mv05d0_individual_raw_shard_resource_v1","SRA728025_SRS3454428",18580,1473,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA728025_SRS3454428.rds",62972564,"9b499b8020970b939f8c7e366366843fb0d223bb145290158cb44a80697fe38c","b011f0fef3e6030a58bca986711302553dc12c13a42ab049b56db55c04bc78fc","SRA728025_SRS3454428__raw.rds",7822747,"9850a0578885ebeead620433f40357058a141f8be7147fa83af52ca1819979c8","built_atomic","not_available","closed",FALSE,0,21.6861977577209,619601920,1800,8589934592,42949672960,541101191,2
"mv05d0_individual_raw_shard_resource_v1","SRA728025_SRS3454430",18907,2127,"9d1917e10f65e2d40261d74973eae633df1a7bf8223f90f99fea905d8836024e","SRA728025_SRS3454430.rds",85666404,"2759eefa53faebb2344c1ba07495da55224e705be239a99b5e0d8c23ead6f55f","d9d163c899dae1faff3dea46032974f65de458be9a706a75199a681dfbc8ab03","SRA728025_SRS3454430__raw.rds",9833492,"0b3ac602ffae98631ed8c003fb56d81ff58b5d014e97a4d7f90e0c73b946963a","built_atomic","not_available","closed",FALSE,0,26.246288061142,689651712,1800,8589934592,42949672960,554073362,2
