"contract_id","job_id","seed","sample_id","view_id","point_count","finite_h0_intervals","finite_h1_intervals","h0_mst_maximum_absolute_error","h0_mst_tolerance","h0_mst_passed","diagram_sha256","ph_cache_key","elapsed_seconds","peak_process_tree_rss_bytes","output_bytes","output_sha256","outcome_label_state","biological_outcomes_computed"
"mv07g_ph_metric_v1","cell_ph__20260806__SRA850958_SRS4386101",20260806,"SRA850958_SRS4386101","cell_topology_v1",384,383,432,0,4.34177816648126e-07,TRUE,"682d2c1f40b0573e4a20c332264448d9f94fdd8e704de2e54b86bd08d7b71a4f","mv07g_ph_record_v1:128933884f9ae0c70133382629c6905cd63464104ee0da8d7c9233bca8cf3729",1.61086201667786,98910208,32006,"a4cb7d7408828256c6962e2656e457f1c7944ef803ec5602d6144989ab4fb7f9","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260806__SRA850958_SRS4386113",20260806,"SRA850958_SRS4386113","cell_topology_v1",384,383,388,0,7.39862373273114e-07,TRUE,"9ecf7bb250b2fd284fcc798af02d352b3474bb08bf24b1935112dac7f85f8f81","mv07g_ph_record_v1:08a1494250d7982d1e84d0613931ce0bcbf76a60465f8538e6b3a65f318cc266",1.57473587989807,114102272,30466,"f2d15490dd438e4ed76e01f2bc0faa8d53aabd044ebe108332257944998c2c05","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260807__SRA701877_SRS3279688",20260807,"SRA701877_SRS3279688","cell_topology_v1",384,383,351,0,1.11690049592351e-06,TRUE,"8e878c5d3bc966fb453a5a66420aedecd10a51f2b5b21ef86de04bffd2d1ef39","mv07g_ph_record_v1:e3135b2a6c0fe247018a0869a289cdad9b2d7f9ff784fca4f02764cdbad9a8de",1.60943913459778,98598912,29171,"3af3629d9277b726bca16d3c161a6690a98d11e9beacda0d43ecc1e800be08d8","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260807__SRA701877_SRS3279695",20260807,"SRA701877_SRS3279695","cell_topology_v1",384,383,327,0,1.83093443632357e-06,TRUE,"f61f905a00fd0069505e2d99c78055e53a7221c4d1ee6e8dbb0c32758c6f4444","mv07g_ph_record_v1:b195a46e9d2f2dbcbdfd41077667e4e33734ebf981dee24f0acbae73651dec61",1.58005356788635,114266112,28331,"da508948509c552ba31808ebc0b4f5db305331b912508e7cb6e7a41c0ebe538e","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260807__SRA742961_SRS3565197",20260807,"SRA742961_SRS3565197","cell_topology_v1",384,383,377,0,8.80729664011708e-07,TRUE,"1bdc43712a410a586057ef0f4f4fe3f8ea1f6d1c886fc4ee519e767b1a475e82","mv07g_ph_record_v1:1d2352253902cdda25db9981ea7b78bb31ecc283e6a44abb94976818e1a092c3",1.57462620735168,98828288,30081,"9b074c7bc532ed2e9e3c894e9588c8b11ef319cd740f5b70e0b9e923cb5da0d0","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260807__SRA742961_SRS3565205",20260807,"SRA742961_SRS3565205","cell_topology_v1",384,383,380,0,8.81068424116338e-07,TRUE,"3112d1ff87aa1df2773acaa4a8786b61cafef6864522bd6cff1df0d8297095c3","mv07g_ph_record_v1:acbb80a7ae273c00e515285719a215a655f2dfc9cbac584eddf3df9b9e45f5a6",1.61389183998108,114208768,30186,"c596777d2b54f6389d121f109173bb7718e168af27cb79bbd00d3a15cacbd60f","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260807__SRA850958_SRS4386101",20260807,"SRA850958_SRS4386101","cell_topology_v1",384,383,380,0,4.39690144275341e-07,TRUE,"ae1fcbb9e6a42f41c5fde5fefdbf8f195c08d8c2012c01845e1f76cfc243d022","mv07g_ph_record_v1:2a88f94b6a250e30145dbb458d76d8f5007ce7e22cf3b0ac58466fdb8d3e0b6d",1.57163524627686,114114560,30186,"1591f812f658379518678dc1e8d9f5228332006883cf0771e817b67aa2bf8e43","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260807__SRA850958_SRS4386113",20260807,"SRA850958_SRS4386113","cell_topology_v1",384,383,353,0,7.72722318208241e-07,TRUE,"bb89247581bd90054c877265bd28f648dae010195a834cc39a7f51803330106a","mv07g_ph_record_v1:a39ae03639defc49401860c0b157c708d886d91181798b6014db37be72238c4c",1.6036012172699,114216960,29241,"018fa35729599b38841385132f30b37bfb81274a734b7d33b34b57c01415ebac","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260808__SRA701877_SRS3279688",20260808,"SRA701877_SRS3279688","cell_topology_v1",384,383,351,0,1.10231532814512e-06,TRUE,"24bd278122a8841b8a32cbec0a5e42d3d8f2fe36bef348fdcbe910e85afebb7b","mv07g_ph_record_v1:97518361c6d4498c6e002a173262b5fe4d426d01c7ce8688d8052b97215b1774",1.5767993927002,113975296,29171,"bc39ecfe05ff432e063d54af40cca75a08e6a420a05f7e156deeb930521d7d00","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260808__SRA701877_SRS3279695",20260808,"SRA701877_SRS3279695","cell_topology_v1",384,383,333,0,1.78934666013096e-06,TRUE,"3e90ac8976b57cc4f06824b1ebed36e99133b934fdcab56d5e0ff193b6ebeb4f","mv07g_ph_record_v1:c3396544cba05ac44d05f38037231627e2b4d7ee34f372a22022049ac0255707",1.59974813461304,114163712,28541,"dac773921dda6415ee73762638b873c35ddccbb29c806f78fbb29f30b2143195","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260808__SRA742961_SRS3565197",20260808,"SRA742961_SRS3565197","cell_topology_v1",384,383,436,0,9.43989511981674e-07,TRUE,"eb19373ccf4cfd51d86acaa56ab62454e9f98994a76c43cec2f371810be9b075","mv07g_ph_record_v1:ee1ef30c064a0b01dc14223f12169dfdba69273cd87fcc8c0408896fc8a6cd0d",1.58322691917419,114159616,32146,"02d949b4b4219f11e959b90098821aaef52489286965193074c556ff95320252","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260808__SRA742961_SRS3565205",20260808,"SRA742961_SRS3565205","cell_topology_v1",384,383,427,0,8.17015384432326e-07,TRUE,"663aced9b0fe034c45d34f4b6d56f5616b0f2cab0603eee3a27e3319f7dab24b","mv07g_ph_record_v1:12c02f9de86692d949ff90c9ca6fa0fa90f31c7bdeeb5fcd299b6a8742ca598f",1.57476258277893,98783232,31831,"20368f0e0887a7d581215e79255c160f8b99912312161fcd1d105c907c0037b7","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260808__SRA850958_SRS4386101",20260808,"SRA850958_SRS4386101","cell_topology_v1",384,383,429,0,5.14618225924361e-07,TRUE,"a6094b303493c40af62f260443a143a266ebb9811b942649e110277381ffe2b0","mv07g_ph_record_v1:98d9fbaf3051c232d008d6e06ef179bb2945bcbe9eac9c6395286ccc0f08eb8a",1.60375142097473,98598912,31901,"333ca1afcb4117162a1f690cc32f22b445600b1822c797cf3615f016ec941bbd","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260808__SRA850958_SRS4386113",20260808,"SRA850958_SRS4386113","cell_topology_v1",384,383,396,0,4.64600268358928e-07,TRUE,"0959d49232c46cf6152d71bb7cc9920c546b1c32321462437760d6dec937ed52","mv07g_ph_record_v1:ef4d7762263517f83a585c23009925cb2dbccfabe922814d551d0922b508f3b1",1.57219338417053,114159616,30746,"0c69e42cbdd708e54372da265f20979535fc07e46f9c966dd985fd572eb581fd","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260809__SRA701877_SRS3279688",20260809,"SRA701877_SRS3279688","cell_topology_v1",384,383,359,0,1.14777077801217e-06,TRUE,"abf0adb8970213141e1fc184686d7c90389b5c1d8a67c3ba533b7d74470b1422","mv07g_ph_record_v1:8df742794ffd347cd894ad3e7ad15053ade976a9507e0ce13e86746ebe343e62",1.85982847213745,105799680,29451,"afc5433f0e588f3913922d20e80e5b23ca6386035a7a154126aab8c0f1699b27","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260809__SRA701877_SRS3279695",20260809,"SRA701877_SRS3279695","cell_topology_v1",384,383,324,0,1.37160820096893e-06,TRUE,"cd5260494146850d065457eec9af2c4c7562919a41484cca8c2e912086d855c6","mv07g_ph_record_v1:35054d2b34186e16ee2908b67c8b00461eacb1e203e39a20f26bbdf0f13df8dc",1.8321840763092,114155520,28226,"b685a5b959d8941eee0771e4ba4fef8dbd4bec92e81ce7ebbf523315849df576","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260809__SRA742961_SRS3565197",20260809,"SRA742961_SRS3565197","cell_topology_v1",384,383,412,0,8.92733478182634e-07,TRUE,"a93890f1031bd4774274ca17d0f8d2cbdff1584edfe6c531a5249ce09b093c20","mv07g_ph_record_v1:fd6d6027aa1ea40c1c40ee5f5d5ea1984c874524ea9209b4bc4119dfd0edbbbb",1.60355710983276,98672640,31306,"67ee39a0a420bfe88ef8b06a40874641979e61fb54a8391c8310b3fd3e648f85","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260809__SRA742961_SRS3565205",20260809,"SRA742961_SRS3565205","cell_topology_v1",384,383,376,0,1.2318052329867e-06,TRUE,"d633c185f1dbc83436520c33ba09c0641db1bd769b6f740bed25530f6ed6009b","mv07g_ph_record_v1:aa6d63f05389a4dd6ba9ded06123980d42e3c00cd91af745176c276a167c3ee9",1.83419299125671,99479552,30046,"d95783933af4c16ef95579f25b6ba3424b954a9cc6b2aafb1d7534f350fb2dcf","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260809__SRA850958_SRS4386101",20260809,"SRA850958_SRS4386101","cell_topology_v1",384,383,416,0,4.29847248870302e-07,TRUE,"4e0b7be6ec0276028e78c67360b4901291606dab2153f36e5daba0a155977003","mv07g_ph_record_v1:9d595b7957f4910ce09fa412287d0e5713eabbbba72d0f6360b9860aca841a99",1.61023855209351,100237312,31446,"907927f60bd4e1dd82173f4b812dd7484d6221d651394010d2ad4ee99308824a","closed",FALSE
"mv07g_ph_metric_v1","cell_ph__20260809__SRA850958_SRS4386113",20260809,"SRA850958_SRS4386113","cell_topology_v1",384,383,365,0,7.49572844485142e-07,TRUE,"a93ccd3c2f48f8ffb82f123af04ba8306418a8f2b96c03a7eb9c54326cf70c0a","mv07g_ph_record_v1:bd738002e52157fe7b0904121f4c63a0c446ca908474eb810741aecbd9537a79",1.59171676635742,114147328,29661,"b1e949b331476d57b37b3087551f38a71c7d8c286ce6ceb8ec3fb822c3ad4920","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260805__SRA701877_SRS3279688",20260805,"SRA701877_SRS3279688","gene_topology_v1",500,499,1039,0,1.31581193281644e-07,TRUE,"ad918a57a2609e49c676d5e3850faaabe08fafb50ac191f125d3f43e13f99a8e","mv07g_ph_record_v1:eae56b7360e8e3872fa70b05ae4cc9512fd887b866e60e38ed9732ecdf53887c",1.85946869850159,98639872,57866,"4027d3f7c05ffa5508a0e5abc0fa1e447694036dd25a075d3f51d307749796c3","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260805__SRA701877_SRS3279695",20260805,"SRA701877_SRS3279695","gene_topology_v1",500,499,1109,0,1.31447838976121e-07,TRUE,"f0f980cd237f39df038e4babc01371be4abe6dbe634525605049da994b8a495c","mv07g_ph_record_v1:9164a0975a80815bdcc5a7c29c7b4a758598dd8d0018c07790f66d25d546f7d4",1.83274388313293,98615296,60386,"bb207b9e266cc6f1a109fbcddeeedd17a15a8ab5e8480c5537c1200a7eb689fb","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260805__SRA742961_SRS3565197",20260805,"SRA742961_SRS3565197","gene_topology_v1",500,499,1590,0,1.32131913366635e-07,TRUE,"4baddb34d7a34cd14d1fa01034fe41874617697a4d6f609ac3120cfc60ffe538","mv07g_ph_record_v1:4dac77995f49d8d82d9e87b157f4a876005ac004e88869ddcafefb0835181c6b",1.86248421669006,98734080,77702,"61814242334e7c1a6100603f52b67501316257b06e28eb1c6d80639633397b04","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260805__SRA742961_SRS3565205",20260805,"SRA742961_SRS3565205","gene_topology_v1",500,499,2020,0,1.3084057222455e-07,TRUE,"190f461dc5e6581a87d797097ca23692ced0d3f7ad0f42a3b753cb926508cc89","mv07g_ph_record_v1:6bcd1e92426cd9f6569bf60384750b70a587aba08a25cb884f7fce691f0254b9",2.371018409729,115970048,93182,"9a2b4567b2a0ddb482fd57fd71e2b6faa3a8c4e91196115a5f663d93690519a5","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260805__SRA850958_SRS4386101",20260805,"SRA850958_SRS4386101","gene_topology_v1",500,499,2616,0,1.322315524028e-07,TRUE,"781d28d82d6b6b29464083feeb9711183c4a4fbb2cf4cf666dbf0599a764e906","mv07g_ph_record_v1:25a1fb03eaefaa6625a2b19cd0458ab8f8b303b18a255a0a251fbdf92bf8ac15",2.8769371509552,118390784,114638,"987a424199bf319fd3c5ff0dd19bffd74701fe122225d20a639c6e7b1977144c","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260805__SRA850958_SRS4386113",20260805,"SRA850958_SRS4386113","gene_topology_v1",500,499,1935,0,1.31767370875525e-07,TRUE,"77e23437b8d7d680775bb65a679b88fc042b02519ce6bba6c27fdf3564f27baa","mv07g_ph_record_v1:da0fe44cd95f1b75c330d23771911d4fea5352e050a44d070abf2a8a6cceec4f",2.1064121723175,100605952,90122,"4f961418a959e1a95da65762a0742415ad1e2efe9e46a1609fc5521425d34e70","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260806__SRA701877_SRS3279688",20260806,"SRA701877_SRS3279688","gene_topology_v1",500,499,1031,0,1.314156467303e-07,TRUE,"0804ebec501163ae4d2cc8aa08fd9bc6a4afb46e216f65b530db440853f01743","mv07g_ph_record_v1:0ca23679bbe9c2e2e77f610d9fbf33b2c85cc5e46ef4cbcd626ff78a5feb1ccf",2.11472296714783,102952960,57578,"cb12ced79f87472357edb1a0d2a020d3874cadb026fc4e7f98e6735b25b88f28","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260806__SRA701877_SRS3279695",20260806,"SRA701877_SRS3279695","gene_topology_v1",500,499,998,0,1.32533112655994e-07,TRUE,"0fdc5044309de3f900289f2c7cd1ece0246ef7f950985cd4b81e403fde47e992","mv07g_ph_record_v1:1db9efb3bcfa7dcfc8d17eb359f04e856a2a8c9ef055f2f4c5decf9aa391bd2f",1.83553791046143,98717696,56390,"b5ced130e2c450fdf0ce937deee6ed0760654c95b2d084bcbfabd6c548cf741c","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260806__SRA742961_SRS3565197",20260806,"SRA742961_SRS3565197","gene_topology_v1",500,499,1676,0,1.31756132050034e-07,TRUE,"dd08b9e5bf35d74011e34e256e688a57d5030f3a080214ea5b8c82d4c22319d4","mv07g_ph_record_v1:20c891ab79b74c7a7ac25b8657d71035b0d7e5a5b3b974dcc7d126b8c810dc31",1.9884786605835,105963520,80798,"1a69450ecd99908b3627701f501f40f297c19e0d8cdd479f9f33cf500b1235c8","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260806__SRA742961_SRS3565205",20260806,"SRA742961_SRS3565205","gene_topology_v1",500,499,2175,0,1.31962278202368e-07,TRUE,"d8f0a240993aea211afdd81f4e8beefbf83fd6bb661d8eb64e681c14d8cf70c7","mv07g_ph_record_v1:55c4e2d70f74e0710cdc0349d83e27924d2f50b785d7046c1ba036e0af9adabb",2.37233996391296,121683968,98762,"023762eb327b8e8c35fbb549758dcfef3c80a619872075fdd2eefde95c96ab44","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260806__SRA850958_SRS4386101",20260806,"SRA850958_SRS4386101","gene_topology_v1",500,499,2595,0,1.31436459680155e-07,TRUE,"a199c3a055862ada5046aeb87c39abb67ee08714f84a5051b43035f5036717b0","mv07g_ph_record_v1:94c98da69ed17a7fe17e60eaa884a6ce53d298fc41a9572a3be3295bd49f8a65",2.91136002540588,134557696,113882,"6b28f8d7b574623c059db084ac2708f308e3e40de4a393387f97d24fab65d91e","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260806__SRA850958_SRS4386113",20260806,"SRA850958_SRS4386113","gene_topology_v1",500,499,1940,0,1.32692015809856e-07,TRUE,"d8250144718912e812b5641ab057498ff668b608ce58179ebd37e5a7f850e8bd","mv07g_ph_record_v1:d679675368ed757920481255c2d78f9dc594494542f317733cacd25b2ab5cb40",2.120285987854,98787328,90302,"d98ef9b59942b8a0475e9343e61787a1484c0fd269fccf23b94da771bd44c577","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260807__SRA701877_SRS3279688",20260807,"SRA701877_SRS3279688","gene_topology_v1",500,499,1051,0,1.31567697300644e-07,TRUE,"69fff022cdfbc42200eae33d54f954841e1009aab00114d81d455b06a73b2b6a","mv07g_ph_record_v1:fb88eb0bf0f76d4808a1d259304ea550fa641fefd5072d3cdf38663d92e24394",2.12764573097229,114806784,58298,"62f43b9db85ba7f49d0c27f2613ea57c73589b27da808e67fdcb9612e7261e10","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260807__SRA701877_SRS3279695",20260807,"SRA701877_SRS3279695","gene_topology_v1",500,499,1222,0,1.31157688933146e-07,TRUE,"60d0f59b3e0655ffa6bbffaab3491b9bf098dfaef5f522a7127ce4cb274f8503","mv07g_ph_record_v1:f1dc8b6bcdd39dce3a72a12c561e581330e94333909282bf5d35cab56fddbb9e",2.10849976539612,105824256,64454,"63739e300015c0855d13a8f0f90ea36907ea2fd18be24f1cfbfab4ac8587fb23","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260807__SRA742961_SRS3565197",20260807,"SRA742961_SRS3565197","gene_topology_v1",500,499,1576,0,1.31432692313122e-07,TRUE,"6527f3333369a61f72ff8857f9f3a12ef64f3a6584defeab88dea27691f01211","mv07g_ph_record_v1:0f50358bc7b417a03b387820909b2f00a7ced94c34ed9642500a10adcad7593c",2.13190317153931,115245056,77198,"8e2588a015f617a16a5045efb223c778fc3b5ab3809582c1630972701d0b4646","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260807__SRA742961_SRS3565205",20260807,"SRA742961_SRS3565205","gene_topology_v1",500,499,2116,0,1.30950804348624e-07,TRUE,"d794c439dad03d0cc81f88138de01d117937dfe8b8c14e9e7610ba2e9818c5ee","mv07g_ph_record_v1:859bdcd48effdd941ec2a01646dfc5886da24913be7db9af2e26111905cd6772",2.36771941184998,115142656,96638,"84c132728cdf56b7801f2b13a674bd335dae8cc0fed051a22c6245599f9feb4b","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260807__SRA850958_SRS4386101",20260807,"SRA850958_SRS4386101","gene_topology_v1",500,499,2635,0,1.31830267846782e-07,TRUE,"09352c818b4459b32a3de9eb14a492f9155c8b8799b572aef3e9850d4240dfc9","mv07g_ph_record_v1:af406bd4ff99e804248a93f8ffbdfab2dc1c762359cf75ac5dbf13ce5b95a3f5",3.1789243221283,116789248,115322,"4cc9b1d0c2ebdd3337b8c6e2a674226bd890584725d1090c303c5c0ae6d7cec1","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260807__SRA850958_SRS4386113",20260807,"SRA850958_SRS4386113","gene_topology_v1",500,499,1835,0,1.31263296183074e-07,TRUE,"cc1df3e09ee3bd4e9901082f71e95f17d902a4a23e51db52f7854c8e2f80c348","mv07g_ph_record_v1:6ee6754ca3e7e9e93a9cf487c5e6e65c36f2a74f7b141ba3883f3d0007c7d28f",2.10951638221741,105873408,86522,"2698b3ed152523226296757aaa7bd3c955b3035e5d9d124afab93fe97d4e5488","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260808__SRA701877_SRS3279688",20260808,"SRA701877_SRS3279688","gene_topology_v1",500,499,1026,0,1.32948639165056e-07,TRUE,"d34e3a2fd24473269e0d0e1d7829d2ebcb648eea46ee16ffb27aed3de77d9f6d","mv07g_ph_record_v1:5b81a62b14e4426e5e7011b4338ba00adf6e7861fe354bc080898c2dbd1cbc41",2.11873698234558,105734144,57398,"f47badce978b37234922dd87c9fb0b62e4c0f7bf6b98589dd9be318b159ce7f8","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260808__SRA701877_SRS3279695",20260808,"SRA701877_SRS3279695","gene_topology_v1",500,499,1044,0,1.31432153220948e-07,TRUE,"3b7880afdd75c244115e10d426d6e79874f199101634c611623cf03bb7e47cc0","mv07g_ph_record_v1:6aa2982d85c97533cb6a7e3885afe710d7d57db04c84be352233eea33d027e1c",2.11479043960571,104480768,58046,"0ab6b4a53503703a4f6fb00eb6b3777fa23524e2f3a33c182683e4ccc808229e","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260808__SRA742961_SRS3565197",20260808,"SRA742961_SRS3565197","gene_topology_v1",500,499,1642,0,1.31117121437852e-07,TRUE,"a8252bc9d2e2767edf8b1fda8bf154aeb0761db7e15b4b6e4fd8fc7cb6ee7b51","mv07g_ph_record_v1:1eebb9c0ce5663f4cf350fd1d087b5a0fe4dabf89c24da52c7ef7be0997d5a09",2.11607980728149,114769920,79574,"70d73fcb86445b876fc04b94118f33fe571cbc32f2afe8ccbfd005a9ab15d377","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260808__SRA742961_SRS3565205",20260808,"SRA742961_SRS3565205","gene_topology_v1",500,499,2020,0,1.31812329584745e-07,TRUE,"12aded42fde6d5801533edb7eac2e7477981209e2f6fb9baac02a4b335740f07","mv07g_ph_record_v1:e3084cd4230d83cdf9143a4663d7e051551a121246bc2f30a41c63d6134f2f5c",2.38220286369324,116502528,93182,"d77f525bfd69e5b6ac4423896140703eac2664c8b1dea25e600e0def2fc6d8d9","closed",FALSE
"mv07g_ph_metric_v1","gene_ph__20260808__SRA850958_SRS4386101",20260808,"SRA850958_SRS4386101","gene_topology_v1",500,499,2672,0,1.31376010359945e-07,TRUE,"e709df21440139ede288e8ff470a23a45a7c0dee3a76cc77f2cb2780b7d0496c","mv07g_ph_record_v1:a157d29aa07ab827111553f9a765895eaa585a4040be7b83f8a9f306dd37a970",3.1406455039978,157941760,116654,"8335385887fc936aeac5c7bf1b040c771c83858e0e21dc2fb3611e6ad73f51b2","closed",FALSE
