"contract_id","file_order","unit_order","unit_id","lane","read_role","read_index","file_name","file_uuid","file_version","file_size_bytes","file_sha256","file_crc32c","file_content_type","drs_uri","azul_download_url","mirror_uri","download_authorized"
"mv08h_exact_hca_fastq_manifest_v1","17","3","HCA_BM_003","3","R1","read1","MantonBM3_HiSeq_9_S3_L003_R1_001.fastq.gz","379a103c-2dc5-47b7-9a2e-5900c7231a57","2022-11-28T10:43:17.596000Z","1265334921","c75e21b3ae488d975788ab01069114dfa7a4468175489200cbca6928d732b268","ef791301","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_58260ce8-c3c6-4a57-b35a-db5a564f6d8a","https://service.azul.data.humancellatlas.org/repository/files/379a103c-2dc5-47b7-9a2e-5900c7231a57?catalog=dcp60&version=2022-11-28T10%3A43%3A17.596000Z","s3://humancellatlas/file/c75e21b3ae488d975788ab01069114dfa7a4468175489200cbca6928d732b268.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","18","3","HCA_BM_003","3","R2","read2","MantonBM3_HiSeq_9_S3_L003_R2_001.fastq.gz","c901329a-7cfe-4123-a452-5fed66798a60","2022-11-28T10:43:17.623000Z","3781657735","8c77932b1f293440fbbdb1f4ec2e4fe7692911efff6846042beb86a451b661cc","8229fc76","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_1a7222d4-060a-4e15-bfc6-c56fc6ec9fb5","https://service.azul.data.humancellatlas.org/repository/files/c901329a-7cfe-4123-a452-5fed66798a60?catalog=dcp60&version=2022-11-28T10%3A43%3A17.623000Z","s3://humancellatlas/file/8c77932b1f293440fbbdb1f4ec2e4fe7692911efff6846042beb86a451b661cc.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","19","4","HCA_BM_004","2","I1","index1","MantonBM4_HiSeq_9_S4_L002_I1_001.fastq.gz","c25c09a4-5311-4323-b964-b87e61e2937f","2022-11-28T10:43:17.640000Z","389838294","fb9b4c939e38700bccd065980c0c176b92416d92b5e616455d5c2650438c7f68","74d11aee","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_437bfbed-cbd5-4536-a8bf-b366201a2223","https://service.azul.data.humancellatlas.org/repository/files/c25c09a4-5311-4323-b964-b87e61e2937f?catalog=dcp60&version=2022-11-28T10%3A43%3A17.640000Z","s3://humancellatlas/file/fb9b4c939e38700bccd065980c0c176b92416d92b5e616455d5c2650438c7f68.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","20","4","HCA_BM_004","2","R1","read1","MantonBM4_HiSeq_9_S4_L002_R1_001.fastq.gz","f5c2b465-8309-4f2a-8eec-5d116742f624","2022-11-28T10:43:17.677000Z","1193541536","0111de6aaaecd59683b2d59f4fc9d8d41b494adbac88636fe8b97c0369bc5150","dbb4044c","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_85b862e9-755b-409c-9703-c5453089705c","https://service.azul.data.humancellatlas.org/repository/files/f5c2b465-8309-4f2a-8eec-5d116742f624?catalog=dcp60&version=2022-11-28T10%3A43%3A17.677000Z","s3://humancellatlas/file/0111de6aaaecd59683b2d59f4fc9d8d41b494adbac88636fe8b97c0369bc5150.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","21","4","HCA_BM_004","2","R2","read2","MantonBM4_HiSeq_9_S4_L002_R2_001.fastq.gz","1036fc45-4aca-474b-ab20-bf50cb0003a4","2022-11-28T10:43:17.740000Z","3606657273","ba73c3696b3da6d3a599d547854fb6b3c78b881ea2f85c10e109e7f95252614b","fe0b1ef1","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_489da839-4a91-4b2b-b351-4a64a000b06b","https://service.azul.data.humancellatlas.org/repository/files/1036fc45-4aca-474b-ab20-bf50cb0003a4?catalog=dcp60&version=2022-11-28T10%3A43%3A17.740000Z","s3://humancellatlas/file/ba73c3696b3da6d3a599d547854fb6b3c78b881ea2f85c10e109e7f95252614b.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","22","4","HCA_BM_004","3","I1","index1","MantonBM4_HiSeq_9_S4_L003_I1_001.fastq.gz","5fbd679c-cef9-462f-a0b8-efb30e0e73df","2022-11-28T10:43:17.776000Z","391602109","9ca636d1afa79d951003c2bdc9b22e8220ea37c83a2f7a7dfd3a9214aefdd63e","b05b6fc5","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_fc047633-2da0-4b7a-b03c-c26d77ffc05f","https://service.azul.data.humancellatlas.org/repository/files/5fbd679c-cef9-462f-a0b8-efb30e0e73df?catalog=dcp60&version=2022-11-28T10%3A43%3A17.776000Z","s3://humancellatlas/file/9ca636d1afa79d951003c2bdc9b22e8220ea37c83a2f7a7dfd3a9214aefdd63e.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","23","4","HCA_BM_004","3","R1","read1","MantonBM4_HiSeq_9_S4_L003_R1_001.fastq.gz","422f174e-ae6b-42e9-9b9c-c7300532a57b","2022-11-28T10:43:17.829000Z","1200850350","16c2fd695ca2d63d09b85805a8f86010381970661c9acf3516e1676e94c9117b","0f4bcd94","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_8f2ae7df-9537-4325-82c8-475994ff50cb","https://service.azul.data.humancellatlas.org/repository/files/422f174e-ae6b-42e9-9b9c-c7300532a57b?catalog=dcp60&version=2022-11-28T10%3A43%3A17.829000Z","s3://humancellatlas/file/16c2fd695ca2d63d09b85805a8f86010381970661c9acf3516e1676e94c9117b.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","24","4","HCA_BM_004","3","R2","read2","MantonBM4_HiSeq_9_S4_L003_R2_001.fastq.gz","f46b9c07-1f6b-4d30-828e-7cb155e5d1c1","2022-11-28T10:43:17.882000Z","3637836969","8c4efb3e5dfeacf05340e260231274c7d1e409360b71d6f5f78f99d39b89fbdb","34e60628","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_9164f0eb-2d84-48e1-8542-b8d96bb13e67","https://service.azul.data.humancellatlas.org/repository/files/f46b9c07-1f6b-4d30-828e-7cb155e5d1c1?catalog=dcp60&version=2022-11-28T10%3A43%3A17.882000Z","s3://humancellatlas/file/8c4efb3e5dfeacf05340e260231274c7d1e409360b71d6f5f78f99d39b89fbdb.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","25","5","HCA_BM_005","2","I1","index1","MantonBM5_HiSeq_9_S5_L002_I1_001.fastq.gz","b00a1331-c9cf-4804-b938-779e393cd788","2022-11-28T10:43:17.956000Z","396152033","37a0a0afa7c228a3f8b0a2841aed5f34f0886469621528ad776843a7dd13f6a9","92f9c06a","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_33938be2-9815-4db6-83a9-6a3e2a8e7eca","https://service.azul.data.humancellatlas.org/repository/files/b00a1331-c9cf-4804-b938-779e393cd788?catalog=dcp60&version=2022-11-28T10%3A43%3A17.956000Z","s3://humancellatlas/file/37a0a0afa7c228a3f8b0a2841aed5f34f0886469621528ad776843a7dd13f6a9.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","26","5","HCA_BM_005","2","R1","read1","MantonBM5_HiSeq_9_S5_L002_R1_001.fastq.gz","2d2687cb-8f13-4ec1-83f3-afd84cc546d7","2022-11-28T10:43:17.975000Z","1194435206","9097fd776f7c2fc57726b7d6dd7497999d7b215fd7fc62a6cff9bc252ed95371","45e0b355","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_51e90604-7a45-4ee6-a0f8-66b0baf8e7ab","https://service.azul.data.humancellatlas.org/repository/files/2d2687cb-8f13-4ec1-83f3-afd84cc546d7?catalog=dcp60&version=2022-11-28T10%3A43%3A17.975000Z","s3://humancellatlas/file/9097fd776f7c2fc57726b7d6dd7497999d7b215fd7fc62a6cff9bc252ed95371.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","27","5","HCA_BM_005","2","R2","read2","MantonBM5_HiSeq_9_S5_L002_R2_001.fastq.gz","324c1813-5f3e-4a88-9d4a-3ded0b253218","2022-11-28T10:43:17.992000Z","3586767164","06a63e1b293257119ab8fa412c260b72031e00694fa494afc87b05ffbafbe52b","9dd26bb8","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_861fba44-db9d-4dfe-9a88-7411ffca5ee9","https://service.azul.data.humancellatlas.org/repository/files/324c1813-5f3e-4a88-9d4a-3ded0b253218?catalog=dcp60&version=2022-11-28T10%3A43%3A17.992000Z","s3://humancellatlas/file/06a63e1b293257119ab8fa412c260b72031e00694fa494afc87b05ffbafbe52b.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","28","5","HCA_BM_005","3","I1","index1","MantonBM5_HiSeq_9_S5_L003_I1_001.fastq.gz","9274eddb-5c8f-4f1e-bb91-6ee1a60620e9","2022-11-28T10:43:18.015000Z","397193120","db3c41794d16f8436ae2d872e6c9958d8db8ae36c1659c690b6989f5c1627d0b","c659636b","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_31e06dd1-3149-4bc1-8c3e-6928ea9c684c","https://service.azul.data.humancellatlas.org/repository/files/9274eddb-5c8f-4f1e-bb91-6ee1a60620e9?catalog=dcp60&version=2022-11-28T10%3A43%3A18.015000Z","s3://humancellatlas/file/db3c41794d16f8436ae2d872e6c9958d8db8ae36c1659c690b6989f5c1627d0b.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","29","5","HCA_BM_005","3","R1","read1","MantonBM5_HiSeq_9_S5_L003_R1_001.fastq.gz","ae4e4cbe-dd33-4609-9502-c1b45f14db11","2022-11-28T10:43:18.037000Z","1200360313","11961a24959d7d9d07e6c9c5771e3dd98f5f5327bccafff2073f17f592621ea8","884a1d8f","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_b8b5901e-46fa-4c00-877c-ffddabb57725","https://service.azul.data.humancellatlas.org/repository/files/ae4e4cbe-dd33-4609-9502-c1b45f14db11?catalog=dcp60&version=2022-11-28T10%3A43%3A18.037000Z","s3://humancellatlas/file/11961a24959d7d9d07e6c9c5771e3dd98f5f5327bccafff2073f17f592621ea8.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","30","5","HCA_BM_005","3","R2","read2","MantonBM5_HiSeq_9_S5_L003_R2_001.fastq.gz","5137acae-1bff-47ff-a9f2-7d07b3a3d25a","2022-11-28T10:43:18.123000Z","3613443028","132ea586c08a7c5806b4d6e1c62f79954f64e7d70ebe7519755342f47d3bbfa8","f75d7b90","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_2160aea1-a38f-4140-956a-3920cfb78c79","https://service.azul.data.humancellatlas.org/repository/files/5137acae-1bff-47ff-a9f2-7d07b3a3d25a?catalog=dcp60&version=2022-11-28T10%3A43%3A18.123000Z","s3://humancellatlas/file/132ea586c08a7c5806b4d6e1c62f79954f64e7d70ebe7519755342f47d3bbfa8.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","31","6","HCA_BM_006","2","I1","index1","MantonBM6_HiSeq_9_S6_L002_I1_001.fastq.gz","d3bd7034-7f98-4c19-80a0-a2213371b6e7","2022-11-28T10:43:18.164000Z","397471687","6cc28106ae6e8181e90ce4bfba4637bd7e893b371ebe50ddfa374dd922bd4eef","e770aad8","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_0a6f7769-b932-4761-b5fc-9d17b769bed0","https://service.azul.data.humancellatlas.org/repository/files/d3bd7034-7f98-4c19-80a0-a2213371b6e7?catalog=dcp60&version=2022-11-28T10%3A43%3A18.164000Z","s3://humancellatlas/file/6cc28106ae6e8181e90ce4bfba4637bd7e893b371ebe50ddfa374dd922bd4eef.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","32","6","HCA_BM_006","2","R1","read1","MantonBM6_HiSeq_9_S6_L002_R1_001.fastq.gz","39044ff0-7b3b-4334-9d3a-e5ee065d2c29","2022-11-28T10:43:18.201000Z","1206188704","4f6b03abe7d36a7f73fa402153d4b0cb9b21aeaa4654779acc37e0de762e1db2","d638853f","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_d42e0da8-c162-4ba7-a281-68926a2d5866","https://service.azul.data.humancellatlas.org/repository/files/39044ff0-7b3b-4334-9d3a-e5ee065d2c29?catalog=dcp60&version=2022-11-28T10%3A43%3A18.201000Z","s3://humancellatlas/file/4f6b03abe7d36a7f73fa402153d4b0cb9b21aeaa4654779acc37e0de762e1db2.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","33","6","HCA_BM_006","2","R2","read2","MantonBM6_HiSeq_9_S6_L002_R2_001.fastq.gz","19169e6b-76cf-4549-b460-1964b3b2ed63","2022-11-28T10:43:18.220000Z","3625196396","b346a1cff1a318ae3ed9df8cfc037d66485971bcc51ab2c7ea38830edbdeb0a0","de1a6629","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_9a6625b3-9205-4acc-89ac-1ee74279d2e4","https://service.azul.data.humancellatlas.org/repository/files/19169e6b-76cf-4549-b460-1964b3b2ed63?catalog=dcp60&version=2022-11-28T10%3A43%3A18.220000Z","s3://humancellatlas/file/b346a1cff1a318ae3ed9df8cfc037d66485971bcc51ab2c7ea38830edbdeb0a0.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","34","6","HCA_BM_006","3","I1","index1","MantonBM6_HiSeq_9_S6_L003_I1_001.fastq.gz","b2a36ff4-829c-455e-9f14-4151912d924a","2022-11-28T10:43:18.260000Z","399021637","20fa7e79a23f8f4912f8eff4d000354e532fc7cc882432c4a2bcc260a35c8135","6d512858","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_3bb2449c-ef9d-4b58-a416-a2d6f77c397a","https://service.azul.data.humancellatlas.org/repository/files/b2a36ff4-829c-455e-9f14-4151912d924a?catalog=dcp60&version=2022-11-28T10%3A43%3A18.260000Z","s3://humancellatlas/file/20fa7e79a23f8f4912f8eff4d000354e532fc7cc882432c4a2bcc260a35c8135.sha256","TRUE"
