"contract_id","job_order","unit_id","dataset_scope","source_tier","fit_cells","disposition","exit_status","elapsed_seconds","peak_rss_bytes","elapsed_cap_seconds","rss_cap_bytes","cache_bytes","cache_sha256","worker_audit_sha256","stderr_bytes","stderr_class","worker_rows","all_required_geometry_valid","persistence_computed","landscapes_computed","clustering_computed","fusion_computed","outcome_label_state","biological_outcomes_computed","execution_source","attempt_number"
"mv08p_source_production_resource_v1",25,"SRA740174_SRS3548783","internal124","primary90",955,"completed",0,138.746556997299,1436971008,1800,12884901888,15641386,"10768e771d81dcde4694e205ce9e9d020e0a098239bedb474aa532c5ecc91302","7398ca5ad6bf8b6c74afe9015d1af94f18b454528a0abcff26a0828d394c87f1",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",26,"SRA779509_SRS3805264","internal124","primary90",979,"completed",0,126.386136054993,1167671296,1800,12884901888,15641386,"7294dbd052724aa6b56dffc7efc330169c609810b98533e573e3a23ed1630528","d6ff57ebecb1bf11a5a32355d726ad05d067c2c6fb0eb906142ce01f1250521e",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",27,"SRA850958_SRS4386101","internal124","added34",1015,"completed",0,112.283362150192,1254641664,1800,12884901888,15641386,"cb19422129c31239588244e28b612bb330129626108913ca85acaec36ee44050","419b2cc4ee3ea119f0f8b6232c22ff72ab9cf848ce8548fa5ff47e5a52d3d3d9",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",28,"SRA645804_SRS2823411","internal124","primary90",1031,"completed",0,162.423325300217,1763528704,1800,12884901888,15641386,"6268a0a455fa9abd15ffdfdf29b0f93345c1380dec9da8ddfe0efdcc7f81f898","292bc0e52ca6819e66990c718300d420f8adaab8d5c5b9e9b3901ba8267fe682",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",29,"SRA716608_SRS3391629","internal124","primary90",1043,"completed",0,186.588673591614,1472724992,1800,12884901888,15641386,"2dfa8e7bdbf67f6c1cde2a4282e27f98b0011a584366b89dca40eefa02118114","6a8c60126f0601bcb163ff1ede36bbecdee6539d47471b22fd0fa520bb5fe707",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",30,"SRA701877_SRS3279689","internal124","added34",1090,"completed",0,99.7049825191498,1802514432,1800,12884901888,15633706,"aba3090e8f2213f3a774ea920a90cc4b6cad02718821fac0b5bac867b0d23d78","4ad3a618b3bcbdbb2d1fe8eb47f2e2447a33a71fe291bde496186173774d4232",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",31,"SRA667709_SRS3065426","internal124","primary90",1118,"completed",0,153.463786363602,1812516864,1800,12884901888,15641386,"23fb59902494e3da996f03bbf5678e9ac7a294a045c6416452ce068b6837150a","05c691a67d3985a1937265358e6f8405bbfbbd3dee5ede04648f51794a007b60",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",32,"SRA779509_SRS3805261","internal124","primary90",1137,"completed",0,191.592947721481,1346297856,1800,12884901888,15641386,"09bb1c360dbc0d26b917f068ea237eb99b4d7e8b05f4323571d81edba949a7e7","86a4015f9ebe695c342360a0c2c5f3e409177673044026dcfde244a75cd734b8",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",33,"SRA550660_SRS2089635","internal124","primary90",1138,"completed",0,97.9950108528137,993521664,1800,12884901888,15633706,"4e6a23dbd48ad455928212d6d75b8d038ba4a825098e857f18600e63aae947a0","0bdbb3f63962b3a977a7291a78d26c7a50df6541003b945dddd1a138bdab8fb0",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",34,"SRA621638_SRS2610283","internal124","primary90",1177,"completed",0,158.275221824646,1503277056,1800,12884901888,15641386,"682abb721161e61f225eb203f9a4d698dbaff7a4b2aff3c9412396268cd4f00d","43e7f18e54d903a11276290b74e61412f6d922fb5c1754f4da813a35bf246f9e",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",35,"SRA550660_SRS2089638","internal124","primary90",1210,"completed",0,103.404581785202,1220214784,1800,12884901888,15633706,"80ebcb4db28f2bb0499e8acba429a3719cb4dc74fd9374b363e8c0a2458915c2","2e148ef14289359aaa5cdff6b9fb9d5ba921b9cf5f4b0f8d483d7c335303ccf7",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",36,"SRA728025_SRS3454424","internal124","primary90",1228,"completed",0,171.208291769028,1866903552,1800,12884901888,15641386,"ab312971f32e6818cb6a52cbbdd6f80884381b36302b484f418bfd9efd44552c","a37aee9b4983c07449461c7ac362d5fe2a82fd8dcb8dd07c8ae92758d4db9172",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",37,"SRA728025_SRS3454427","internal124","primary90",1280,"completed",0,179.875461578369,1723224064,1800,12884901888,15641386,"fcc771e9dd655471e8f911664a73c814765eeef575717a476e4d1b3d28b8f789","028b4bfb49b8da1bf7c45ab8c922c394459c76a0b8df4e4d67a563b04c4e95f1",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",38,"SRA667709_SRS3065428","internal124","primary90",1315,"completed",0,168.867913007736,2353930240,1800,12884901888,15641386,"63079d67e2afe35ecd882a6be36d6f80a66d7068f0610e8ffb368f168fe51580","33d62bb6fd33f5f4681c2475c2736e114ea2cecd634566ca0ac42406e5ffde07",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",39,"SRA667709_SRS3065431","internal124","primary90",1410,"completed",0,200.014766693115,2097172480,1800,12884901888,15641386,"793811c399bf85eeddea84100395bfbe1337c964f812f8d4d3ea8104fdefebc8","dc7c3eaf75ac89b695d955c4cdb0997f218da7961587201450dddb8c4f0f777f",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",40,"SRA728025_SRS3454428","internal124","primary90",1473,"completed",0,195.889436483383,1738776576,1800,12884901888,15641386,"6e281bae18ed8efeee443e6ca956a91d202fb8aa665e55494e559f046911022a","5bca13b0ad5c9b06ff76ed3698bc59e96ac0713dac353c16aa47f3eb759b9c73",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",41,"SRA667709_SRS3065430","internal124","primary90",1486,"completed",0,193.0069231987,2172833792,1800,12884901888,15641386,"f0e17d1583b7b0f3d2bbbdab992e9942922d8000fda4a6146421a314228a2273","778463ec7054e04b9fcd09c1ae18f33d17af144ab075a79deca44b5d003992c0",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",42,"SRA701877_SRS3279686","internal124","added34",1632,"completed",0,131.64050245285,2368827392,1800,12884901888,15633706,"45ed7f5f6c576ab52454ac51b57befda2d5a7bdc5e603f99c221a0648c0277c5","305d243ba1a9edbd60fe2a241cb2822f2b07b9499c70d9d0eec813db2eaafce8",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",43,"SRA701877_SRS3279691","internal124","added34",1640,"completed",0,150.879440546036,2290503680,1800,12884901888,15633706,"e0820b0c57df0ed4a79f29fc39d4ef6b988f0d2aef3ec052f3505a59995eb7c9","5c7a67a65953472a14c7a4be4e1690deb471083a427abc0c685283471a0dd5c4",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",44,"SRA826293_SRS4181124","internal124","primary90",1664,"completed",0,179.374079465866,2075594752,1800,12884901888,15641386,"32a7e1a2a4fe0dc06303b2612384e2a19db9859e970ef9cd897c5ab204c4cba7","7f865bd70b8941ead9618cd027754db1adb6812576f0061d59857eae1fe6cf38",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",45,"SRA728025_SRS3454425","internal124","primary90",1710,"completed",0,219.234423160553,2226679808,1800,12884901888,15641386,"f09d2c21be0f85b48a1bc0b321113d80da66885337a2360dc73b7514abdce99e","a7dda2c535ff3fa87448e24a562a2b50d98f605da7f9b73868060e329a54813e",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",46,"SRA716608_SRS3391633","internal124","primary90",1721,"completed",0,228.457325220108,1823469568,1800,12884901888,15641386,"598ef3ea2de8016bd06335b04fd0b0d437cf4b18d8690de72701c2861e146681","8a116eaf27e52b7efebc7e03ee0921bb1a7d6bd9f745624084d9f6f9b32498b2",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",47,"SRA667709_SRS3065429","internal124","primary90",1847,"completed",0,235.742755174637,3119333376,1800,12884901888,15641386,"1408c67e881119ebe55b247f3867c7f8b8be0cf3bf0751ff313c03e16a28429c","944e38c8330e8c481d8041f19261a2cefab0cd3a487b3cfa59685a4d91f831c1",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",48,"SRA701877_SRS3279684","internal124","added34",1885,"completed",0,153.144565343857,2313633792,1800,12884901888,15633706,"59c16841b434d64a687a3bea4523fe4c3888d66729b0c5d9740ee8d991bcb583","2e3370c3595e20d40a6518ce895897733e5a5b6a700ccbbcd4559df53aac94c8",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",49,"SRA749327_SRS3693910","internal124","primary90",1889,"completed",0,175.526183843613,2003574784,1800,12884901888,15641386,"781982a5f3ecb6c97117c6f5e10b80f0555495e70066fa2ba4df902b9b071b35","3aec551f3d7fad9e61bcbaf5ffa206ecb1eef163bace261ee3287e3eb6b62df7",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",50,"SRA667709_SRS3065427","internal124","primary90",1945,"completed",0,257.046498060226,3382730752,1800,12884901888,15641386,"376ffb56782181fb729ba20c065b269601cf1bd2961312ea73554a89cbeefb81","18040eac0fe8917cebdfe916d13a4b072d8b29a3dc97696e7f7100f79a52f71b",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",51,"SRA728025_SRS3454426","internal124","primary90",2009,"completed",0,225.064979076385,2732355584,1800,12884901888,15641386,"9d9371c2edcc6bf03ca43d6290074d732725266d98816b93f75837fb635d850a","8ffaf7953a270f2acb2fd7d47907d98d779cceb70476f4de28339dbd86955d0a",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",52,"SRA701877_SRS3279687","internal124","added34",2106,"completed",0,124.55580997467,2751270912,1800,12884901888,15633706,"cac9594c7d2ab6b80f4c47c4aeb5a1141881358fe18f43b8c5f633c5b9c7f08b","392b3088338db389482c5d57d770fe0017f21b48a8ec90426ed465b54c2884b4",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",53,"SRA779509_SRS3805251","internal124","primary90",2111,"completed",0,290.983897686005,2253438976,1800,12884901888,15641386,"c34688198afacfa2edb30ba2e00818a83f4865fb559f7e7415e3d26f43ee8a46","3200d7e57dfd972952dc1d4e9d452a772e78ab370351555f90d04228cdedcd5c",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",54,"SRA728025_SRS3454430","internal124","primary90",2127,"completed",0,278.417506217957,2674896896,1800,12884901888,15641386,"791853a71eaf8451eda90f25fb34e66c44eca96a71cf97771192bf69674e5d21","0a5e84e8d2569a9369965929f4c937f899d1aaef5d1769be7a13a227001effdf",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",55,"SRA701877_SRS3279690","internal124","added34",2157,"completed",0,166.110919475555,3309465600,1800,12884901888,15633706,"e74efd3a8e47bda432bf44c94829edf3531d5b55dd731aea280f610538ad7702","ca4bff23a79dc1e6013fcac217c360cebac8f98ffbb8b5951c83b0b64e31ad5e",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",56,"SRA701877_SRS3279694","internal124","added34",2213,"completed",0,135.619917392731,2369204224,1800,12884901888,15633706,"622f8689bf38c86e89eea97bcb2babaa45db21d94a9519d3ee1689caad8e108c","9ecff16cb6959c0a4ab7a42544a46dca7c501da4ab7c6eb607dc34ef1faecc70",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",57,"SRA826293_SRS4181126","internal124","primary90",2250,"completed",0,232.192088365555,2587746304,1800,12884901888,15641386,"148f8473c2002bc1cea080540f69d571e14834de318b9678a7c3afcf74b1442b","c1d3b33a479b8dc07273f464c75d772f3ddd66737342a1467c3249e934035c07",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",58,"SRA716608_SRS3391630","internal124","primary90",2284,"completed",0,249.975167989731,2604224512,1800,12884901888,15641386,"e3ff036e675931dd63a45ce05500f715dea55d16354e971c6590865ac6a16044","6a74365bdec8ecb3e3503b7bc7fdee9de0ce6909f8de52f0679a7415baaf3945",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",59,"SRA701877_SRS3279693","internal124","added34",2491,"completed",0,155.421478033066,2885357568,1800,12884901888,15633706,"c3b36ea36debe286c96c1a79750b3b6391299859a63539828d360b2dbd90713b","dac44862edf375be8b2ad74ad55bfd0c6c874a11c17058063e368ae52916852a",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
