"contract_id","run_role","unit_id","dataset_scope","seed","representation_id","panel_id","fit_cells","selected_cells","selected_cell_sha256","panel_genes","panel_sha256","values_finite","zero_variance_gene_count","minimum_gene_sd","correlation_chord_valid","matrix_sha256","distance_sha256","sct_seconds","sct_warning_count","sct_warning_sha256","residual_seconds","total_elapsed_seconds","persistence_computed","landscapes_computed","clustering_computed","fusion_computed","outcome_label_state","biological_outcomes_computed"
"mv08o_residual_source_sentinel_v1","primary","SRA728025_SRS3454422","internal124",20260806,"sct_data_all_qc_fit_selected384","exact500",484,384,"f75a8f6a64c71a581b53e25343d24b8e0f7206fddfc318b710e4cb1bba311a8c",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.0963425230808112,TRUE,"f5ad7027d51b22f2ea74d5f7a322f4897756401d7c279bdea51e57db807ae9ca","94f61f7fdf7e2c4827c9efd5281828f8137747fa9a15efa64dc483abb53df12e",104.174,1978,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.305000000000007,104.968,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA728025_SRS3454422","internal124",20260806,"sct_pearson_residual_all_qc_fit_selected384","exact500",484,384,"f75a8f6a64c71a581b53e25343d24b8e0f7206fddfc318b710e4cb1bba311a8c",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.589282264996607,TRUE,"fc126bc9c94056b76ce954917228ac158c897702ac278d0a3210b87f612bbd31","a4d055974100bd49932b73ef9496f6ad1db006aabac86dfa0f1ba412d1b3c86e",104.174,1978,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.305000000000007,105.11,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA728025_SRS3454422","internal124",20260807,"sct_data_all_qc_fit_selected384","exact500",484,384,"683e1b41d05eef3088fa14099ad18510e5ca8295ea51416c949e697cd8e673c3",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.108127984005504,TRUE,"21a0c2b8e403ab1ff1953a1f5bffe41b53a2611fe79bf3d7596969a275b0b889","b5bc3f6990f0a4167be54452e3395bb47c855031b9b829b043bcfeb3076964be",104.174,1978,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.305000000000007,105.233,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA728025_SRS3454422","internal124",20260807,"sct_pearson_residual_all_qc_fit_selected384","exact500",484,384,"683e1b41d05eef3088fa14099ad18510e5ca8295ea51416c949e697cd8e673c3",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.591642559708759,TRUE,"050271561301e898b87488b07166ba34348a98d90d6cb9a982f913d0f7cd0443","3f97e10014e08dbc1f7ca166991517e1bcbd80e537148e93feb30491e8a42f16",104.174,1978,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.305000000000007,105.376,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA728025_SRS3454422","internal124",20260808,"sct_data_all_qc_fit_selected384","exact500",484,384,"68378cfb44b78e18ea5f97ae0802b2a3f18b5d85efcff1f7de93a5b92ab216d7",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.102420887162365,TRUE,"062eec55850cd0183536aae4a68ea9d13f4d190a83f5eb6699b2e252637d1960","031681fd65c839a4b6972022c798b4ffc67a64dc9f8ff152e8574afa28c935e8",104.174,1978,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.305000000000007,105.5,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA728025_SRS3454422","internal124",20260808,"sct_pearson_residual_all_qc_fit_selected384","exact500",484,384,"68378cfb44b78e18ea5f97ae0802b2a3f18b5d85efcff1f7de93a5b92ab216d7",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.611390585241609,TRUE,"aabf31e6aab455e29dea0be322ab01431ccfd264d9ae74298bd48bfa84be9a0a","fa36edb75e1596f273a0943e1a6f5e5a56f3b778ccbd7bfe4782a3490f0fd60a",104.174,1978,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.305000000000007,105.644,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA728025_SRS3454422","internal124",20260809,"sct_data_all_qc_fit_selected384","exact500",484,384,"29558b1af0d5d054bb91814b8a7db3c02c0542d7b0738c2210f68c047511a371",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.108127984005504,TRUE,"70ecf3d4a3a203fad46a67fe396fee710704e37b606e0af23e125e9e88ced309","8e6c03a2037ce39c14bbd98b978c6d0f438eaf2a00248a7c210ef60ef9453514",104.174,1978,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.305000000000007,105.769,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA728025_SRS3454422","internal124",20260809,"sct_pearson_residual_all_qc_fit_selected384","exact500",484,384,"29558b1af0d5d054bb91814b8a7db3c02c0542d7b0738c2210f68c047511a371",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.605419681099171,TRUE,"04174e5f3709a5fc46a10191759b582717401ec98eec14a6c1d5865d33aa20c6","a6f519df477d6d002cddaffa9626e4b1428ad484ca96792df1d5fe25974c0a3d",104.174,1978,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.305000000000007,105.895,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA784242_SRS3822680","internal124",20260805,"sct_data_all_qc_fit_selected384","exact500",537,384,"6517864f6bae72cfbfe107f2c766ab104bc19f53f395b07870ac71800b7cd898",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.201897915560347,TRUE,"d3793a333753e32287b6e1d7f0c156b52dceca51b8d6038fdb3143ec3bff1eac","6f8d19b734a424f059017e6cbbad0c741b9cae865e3e656705e9863906e14460",88.147,854,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.682000000000002,89.05,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA784242_SRS3822680","internal124",20260805,"sct_pearson_residual_all_qc_fit_selected384","exact500",537,384,"6517864f6bae72cfbfe107f2c766ab104bc19f53f395b07870ac71800b7cd898",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.730716188751579,TRUE,"a7f1a13a883779b830f9b9daf9c7712366a0571073dbb37cd1ec41b8e1f5574f","0be86465c1bf0645dc4a2fd38e2ffb899def16f12d6f2ac88314372b347d9c12",88.147,854,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.682000000000002,89.187,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA784242_SRS3822680","internal124",20260806,"sct_data_all_qc_fit_selected384","exact500",537,384,"2eea33310e07ec5f9a6c646830802a6cde274f77c954016e570049137acfd2c1",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.226082390643142,TRUE,"e269ff637731924f64a3b91d3990020be28cc8794394774e90c428524c81f9de","5aa2abdf28283707c027fd989f39c3841d37c5cdea8c1eeece1e08c78aca8415",88.147,854,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.682000000000002,89.333,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA784242_SRS3822680","internal124",20260806,"sct_pearson_residual_all_qc_fit_selected384","exact500",537,384,"2eea33310e07ec5f9a6c646830802a6cde274f77c954016e570049137acfd2c1",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.731947910623197,TRUE,"190d91e6c72c81cc684dd201daa953a9dec2c24311f2d1f441e063088f02611a","3269bd6cdc6ea85111b14e846dab8b75975a7321c6595da94aadaedb6ac90be7",88.147,854,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.682000000000002,89.485,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA784242_SRS3822680","internal124",20260807,"sct_data_all_qc_fit_selected384","exact500",537,384,"acb80a194bea3cab4c7439b6841e577160f9ebb933340c5e6dbf29f4554db413",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.211241678398034,TRUE,"14fd10c9fc0cfd778c26ed26cfa525677702235c0cc2b3f0e8ee6de8a0bc32bf","24214c05973bca8bd4fc1bb653b27060c727112edddd2c071c178461bd48527a",88.147,854,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.682000000000002,89.626,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA784242_SRS3822680","internal124",20260807,"sct_pearson_residual_all_qc_fit_selected384","exact500",537,384,"acb80a194bea3cab4c7439b6841e577160f9ebb933340c5e6dbf29f4554db413",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.731437146586938,TRUE,"47c0756b81f2fd5c4085eabca84a9255334051c3640eba958a6834b09161f37a","9eda1855ca12e3e7b1f595bc30f0d7d2b78414969762984ba183936ed39ad937",88.147,854,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.682000000000002,89.778,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA784242_SRS3822680","internal124",20260808,"sct_data_all_qc_fit_selected384","exact500",537,384,"63d19bbca0b9a495feb6930a0ecc3960adcb79e5d3bf35b22d2ba5fbbec9ed77",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.213723459798468,TRUE,"5906fc9eb74f00671ad688787f3dc6c3599a06336fec7de06e82dbd64a4a0354","026ef647e4daea310fa54b36deb983d66242c741be97f6b1c2c77b1d79e2053d",88.147,854,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.682000000000002,89.92,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA784242_SRS3822680","internal124",20260808,"sct_pearson_residual_all_qc_fit_selected384","exact500",537,384,"63d19bbca0b9a495feb6930a0ecc3960adcb79e5d3bf35b22d2ba5fbbec9ed77",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.752637523569162,TRUE,"6bc603fb7486d3ecb41fcf13151942e161b69d50e513c81068e78324a1daded8","efe9379114740ed6160344784f4bbf57b33583428399341d2236ff77e2e4f5e9",88.147,854,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.682000000000002,90.05,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA784242_SRS3822680","internal124",20260809,"sct_data_all_qc_fit_selected384","exact500",537,384,"3ebed3cef061cc6c0276cffb0003b7dd24c49f577bdd4c7c645a2a28916b2eb6",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.241865234426361,TRUE,"01091a48e2bdc0dee792ce61c53b95af9babadc3147b45cb83f9cebdc2f375d2","dcace0751627d824738a82020b9f3ba356b68311b2f29fbaa14375492d4df2e2",88.147,854,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.682000000000002,90.176,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA784242_SRS3822680","internal124",20260809,"sct_pearson_residual_all_qc_fit_selected384","exact500",537,384,"3ebed3cef061cc6c0276cffb0003b7dd24c49f577bdd4c7c645a2a28916b2eb6",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.738595146393672,TRUE,"3ef53660ea1eaf8e6e0232103b837967ed95aa179fc9205efc64508182e7d40d","48d5267269063d4da8ab9cbda734c829076e7aa4aa05f72c37f19a53b8992ae6",88.147,854,"1f0ebe7383f6998116af92c3ccb0b6f66400c79cd62cc552284ecbfe1d89ea16",0.682000000000002,90.326,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA716608_SRS3391632","internal124",20260805,"sct_data_all_qc_fit_selected384","exact500",554,384,"8a82197ed4a86f36df8814491963a8570104cfb3c32f9f2181e83e9df97dc6f4",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.312009041509336,TRUE,"a71b8fc3b7e00a5c81cc2c82dea350fb5e81887add17b8f419c99f4b239387ea","87eb6613074567889697096dc8deba9f728caaabf3d1bb84194a33f28c86564d",73.305,512,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.311000000000007,74.234,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA716608_SRS3391632","internal124",20260805,"sct_pearson_residual_all_qc_fit_selected384","exact500",554,384,"8a82197ed4a86f36df8814491963a8570104cfb3c32f9f2181e83e9df97dc6f4",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.598314332845808,TRUE,"477632494081d0ff835cf98afa54c5b7a97dcfb9557c4dbf170b50990a500b39","dc2b4f5b91a3ff5b595e8c14955c4499d8303cd55492d40ee58e7950d5860df7",73.305,512,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.311000000000007,74.361,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA716608_SRS3391632","internal124",20260806,"sct_data_all_qc_fit_selected384","exact500",554,384,"84ab908a4b3a6fdd412e1b5b21b1bdc5f817946dbbdf5049d2e38558df181fb1",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.320139289610493,TRUE,"dc50316e9d5666d93ebe8285daed8feae2b4de323092545c65dfd096fae04d9e","ffd139204c0024f89832d64bb62dcda27f335bd2312d8944f608c8eb7084e74d",73.305,512,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.311000000000007,74.482,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA716608_SRS3391632","internal124",20260806,"sct_pearson_residual_all_qc_fit_selected384","exact500",554,384,"84ab908a4b3a6fdd412e1b5b21b1bdc5f817946dbbdf5049d2e38558df181fb1",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.617686997988498,TRUE,"38242e6092b2be8f083ed6da7689ccf0dd7fc11a3c8d6a691a4f0172240e8aeb","5e6b13f69b957d2336a248fd985b02ed664c3f3581e6a6fd62baadccbe655244",73.305,512,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.311000000000007,74.607,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA716608_SRS3391632","internal124",20260807,"sct_data_all_qc_fit_selected384","exact500",554,384,"bec73ac7224115cbdd0c975ec8103029bb7dce787a444c6390ef4235154cdac9",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.304524516052732,TRUE,"da4d98d703e718cb0c5a3e055e8198c2238da9520fd2078068b3152f9a8aadf0","6e8ac12854a12d3c2f96d8ad938fb85c4bbb952133f09387ada7eb91b806b538",73.305,512,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.311000000000007,74.728,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA716608_SRS3391632","internal124",20260807,"sct_pearson_residual_all_qc_fit_selected384","exact500",554,384,"bec73ac7224115cbdd0c975ec8103029bb7dce787a444c6390ef4235154cdac9",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.603074471374477,TRUE,"8c7376954e92e1a9991ba85e7218b0562b7462908eccdbaf362da8a8ce36b2a2","1a0051c09cf5e9bfcf35acd849e9f2919a98d01bf3f18eb7a3abe57153b3fad2",73.305,512,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.311000000000007,74.856,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA716608_SRS3391632","internal124",20260808,"sct_data_all_qc_fit_selected384","exact500",554,384,"c348f5413d4780ac2a68ce96f4258c04b879a545057570b2c67169ad4dc13d4d",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.325082862217837,TRUE,"0e88b102e9591ab4145a00119b3f74388ab068a3817b62b567c8f036e3e9ca8b","5ca59594589d14c629f5aa03fc15c1cf898809eb647cc288e09e70e74ec79c99",73.305,512,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.311000000000007,74.981,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
