"homology","level","filtration","value","level_label"
"H0",1,1.08000098823394,1.08000098823394,"λ1"
"H0",1,1.10077023800767,1.10077023800767,"λ1"
"H0",1,1.1215394877814,1.1215394877814,"λ1"
"H0",1,1.14230873755513,1.14230873755513,"λ1"
"H0",1,1.16307798732886,1.16307798732886,"λ1"
"H0",1,1.18384723710259,1.18384723710259,"λ1"
"H0",1,1.20461648687632,1.20461648687632,"λ1"
"H0",1,1.22538573665005,1.22538573665005,"λ1"
"H0",1,1.24615498642378,1.24615498642378,"λ1"
"H0",1,1.2669242361975,1.2669242361975,"λ1"
"H0",1,1.28769348597123,1.28769348597123,"λ1"
"H0",1,1.30846273574496,1.30846273574496,"λ1"
"H0",1,1.32923198551869,1.32923198551869,"λ1"
"H0",1,1.35000123529242,1.35000123529242,"λ1"
"H0",1,1.37077048506615,1.37077048506615,"λ1"
"H0",1,1.39153973483988,1.39153973483988,"λ1"
"H0",1,1.41230898461361,1.41230898461361,"λ1"
"H0",1,1.43307823438734,1.43307823438734,"λ1"
"H0",1,1.45384748416107,1.45384748416107,"λ1"
"H0",1,1.4746167339348,1.4746167339348,"λ1"
"H0",1,1.49538598370853,1.49538598370853,"λ1"
"H0",1,1.51615523348226,1.51615523348226,"λ1"
"H0",1,1.53692448325599,1.53692448325599,"λ1"
"H0",1,1.55769373302972,1.55769373302972,"λ1"
"H0",1,1.57846298280345,1.57846298280345,"λ1"
"H0",1,1.59923223257718,1.59923223257718,"λ1"
"H0",1,1.62000148235091,1.62000148235091,"λ1"
"H0",1,1.64077073212464,1.64077073212464,"λ1"
"H0",1,1.66153998189837,1.66153998189837,"λ1"
"H0",1,1.6823092316721,1.6823092316721,"λ1"
"H0",1,1.70307848144583,1.70307848144583,"λ1"
"H0",1,1.72384773121956,1.72384773121956,"λ1"
"H0",1,1.74461698099328,1.74461698099328,"λ1"
"H0",1,1.76538623076701,1.76538623076701,"λ1"
"H0",1,1.78615548054074,1.78615548054074,"λ1"
"H0",1,1.80692473031447,1.80692473031447,"λ1"
"H0",1,1.8276939800882,1.8276939800882,"λ1"
"H0",1,1.84846322986193,1.84846322986193,"λ1"
"H0",1,1.86923247963566,1.86923247963566,"λ1"
"H0",1,1.89000172940939,1.89000172940939,"λ1"
"H0",1,1.91077097918312,1.91077097918312,"λ1"
"H0",1,1.93154022895685,1.93154022895685,"λ1"
"H0",1,1.95230947873058,1.95230947873058,"λ1"
"H0",1,1.97307872850431,1.97307872850431,"λ1"
"H0",1,1.99384797827804,1.99384797827804,"λ1"
"H0",1,2.01461722805177,2.01461722805177,"λ1"
"H0",1,2.0353864778255,2.0353864778255,"λ1"
"H0",1,2.05615572759923,2.05615572759923,"λ1"
"H0",1,2.07692497737296,2.07692497737296,"λ1"
"H0",1,2.09769422714669,2.09769422714669,"λ1"
"H0",1,2.11846347692042,2.11846347692042,"λ1"
"H0",1,2.13923272669415,2.13923272669415,"λ1"
"H0",1,2.16000197646788,2.16000197646788,"λ1"
"H0",1,2.18077122624161,2.18077122624161,"λ1"
"H0",1,2.20154047601534,2.20154047601534,"λ1"
"H0",1,2.22230972578907,2.22230972578907,"λ1"
"H0",1,2.2430789755628,2.2430789755628,"λ1"
"H0",1,2.26384822533652,2.26384822533652,"λ1"
"H0",1,2.28461747511025,2.28461747511025,"λ1"
"H0",1,2.30538672488398,2.30538672488398,"λ1"
"H0",1,2.32615597465771,2.32615597465771,"λ1"
"H0",1,2.34692522443144,2.34692522443144,"λ1"
"H0",1,2.36769447420517,2.36769447420517,"λ1"
"H0",1,2.3884637239789,2.3884637239789,"λ1"
"H0",1,2.40923297375263,2.40923297375263,"λ1"
"H0",1,2.43000222352636,2.43000222352636,"λ1"
"H0",1,2.45077147330009,2.45077147330009,"λ1"
"H0",1,2.47154072307382,2.47154072307382,"λ1"
"H0",1,2.49230997284755,2.49230997284755,"λ1"
"H0",1,2.51307922262128,2.51307922262128,"λ1"
"H0",1,2.53384847239501,2.53384847239501,"λ1"
"H0",1,2.55461772216874,2.55461772216874,"λ1"
"H0",1,2.57538697194247,2.57538697194247,"λ1"
"H0",1,2.5961562217162,2.5961562217162,"λ1"
"H0",1,2.61692547148993,2.61692547148993,"λ1"
"H0",1,2.63769472126366,2.63769472126366,"λ1"
"H0",1,2.65846397103739,2.65846397103739,"λ1"
"H0",1,2.67923322081112,2.67923322081112,"λ1"
"H0",1,2.70000247058485,2.70000247058485,"λ1"
"H0",1,2.72077172035858,2.72077172035858,"λ1"
"H0",1,2.74154097013231,2.74154097013231,"λ1"
"H0",1,2.76231021990603,2.76231021990603,"λ1"
"H0",1,2.78307946967976,2.78307946967976,"λ1"
"H0",1,2.80384871945349,2.80384871945349,"λ1"
"H0",1,2.82461796922722,2.82461796922722,"λ1"
"H0",1,2.84538721900095,2.84538721900095,"λ1"
"H0",1,2.86615646877468,2.86615646877468,"λ1"
"H0",1,2.88692571854841,2.88692571854841,"λ1"
"H0",1,2.90769496832214,2.90769496832214,"λ1"
"H0",1,2.92846421809587,2.92846421809587,"λ1"
"H0",1,2.9492334678696,2.9492334678696,"λ1"
"H0",1,2.97000271764333,2.97000271764333,"λ1"
"H0",1,2.99077196741706,2.99077196741706,"λ1"
"H0",1,3.01154121719079,3.01154121719079,"λ1"
"H0",1,3.03231046696452,3.03231046696452,"λ1"
"H0",1,3.05307971673825,3.05307971673825,"λ1"
"H0",1,3.07384896651198,3.07384896651198,"λ1"
"H0",1,3.09461821628571,3.09461821628571,"λ1"
"H0",1,3.11538746605944,3.11538746605944,"λ1"
"H0",1,3.13615671583317,3.13615671583317,"λ1"
"H0",1,3.1569259656069,3.1569259656069,"λ1"
"H0",1,3.17769521538063,3.17769521538063,"λ1"
"H0",1,3.19846446515436,3.19846446515436,"λ1"
"H0",1,3.21923371492809,3.21923371492809,"λ1"
"H0",1,3.24000296470181,3.24000296470181,"λ1"
"H0",1,3.26077221447554,3.26077221447554,"λ1"
"H0",1,3.28154146424927,3.28154146424927,"λ1"
"H0",1,3.302310714023,3.302310714023,"λ1"
"H0",1,3.32307996379673,3.32307996379673,"λ1"
"H0",1,3.34384921357046,3.34384921357046,"λ1"
"H0",1,3.36461846334419,3.36461846334419,"λ1"
"H0",1,3.38538771311792,3.38538771311792,"λ1"
"H0",1,3.40615696289165,3.40615696289165,"λ1"
"H0",1,3.42692621266538,3.42692621266538,"λ1"
"H0",1,3.44769546243911,3.44769546243911,"λ1"
"H0",1,3.46846471221284,3.46846471221284,"λ1"
"H0",1,3.48923396198657,3.48923396198657,"λ1"
"H0",1,3.5100032117603,3.5100032117603,"λ1"
"H0",1,3.53077246153403,3.53077246153403,"λ1"
"H0",1,3.55154171130776,3.55154171130776,"λ1"
"H0",1,3.57231096108149,3.57231096108149,"λ1"
"H0",1,3.59308021085522,3.59308021085522,"λ1"
"H0",1,3.61384946062895,3.61384946062895,"λ1"
"H0",1,3.63461871040268,3.63461871040268,"λ1"
"H0",1,3.65538796017641,3.65538796017641,"λ1"
"H0",1,3.67615720995014,3.67615720995014,"λ1"
"H0",1,3.69692645972387,3.69692645972387,"λ1"
"H0",1,3.7176957094976,3.7176957094976,"λ1"
"H0",1,3.73846495927133,3.73846495927133,"λ1"
"H0",1,3.75923420904505,3.75923420904505,"λ1"
"H0",1,3.78000345881878,3.78000345881878,"λ1"
"H0",1,3.80077270859251,3.80077270859251,"λ1"
"H0",1,3.82154195836624,3.82154195836624,"λ1"
"H0",1,3.84231120813997,3.84231120813997,"λ1"
"H0",1,3.8630804579137,3.8630804579137,"λ1"
"H0",1,3.88384970768743,3.88384970768743,"λ1"
"H0",1,3.90461895746116,3.90461895746116,"λ1"
"H0",1,3.92538820723489,3.92538820723489,"λ1"
"H0",1,3.94615745700862,3.94615745700862,"λ1"
"H0",1,3.96692670678235,3.96692670678235,"λ1"
"H0",1,3.98769595655608,3.98769595655608,"λ1"
"H0",1,4.00846520632981,4.00846520632981,"λ1"
"H0",1,4.02923445610354,4.02923445610354,"λ1"
"H0",1,4.05000370587727,4.05000370587727,"λ1"
"H0",1,4.070772955651,4.070772955651,"λ1"
"H0",1,4.09154220542473,4.09154220542473,"λ1"
"H0",1,4.11231145519846,4.11231145519846,"λ1"
"H0",1,4.13308070497219,4.13308070497219,"λ1"
"H0",1,4.15384995474592,4.15384995474592,"λ1"
"H0",1,4.17461920451965,4.17461920451965,"λ1"
"H0",1,4.19538845429338,4.19538845429338,"λ1"
"H0",1,4.21615770406711,4.21615770406711,"λ1"
"H0",1,4.23692695384084,4.23692695384084,"λ1"
"H0",1,4.25769620361456,4.25769620361456,"λ1"
"H0",1,4.27846545338829,4.27846545338829,"λ1"
"H0",1,4.29923470316202,4.29923470316202,"λ1"
"H0",1,4.32000395293575,4.32000395293575,"λ1"
"H0",1,4.34077320270948,4.34077320270948,"λ1"
"H0",1,4.36154245248321,4.36154245248321,"λ1"
"H0",1,4.38231170225694,4.38231170225694,"λ1"
"H0",1,4.40308095203067,4.40308095203067,"λ1"
"H0",1,4.4238502018044,4.4238502018044,"λ1"
"H0",1,4.44461945157813,4.44461945157813,"λ1"
"H0",1,4.46538870135186,4.46538870135186,"λ1"
"H0",1,4.48615795112559,4.48615795112559,"λ1"
"H0",1,4.50692720089932,4.50692720089932,"λ1"
"H0",1,4.52769645067305,4.52769645067305,"λ1"
"H0",1,4.54846570044678,4.54846570044678,"λ1"
"H0",1,4.56923495022051,4.56923495022051,"λ1"
"H0",1,4.59000419999424,4.59000419999424,"λ1"
"H0",1,4.61077344976797,4.61077344976797,"λ1"
"H0",1,4.6315426995417,4.6315426995417,"λ1"
"H0",1,4.65231194931543,4.65231194931543,"λ1"
"H0",1,4.67308119908916,4.67308119908916,"λ1"
"H0",1,4.69385044886289,4.69385044886289,"λ1"
"H0",1,4.71461969863662,4.71461969863662,"λ1"
"H0",1,4.73538894841035,4.73538894841035,"λ1"
"H0",1,4.75615819818407,4.75615819818407,"λ1"
"H0",1,4.7769274479578,4.7769274479578,"λ1"
"H0",1,4.79769669773153,4.79769669773153,"λ1"
"H0",1,4.81846594750526,4.81846594750526,"λ1"
"H0",1,4.83923519727899,4.83923519727899,"λ1"
"H0",1,4.86000444705272,4.86000444705272,"λ1"
"H0",1,4.88077369682645,4.88077369682645,"λ1"
"H0",1,4.90154294660018,4.90154294660018,"λ1"
"H0",1,4.92231219637391,4.92231219637391,"λ1"
"H0",1,4.94308144614764,4.94308144614764,"λ1"
"H0",1,4.96385069592137,4.96385069592137,"λ1"
"H0",1,4.9846199456951,4.9846199456951,"λ1"
"H0",1,5.00538919546883,5.00538919546883,"λ1"
"H0",1,5.02615844524256,5.02615844524256,"λ1"
"H0",1,5.04692769501629,5.04692769501629,"λ1"
"H0",1,5.06769694479002,5.06769694479002,"λ1"
"H0",1,5.08846619456375,5.08846619456375,"λ1"
"H0",1,5.10923544433748,5.10923544433748,"λ1"
"H0",1,5.13000469411121,5.13000469411121,"λ1"
"H0",1,5.15077394388494,5.15077394388494,"λ1"
"H0",1,5.17154319365867,5.17154319365867,"λ1"
"H0",1,5.1923124434324,5.1923124434324,"λ1"
"H0",1,5.21308169320613,5.21308169320613,"λ1"
"H0",1,5.23385094297986,5.23385094297986,"λ1"
"H0",1,5.25462019275358,5.25462019275358,"λ1"
"H0",1,5.27538944252731,5.27538944252731,"λ1"
"H0",1,5.29615869230104,5.29615869230104,"λ1"
"H0",1,5.31692794207477,5.31692794207477,"λ1"
"H0",1,5.3376971918485,5.3376971918485,"λ1"
"H0",1,5.35846644162223,5.35846644162223,"λ1"
"H0",1,5.37923569139596,5.37923569139596,"λ1"
"H0",1,5.40000494116969,5.40000494116969,"λ1"
"H0",1,5.42077419094342,5.42077419094342,"λ1"
"H0",1,5.44154344071715,5.44154344071715,"λ1"
"H0",1,5.46231269049088,5.46231269049088,"λ1"
"H0",1,5.48308194026461,5.48308194026461,"λ1"
"H0",1,5.50385119003834,5.50385119003834,"λ1"
"H0",1,5.52462043981207,5.52462043981207,"λ1"
"H0",1,5.5453896895858,5.5453896895858,"λ1"
"H0",1,5.56615893935953,5.56615893935953,"λ1"
"H0",1,5.58692818913326,5.58207677010188,"λ1"
"H0",1,5.60769743890699,5.56130752032815,"λ1"
"H0",1,5.62846668868072,5.54053827055442,"λ1"
"H0",1,5.64923593845445,5.51976902078069,"λ1"
"H0",1,5.67000518822818,5.49899977100696,"λ1"
"H0",1,5.69077443800191,5.47823052123323,"λ1"
"H0",1,5.71154368777564,5.4574612714595,"λ1"
"H0",1,5.73231293754937,5.43669202168577,"λ1"
"H0",1,5.75308218732309,5.41592277191204,"λ1"
"H0",1,5.77385143709682,5.39515352213831,"λ1"
"H0",1,5.79462068687055,5.37438427236458,"λ1"
"H0",1,5.81538993664428,5.35361502259085,"λ1"
"H0",1,5.83615918641801,5.33284577281712,"λ1"
"H0",1,5.85692843619174,5.31207652304339,"λ1"
"H0",1,5.87769768596547,5.29130727326966,"λ1"
"H0",1,5.8984669357392,5.27053802349593,"λ1"
"H0",1,5.91923618551293,5.2497687737222,"λ1"
"H0",1,5.94000543528666,5.22899952394847,"λ1"
"H0",1,5.96077468506039,5.20823027417474,"λ1"
"H0",1,5.98154393483412,5.18746102440102,"λ1"
"H0",1,6.00231318460785,5.16669177462729,"λ1"
"H0",1,6.02308243438158,5.14592252485356,"λ1"
"H0",1,6.04385168415531,5.12515327507983,"λ1"
"H0",1,6.06462093392904,5.1043840253061,"λ1"
"H0",1,6.08539018370277,5.08361477553237,"λ1"
"H0",1,6.1061594334765,5.06284552575864,"λ1"
"H0",1,6.12692868325023,5.04207627598491,"λ1"
"H0",1,6.14769793302396,5.02130702621118,"λ1"
"H0",1,6.16846718279769,5.00053777643745,"λ1"
"H0",1,6.18923643257142,4.97976852666372,"λ1"
"H0",1,6.21000568234515,4.95899927688999,"λ1"
"H0",1,6.23077493211887,4.93823002711626,"λ1"
"H0",1,6.2515441818926,4.91746077734253,"λ1"
"H0",1,6.27231343166633,4.8966915275688,"λ1"
"H0",1,6.29308268144006,4.87592227779507,"λ1"
"H0",1,6.31385193121379,4.85515302802134,"λ1"
"H0",1,6.33462118098752,4.83438377824761,"λ1"
"H0",1,6.35539043076125,4.81361452847388,"λ1"
"H0",1,6.37615968053498,4.79284527870015,"λ1"
"H0",1,6.39692893030871,4.77207602892642,"λ1"
"H0",1,6.41769818008244,4.75130677915269,"λ1"
"H0",1,6.43846742985617,4.73053752937896,"λ1"
"H0",1,6.4592366796299,4.70976827960523,"λ1"
"H0",1,6.48000592940363,4.68899902983151,"λ1"
"H0",1,6.50077517917736,4.66822978005778,"λ1"
"H0",1,6.52154442895109,4.64746053028405,"λ1"
"H0",1,6.54231367872482,4.62669128051032,"λ1"
"H0",1,6.56308292849855,4.60592203073659,"λ1"
"H0",1,6.58385217827228,4.58515278096286,"λ1"
"H0",1,6.60462142804601,4.56438353118913,"λ1"
"H0",1,6.62539067781974,4.5436142814154,"λ1"
"H0",1,6.64615992759347,4.52284503164167,"λ1"
"H0",1,6.6669291773672,4.50207578186794,"λ1"
"H0",1,6.68769842714093,4.48130653209421,"λ1"
"H0",1,6.70846767691466,4.46053728232048,"λ1"
"H0",1,6.72923692668838,4.43976803254675,"λ1"
"H0",1,6.75000617646212,4.41899878277302,"λ1"
"H0",1,6.77077542623584,4.39822953299929,"λ1"
"H0",1,6.79154467600957,4.37746028322556,"λ1"
"H0",1,6.8123139257833,4.35669103345183,"λ1"
"H0",1,6.83308317555703,4.3359217836781,"λ1"
"H0",1,6.85385242533076,4.31515253390437,"λ1"
"H0",1,6.87462167510449,4.29438328413064,"λ1"
"H0",1,6.89539092487822,4.27361403435691,"λ1"
"H0",1,6.91616017465195,4.25284478458318,"λ1"
"H0",1,6.93692942442568,4.23207553480945,"λ1"
"H0",1,6.95769867419941,4.21130628503572,"λ1"
"H0",1,6.97846792397314,4.190537035262,"λ1"
"H0",1,6.99923717374687,4.16976778548826,"λ1"
"H0",1,7.0200064235206,4.14899853571454,"λ1"
"H0",1,7.04077567329433,4.12822928594081,"λ1"
"H0",1,7.06154492306806,4.10746003616708,"λ1"
"H0",1,7.08231417284179,4.08669078639335,"λ1"
"H0",1,7.10308342261552,4.06592153661962,"λ1"
"H0",1,7.12385267238925,4.04515228684589,"λ1"
"H0",1,7.14462192216298,4.02438303707216,"λ1"
"H0",1,7.16539117193671,4.00361378729843,"λ1"
"H0",1,7.18616042171044,3.9828445375247,"λ1"
"H0",1,7.20692967148417,3.96207528775097,"λ1"
"H0",1,7.2276989212579,3.94130603797724,"λ1"
"H0",1,7.24846817103163,3.92053678820351,"λ1"
"H0",1,7.26923742080535,3.89976753842978,"λ1"
"H0",1,7.29000667057908,3.87899828865605,"λ1"
"H0",1,7.31077592035281,3.85822903888232,"λ1"
"H0",1,7.33154517012654,3.83745978910859,"λ1"
"H0",1,7.35231441990027,3.81669053933486,"λ1"
"H0",1,7.373083669674,3.79592128956113,"λ1"
"H0",1,7.39385291944773,3.7751520397874,"λ1"
"H0",1,7.41462216922146,3.75438279001367,"λ1"
"H0",1,7.43539141899519,3.73361354023994,"λ1"
"H0",1,7.45616066876892,3.71284429046621,"λ1"
"H0",1,7.47692991854265,3.69207504069248,"λ1"
"H0",1,7.49769916831638,3.67130579091876,"λ1"
"H0",1,7.51846841809011,3.65053654114503,"λ1"
"H0",1,7.53923766786384,3.6297672913713,"λ1"
"H0",1,7.56000691763757,3.60899804159757,"λ1"
"H0",1,7.5807761674113,3.58822879182384,"λ1"
"H0",1,7.60154541718503,3.56745954205011,"λ1"
"H0",1,7.62231466695876,3.54669029227638,"λ1"
"H0",1,7.64308391673249,3.52592104250265,"λ1"
"H0",1,7.66385316650622,3.50515179272892,"λ1"
"H0",1,7.68462241627995,3.48438254295519,"λ1"
"H0",1,7.70539166605368,3.46361329318146,"λ1"
"H0",1,7.72616091582741,3.44284404340773,"λ1"
"H0",1,7.74693016560113,3.422074793634,"λ1"
"H0",1,7.76769941537486,3.40130554386027,"λ1"
"H0",1,7.78846866514859,3.38053629408654,"λ1"
"H0",1,7.80923791492232,3.35976704431281,"λ1"
"H0",1,7.83000716469605,3.33899779453908,"λ1"
"H0",1,7.85077641446978,3.31822854476535,"λ1"
"H0",1,7.87154566424351,3.29745929499162,"λ1"
"H0",1,7.89231491401724,3.27669004521789,"λ1"
"H0",1,7.91308416379097,3.25592079544416,"λ1"
"H0",1,7.9338534135647,3.23515154567043,"λ1"
"H0",1,7.95462266333843,3.2143822958967,"λ1"
"H0",1,7.97539191311216,3.19361304612297,"λ1"
"H0",1,7.99616116288589,3.17284379634925,"λ1"
"H0",1,8.01693041265962,3.15207454657552,"λ1"
"H0",1,8.03769966243335,3.13130529680179,"λ1"
"H0",1,8.05846891220708,3.11053604702806,"λ1"
"H0",1,8.07923816198081,3.08976679725433,"λ1"
"H0",1,8.10000741175454,3.0689975474806,"λ1"
"H0",1,8.12077666152827,3.04822829770687,"λ1"
"H0",1,8.141545911302,3.02745904793314,"λ1"
"H0",1,8.16231516107573,3.00668979815941,"λ1"
"H0",1,8.18308441084946,2.98592054838568,"λ1"
"H0",1,8.20385366062319,2.96515129861195,"λ1"
"H0",1,8.22462291039692,2.94438204883822,"λ1"
"H0",1,8.24539216017065,2.92361279906449,"λ1"
"H0",1,8.26616140994437,2.90284354929076,"λ1"
"H0",1,8.2869306597181,2.88207429951703,"λ1"
"H0",1,8.30769990949183,2.8613050497433,"λ1"
"H0",1,8.32846915926556,2.84053579996957,"λ1"
"H0",1,8.34923840903929,2.81976655019584,"λ1"
"H0",1,8.37000765881302,2.79899730042211,"λ1"
"H0",1,8.39077690858675,2.77822805064838,"λ1"
"H0",1,8.41154615836048,2.75745880087465,"λ1"
"H0",1,8.43231540813421,2.73668955110092,"λ1"
"H0",1,8.45308465790794,2.71592030132719,"λ1"
"H0",1,8.47385390768167,2.69515105155346,"λ1"
"H0",1,8.4946231574554,2.67438180177973,"λ1"
"H0",1,8.51539240722913,2.65361255200601,"λ1"
"H0",1,8.53616165700286,2.63284330223228,"λ1"
"H0",1,8.55693090677659,2.61207405245855,"λ1"
"H0",1,8.57770015655032,2.59130480268482,"λ1"
"H0",1,8.59846940632405,2.57053555291109,"λ1"
"H0",1,8.61923865609778,2.54976630313736,"λ1"
"H0",1,8.64000790587151,2.52899705336363,"λ1"
"H0",1,8.66077715564524,2.5082278035899,"λ1"
"H0",1,8.68154640541897,2.48745855381617,"λ1"
"H0",1,8.7023156551927,2.46668930404244,"λ1"
"H0",1,8.72308490496643,2.44592005426871,"λ1"
"H0",1,8.74385415474016,2.42515080449498,"λ1"
"H0",1,8.76462340451388,2.40438155472125,"λ1"
"H0",1,8.78539265428761,2.38361230494752,"λ1"
"H0",1,8.80616190406134,2.36284305517379,"λ1"
"H0",1,8.82693115383507,2.34207380540006,"λ1"
"H0",1,8.8477004036088,2.32130455562633,"λ1"
"H0",1,8.86846965338253,2.3005353058526,"λ1"
"H0",1,8.88923890315626,2.27976605607887,"λ1"
"H0",1,8.91000815292999,2.25899680630514,"λ1"
"H0",1,8.93077740270372,2.23822755653141,"λ1"
"H0",1,8.95154665247745,2.21745830675768,"λ1"
"H0",1,8.97231590225118,2.19668905698395,"λ1"
"H0",1,8.99308515202491,2.17591980721022,"λ1"
"H0",1,9.01385440179864,2.1551505574365,"λ1"
"H0",1,9.03462365157237,2.13438130766277,"λ1"
"H0",1,9.0553929013461,2.11361205788904,"λ1"
"H0",1,9.07616215111983,2.09284280811531,"λ1"
"H0",1,9.09693140089356,2.07207355834158,"λ1"
"H0",1,9.11770065066729,2.05130430856785,"λ1"
"H0",1,9.13846990044102,2.03053505879412,"λ1"
"H0",1,9.15923915021475,2.00976580902039,"λ1"
"H0",1,9.18000839998848,1.98899655924666,"λ1"
"H0",1,9.20077764976221,1.96822730947293,"λ1"
"H0",1,9.22154689953594,1.9474580596992,"λ1"
"H0",1,9.24231614930967,1.92668880992547,"λ1"
"H0",1,9.26308539908339,1.90591956015174,"λ1"
"H0",1,9.28385464885712,1.88515031037801,"λ1"
"H0",1,9.30462389863085,1.86438106060428,"λ1"
"H0",1,9.32539314840458,1.84361181083055,"λ1"
"H0",1,9.34616239817831,1.82284256105682,"λ1"
"H0",1,9.36693164795204,1.80207331128309,"λ1"
"H0",1,9.38770089772577,1.78130406150936,"λ1"
"H0",1,9.4084701474995,1.76053481173563,"λ1"
"H0",1,9.42923939727323,1.7397655619619,"λ1"
"H0",1,9.45000864704696,1.71899631218817,"λ1"
"H0",1,9.47077789682069,1.69822706241444,"λ1"
"H0",1,9.49154714659442,1.67745781264072,"λ1"
"H0",1,9.51231639636815,1.65668856286699,"λ1"
"H0",1,9.53308564614188,1.63591931309326,"λ1"
"H0",1,9.55385489591561,1.61515006331953,"λ1"
"H0",1,9.57462414568934,1.5943808135458,"λ1"
"H0",1,9.59539339546307,1.57361156377207,"λ1"
"H0",1,9.6161626452368,1.55284231399834,"λ1"
"H0",1,9.63693189501053,1.53207306422461,"λ1"
"H0",1,9.65770114478426,1.51130381445088,"λ1"
"H0",1,9.67847039455799,1.49053456467715,"λ1"
"H0",1,9.69923964433172,1.46976531490342,"λ1"
"H0",1,9.72000889410545,1.44899606512969,"λ1"
"H0",1,9.74077814387917,1.42822681535596,"λ1"
"H0",1,9.7615473936529,1.40745756558223,"λ1"
"H0",1,9.78231664342663,1.3866883158085,"λ1"
"H0",1,9.80308589320036,1.36591906603477,"λ1"
"H0",1,9.82385514297409,1.34514981626104,"λ1"
"H0",1,9.84462439274782,1.32438056648731,"λ1"
"H0",1,9.86539364252155,1.30361131671358,"λ1"
"H0",1,9.88616289229528,1.28284206693985,"λ1"
"H0",1,9.90693214206901,1.26207281716612,"λ1"
"H0",1,9.92770139184274,1.24130356739239,"λ1"
"H0",1,9.94847064161647,1.22053431761866,"λ1"
"H0",1,9.9692398913902,1.19976506784493,"λ1"
"H0",1,9.99000914116393,1.17899581807121,"λ1"
"H0",1,10.0107783909377,1.15822656829748,"λ1"
"H0",1,10.0315476407114,1.13745731852375,"λ1"
"H0",1,10.0523168904851,1.11668806875002,"λ1"
"H0",1,10.0730861402588,1.09591881897629,"λ1"
"H0",1,10.0938553900326,1.07514956920256,"λ1"
"H0",1,10.1146246398063,1.05438031942883,"λ1"
"H0",1,10.13539388958,1.0336110696551,"λ1"
"H0",1,10.1561631393538,1.01284181988137,"λ1"
"H0",1,10.1769323891275,0.99207257010764,"λ1"
"H0",1,10.1977016389012,0.971303320333909,"λ1"
"H0",1,10.218470888675,0.950534070560179,"λ1"
"H0",1,10.2392401384487,0.929764820786451,"λ1"
"H0",1,10.2600093882224,0.908995571012721,"λ1"
"H0",1,10.2807786379961,0.88822632123899,"λ1"
"H0",1,10.3015478877699,0.867457071465262,"λ1"
"H0",1,10.3223171375436,0.846687821691532,"λ1"
"H0",1,10.3430863873173,0.825918571917802,"λ1"
