"contract_id","representation_id","k","mean_stability","jackknife_se","pair_count","selected_k","one_se_threshold","representation"
"mv07j_complete_stability_curve_v1","gene_H0",6,0.648149357828913,0.0626843482802346,10,2,0.895149138210808,"Gene H0"
"mv07j_complete_stability_curve_v1","gene_H0",7,0.664864955598666,0.0558130972531409,10,2,0.895149138210808,"Gene H0"
"mv07j_complete_stability_curve_v1","gene_H0",8,0.59257080898352,0.0526053034451562,10,2,0.895149138210808,"Gene H0"
"mv07j_complete_stability_curve_v1","gene_H0",9,0.605026168784748,0.0493348915184374,10,2,0.895149138210808,"Gene H0"
"mv07j_complete_stability_curve_v1","gene_H0",10,0.619653240594724,0.0581320466406225,10,2,0.895149138210808,"Gene H0"
"mv07j_complete_stability_curve_v1","gene_H1",2,0.83384157161794,0.0616937161051118,10,2,0.772147855512828,"Gene H1"
"mv07j_complete_stability_curve_v1","gene_H1",3,0.722243767838088,0.043545818456956,10,2,0.772147855512828,"Gene H1"
"mv07j_complete_stability_curve_v1","gene_H1",4,0.578384616994386,0.0536930598565821,10,2,0.772147855512828,"Gene H1"
"mv07j_complete_stability_curve_v1","gene_H1",5,0.542830061986131,0.0291669735565503,10,2,0.772147855512828,"Gene H1"
"mv07j_complete_stability_curve_v1","gene_H1",6,0.579971459029796,0.0386923645098391,10,2,0.772147855512828,"Gene H1"
"mv07j_complete_stability_curve_v1","gene_H1",7,0.474072054312206,0.060339489573286,10,2,0.772147855512828,"Gene H1"
"mv07j_complete_stability_curve_v1","gene_H1",8,0.4444774619388,0.0456888015095581,10,2,0.772147855512828,"Gene H1"
"mv07j_complete_stability_curve_v1","gene_H1",9,0.443925469933082,0.0457744037625983,10,2,0.772147855512828,"Gene H1"
"mv07j_complete_stability_curve_v1","gene_H1",10,0.444626701914322,0.0414881775653644,10,2,0.772147855512828,"Gene H1"
"mv07j_complete_stability_curve_v1","gene_H0_H1_secondary",2,0.910267726666893,0.0151185884560846,10,2,0.895149138210808,"Gene H0+H1 (secondary)"
"mv07j_complete_stability_curve_v1","gene_H0_H1_secondary",3,0.80206611715616,0.0280911216943488,10,2,0.895149138210808,"Gene H0+H1 (secondary)"
"mv07j_complete_stability_curve_v1","gene_H0_H1_secondary",4,0.764268125390714,0.0391929820160076,10,2,0.895149138210808,"Gene H0+H1 (secondary)"
"mv07j_complete_stability_curve_v1","gene_H0_H1_secondary",5,0.75054717335714,0.0397027058495512,10,2,0.895149138210808,"Gene H0+H1 (secondary)"
"mv07j_complete_stability_curve_v1","gene_H0_H1_secondary",6,0.648149357828913,0.0626843482802346,10,2,0.895149138210808,"Gene H0+H1 (secondary)"
"mv07j_complete_stability_curve_v1","gene_H0_H1_secondary",7,0.664864955598666,0.0558130972531409,10,2,0.895149138210808,"Gene H0+H1 (secondary)"
"mv07j_complete_stability_curve_v1","gene_H0_H1_secondary",8,0.588686131037479,0.046713345781068,10,2,0.895149138210808,"Gene H0+H1 (secondary)"
"mv07j_complete_stability_curve_v1","gene_H0_H1_secondary",9,0.594783967462083,0.0397787964043836,10,2,0.895149138210808,"Gene H0+H1 (secondary)"
"mv07j_complete_stability_curve_v1","gene_H0_H1_secondary",10,0.608561638760739,0.0480291527775652,10,2,0.895149138210808,"Gene H0+H1 (secondary)"
