"contract_id","evaluation_unit_id","execution_order","endpoint_id","population_id","label_axis","stack_id","homology_dimension","method_id","method_role","selected_k","metric_id","partition_group_sha256","expected_seeds","expected_samples_per_seed","cluster_metadata_join_executed","association_computed","method_selection_executed"
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:eb8bb9d8a551e5bfb144fcae80776ddecfd50d825f0dc26560fcba8a3fe6d8e0",35,"full124_descriptive__tissue","full124_descriptive","tissue","allqc_residual_exact500","H1","hclust_complete_v1","sensitivity",3,"adjusted_rand_index","43c213d40b3e25de9b17df3cc6e58f2dd37eb6916c7a3735dacd7c4fb57f3afa",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:3880a0b419e5b2dbc51f24839eda1a043ad9e96dfa786bad2d91045936dc779d",36,"full124_descriptive__tissue","full124_descriptive","tissue","allqc_residual_exact500","H1","hclust_complete_v1","sensitivity",3,"normalized_mutual_information_max","43c213d40b3e25de9b17df3cc6e58f2dd37eb6916c7a3735dacd7c4fb57f3afa",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:ad79c68796eb32cec30c097601bcf44df512328424b6369679c18cfc528323b8",37,"full124_descriptive__tissue","full124_descriptive","tissue","allqc_residual_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"adjusted_rand_index","ab65a6f1919484837c43bb59a50b7fd9bd439d38a17d33093cb139991ae91011",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:211fd5f7580aac75d349db7732e634df17cc36e9a5f5c631f9f21c12756e9b1d",38,"full124_descriptive__tissue","full124_descriptive","tissue","allqc_residual_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"normalized_mutual_information_max","ab65a6f1919484837c43bb59a50b7fd9bd439d38a17d33093cb139991ae91011",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:81a3005a080065788cafa8d6deae3ce9f83cbef7b884988dd9834fb43cb9e68a",39,"full124_descriptive__tissue","full124_descriptive","tissue","allqc_residual_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"adjusted_rand_index","e280ac74ef3f5321af7332c244408a5013a6d7ac90170511acff43fc5166a778",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:eb55a97c4c1a4d949a3dd494e31caf069563784417a5ec6f41753be3c3d45725",40,"full124_descriptive__tissue","full124_descriptive","tissue","allqc_residual_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"normalized_mutual_information_max","e280ac74ef3f5321af7332c244408a5013a6d7ac90170511acff43fc5166a778",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:4ad27e3a7dc99f244157edd25a2b6293c64ae7a620e30bf96ed2a86710e372da",41,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index","dc16f3d5a083249b9751c49a45b3fc993081b7335e9c34f818216beb064569b7",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:4056dce7bf6f667e91ecb4d7839c810e23de91a9ceff0c825557ab566399bc7c",42,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max","dc16f3d5a083249b9751c49a45b3fc993081b7335e9c34f818216beb064569b7",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:7bf6a3e627ecb4e362942935512c987f216c1dd1e2ac13880881bcfd059b1b45",43,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index","5b560413807886c6b11cbb58b893c5862cba7bf32a22667514725d01280e7895",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:398f40bf9fa8e793f01db5ff2de256fbdc5b23252bd94ef0db12205b27881d59",44,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max","5b560413807886c6b11cbb58b893c5862cba7bf32a22667514725d01280e7895",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:c7cd38f96bc2d5a7da460fe0712862359ae455169c69be6085d8757504db6e43",45,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H0","hclust_complete_v1","sensitivity",2,"adjusted_rand_index","5583d7bbfcda751d7d69630ab8896eda591439cf3e4d8e6113be13375009f94a",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:af2fed9259224138e84f734de8de5309ed84a2fb271b3dcc82a9d7999cdaf3bd",46,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H0","hclust_complete_v1","sensitivity",2,"normalized_mutual_information_max","5583d7bbfcda751d7d69630ab8896eda591439cf3e4d8e6113be13375009f94a",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:ebff6c005ddf76ef781a8744be268930beb20b7e11d6fed5cbc7707c401a2605",47,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"adjusted_rand_index","22b9f359eb71c49f89e1a408cb38b08485b5c482d84bd7e874fe3f87b19295c6",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:360693d9982113d1d9c462dd3ddeaedf20bad3dde7ee9d730fcfbe366f2e1984",48,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"normalized_mutual_information_max","22b9f359eb71c49f89e1a408cb38b08485b5c482d84bd7e874fe3f87b19295c6",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:e041e2745453751e50e9e76ebfb3ec9c57361a4c7ed13a4ca1476d852fad151f",49,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"adjusted_rand_index","6bc8772d12da52ca121ba3a5abbd0873b20f71227c372a020302c02c527365dd",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:6b20e03aac0e2dc8326327b4ec768b1834bcb34bb9c695b27489cb2e615252ce",50,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"normalized_mutual_information_max","6bc8772d12da52ca121ba3a5abbd0873b20f71227c372a020302c02c527365dd",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:d55ee69c2fb3c529ac5da6811c722ccb65ce9c31ffb049f4e0c365e9d8426d65",51,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index","5752a7b31773ffa28871eb95e639a6b7ffa3c486e03ff9e917918d359c48bee4",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:ea46a7b5bedcf08439b34a0a1ff69c170b8be65eda6438551d5cb364b01be581",52,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max","5752a7b31773ffa28871eb95e639a6b7ffa3c486e03ff9e917918d359c48bee4",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:c17451a9fbfe48885523d7b95a2fe843f2dd39c7fed8f838e22316db4981de40",53,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","hclust_average_v1","sensitivity",3,"adjusted_rand_index","c0f3b26db62eaf555834e5b6b0e40143c626f64da360e92aa6e16ec953f514b3",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:a2aa0c3506046312b187dbf31f9fd7e8cb007bce4799eac0c388af764a00b192",54,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","hclust_average_v1","sensitivity",3,"normalized_mutual_information_max","c0f3b26db62eaf555834e5b6b0e40143c626f64da360e92aa6e16ec953f514b3",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:02a46966ed9b643deeed72f2da9951ab477f14b505f35ef1e59cd9c39fa53440",55,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","hclust_complete_v1","sensitivity",3,"adjusted_rand_index","5d88e582f6756d1436e12b05da4249b06f00a0fbe7216268b08cd3660d46e698",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:80b9972951de4472af896139f891873366cf7383dc43ec12f05a08f40cf310ef",56,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","hclust_complete_v1","sensitivity",3,"normalized_mutual_information_max","5d88e582f6756d1436e12b05da4249b06f00a0fbe7216268b08cd3660d46e698",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:ea9a785cb24552af3064fe8210ef87821329406a3191f661e1c3edb5fa767200",57,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"adjusted_rand_index","d7e8a0a74645aa0f8e4d1566eec7109c97a447b0f79cf2aba232fc4c86cbc1ca",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:4d0fbc1479ae56629586df8b313cefd122f8d5d88bf586aabfcf39c27f3cd6ad",58,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"normalized_mutual_information_max","d7e8a0a74645aa0f8e4d1566eec7109c97a447b0f79cf2aba232fc4c86cbc1ca",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:65fb8fabecc15ae8fb57fb117a3419ff3c82c5edeba81c7d5a68867d75213750",59,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"adjusted_rand_index","65e3c3af3680fb6436904739a80cdaab9bb1315d220ff52c2a4e413040b11664",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:023ba4bf6945ca032431695cb185ee8c976e99330588908b75664b7372328936",60,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"normalized_mutual_information_max","65e3c3af3680fb6436904739a80cdaab9bb1315d220ff52c2a4e413040b11664",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:6f5a9d6e27225ed4ef8837687ea2aa74e787d09ff3fef99078f1ddd36a95560a",61,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index","c20a4fc53b62b99cd496910f721e7db0c21e0ddd900814e86ef265ab295a5ecb",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:68640406345ca91e4fd20b8108bebb274c11a1c4910ca060c8121791cbf18d53",62,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max","c20a4fc53b62b99cd496910f721e7db0c21e0ddd900814e86ef265ab295a5ecb",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:7c7804bddf412fe0cdb29f390d952ace31e006b91c878accb42123b2e21c3e17",63,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index","2bcaee719adcd572e98475f272e338906c9c248d046b670c6fb6509fb242ee7d",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:9806b6712e42489a7f72efae28a33052100517e121fa45a8d703ac7b556c4d8e",64,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max","2bcaee719adcd572e98475f272e338906c9c248d046b670c6fb6509fb242ee7d",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:412d39e54cf78f2cbfff1a4ae2499850c25354fe8bea32f79999104cb70fa881",65,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","hclust_complete_v1","sensitivity",2,"adjusted_rand_index","18d1c9cb0b8744c7ea5ac3bec9f9532eb58182610832a54e5722485c03f9a64c",5,124,FALSE,FALSE,FALSE
"mv10p_outcome_execution_queue_v1","mv10p_outcome_v1:15babaaf46483db32a74594642f2b9069e69eccedb4aecf48dd491c916d27de9",66,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","hclust_complete_v1","sensitivity",2,"normalized_mutual_information_max","18d1c9cb0b8744c7ea5ac3bec9f9532eb58182610832a54e5722485c03f9a64c",5,124,FALSE,FALSE,FALSE
