"contract_id","seed","sample_id","view_id","mv07g_cache_key","mv07h_cache_key","mv07g_payload_sha256","mv07h_payload_sha256","cache_key_equal","payload_sha256_equal","passed"
"mv07h_mv07g_sentinel_equivalence_v1",20260805,"SRA850958_SRS4386113","cell_topology_v1","cell_topology_v1:b69a8e08358b3bb42d396c29edf1f91ee65e1c995b08b1a74838ba466304ae28","cell_topology_v1:b69a8e08358b3bb42d396c29edf1f91ee65e1c995b08b1a74838ba466304ae28","ef51c7537acf20f040510c97a98e7f6e079a7b772fa18712a728e59e9fa9a323","ef51c7537acf20f040510c97a98e7f6e079a7b772fa18712a728e59e9fa9a323",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260805,"SRA850958_SRS4386113","gene_topology_v1","gene_topology_v1:4107f6059a5bcdc265113cea3f5e29d4d20d75351d431d6d7702d797d154c6bb","gene_topology_v1:4107f6059a5bcdc265113cea3f5e29d4d20d75351d431d6d7702d797d154c6bb","0475fb8edaa4d44a3af4a98127c6a2facce49d30bcffa961addded9cef824ea2","0475fb8edaa4d44a3af4a98127c6a2facce49d30bcffa961addded9cef824ea2",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260806,"SRA701877_SRS3279688","cell_topology_v1","cell_topology_v1:87fc98d233a8e530bb20400889a8e508cc2847e5eac56d481cb71966fc5e089c","cell_topology_v1:87fc98d233a8e530bb20400889a8e508cc2847e5eac56d481cb71966fc5e089c","f63f0bd38e0b25af03fbe522b180a3573304056f00881cf847558c35aefbfec4","f63f0bd38e0b25af03fbe522b180a3573304056f00881cf847558c35aefbfec4",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260806,"SRA701877_SRS3279688","gene_topology_v1","gene_topology_v1:812bc1d79dde145ffb81efe065d33e4454ebc84ac67754cf730f937b45378812","gene_topology_v1:812bc1d79dde145ffb81efe065d33e4454ebc84ac67754cf730f937b45378812","fa0f2c7b5bbf2872c99c2db7dcbbee8a24b5caaacb9ab716d274d955ccddc551","fa0f2c7b5bbf2872c99c2db7dcbbee8a24b5caaacb9ab716d274d955ccddc551",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260806,"SRA701877_SRS3279695","cell_topology_v1","cell_topology_v1:4bcd14d459ce54cdc127848345a37684e5a0f7c9d3469d3cde0af4e822bbccef","cell_topology_v1:4bcd14d459ce54cdc127848345a37684e5a0f7c9d3469d3cde0af4e822bbccef","7c50697b3f5ddf0514e78c728359410b62c4ca5339c572d1269c66bed98dd752","7c50697b3f5ddf0514e78c728359410b62c4ca5339c572d1269c66bed98dd752",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260806,"SRA701877_SRS3279695","gene_topology_v1","gene_topology_v1:6ffff662c57d79e1dfbcdfd32429f60b3427009459131baa7b3de1e889dab539","gene_topology_v1:6ffff662c57d79e1dfbcdfd32429f60b3427009459131baa7b3de1e889dab539","1206121c0feb8a15ac68573d8ab03bc50a0f9640cea7b7468982e4f261686bf1","1206121c0feb8a15ac68573d8ab03bc50a0f9640cea7b7468982e4f261686bf1",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260806,"SRA742961_SRS3565197","cell_topology_v1","cell_topology_v1:def4829074ae45dc8993e345e3d03a19b28700d4856d89265158861b2b1ad03f","cell_topology_v1:def4829074ae45dc8993e345e3d03a19b28700d4856d89265158861b2b1ad03f","0750d9766150fa44b759844342f6a0616ad2aa0573c82e295f745e9fabfbd9e4","0750d9766150fa44b759844342f6a0616ad2aa0573c82e295f745e9fabfbd9e4",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260806,"SRA742961_SRS3565197","gene_topology_v1","gene_topology_v1:44645ed764284e81f016f9c459e4a01cb587f2fcdcf6f34dca461c18db0b92b0","gene_topology_v1:44645ed764284e81f016f9c459e4a01cb587f2fcdcf6f34dca461c18db0b92b0","cef76461a6f35aeb73bece73e6185f4d08b8b01c5bef3d9abacc8fff523fab9b","cef76461a6f35aeb73bece73e6185f4d08b8b01c5bef3d9abacc8fff523fab9b",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260806,"SRA742961_SRS3565205","cell_topology_v1","cell_topology_v1:1d282439461a2f96d4f63f8a96f5cbe63596ed11e72f121e3fe02f8c910081a9","cell_topology_v1:1d282439461a2f96d4f63f8a96f5cbe63596ed11e72f121e3fe02f8c910081a9","1e221e7e70dd4d1baf0879757e34fd12fd3b3524ad346ae22f3d3c97511c03f6","1e221e7e70dd4d1baf0879757e34fd12fd3b3524ad346ae22f3d3c97511c03f6",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260806,"SRA742961_SRS3565205","gene_topology_v1","gene_topology_v1:ed871cea7d93537184a2270987486cf46665fcfd6cbc1e5cac0439dec0ad7a7c","gene_topology_v1:ed871cea7d93537184a2270987486cf46665fcfd6cbc1e5cac0439dec0ad7a7c","57bb465a5d0775d0a0209fc6be8aa05966674e10e91d9b2fdca01806d5e485dd","57bb465a5d0775d0a0209fc6be8aa05966674e10e91d9b2fdca01806d5e485dd",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260806,"SRA850958_SRS4386101","cell_topology_v1","cell_topology_v1:3449d028710743cf71a8aa3e7e07f04431eaf0e87fb5b07127042aa3d030bf29","cell_topology_v1:3449d028710743cf71a8aa3e7e07f04431eaf0e87fb5b07127042aa3d030bf29","ced5bb14a071cc0a32eb25b83983eb1507f18648ce0b95c4021a2dc3824424f0","ced5bb14a071cc0a32eb25b83983eb1507f18648ce0b95c4021a2dc3824424f0",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260806,"SRA850958_SRS4386101","gene_topology_v1","gene_topology_v1:2aceb80b1773660029715dd6375b5820e5b5147c753d05e890ec60c95246e1cd","gene_topology_v1:2aceb80b1773660029715dd6375b5820e5b5147c753d05e890ec60c95246e1cd","6ad77d7f486da3c8c36cd3b0dc1168779f095ba1b30ba37cc5948bdcb5e3e916","6ad77d7f486da3c8c36cd3b0dc1168779f095ba1b30ba37cc5948bdcb5e3e916",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260806,"SRA850958_SRS4386113","cell_topology_v1","cell_topology_v1:83700fb10e405966d3fdcf8b50d50271c29a3c8f95002a2f16e98bd5718f8d96","cell_topology_v1:83700fb10e405966d3fdcf8b50d50271c29a3c8f95002a2f16e98bd5718f8d96","a480514035b1936b00cf054cfdf2dca05620116d4c0361d84499363109ead482","a480514035b1936b00cf054cfdf2dca05620116d4c0361d84499363109ead482",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260806,"SRA850958_SRS4386113","gene_topology_v1","gene_topology_v1:ac1dda6f2917cc39702ac929a2c8bc8cfa998f0704b3cf109f5881efb5084b57","gene_topology_v1:ac1dda6f2917cc39702ac929a2c8bc8cfa998f0704b3cf109f5881efb5084b57","413d5fd6f1f3ccd8a973e195f85356cfe9712eb9d785c7178d4ff616b5a12caa","413d5fd6f1f3ccd8a973e195f85356cfe9712eb9d785c7178d4ff616b5a12caa",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260807,"SRA701877_SRS3279688","cell_topology_v1","cell_topology_v1:3cae6b9f01e2f0d2f6b477ae255f863109904204a6c7a48cc154f3436184ac62","cell_topology_v1:3cae6b9f01e2f0d2f6b477ae255f863109904204a6c7a48cc154f3436184ac62","d5604db877bbdba047b046f245f5d141c25e5e692f88c74636d9b6cbb27e8cf4","d5604db877bbdba047b046f245f5d141c25e5e692f88c74636d9b6cbb27e8cf4",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260807,"SRA701877_SRS3279688","gene_topology_v1","gene_topology_v1:0b304bca11002ec5e8495aef5c6fc20b74cfa42039bb1cca1c2c0d8fa9fdcbb3","gene_topology_v1:0b304bca11002ec5e8495aef5c6fc20b74cfa42039bb1cca1c2c0d8fa9fdcbb3","243d684483aa26424aa1efe8abfc6813ddae0b7efdb8b565973d789f552b3ed1","243d684483aa26424aa1efe8abfc6813ddae0b7efdb8b565973d789f552b3ed1",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260807,"SRA701877_SRS3279695","cell_topology_v1","cell_topology_v1:da056ae87d8a6a81ccfbb2ad01aad6310444ed90212f160084c72c1a27d5dbbb","cell_topology_v1:da056ae87d8a6a81ccfbb2ad01aad6310444ed90212f160084c72c1a27d5dbbb","d131760a3e8b5281608a8f206d7adcd31e610f662febd253bb4cf12e6c22a7d3","d131760a3e8b5281608a8f206d7adcd31e610f662febd253bb4cf12e6c22a7d3",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260807,"SRA701877_SRS3279695","gene_topology_v1","gene_topology_v1:9d6bd4dc325deaa6312eec23fed13bf2b5e6e70e053b7d6f0f4a1531337835ee","gene_topology_v1:9d6bd4dc325deaa6312eec23fed13bf2b5e6e70e053b7d6f0f4a1531337835ee","a1b8ccc3f00e87d9760e24ae34511490b5731e3a2ba5b99f95eb9efb9676cccc","a1b8ccc3f00e87d9760e24ae34511490b5731e3a2ba5b99f95eb9efb9676cccc",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260807,"SRA742961_SRS3565197","cell_topology_v1","cell_topology_v1:d68fe7e97311401fc7de6dc40f6f98aaeaeb2a4d5fafeb25720b37a70ef6e6b2","cell_topology_v1:d68fe7e97311401fc7de6dc40f6f98aaeaeb2a4d5fafeb25720b37a70ef6e6b2","c0d1c32ba80f0e8edab42dc8cdcf451fb1876515dd6f98498a06c46aaf98767a","c0d1c32ba80f0e8edab42dc8cdcf451fb1876515dd6f98498a06c46aaf98767a",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260807,"SRA742961_SRS3565197","gene_topology_v1","gene_topology_v1:642207e58261034fb0c89d0ecba09d7e3621cfb534c648fb0be3e9b6ef6f1500","gene_topology_v1:642207e58261034fb0c89d0ecba09d7e3621cfb534c648fb0be3e9b6ef6f1500","4b321ac93384be26e170c92ae6ef8dd38c4a23e81340339b565ab271752bf121","4b321ac93384be26e170c92ae6ef8dd38c4a23e81340339b565ab271752bf121",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260807,"SRA742961_SRS3565205","cell_topology_v1","cell_topology_v1:9c82a307856958d8c3018e413a305f9767335ea04cf79e8d5eeaf07b7ffe9360","cell_topology_v1:9c82a307856958d8c3018e413a305f9767335ea04cf79e8d5eeaf07b7ffe9360","d956d061a8f5cea54135bf7950174f47d588eb2298c7329e8abc09bc27ae630c","d956d061a8f5cea54135bf7950174f47d588eb2298c7329e8abc09bc27ae630c",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260807,"SRA742961_SRS3565205","gene_topology_v1","gene_topology_v1:0e0ed28cc57dc489891ec7bf7c78c3756d6c38e48d6017a5aca358110cb26ced","gene_topology_v1:0e0ed28cc57dc489891ec7bf7c78c3756d6c38e48d6017a5aca358110cb26ced","56b7d1cccf1222c4bb78c311ffe4093c0c9020ab6e375a84a29b4e86a731b9ee","56b7d1cccf1222c4bb78c311ffe4093c0c9020ab6e375a84a29b4e86a731b9ee",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260807,"SRA850958_SRS4386101","cell_topology_v1","cell_topology_v1:58d6fdef4b30898f272a20c10b10ebc1d4375eec2a0a011fd2d0a5854b68ecc6","cell_topology_v1:58d6fdef4b30898f272a20c10b10ebc1d4375eec2a0a011fd2d0a5854b68ecc6","14121e88bee275f4b425fb07b5715434b8a4916dc98ca54a3d16ea53c9003646","14121e88bee275f4b425fb07b5715434b8a4916dc98ca54a3d16ea53c9003646",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260807,"SRA850958_SRS4386101","gene_topology_v1","gene_topology_v1:589b90a9fba838a2acdeeb5dffa4de8d303f3f68dd41a52f3e0a95dbb3c3fc97","gene_topology_v1:589b90a9fba838a2acdeeb5dffa4de8d303f3f68dd41a52f3e0a95dbb3c3fc97","7296c9a7d865928a079af49efd093c589bc72a0d9f1572cb9543e14ae9fcfc15","7296c9a7d865928a079af49efd093c589bc72a0d9f1572cb9543e14ae9fcfc15",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260807,"SRA850958_SRS4386113","cell_topology_v1","cell_topology_v1:660076e040553a860d7541af25df78b6888d6f665391e7244ff8987b6fc71ce1","cell_topology_v1:660076e040553a860d7541af25df78b6888d6f665391e7244ff8987b6fc71ce1","71603dd6ed6d41f291ef65a918f2192fd72d8aa2b684f2190a9f6781a5baa060","71603dd6ed6d41f291ef65a918f2192fd72d8aa2b684f2190a9f6781a5baa060",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260807,"SRA850958_SRS4386113","gene_topology_v1","gene_topology_v1:b5ec079ac357bdcc8782d535a6cb4a7a57319a0811d273c0d8e2804f33d4c065","gene_topology_v1:b5ec079ac357bdcc8782d535a6cb4a7a57319a0811d273c0d8e2804f33d4c065","7e1b9ab8b495c81f6daf04cd98ae487e95b8b1329ae62f31da7398076dceab53","7e1b9ab8b495c81f6daf04cd98ae487e95b8b1329ae62f31da7398076dceab53",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260808,"SRA701877_SRS3279688","cell_topology_v1","cell_topology_v1:5177736842e8841a6b6c17e7d2dc2c97566799321d9d7ab2ca55ac0cf86e52c3","cell_topology_v1:5177736842e8841a6b6c17e7d2dc2c97566799321d9d7ab2ca55ac0cf86e52c3","67bc69cc3fe4c9a62d08d8d4a1487a791d1d55ea02a1bb3e54b9c1f61504b6ef","67bc69cc3fe4c9a62d08d8d4a1487a791d1d55ea02a1bb3e54b9c1f61504b6ef",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260808,"SRA701877_SRS3279688","gene_topology_v1","gene_topology_v1:b7999f82b27c0350903da463e19ec68192792f9ac29047f32dd73e26e9aa859b","gene_topology_v1:b7999f82b27c0350903da463e19ec68192792f9ac29047f32dd73e26e9aa859b","fd099cdc6b5fca332eb68c14a9df47eba3d35310461a396d8c391fb32ebdc23c","fd099cdc6b5fca332eb68c14a9df47eba3d35310461a396d8c391fb32ebdc23c",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260808,"SRA701877_SRS3279695","cell_topology_v1","cell_topology_v1:251c63b36a67b6a4501391f226f60a588aca0bc192825881c2ec2764723f1707","cell_topology_v1:251c63b36a67b6a4501391f226f60a588aca0bc192825881c2ec2764723f1707","a1693fddeec7384c8e89364956ceefc3e3d03b161b61fc25e2d8b30b5447f598","a1693fddeec7384c8e89364956ceefc3e3d03b161b61fc25e2d8b30b5447f598",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260808,"SRA701877_SRS3279695","gene_topology_v1","gene_topology_v1:e8d778a77d2f641b140777138dbe73ade3b7c76756f8ea4906c331b773845a0a","gene_topology_v1:e8d778a77d2f641b140777138dbe73ade3b7c76756f8ea4906c331b773845a0a","599c2ea726bd3d0d371a958985d2d7313ec9757f386886805793da8b27343bb5","599c2ea726bd3d0d371a958985d2d7313ec9757f386886805793da8b27343bb5",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260808,"SRA742961_SRS3565197","cell_topology_v1","cell_topology_v1:3f30190b6c8e0c842bb2c829d6946ee546d25d2e0866138cf92f53316c2232e8","cell_topology_v1:3f30190b6c8e0c842bb2c829d6946ee546d25d2e0866138cf92f53316c2232e8","3ffb3f92d7b17bbb83d5b3749463498febd739ff26cea5918dad668a2f965231","3ffb3f92d7b17bbb83d5b3749463498febd739ff26cea5918dad668a2f965231",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260808,"SRA742961_SRS3565197","gene_topology_v1","gene_topology_v1:47eacf136b7a8ff5ea7d519b5c4b826ce6637c065f19f6e4ecc7b7d6741e8bed","gene_topology_v1:47eacf136b7a8ff5ea7d519b5c4b826ce6637c065f19f6e4ecc7b7d6741e8bed","a9d7601a242c9cb7e886612d5e3d5263e4b4976d490cab07ffd89e8f3afcd994","a9d7601a242c9cb7e886612d5e3d5263e4b4976d490cab07ffd89e8f3afcd994",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260808,"SRA742961_SRS3565205","cell_topology_v1","cell_topology_v1:994cbf86dfd98de4611ba44767113df24a9db8731bf5ec9573d4120c27710f99","cell_topology_v1:994cbf86dfd98de4611ba44767113df24a9db8731bf5ec9573d4120c27710f99","85cf1035d8d9004c386e28e18cf5dd49313a3a9fef1f22a41fe25ee36e7ff8b9","85cf1035d8d9004c386e28e18cf5dd49313a3a9fef1f22a41fe25ee36e7ff8b9",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260808,"SRA742961_SRS3565205","gene_topology_v1","gene_topology_v1:582c2331ac25c3a380adbd60648ef62602f3cb0ed2bc450c5a2dd3e0b1e0fe89","gene_topology_v1:582c2331ac25c3a380adbd60648ef62602f3cb0ed2bc450c5a2dd3e0b1e0fe89","8294c45ce87c567119ebd7e61d6c6618e3f9e3d054898ce1a2a510f04ecc66fa","8294c45ce87c567119ebd7e61d6c6618e3f9e3d054898ce1a2a510f04ecc66fa",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260808,"SRA850958_SRS4386101","cell_topology_v1","cell_topology_v1:f6b7162ff5974157e0d069f253858699265c69ab14fc769fb5e8c9bd3c501a15","cell_topology_v1:f6b7162ff5974157e0d069f253858699265c69ab14fc769fb5e8c9bd3c501a15","36450238be0102d4c9007c87d248014aed4498e2e2a35ab49403a81d844aabfa","36450238be0102d4c9007c87d248014aed4498e2e2a35ab49403a81d844aabfa",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260808,"SRA850958_SRS4386101","gene_topology_v1","gene_topology_v1:3d744acef62b911356301216f346def519d6a3590e395f5a79be0a4e9b2f0453","gene_topology_v1:3d744acef62b911356301216f346def519d6a3590e395f5a79be0a4e9b2f0453","f68a979a9f6955fb86a7b2da59e368c50178c80a363865478436a69a4f97fb3b","f68a979a9f6955fb86a7b2da59e368c50178c80a363865478436a69a4f97fb3b",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260808,"SRA850958_SRS4386113","cell_topology_v1","cell_topology_v1:307384d7a5a87884d80f85152abd789b4592980b5f82e58c2e4f65b3cd17abb2","cell_topology_v1:307384d7a5a87884d80f85152abd789b4592980b5f82e58c2e4f65b3cd17abb2","8ce01081571e3b13593b5f484eca4c3ea651eab7e2b868838302bd1493ab8f6c","8ce01081571e3b13593b5f484eca4c3ea651eab7e2b868838302bd1493ab8f6c",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260808,"SRA850958_SRS4386113","gene_topology_v1","gene_topology_v1:02ffab5397eadc16de6eba0f1126261f0ecc0893004448527792a62c6a2b69a8","gene_topology_v1:02ffab5397eadc16de6eba0f1126261f0ecc0893004448527792a62c6a2b69a8","6008b0b233b997b95aec9b59736ace34e7e808c317ab559759ee4beb1792c60e","6008b0b233b997b95aec9b59736ace34e7e808c317ab559759ee4beb1792c60e",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260809,"SRA701877_SRS3279688","cell_topology_v1","cell_topology_v1:34dd165abc54707c9bb6491b6701e846d6311930bfc472e9a470606c20028001","cell_topology_v1:34dd165abc54707c9bb6491b6701e846d6311930bfc472e9a470606c20028001","de15283c97396845895d02b95ec679cd2514dbd69cc2b9e12869f5a565077b3c","de15283c97396845895d02b95ec679cd2514dbd69cc2b9e12869f5a565077b3c",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260809,"SRA701877_SRS3279688","gene_topology_v1","gene_topology_v1:a5211d4e60c2be69056925644a0a0e756d169ab45fdd2bd80e1020517e0075e0","gene_topology_v1:a5211d4e60c2be69056925644a0a0e756d169ab45fdd2bd80e1020517e0075e0","b283757573b11a753b84f5a0b3909031038d63a62cb05f20f664dfa56a364242","b283757573b11a753b84f5a0b3909031038d63a62cb05f20f664dfa56a364242",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260809,"SRA701877_SRS3279695","cell_topology_v1","cell_topology_v1:fd7f0432ec073eb54fa015a0ee6623b4b154bc8550bb8dd8d72e63e59618fd6c","cell_topology_v1:fd7f0432ec073eb54fa015a0ee6623b4b154bc8550bb8dd8d72e63e59618fd6c","1126ed9f3cca219b81b3a67be381942884cba95e957d3174db90e56fce14e876","1126ed9f3cca219b81b3a67be381942884cba95e957d3174db90e56fce14e876",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260809,"SRA701877_SRS3279695","gene_topology_v1","gene_topology_v1:c729f4fa639d4623ea2c0cb1dc7b0cb9b89b2a67870385f0135df46071d508bf","gene_topology_v1:c729f4fa639d4623ea2c0cb1dc7b0cb9b89b2a67870385f0135df46071d508bf","415ccfb9a4555ada90e5168198660c6c46eac783314c5bf12656776684bfab5a","415ccfb9a4555ada90e5168198660c6c46eac783314c5bf12656776684bfab5a",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260809,"SRA742961_SRS3565197","cell_topology_v1","cell_topology_v1:ffbfe8be3a06c127dbcd312366670ccca123b767d7d992504d07e209d8354990","cell_topology_v1:ffbfe8be3a06c127dbcd312366670ccca123b767d7d992504d07e209d8354990","0466aa3f3f992726ac69a64cd30035659aefab9b7006e848e178de6e44acdac7","0466aa3f3f992726ac69a64cd30035659aefab9b7006e848e178de6e44acdac7",TRUE,TRUE,TRUE
"mv07h_mv07g_sentinel_equivalence_v1",20260809,"SRA742961_SRS3565197","gene_topology_v1","gene_topology_v1:77e659039f1eb7baa727e63ba1cf99894098ac12aa76758c4f7dc17075c4a82d","gene_topology_v1:77e659039f1eb7baa727e63ba1cf99894098ac12aa76758c4f7dc17075c4a82d","b9b254a7ae8fc9386ad88fe3db5f08e105eb52081f42b46a418788203cfb6ff1","b9b254a7ae8fc9386ad88fe3db5f08e105eb52081f42b46a418788203cfb6ff1",TRUE,TRUE,TRUE
