"contract_id","job_id","attempt_scope","stage","seed","sample_id","view_id","ph_engine","disposition","exit_status","elapsed_seconds","peak_process_tree_rss_bytes","elapsed_cap_seconds","rss_cap_bytes","outcome_label_state","biological_outcomes_computed"
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA621638_SRS2610283__gene_topology_v1","primary","gene_ph",20260805,"SRA621638_SRS2610283","gene_topology_v1","ripserr","completed",0,13.0672652721405,711602176,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA621638_SRS2610285__cell_topology_v1","primary","cell_ph",20260805,"SRA621638_SRS2610285","cell_topology_v1","ripserr","completed",0,13.1606664657593,577970176,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA621638_SRS2610285__gene_topology_v1","primary","gene_ph",20260805,"SRA621638_SRS2610285","gene_topology_v1","ripserr","completed",0,13.3470423221588,577155072,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA628554_SRS2664364__cell_topology_v1","primary","cell_ph",20260805,"SRA628554_SRS2664364","cell_topology_v1","ripserr","completed",0,12.5986800193787,649285632,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA628554_SRS2664364__gene_topology_v1","primary","gene_ph",20260805,"SRA628554_SRS2664364","gene_topology_v1","ripserr","rss_cap_exceeded",-9,124.595404148102,8678952960,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA628554_SRS2664365__cell_topology_v1","primary","cell_ph",20260805,"SRA628554_SRS2664365","cell_topology_v1","ripserr","completed",0,11.9088237285614,642748416,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA628554_SRS2664365__gene_topology_v1","primary","gene_ph",20260805,"SRA628554_SRS2664365","gene_topology_v1","ripserr","completed",0,13.9775362014771,598233088,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823404__cell_topology_v1","primary","cell_ph",20260805,"SRA645804_SRS2823404","cell_topology_v1","ripserr","completed",0,12.4430339336395,708231168,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823404__gene_topology_v1","primary","gene_ph",20260805,"SRA645804_SRS2823404","gene_topology_v1","ripserr","completed",0,12.6966984272003,707350528,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823405__cell_topology_v1","primary","cell_ph",20260805,"SRA645804_SRS2823405","cell_topology_v1","ripserr","completed",0,12.5026426315308,589803520,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823405__gene_topology_v1","primary","gene_ph",20260805,"SRA645804_SRS2823405","gene_topology_v1","ripserr","completed",0,12.695526599884,619491328,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823406__cell_topology_v1","primary","cell_ph",20260805,"SRA645804_SRS2823406","cell_topology_v1","ripserr","completed",0,12.4922404289246,619462656,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823406__gene_topology_v1","primary","gene_ph",20260805,"SRA645804_SRS2823406","gene_topology_v1","ripserr","completed",0,12.9679491519928,581984256,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823407__cell_topology_v1","primary","cell_ph",20260805,"SRA645804_SRS2823407","cell_topology_v1","ripserr","completed",0,12.7162096500397,581984256,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823407__gene_topology_v1","primary","gene_ph",20260805,"SRA645804_SRS2823407","gene_topology_v1","ripserr","completed",0,12.9627401828766,612188160,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823408__cell_topology_v1","primary","cell_ph",20260805,"SRA645804_SRS2823408","cell_topology_v1","ripserr","completed",0,12.712286233902,692326400,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823408__gene_topology_v1","primary","gene_ph",20260805,"SRA645804_SRS2823408","gene_topology_v1","ripserr","completed",0,12.7785713672638,582049792,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823409__cell_topology_v1","primary","cell_ph",20260805,"SRA645804_SRS2823409","cell_topology_v1","ripserr","completed",0,12.9806516170502,687820800,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823409__gene_topology_v1","primary","gene_ph",20260805,"SRA645804_SRS2823409","gene_topology_v1","ripserr","completed",0,12.4642968177795,577601536,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823410__cell_topology_v1","primary","cell_ph",20260805,"SRA645804_SRS2823410","cell_topology_v1","ripserr","completed",0,13.2379510402679,603836416,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823410__gene_topology_v1","primary","gene_ph",20260805,"SRA645804_SRS2823410","gene_topology_v1","ripserr","completed",0,13.0228826999664,581779456,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823411__cell_topology_v1","primary","cell_ph",20260805,"SRA645804_SRS2823411","cell_topology_v1","ripserr","completed",0,13.005069732666,624996352,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823411__gene_topology_v1","primary","gene_ph",20260805,"SRA645804_SRS2823411","gene_topology_v1","ripserr","completed",0,12.455810546875,621531136,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823412__cell_topology_v1","primary","cell_ph",20260805,"SRA645804_SRS2823412","cell_topology_v1","ripserr","completed",0,12.5460538864136,589824000,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS2823412__gene_topology_v1","primary","gene_ph",20260805,"SRA645804_SRS2823412","gene_topology_v1","ripserr","completed",0,12.478102684021,656531456,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS3572594__cell_topology_v1","primary","cell_ph",20260805,"SRA645804_SRS3572594","cell_topology_v1","ripserr","completed",0,12.7394192218781,665956352,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA645804_SRS3572594__gene_topology_v1","primary","gene_ph",20260805,"SRA645804_SRS3572594","gene_topology_v1","ripserr","completed",0,12.9975624084473,581910528,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA667709_SRS3065426__cell_topology_v1","primary","cell_ph",20260805,"SRA667709_SRS3065426","cell_topology_v1","ripserr","completed",0,12.7364232540131,597315584,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA667709_SRS3065426__gene_topology_v1","primary","gene_ph",20260805,"SRA667709_SRS3065426","gene_topology_v1","ripserr","completed",0,12.7412419319153,669392896,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA667709_SRS3065427__cell_topology_v1","primary","cell_ph",20260805,"SRA667709_SRS3065427","cell_topology_v1","ripserr","completed",0,12.8033859729767,648421376,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA667709_SRS3065427__gene_topology_v1","primary","gene_ph",20260805,"SRA667709_SRS3065427","gene_topology_v1","ripserr","completed",0,13.0191085338593,583557120,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA667709_SRS3065428__cell_topology_v1","primary","cell_ph",20260805,"SRA667709_SRS3065428","cell_topology_v1","ripserr","completed",0,12.7387397289276,682196992,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA667709_SRS3065428__gene_topology_v1","primary","gene_ph",20260805,"SRA667709_SRS3065428","gene_topology_v1","ripserr","completed",0,13.0390226840973,657047552,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA667709_SRS3065429__cell_topology_v1","primary","cell_ph",20260805,"SRA667709_SRS3065429","cell_topology_v1","ripserr","completed",0,12.5179083347321,697847808,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA667709_SRS3065429__gene_topology_v1","primary","gene_ph",20260805,"SRA667709_SRS3065429","gene_topology_v1","ripserr","completed",0,12.8163135051727,581804032,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA667709_SRS3065430__cell_topology_v1","primary","cell_ph",20260805,"SRA667709_SRS3065430","cell_topology_v1","ripserr","completed",0,12.5455982685089,602034176,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA667709_SRS3065430__gene_topology_v1","primary","gene_ph",20260805,"SRA667709_SRS3065430","gene_topology_v1","ripserr","completed",0,12.2876191139221,726233088,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA667709_SRS3065431__cell_topology_v1","primary","cell_ph",20260805,"SRA667709_SRS3065431","cell_topology_v1","ripserr","completed",0,11.9799606800079,600330240,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA667709_SRS3065431__gene_topology_v1","primary","gene_ph",20260805,"SRA667709_SRS3065431","gene_topology_v1","ripserr","completed",0,12.2439739704132,663646208,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279684__cell_topology_v1","primary","cell_ph",20260805,"SRA701877_SRS3279684","cell_topology_v1","ripserr","completed",0,11.742339849472,726405120,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279684__gene_topology_v1","primary","gene_ph",20260805,"SRA701877_SRS3279684","gene_topology_v1","ripserr","completed",0,12.2788693904877,615415808,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279685__cell_topology_v1","primary","cell_ph",20260805,"SRA701877_SRS3279685","cell_topology_v1","ripserr","completed",0,11.7505438327789,711401472,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279685__gene_topology_v1","primary","gene_ph",20260805,"SRA701877_SRS3279685","gene_topology_v1","ripserr","completed",0,11.9829518795013,616841216,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279686__cell_topology_v1","primary","cell_ph",20260805,"SRA701877_SRS3279686","cell_topology_v1","ripserr","completed",0,11.5723223686218,590770176,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279686__gene_topology_v1","primary","gene_ph",20260805,"SRA701877_SRS3279686","gene_topology_v1","ripserr","completed",0,11.6542365550995,649752576,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279687__cell_topology_v1","primary","cell_ph",20260805,"SRA701877_SRS3279687","cell_topology_v1","ripserr","completed",0,11.6489760875702,587382784,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279687__gene_topology_v1","primary","gene_ph",20260805,"SRA701877_SRS3279687","gene_topology_v1","ripserr","completed",0,12.4149556159973,713953280,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279688__cell_topology_v1","primary","cell_ph",20260805,"SRA701877_SRS3279688","cell_topology_v1","ripserr","completed",0,12.1519820690155,711565312,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279688__gene_topology_v1","primary","gene_ph",20260805,"SRA701877_SRS3279688","gene_topology_v1","ripserr","completed",0,11.3868255615234,646496256,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279689__cell_topology_v1","primary","cell_ph",20260805,"SRA701877_SRS3279689","cell_topology_v1","ripserr","completed",0,11.6397345066071,581599232,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279689__gene_topology_v1","primary","gene_ph",20260805,"SRA701877_SRS3279689","gene_topology_v1","ripserr","completed",0,11.9183185100555,646766592,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279690__cell_topology_v1","primary","cell_ph",20260805,"SRA701877_SRS3279690","cell_topology_v1","ripserr","completed",0,11.2064430713654,622153728,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279690__gene_topology_v1","primary","gene_ph",20260805,"SRA701877_SRS3279690","gene_topology_v1","ripserr","completed",0,11.6685907840729,711458816,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279691__cell_topology_v1","primary","cell_ph",20260805,"SRA701877_SRS3279691","cell_topology_v1","ripserr","completed",0,11.4256207942963,627027968,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279691__gene_topology_v1","primary","gene_ph",20260805,"SRA701877_SRS3279691","gene_topology_v1","ripserr","completed",0,11.9153077602386,671481856,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279692__cell_topology_v1","primary","cell_ph",20260805,"SRA701877_SRS3279692","cell_topology_v1","ripserr","completed",0,11.9328298568726,609181696,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279692__gene_topology_v1","primary","gene_ph",20260805,"SRA701877_SRS3279692","gene_topology_v1","ripserr","completed",0,12.9750533103943,579547136,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279693__cell_topology_v1","primary","cell_ph",20260805,"SRA701877_SRS3279693","cell_topology_v1","ripserr","completed",0,12.4478690624237,648810496,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279693__gene_topology_v1","primary","gene_ph",20260805,"SRA701877_SRS3279693","gene_topology_v1","ripserr","completed",0,12.7672066688538,606482432,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279694__cell_topology_v1","primary","cell_ph",20260805,"SRA701877_SRS3279694","cell_topology_v1","ripserr","completed",0,13.0374295711517,718860288,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279694__gene_topology_v1","primary","gene_ph",20260805,"SRA701877_SRS3279694","gene_topology_v1","ripserr","completed",0,12.2266850471497,637767680,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279695__cell_topology_v1","primary","cell_ph",20260805,"SRA701877_SRS3279695","cell_topology_v1","ripserr","completed",0,11.9589381217957,688439296,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA701877_SRS3279695__gene_topology_v1","primary","gene_ph",20260805,"SRA701877_SRS3279695","gene_topology_v1","ripserr","completed",0,12.4809837341309,658546688,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA703206_SRS3296611__cell_topology_v1","primary","cell_ph",20260805,"SRA703206_SRS3296611","cell_topology_v1","ripserr","completed",0,12.2399344444275,630906880,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA703206_SRS3296611__gene_topology_v1","primary","gene_ph",20260805,"SRA703206_SRS3296611","gene_topology_v1","ripserr","completed",0,11.7202908992767,691548160,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA703206_SRS3296612__cell_topology_v1","primary","cell_ph",20260805,"SRA703206_SRS3296612","cell_topology_v1","ripserr","completed",0,11.2656865119934,588107776,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA703206_SRS3296612__gene_topology_v1","primary","gene_ph",20260805,"SRA703206_SRS3296612","gene_topology_v1","ripserr","completed",0,11.4554755687714,638001152,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA703206_SRS3296613__cell_topology_v1","primary","cell_ph",20260805,"SRA703206_SRS3296613","cell_topology_v1","ripserr","completed",0,11.4774000644684,698761216,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA703206_SRS3296613__gene_topology_v1","primary","gene_ph",20260805,"SRA703206_SRS3296613","gene_topology_v1","ripserr","completed",0,11.7128994464874,603172864,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA703206_SRS3296614__cell_topology_v1","primary","cell_ph",20260805,"SRA703206_SRS3296614","cell_topology_v1","ripserr","completed",0,12.2221286296844,584728576,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA703206_SRS3296614__gene_topology_v1","primary","gene_ph",20260805,"SRA703206_SRS3296614","gene_topology_v1","ripserr","completed",0,12.4895358085632,645144576,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA713577_SRS3363004__cell_topology_v1","primary","cell_ph",20260805,"SRA713577_SRS3363004","cell_topology_v1","ripserr","completed",0,12.2299885749817,683720704,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA713577_SRS3363004__gene_topology_v1","primary","gene_ph",20260805,"SRA713577_SRS3363004","gene_topology_v1","ripserr","completed",0,12.8550810813904,612466688,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA716608_SRS3391629__cell_topology_v1","primary","cell_ph",20260805,"SRA716608_SRS3391629","cell_topology_v1","ripserr","completed",0,12.2587299346924,581812224,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA716608_SRS3391629__gene_topology_v1","primary","gene_ph",20260805,"SRA716608_SRS3391629","gene_topology_v1","ripserr","completed",0,12.5115420818329,611303424,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA716608_SRS3391630__cell_topology_v1","primary","cell_ph",20260805,"SRA716608_SRS3391630","cell_topology_v1","ripserr","completed",0,12.2373244762421,708472832,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA716608_SRS3391630__gene_topology_v1","primary","gene_ph",20260805,"SRA716608_SRS3391630","gene_topology_v1","ripserr","completed",0,13.5365719795227,572907520,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA716608_SRS3391631__cell_topology_v1","primary","cell_ph",20260805,"SRA716608_SRS3391631","cell_topology_v1","ripserr","completed",0,12.7938747406006,640602112,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA716608_SRS3391631__gene_topology_v1","primary","gene_ph",20260805,"SRA716608_SRS3391631","gene_topology_v1","ripserr","completed",0,14.6392276287079,670904320,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA716608_SRS3391632__cell_topology_v1","primary","cell_ph",20260805,"SRA716608_SRS3391632","cell_topology_v1","ripserr","completed",0,13.1280164718628,593039360,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA716608_SRS3391632__gene_topology_v1","primary","gene_ph",20260805,"SRA716608_SRS3391632","gene_topology_v1","ripserr","completed",0,13.1059532165527,631296000,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA716608_SRS3391633__cell_topology_v1","primary","cell_ph",20260805,"SRA716608_SRS3391633","cell_topology_v1","ripserr","completed",0,12.7956502437592,669921280,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA716608_SRS3391633__gene_topology_v1","primary","gene_ph",20260805,"SRA716608_SRS3391633","gene_topology_v1","ripserr","completed",0,13.2998034954071,693895168,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454421__cell_topology_v1","primary","cell_ph",20260805,"SRA728025_SRS3454421","cell_topology_v1","ripserr","completed",0,13.5670754909515,639041536,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454421__gene_topology_v1","primary","gene_ph",20260805,"SRA728025_SRS3454421","gene_topology_v1","ripserr","completed",0,13.3250057697296,581910528,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454422__cell_topology_v1","primary","cell_ph",20260805,"SRA728025_SRS3454422","cell_topology_v1","ripserr","completed",0,12.6128315925598,670429184,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454422__gene_topology_v1","primary","gene_ph",20260805,"SRA728025_SRS3454422","gene_topology_v1","ripserr","completed",0,13.7068305015564,616902656,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454423__cell_topology_v1","primary","cell_ph",20260805,"SRA728025_SRS3454423","cell_topology_v1","ripserr","completed",0,12.1644864082336,670818304,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454423__gene_topology_v1","primary","gene_ph",20260805,"SRA728025_SRS3454423","gene_topology_v1","ripserr","completed",0,12.4306898117065,720711680,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454424__cell_topology_v1","primary","cell_ph",20260805,"SRA728025_SRS3454424","cell_topology_v1","ripserr","completed",0,11.6267476081848,596152320,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454424__gene_topology_v1","primary","gene_ph",20260805,"SRA728025_SRS3454424","gene_topology_v1","ripserr","completed",0,11.9176449775696,637849600,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454425__cell_topology_v1","primary","cell_ph",20260805,"SRA728025_SRS3454425","cell_topology_v1","ripserr","completed",0,11.6221139431,582004736,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454425__gene_topology_v1","primary","gene_ph",20260805,"SRA728025_SRS3454425","gene_topology_v1","ripserr","completed",0,11.6128947734833,631177216,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454426__cell_topology_v1","primary","cell_ph",20260805,"SRA728025_SRS3454426","cell_topology_v1","ripserr","completed",0,11.1722564697266,581672960,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454426__gene_topology_v1","primary","gene_ph",20260805,"SRA728025_SRS3454426","gene_topology_v1","ripserr","completed",0,11.1429677009583,581623808,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454427__cell_topology_v1","primary","cell_ph",20260805,"SRA728025_SRS3454427","cell_topology_v1","ripserr","completed",0,11.1414535045624,581726208,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454427__gene_topology_v1","primary","gene_ph",20260805,"SRA728025_SRS3454427","gene_topology_v1","ripserr","completed",0,11.6569690704346,686317568,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454428__cell_topology_v1","primary","cell_ph",20260805,"SRA728025_SRS3454428","cell_topology_v1","ripserr","completed",0,11.6773676872253,628293632,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454428__gene_topology_v1","primary","gene_ph",20260805,"SRA728025_SRS3454428","gene_topology_v1","ripserr","completed",0,11.9350879192352,701591552,1800,8589934592,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454430__cell_topology_v1","primary","cell_ph",20260805,"SRA728025_SRS3454430","cell_topology_v1","ripserr","completed",0,11.6580128669739,684806144,600,4294967296,"closed",FALSE
"mv07h_ph_engine_attempt_v1","ph__20260805__SRA728025_SRS3454430__gene_topology_v1","primary","gene_ph",20260805,"SRA728025_SRS3454430","gene_topology_v1","ripserr","completed",0,11.9008255004883,696803328,1800,8589934592,"closed",FALSE
