"contract_id","path","before_sha256","after_sha256","before_bytes","after_bytes","before_modified_epoch_seconds","after_modified_epoch_seconds","sha256_unchanged","bytes_unchanged","mtime_unchanged","outcome_label_state","biological_outcomes_computed"
"mv06f_complete_resume_v1","mv06f_group_v1_2519b46581f7f2c91691fbe8e7b5d3dee98d00bdf38dace46a96d025dd694b26/diagram-manifest.csv","921136a636dfec97c87e7401bfc5f672544d3f0c767f6e0174c5f9f5f5ac29dd","921136a636dfec97c87e7401bfc5f672544d3f0c767f6e0174c5f9f5f5ac29dd",63068,63068,1786741109.94806,1786741109.94806,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_2519b46581f7f2c91691fbe8e7b5d3dee98d00bdf38dace46a96d025dd694b26/distances.csv","d913278f4cfbed8164d33142e4805b6e367925f24adda1ea9b107b9e6583cd05","d913278f4cfbed8164d33142e4805b6e367925f24adda1ea9b107b9e6583cd05",1375825,1375825,1786741110.23695,1786741110.23695,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_2519b46581f7f2c91691fbe8e7b5d3dee98d00bdf38dace46a96d025dd694b26/metrics.csv","33f4932ba7e7f4c2b96752625c8fa45f1a67ca791dddc8c4919f8b4618e7cd70","33f4932ba7e7f4c2b96752625c8fa45f1a67ca791dddc8c4919f8b4618e7cd70",360,360,1786741110.24254,1786741110.24254,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_2519b46581f7f2c91691fbe8e7b5d3dee98d00bdf38dace46a96d025dd694b26/status.csv","4292503b14f8e61bfd7b3c6204892c480496a2a53aa4556aa02d7e149c1f48ac","4292503b14f8e61bfd7b3c6204892c480496a2a53aa4556aa02d7e149c1f48ac",1105,1105,1786741110.86348,1786741110.86348,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_46fb2e2ee24ce2b14b9bc31f5f076ac7240b86ef871227f8e2593e9eb8444f66/diagrams.rds","06064957624b4838fd36b0eeaad104892a6c8be919d71df66d727eaab852038b","06064957624b4838fd36b0eeaad104892a6c8be919d71df66d727eaab852038b",7450313,7450313,1786741401.06365,1786741401.06365,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_46fb2e2ee24ce2b14b9bc31f5f076ac7240b86ef871227f8e2593e9eb8444f66/diagram-manifest.csv","2a55ec0b6505dcba0e80fe00ecaa4d90bac14ec53deee3655b025200668e98a2","2a55ec0b6505dcba0e80fe00ecaa4d90bac14ec53deee3655b025200668e98a2",63068,63068,1786741401.07958,1786741401.07958,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_46fb2e2ee24ce2b14b9bc31f5f076ac7240b86ef871227f8e2593e9eb8444f66/distances.csv","0734d25f972748d60181252dc0b6cdc228a18f2990ddf88ea66304ea3c5aaef0","0734d25f972748d60181252dc0b6cdc228a18f2990ddf88ea66304ea3c5aaef0",1375660,1375660,1786741401.31471,1786741401.31471,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_46fb2e2ee24ce2b14b9bc31f5f076ac7240b86ef871227f8e2593e9eb8444f66/metrics.csv","19b9daa7b896747828dc61d06c1aacc27f2151623e9a0ae51aeec3833d91c54d","19b9daa7b896747828dc61d06c1aacc27f2151623e9a0ae51aeec3833d91c54d",356,356,1786741401.32091,1786741401.32091,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_46fb2e2ee24ce2b14b9bc31f5f076ac7240b86ef871227f8e2593e9eb8444f66/status.csv","9030cbf3b5386508c663a68c2380f82cd3fbae17603cc0f1b242e62ea35ce5b3","9030cbf3b5386508c663a68c2380f82cd3fbae17603cc0f1b242e62ea35ce5b3",1105,1105,1786741401.94108,1786741401.94108,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_92c24466932dbbdc2c20c1f18664eb2ed4b07f5c013dfdeee20ed9381a6fcdd3/diagrams.rds","0b3be4786dce166d6fbf9b0bbe14f07935b9629c43e65dec92228eabbbbae582","0b3be4786dce166d6fbf9b0bbe14f07935b9629c43e65dec92228eabbbbae582",7463667,7463667,1786741659.41259,1786741659.41259,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_92c24466932dbbdc2c20c1f18664eb2ed4b07f5c013dfdeee20ed9381a6fcdd3/diagram-manifest.csv","bb418d30db0e856a262d4d35cc28ad6170bbce97a4d9da6fc8b6ea1207c1a496","bb418d30db0e856a262d4d35cc28ad6170bbce97a4d9da6fc8b6ea1207c1a496",63070,63070,1786741659.43069,1786741659.43069,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_92c24466932dbbdc2c20c1f18664eb2ed4b07f5c013dfdeee20ed9381a6fcdd3/distances.csv","2c8f1c0a8f33ffaac6acd7bef3e79091e383b72e064128f57145017d69955a91","2c8f1c0a8f33ffaac6acd7bef3e79091e383b72e064128f57145017d69955a91",1375643,1375643,1786741659.66822,1786741659.66822,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_92c24466932dbbdc2c20c1f18664eb2ed4b07f5c013dfdeee20ed9381a6fcdd3/metrics.csv","22babe24a240fa159896edc623ff2fb1b3fef82081692ac06085b41609c9fdd9","22babe24a240fa159896edc623ff2fb1b3fef82081692ac06085b41609c9fdd9",360,360,1786741659.67477,1786741659.67477,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_92c24466932dbbdc2c20c1f18664eb2ed4b07f5c013dfdeee20ed9381a6fcdd3/status.csv","cdc6e6a399df1a4b73a00040ffb215013aced576d8f8d67e7d54b8399a439e26","cdc6e6a399df1a4b73a00040ffb215013aced576d8f8d67e7d54b8399a439e26",1105,1105,1786741660.30065,1786741660.30065,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_394be69720fe1c8d1f1079746d7f8b512262c954632e11fbbc488f93697ebc15/diagrams.rds","84b8b64a7e3de46777ba70743b34eccfbe333d396dd33aace1f4171d31c944db","84b8b64a7e3de46777ba70743b34eccfbe333d396dd33aace1f4171d31c944db",7457888,7457888,1786741901.05071,1786741901.05071,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_394be69720fe1c8d1f1079746d7f8b512262c954632e11fbbc488f93697ebc15/diagram-manifest.csv","cf02cb70be8a92f963cf242b1e06636a26924aca11a42ec8b40acceb012756e6","cf02cb70be8a92f963cf242b1e06636a26924aca11a42ec8b40acceb012756e6",63066,63066,1786741901.06866,1786741901.06866,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_394be69720fe1c8d1f1079746d7f8b512262c954632e11fbbc488f93697ebc15/distances.csv","bb8ffa11776b035d3cb5247ea5525212752769135e755c5703834cc46c5bb1ab","bb8ffa11776b035d3cb5247ea5525212752769135e755c5703834cc46c5bb1ab",1375671,1375671,1786741901.32707,1786741901.32707,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_394be69720fe1c8d1f1079746d7f8b512262c954632e11fbbc488f93697ebc15/metrics.csv","88699cf21b4cf6a9d970d5fcac69d329e99bcdc21b582075099753ad6524e0f1","88699cf21b4cf6a9d970d5fcac69d329e99bcdc21b582075099753ad6524e0f1",360,360,1786741901.32707,1786741901.32707,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_394be69720fe1c8d1f1079746d7f8b512262c954632e11fbbc488f93697ebc15/status.csv","128e7ca6dd764a20d3fd4ddd63382126b4026c75db28f450b49c77bfb1b7a679","128e7ca6dd764a20d3fd4ddd63382126b4026c75db28f450b49c77bfb1b7a679",1105,1105,1786741901.98563,1786741901.98563,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_028dc0fb6bf19467f7d7f98b72c2b356b558ae4647763fd9f96ad1022346d34d/diagrams.rds","a1c81b642221a7247a54a04deb47ade49f2665de460a065036b30fee9699cf71","a1c81b642221a7247a54a04deb47ade49f2665de460a065036b30fee9699cf71",7460529,7460529,1786742162.29019,1786742162.29019,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_028dc0fb6bf19467f7d7f98b72c2b356b558ae4647763fd9f96ad1022346d34d/diagram-manifest.csv","2b62886a4c00213abfabd90e370109c4c30b7c3027b1e08e05515e9ea2ec99e7","2b62886a4c00213abfabd90e370109c4c30b7c3027b1e08e05515e9ea2ec99e7",63069,63069,1786742162.31033,1786742162.31033,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_028dc0fb6bf19467f7d7f98b72c2b356b558ae4647763fd9f96ad1022346d34d/distances.csv","c2b156280db20f8a53bb89b780c4b7305e5e3a41f3234eaa232fb172414b7ad1","c2b156280db20f8a53bb89b780c4b7305e5e3a41f3234eaa232fb172414b7ad1",1375766,1375766,1786742162.59993,1786742162.59993,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_028dc0fb6bf19467f7d7f98b72c2b356b558ae4647763fd9f96ad1022346d34d/metrics.csv","cb4802531b6791c06f73e6bf54d830b752c0b7087a183c63cc28cf73dfbe92f0","cb4802531b6791c06f73e6bf54d830b752c0b7087a183c63cc28cf73dfbe92f0",360,360,1786742162.60796,1786742162.60796,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_028dc0fb6bf19467f7d7f98b72c2b356b558ae4647763fd9f96ad1022346d34d/status.csv","1517bf540d1d13fafcee5de77cc26356802d2abf8ec552fa47724bfd5d70b59a","1517bf540d1d13fafcee5de77cc26356802d2abf8ec552fa47724bfd5d70b59a",1105,1105,1786742163.34105,1786742163.34105,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0/diagrams.rds","91cde4f03a68d413826ded3d365266d86a0ebeea776e08c9a9541bfd9abd09ef","91cde4f03a68d413826ded3d365266d86a0ebeea776e08c9a9541bfd9abd09ef",7393776,7393776,1786742528.4978,1786742528.4978,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0/diagram-manifest.csv","1c29b51acab764b49449f610dc07542515980e20d8048c58b0bdb66519d0dd47","1c29b51acab764b49449f610dc07542515980e20d8048c58b0bdb66519d0dd47",63068,63068,1786742528.51429,1786742528.51429,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0/distances.csv","da1c9a7e21e5310e3200cfc7b3b14c7b1556c491d4583dbdd8d3a7590f30a482","da1c9a7e21e5310e3200cfc7b3b14c7b1556c491d4583dbdd8d3a7590f30a482",1253515,1253515,1786742528.72617,1786742528.72617,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0/metrics.csv","bb94fcbbc362ef4247e6178673516454036346ff9fa2bb012568d56951517901","bb94fcbbc362ef4247e6178673516454036346ff9fa2bb012568d56951517901",358,358,1786742528.72654,1786742528.72654,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0/status.csv","6c6c2f8563bd8d8b949c7ca87fd8f4597e2f61532aab25eb84c5d04d0f25957e","6c6c2f8563bd8d8b949c7ca87fd8f4597e2f61532aab25eb84c5d04d0f25957e",1105,1105,1786742529.31765,1786742529.31765,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_19131b37e2c9b21894c06d7dc933e65aabe3b75b6453cf2e3b9dee1c9a75c621/diagrams.rds","1d63a4bf6f5cd1b7e5499fb24272ee6e4f95bf9467c02d18fa843d7de573953f","1d63a4bf6f5cd1b7e5499fb24272ee6e4f95bf9467c02d18fa843d7de573953f",7451328,7451328,1786742830.49924,1786742830.49924,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_19131b37e2c9b21894c06d7dc933e65aabe3b75b6453cf2e3b9dee1c9a75c621/diagram-manifest.csv","b4dda629bb00cd79edee6974179d5e93d6d16ae4543e74b2f6b11bd37dfc5b33","b4dda629bb00cd79edee6974179d5e93d6d16ae4543e74b2f6b11bd37dfc5b33",63068,63068,1786742830.50508,1786742830.50508,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_19131b37e2c9b21894c06d7dc933e65aabe3b75b6453cf2e3b9dee1c9a75c621/distances.csv","24bc37fb5fcaf9bfbff279a65497c370a307c7b585b8f5972c21149ef1f391a6","24bc37fb5fcaf9bfbff279a65497c370a307c7b585b8f5972c21149ef1f391a6",1253390,1253390,1786742830.73154,1786742830.73154,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_19131b37e2c9b21894c06d7dc933e65aabe3b75b6453cf2e3b9dee1c9a75c621/metrics.csv","80af8b23f8d4590a41b98f5b65eef6a8ddcf580271c860ede1890a2a1c15cf86","80af8b23f8d4590a41b98f5b65eef6a8ddcf580271c860ede1890a2a1c15cf86",360,360,1786742830.73677,1786742830.73677,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_19131b37e2c9b21894c06d7dc933e65aabe3b75b6453cf2e3b9dee1c9a75c621/status.csv","3b9811e9d1d872593aaf4b857c660a0269aa580563e40289fde0ce875fdb877a","3b9811e9d1d872593aaf4b857c660a0269aa580563e40289fde0ce875fdb877a",1105,1105,1786742831.35353,1786742831.35353,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_adc0117d4c99bc1eb26bbec46d2d7790b200f9d4b3f46b85da022e89cae1fdad/diagrams.rds","e767d73a76ca13dde2392caeccdf6420a847b3c3a85abe6518e60268a56a12ac","e767d73a76ca13dde2392caeccdf6420a847b3c3a85abe6518e60268a56a12ac",7472417,7472417,1786743091.98412,1786743091.98412,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_adc0117d4c99bc1eb26bbec46d2d7790b200f9d4b3f46b85da022e89cae1fdad/diagram-manifest.csv","ece8ae39e75f557c2ee114731caf6ddb8b538e7fb32cec4d2925c3c7ad025134","ece8ae39e75f557c2ee114731caf6ddb8b538e7fb32cec4d2925c3c7ad025134",63070,63070,1786743091.99927,1786743091.99927,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_adc0117d4c99bc1eb26bbec46d2d7790b200f9d4b3f46b85da022e89cae1fdad/distances.csv","7b972491ac5de663ca0bd87be7f2799d4151c99cba9260fb744ff074de55c62c","7b972491ac5de663ca0bd87be7f2799d4151c99cba9260fb744ff074de55c62c",1253516,1253516,1786743092.19432,1786743092.19432,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_adc0117d4c99bc1eb26bbec46d2d7790b200f9d4b3f46b85da022e89cae1fdad/metrics.csv","95cf42422cc4146564d4268b53f83e0cee25515de664986545fbe6284d412630","95cf42422cc4146564d4268b53f83e0cee25515de664986545fbe6284d412630",360,360,1786743092.20256,1786743092.20256,TRUE,TRUE,TRUE,"closed",FALSE
"mv06f_complete_resume_v1","mv06f_group_v1_adc0117d4c99bc1eb26bbec46d2d7790b200f9d4b3f46b85da022e89cae1fdad/status.csv","c05faa2d6b9ee7207a928663cd4048308129eb7f97d87a15a6331b2c91f439c1","c05faa2d6b9ee7207a928663cd4048308129eb7f97d87a15a6331b2c91f439c1",1105,1105,1786743092.8587,1786743092.8587,TRUE,TRUE,TRUE,"closed",FALSE
