"contract_id","sample_id","expected_post_qc_cells","observed_genes","observed_cells","individual_source_file","individual_source_sha256","counts_sha256","private_cache_file","private_cache_bytes","private_cache_sha256","disposition","elapsed_seconds","peak_rss_bytes","outcome_label_state","biological_outcomes_computed"
"mv07f_raw_production_v1","SRA742961_SRS3565197",11475,22887,11475,"SRA742961_SRS3565197.rds","d751d910bf1b13d2ea62f953d04c7303ee5a9dd4d8ae9379ab154fb61efe780b","7f119f29d0ac00440c23c5639288c2b2a25d7ce1a02dfc8ce2aa29e92dc5b3c1","SRA742961_SRS3565197__raw.rds",31176698,"3771018468e07389203d1c776d06e4d58e78284d576c440007cfbe3f79f02bcd","reuse_validated",53.8069894313812,1559425024,"closed",FALSE
"mv07f_raw_production_v1","SRA742961_SRS3565198",7396,22235,7396,"SRA742961_SRS3565198.rds","0b5180b506ad7c91542d8cb7e1b040405837af9cec069f13c3a60b520376a071","2cd934bc1b0efb9cf91df5cadd2f22666e38c1c08b181a8ba7f842d8f4c6ff9b","SRA742961_SRS3565198__raw.rds",19566535,"15f74311a31f1e35a520415d99fc3f952ba0c85da2569d610af3374bb506431e","built_atomic",43.0064842700958,1136766976,"closed",FALSE
"mv07f_raw_production_v1","SRA742961_SRS3565199",8050,23415,8050,"SRA742961_SRS3565199.rds","9f809f1ddc3dc6d88bba4001133bdff123500764bb85709bc4daf497aef56dd2","8d4ef1a192904aab66f0f294ce883628bfefec842b1fcda91732698db055c2c9","SRA742961_SRS3565199__raw.rds",22424713,"94cb74e72cbe84cbb1a6a500ce42d05ece6acbb956ad635790eed59042007777","built_atomic",48.1409347057343,1185067008,"closed",FALSE
"mv07f_raw_production_v1","SRA742961_SRS3565201",7482,22173,7482,"SRA742961_SRS3565201.rds","04155449c752385d37af76f3cdf1d51f5be6f070a24b71adbd9c7bdf49f6f536","848edd0b88ad87eb9a8e7ee81fd95c0e8cfd93f6f9a2de70304e5da083106f92","SRA742961_SRS3565201__raw.rds",20678184,"e1aad5fc625d946df76315f1820884f2642169b5ef91c5848e19ec401277d17d","built_atomic",43.8050315380096,1164316672,"closed",FALSE
"mv07f_raw_production_v1","SRA742961_SRS3565202",5748,22933,5748,"SRA742961_SRS3565202.rds","29636a115373559cd27441797c9bc7a9e01b0f047d357c773cd49ae04a09dd98","1275129386396737c1d929fe10ee4818ceb128f983892ec04521f62fdd302c3c","SRA742961_SRS3565202__raw.rds",19006266,"c8e926b5ebedc643726aa087aae077d772596eb0a70170a2ea9d96555ee5efe6","built_atomic",37.3741569519043,1039626240,"closed",FALSE
"mv07f_raw_production_v1","SRA742961_SRS3565203",6335,22023,6335,"SRA742961_SRS3565203.rds","b5124a5909e9b82168fbec4b63bf813663cba9d5e3ed258d28462d09cbade0a9","31086aabde4abac327fa3993b0ccbbcda36d00bc3b36981892485dcccb002618","SRA742961_SRS3565203__raw.rds",22607952,"a93f6d0f83c5c709834efd464dfcfffa6de76def082fa0a520e3ec30acab07ee","built_atomic",42.6019997596741,1187086336,"closed",FALSE
"mv07f_raw_production_v1","SRA742961_SRS3565204",4900,22971,4900,"SRA742961_SRS3565204.rds","4e2b0f651af42b2c4d0e3105c69439019bb58c0cfcf85c7d5949e09a4ef44d34","df47d75cd72d4d6c6d8ffb219510ab9a99e886e4388102e093354d9c7c7a6b23","SRA742961_SRS3565204__raw.rds",16099753,"92d5caf84ddd90cf4bc7a388c021a7e246f87474d79e5417b106dc777587f29a","built_atomic",30.6898400783539,961544192,"closed",FALSE
"mv07f_raw_production_v1","SRA742961_SRS3565205",4751,20996,4751,"SRA742961_SRS3565205.rds","52ddfb8c6547efbd0bfc65f7f17f293820424450258aca5db85db842e8447ac0","01adf5dbe87b3236b0faed456deecc929f95221f03b13de5c7b0d3fad6f67212","SRA742961_SRS3565205__raw.rds",15672522,"344600cdd86d43c185799b458c8f11626fbc2601371d0b294e3515b0ed54e723","reuse_validated",26.3807201385498,958115840,"closed",FALSE
"mv07f_raw_production_v1","SRA742961_SRS3565206",6956,21281,6956,"SRA742961_SRS3565206.rds","023b860f1f81510162dfac721d4d2161b6dbc481f11b88d2abcb7e31d1417b1c","0e7bf565db1ced34eaa8fe6d41eafb0d6f984a07f14e3a98c7c4a9c46b140cf5","SRA742961_SRS3565206__raw.rds",15067605,"0c972cdc8ea76f486f5d5bee9dfb3a460e9ffb0774e30a806ed049facc6f7712","built_atomic",38.7240107059479,1007407104,"closed",FALSE
"mv07f_raw_production_v1","SRA742961_SRS3565207",6257,23251,6257,"SRA742961_SRS3565207.rds","7c3424e6de7db056016c1354aa158ce90a8b250f53099bad747a2dac0a62d962","00bef55c002c58c62e4db878be0e136a53271923e8141f5d6e078a458043e03e","SRA742961_SRS3565207__raw.rds",20927751,"6917cc2087585a51f10f053523be79ec2658df84cdce7bc3884e9dba2abed723","built_atomic",39.4648995399475,1125474304,"closed",FALSE
"mv07f_raw_production_v1","SRA742961_SRS3565208",8118,22816,8118,"SRA742961_SRS3565208.rds","ceccb3fda4a9a1629ce620a6cad52cc203cdc7d182e961a75a08d3e430eedf3b","015e4799bc959dafc87b122ada9ba8aa9fd6c151fb5df6d8d6c9a615f2b531a7","SRA742961_SRS3565208__raw.rds",17873589,"3ec23b8bab305c7362ad566dd30ace4b734b13fdf371a8819f23b871e98a453b","built_atomic",40.7151668071747,1114947584,"closed",FALSE
"mv07f_raw_production_v1","SRA742961_SRS3565209",7044,22805,7044,"SRA742961_SRS3565209.rds","7ae10518669fd7d6d6112eef4da0575ad1f5ae98f73282994d1a8a1cfd7b913e","6f59c19a1344c04c5d8228f21de6fb0e090ac8616ab414725be576a2e72e9f7e","SRA742961_SRS3565209__raw.rds",19163734,"ca37f74346a514907fc46f9a6c673ad80f9260b1182e59b61743abc375993858","built_atomic",39.9734447002411,1112633344,"closed",FALSE
"mv07f_raw_production_v1","SRA742961_SRS3565210",5566,23138,5566,"SRA742961_SRS3565210.rds","ab559850227b3f539365378342e0e261d72f9e7d2575205d513ef12516e4cc53","c17d319976c868fcac661ea897e933ed14a3676ed426b79d099c770bb96231b9","SRA742961_SRS3565210__raw.rds",20635301,"26c4a262315625215bb1bd45a856b95b5695fd9565e34e12ed125c892f5b79b0","built_atomic",37.3848164081573,1090990080,"closed",FALSE
"mv07f_raw_production_v1","SRA742961_SRS3565211",5981,22612,5981,"SRA742961_SRS3565211.rds","9cb2febc2480c14a585ce287c8624c607dcf5a784724f9db4afce5e8f7a78f2e","f2b608fd834cf8e45080728b13e01904928f08dd6c68ed02068c801bf98bbab9","SRA742961_SRS3565211__raw.rds",21076410,"cc6da3134b009dc572f371a954560678e0837e03952f8fbd09bb7b0a2f5d4394","built_atomic",38.6538770198822,1126371328,"closed",FALSE
"mv07f_raw_production_v1","SRA850958_SRS4386101",1015,16315,1015,"SRA850958_SRS4386101.rds","797f06631b6a046eee4158d25a6f7fb7581ffaaeb52e407ad0f80cae70316536","6a20cb1e0e6281f2219f836d3f48dca799551b0b777a17bceed84e0d23ae2e43","SRA850958_SRS4386101__raw.rds",1808139,"d52a5d0b483d3ac6eddca9ad88767bc21d369e48aa418dafef85a50e7df0ab84","reuse_validated",9.07476258277893,487084032,"closed",FALSE
"mv07f_raw_production_v1","SRA850958_SRS4386109",809,16528,809,"SRA850958_SRS4386109.rds","6fea83163ab8f2f27a2e8800b6cb40253b4633102bd9ce8f03e327877b902d2e","fc2b348e5808e1a90e8777b7b980771d8eacad1eaa4d1c7ef3726445fd2ea664","SRA850958_SRS4386109__raw.rds",2383856,"1d65c204814e538f38761c015936900a268c76780b2da146c6528ec8106f6e53","built_atomic",9.5911009311676,492359680,"closed",FALSE
"mv07f_raw_production_v1","SRA850958_SRS4386110",617,15482,617,"SRA850958_SRS4386110.rds","f31ad8ec4d35d182cf606c428670dc498a14625aa98e915ada082e9c69bd35ec","d9505a643a181b4ca649a5f72275bcbde53d06beb4896727cfc92cc49bdb2b3d","SRA850958_SRS4386110__raw.rds",1833812,"37157d0b54bf712d343af619f543f034ad6dcdd3afd9818818dba438f8a40247","built_atomic",8.5766019821167,486465536,"closed",FALSE
"mv07f_raw_production_v1","SRA850958_SRS4386111",778,16326,778,"SRA850958_SRS4386111.rds","056bc4343be6ee33346e7a4fe0a043627f1d93b2b546d7c0a253d0fe7eeb9bb8","c15b51720b6105013acb711e79208a07e7683d4b7d460b2d2e114bc6943ca991","SRA850958_SRS4386111__raw.rds",1914479,"8f48352dc48b750322b5b7826eac6974645a0f982620be4eaa4b8c6e83a80b22","built_atomic",9.10420894622803,485138432,"closed",FALSE
"mv07f_raw_production_v1","SRA850958_SRS4386112",713,15766,713,"SRA850958_SRS4386112.rds","c4719a3ea5e0e88ab2dae328d5dae7fe8caa246f620f581febae5528ac677ce0","c4d06178f5bda813f5e6c082f9052d7efd35f89836482bf36362842b2662b3f4","SRA850958_SRS4386112__raw.rds",1662085,"e369d76985d76656d57c1a73a126ae64fa1e9e5b1cf0893cc721d0907f97652e","built_atomic",8.56196451187134,490254336,"closed",FALSE
"mv07f_raw_production_v1","SRA850958_SRS4386113",584,14540,584,"SRA850958_SRS4386113.rds","c503a782569c0ffbb6aa216101170306385d82415b9711fa89b106a22062da1a","4010d909c3745635fd973772f6da0f620366870eebcc574006c6fddf1c891b80","SRA850958_SRS4386113__raw.rds",1264089,"3eda09be445ff370be43eac5fcf3bf68404d650a529920fd995bff1aa608820f","reuse_validated",7.90544962882996,461934592,"closed",FALSE
