"contract_id","sample_id","seed","selected_cells","selected_cell_sha256","normalization_cache_key","payload_sha256","sct_genes","sct_cells","finite_sct_payload","private_cache_file","private_cache_bytes","private_cache_sha256","disposition","elapsed_seconds","peak_rss_bytes","seurat_version","sctransform_version","matrix_version","r_version","outcome_label_state","biological_outcomes_computed"
"mv07f_sct_production_v1","SRA701877_SRS3279694",20260805,384,"effdd35c70eba3abeba316afab7cc31a46eb3dec0d70ccd5079efd31468fb152","mv05d0_sample_seed_sct_v2:f38b2afb94b0a592aefb0ff284e11965224b4d5c71e613033de4c9b09a4c6d53","54bfa2ec3f2e1323c723f739531b07d2b52e9277f3c649879f8ef3a077529d19",11506,384,TRUE,"SRA701877_SRS3279694__20260805__sct.rds",6535595,"ecca3d8ebb4f560bf9604f88830b739f0cae369467cd074ff07926469f986990","built_atomic",20.3645820617676,1039077376,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279695",20260805,384,"c72f602d3735b87031fd7e1b4ffb9871aa58a9e8a51623834ef666ea019c72f8","mv05d0_sample_seed_sct_v2:1ef8a526c31788d1e0ae6f545faca67ec97ea4b0a96f88f2934fb6a5be36c1ad","22c6d438a875796b89059680e784d0d63d77a85855642e35a69f850efad4f714",13205,384,TRUE,"SRA701877_SRS3279695__20260805__sct.rds",8922539,"d0f7631ec7b8bec942ddc18f07a262059743f46b79deb6fe5da018c38d793804","reuse_validated",71.3575077056885,580005888,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565195",20260805,384,"bae9249d3c30e4f30b58349e4238ed89d6b9db1be1557139af721fb37562d893","mv05d0_sample_seed_sct_v2:577be8b928d88447548464e99b120db5c035f082e3825106b52c33938a3076e9","9c016f47cb583bf5b0d7cf36c6a3d80ab60951e424058b6f9b8ecce0eb8cdf15",10603,384,TRUE,"SRA742961_SRS3565195__20260805__sct.rds",5816615,"cf96f6ec80c1d110f8cc6550e8e8ca4ef1dae786f023ec62532e84a759ae2854","built_atomic",19.59929728508,1288310784,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565196",20260805,384,"989a908c74ba6f3a31d23f95e515bfe00d90481fb45b8ababbdb167ba84b9bf4","mv05d0_sample_seed_sct_v2:4d1fa10dd2438917d9ba0e01f28b0a72ae96be3739d24264ac23f3ca7665f637","548cb4caeb370e3ea707c770cab79b2ad19284e48fae7d427f52ab0fb211a016",10307,384,TRUE,"SRA742961_SRS3565196__20260805__sct.rds",6391146,"17c6342a380b7a53e30399adab4b8995de622ee2d63d496ff66f5d20066ca7b2","built_atomic",19.8494467735291,1449799680,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565197",20260805,384,"bf9e78949448c34b645fb456b076b388a58a598f73546ea0de235aeda9a585bf","mv05d0_sample_seed_sct_v2:d41ca32dee18ed49b073b66e0dfecc31135ae34a2464d3b3fada04a3ff8664a7","fb186e4a809653434a791e1323ba0cd85df4dd3e7c9fe357bdcc3d9272a60ea8",9647,384,TRUE,"SRA742961_SRS3565197__20260805__sct.rds",5587180,"41d3c30efbd60429686af69d3680c9b1eec8164b5e1b713cdf416bcd5010b4cd","reuse_validated",93.7598333358765,808034304,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565198",20260805,384,"fa1040dac23d4727b6f6876a31ed34b9c9bec88113352832b84a1322c9b2fc35","mv05d0_sample_seed_sct_v2:ac85ba7d7f9c3705c41ef4aea445af21a3c6a2c5f6e8d3423ff77defa4afe07a","0c55d8f388357bf0c00e90e1fa26e047500f1a5d0ae7d1d49bd4fa2a2aa9515e",10015,384,TRUE,"SRA742961_SRS3565198__20260805__sct.rds",5520577,"e3e02aedae2d3bbcc420ff6399b5d224030752ef326701d07da2f21cc6b0cda9","built_atomic",21.2378995418549,1282973696,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565199",20260805,384,"899b6f206a0721eac85e9b02b7aaf8f283324939796b693212501734dd256cd3","mv05d0_sample_seed_sct_v2:e8ec966073b1563bfbb57bc6d705684bfa9aacee3c472631dfafd2cb200ca402","95cbe72f6fa1e7b15ed27b5edb46d844b12f0eee3b32c4e5492dc31ac1459df1",10818,384,TRUE,"SRA742961_SRS3565199__20260805__sct.rds",4761386,"a6309fbb7bfcc6141ab6d5a46ca17aa711022686e00541ab671f6489f9301c93","built_atomic",24.7815721035004,1331818496,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565201",20260805,384,"fcc72b9342e1bc044665e887f3261d981e1092ca92082b98e9b0c04cdb2996d4","mv05d0_sample_seed_sct_v2:913e3c61741c8d5f5e4724f1d12b7f9131646a0332b48f1b8ae00bf36b8fb3f1","4ea85a81b4059dff61b425d1561b4acc39ad47ab9980e102ea61f303022a1dc5",10280,384,TRUE,"SRA742961_SRS3565201__20260805__sct.rds",5521184,"09de77aa906c0b0d38475d85d1030e6db21087ae69ab6b63fa2c8a0c0ff6449f","built_atomic",21.0090939998627,1363836928,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565202",20260805,384,"f5f4b6982a4b9973b81e60e0dbe6af56ac9efdff64548bb26a28ada979de9029","mv05d0_sample_seed_sct_v2:4cf7b6edddf9191d07c2cad164004dea19c2099c5edba0fc52791ef2601cda67","2ca5d7b194d45664c35fadfcff03b0f591c3624192e6284e7d8075a0e3e5e570",11618,384,TRUE,"SRA742961_SRS3565202__20260805__sct.rds",6043432,"4bc2563055f44cd26c5f933acc147315b244ab1b027e9e0c7a7fb68e1f8faadd","built_atomic",21.1730260848999,1272934400,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565203",20260805,384,"1a7c7291e870ca067b31fb4fdcd9ff07a91fe90fbb42c015b766d6745e5409b5","mv05d0_sample_seed_sct_v2:fa2261ed9c8b3f99e54431c4543a533b4b5421494736c1c693e3548b49e3f63e","0c0f2680a4d4bbb41e48df5af0240117653b8b486ca8322f5d21b9fe1056ca31",11131,384,TRUE,"SRA742961_SRS3565203__20260805__sct.rds",7379870,"6494c9b21fe1933f0f9f4d54fd2b432262b881e5de83bfb633e89b52ba251d0e","built_atomic",24.6917479038239,1359278080,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565204",20260805,384,"81eb33d052a08bc97c424d0f9c4a5960ca9de2a2b09a08c9698e17b7b54f8fea","mv05d0_sample_seed_sct_v2:4119d918bcf9c1572cc986553a941d0b55f4211da1e24dae8520b33787763157","d43b5ac42927e8abf99987a2b1f0a3f7707fe39811edbea43c8d801ac13bddd6",11862,384,TRUE,"SRA742961_SRS3565204__20260805__sct.rds",6735421,"f69672badcff1f381d1fcd5ced8b06d1ac98ee72d62fc4923514d5c395ae84b3","built_atomic",33.397980928421,1276424192,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565205",20260805,384,"9650da222d60f1e0fd50f3947b62485357914a7da61444809ce8e7bd3ec5b931","mv05d0_sample_seed_sct_v2:5559174c88327f4f434f3cef86c160457444e882ec8669bc624962dcae65dbd8","d840796be070f2b848ccd728d604e94cf687ace83e38dc2a928dfcbb942c8f0d",11048,384,TRUE,"SRA742961_SRS3565205__20260805__sct.rds",6980576,"9cc8ab355aa17d420c4a64038e580c0ae9caab3859e67a7bf43b613e817c01ff","reuse_validated",98.6697134971619,624603136,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565206",20260805,384,"42c491a0f8492341510bc150eaf54268352bdc7e0a6479892ca4211129b5b0f1","mv05d0_sample_seed_sct_v2:dd61e8de8fc0e914db9ee1c1be68fd8d36f6f93ffc5f57af6fbe46f61ae17a6f","15d75891428d3227bd7eec8fb3a380af16556d53cb4c5aee9e00cc4f78fbaa04",9532,384,TRUE,"SRA742961_SRS3565206__20260805__sct.rds",4597146,"3af0bcce57c70d082d561936ec315ae12118edeeca51bf3169f21ab15e94729d","built_atomic",32.4405281543732,1163939840,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565207",20260805,384,"62f5b488c8c92e5a441af1092a89f0fac683ef7793d3d34e1c7689c70d6cc55a","mv05d0_sample_seed_sct_v2:701de969deb01352afd23121fdd33753c5a1fd4029187e45db9d31ba282b07d4","0f3b62d08be5903f74a70a3b104a4a67878ddfca9f626977b53d357e68d46a65",11551,384,TRUE,"SRA742961_SRS3565207__20260805__sct.rds",6667403,"b7f1f282536d741d88bd631385b0b2d42352c37a7d3ea9283629fd10df35ec83","built_atomic",35.5532243251801,1298489344,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565208",20260805,384,"dca663aeebf1d4c27d902c83822d6e20059aaec1ee2c8af40ab52308c8f0c77c","mv05d0_sample_seed_sct_v2:c0b57a8b5b443926ddb1b0dd16f7bbc1c9b1c1aca3db263e465477492dac1b16","2c853035de21e8afa0acf646fb02ea97df10c765a1afbc9d94d187ea40daaacc",9466,384,TRUE,"SRA742961_SRS3565208__20260805__sct.rds",4448832,"ed0c78dca1a58ee2125c881b50a902bb5e5ae8b45a5294bb596808e0aae496ed","built_atomic",32.9838743209839,1202360320,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565209",20260805,384,"9517fca40ec80e1c3d37b75de8b8385a53b6a345c4dcf31eef5bae6148fe2512","mv05d0_sample_seed_sct_v2:a7267b576d4f315ed27993a5624c963b541705e3a90d344b3f83d6fd53974976","4103d0b68d48e752846decefc3c471332547d7da1819ddf7e4675ce828905114",10727,384,TRUE,"SRA742961_SRS3565209__20260805__sct.rds",5710002,"9127bf60e173d0a15c9584e33080242c5c4d68d15bccaf2a0a900c2d64fc207a","built_atomic",33.9990894794464,1218052096,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565210",20260805,384,"80eb5c236f79ccd9a73364034120ccdfc887fa767aa6bf8a4c0eeb9b37686065","mv05d0_sample_seed_sct_v2:f835de4f22d7b38c60db3b3b6c24497fbb207d8b7df32887ec7107a0d18ccc57","b27516440918c48479c8b5ab7e446888f99e3705d25a048c6da6384bb4370dc4",12119,384,TRUE,"SRA742961_SRS3565210__20260805__sct.rds",7044803,"a42595ad2f02db0bf6d65ae065131f3426c16b8a825307643316655638fe54cd","built_atomic",34.7709708213806,1310932992,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565211",20260805,384,"5cfa1afb31332ba4f4425c273af69db4d0b5e67d808caf87dd7b139e98c33c9c","mv05d0_sample_seed_sct_v2:a467aeb069667dd58543f9a1f3d198ced2a136cf62d6b84b937121b5ad282dfe","b06d99dcc2e2dc1e6e24b1d78e16b975572349ff62ac09c1e1e4b05d303f1f2b",11717,384,TRUE,"SRA742961_SRS3565211__20260805__sct.rds",6933137,"8e4d3138fbb90bbcb44a554f8a4e1d233580d4fe59e2bc01124bdd756954e71c","built_atomic",35.0516588687897,1371705344,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA850958_SRS4386101",20260805,384,"ff687c201e04652e9baf05c0acb61dbf72162f47b9b4066690b9a50668a3ad23","mv05d0_sample_seed_sct_v2:48a6947cc24df97687c4712804d20ff030eeffd90b82435b955f66ca9cfa2f12","83033c777a000a6a39d6340a04501887248a9ffc27b856cf37c4f8b97160658a",10865,384,TRUE,"SRA850958_SRS4386101__20260805__sct.rds",3527120,"d842f291fb99a60fd28d5e2f04dbf5d18d4f720dae6ca0ac3c4157e8796a20c0","reuse_validated",96.9172313213348,463953920,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA850958_SRS4386109",20260805,384,"e0131cbbd72b367ba9376374473ed7da052988620e1025838b1083dbe0a57861","mv05d0_sample_seed_sct_v2:9a0719b45c6142a7293efcb44bdb1864d7d4c59d2bf54ab872edaca824703bd1","1e7211151b4a6883399a5615c15171151b119d86fbd04e45a2148ff681b5b27d",12550,384,TRUE,"SRA850958_SRS4386109__20260805__sct.rds",4676392,"9508a34928d5e5d747738f6f001f6df00cd99c540f15a1f1703db049b5128113","built_atomic",29.2612180709839,1122111488,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA850958_SRS4386110",20260805,384,"2fbc2f62638cfd7df3b84167ef15c32ba3a4c36f3329175397e7a811ccc357da","mv05d0_sample_seed_sct_v2:5258061134853a15cb06d3ae98f0b048efb8de42130930d320c314a7a1266833","236e01677a7a1787df0fc4e99d925f92e6000e78669d3ef8b60775dbc3d0a074",12551,384,TRUE,"SRA850958_SRS4386110__20260805__sct.rds",4754332,"48d2079de8713b0cbfb7bb1ffb270d2345d18f9aad406c8b412098bc1dc6f62c","built_atomic",31.6351068019867,1113636864,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA850958_SRS4386111",20260805,384,"24ceb6ef77d53279908d2a728949ba7ad99738f70440fd21fa529197b48bbb9f","mv05d0_sample_seed_sct_v2:e44014f86fdba4b1e5bfe2176161ff492ac3a77d0be7697bd7c54cb809f8089e","ce1d199c49bc7a6475ff052e5d0f1ae1df0ec30b586c3aca2fd1c79549fb8713",12512,384,TRUE,"SRA850958_SRS4386111__20260805__sct.rds",4492717,"a29e3c97910777f1828f4d25c4ec60ede034310d5de271a6e010b632db6ec049","built_atomic",30.8838047981262,1079398400,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA850958_SRS4386112",20260805,384,"61b58ac96679049f6982beed789903ec79b001952b07bb52134152fc49ef20af","mv05d0_sample_seed_sct_v2:062881f49b6c95cf335ed674a1385cc4a8df30c3ad17b8c5a8cd49ea0723d822","19cfa15c4905b3a6b2e64450bd9aa92e378641a991e19da02689d998ed18bf23",12256,384,TRUE,"SRA850958_SRS4386112__20260805__sct.rds",4335868,"646f3e75ecfcf1e81e327a6e94d952d7bdb61281a2e3901d3e0f90a1fbca15fd","built_atomic",31.7153792381287,1039069184,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA850958_SRS4386113",20260805,384,"1025800819d7167be0a33a2776fc1bf1e899bb1ac0af0fc2bc77571d56032a15","mv05d0_sample_seed_sct_v2:b76185733a289812752e1195de551d69ccd1edcd8014d8d003e67243b0c453cc","9b9b209eb5f23997341ae7c2f20d889c4932572f5933e0d8c38d2e803d8d7269",11902,384,TRUE,"SRA850958_SRS4386113__20260805__sct.rds",4106028,"82c2bb370365af0921d235a31b0abc080094f3a3a8c9704c9a07fd3d6a5340eb","reuse_validated",96.159276008606,463511552,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279684",20260806,384,"e9047990e327d288a91ce7127fe7c3b342901c539672f80ac78b663f5ad5dd50","mv05d0_sample_seed_sct_v2:8ee90ce5b0db41fae9facb161204be0df9b0cebc0f733994d9717625bc84d2c6","a197254edba1419b6dc0ba0dacd1e1666c24b12da29a5c250208bd9545c02c3a",13525,384,TRUE,"SRA701877_SRS3279684__20260806__sct.rds",8432719,"5ba0e86c9a6a2cbc8fb0d86e05c9c1cdf66ce69a765c29a3e29628ba6d0c32b1","built_atomic",34.5596590042114,1242816512,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279685",20260806,384,"5b78cb01168aa6f499d7f2becaea31cfc8fbf01b7757904bd2e5914ad93ab154","mv05d0_sample_seed_sct_v2:c9508909b3a30439d3f7d002693e26241e852fb38748e9953955100cf3a4f7c9","bbe45e31ca578d15a121044c1efea692e7a33c6e864e96d278e664ac97cf678a",13293,384,TRUE,"SRA701877_SRS3279685__20260806__sct.rds",8918420,"68619ec792159e738fd360d87c7e321697c1048de7adc02c46a17fcbe65bd8bd","built_atomic",34.7670171260834,1186680832,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279686",20260806,384,"4702103fd629be1e4f7782ccea5cd4df4c0ae2fe16e018dd5da81e0c26de70c2","mv05d0_sample_seed_sct_v2:3e027202a023498ca1f5b71dd4213e1538885de4624140a8229b5e5332ee8322","73d1667c1c1c515c401c943fbb8d642b11bd560d74910f0ebff3e5a4b1a1f5ba",14176,384,TRUE,"SRA701877_SRS3279686__20260806__sct.rds",10417105,"cf2a9a5b9797985d5a2d68aab0467fb010a78e08396dafe426780fef2576848c","built_atomic",37.2129805088043,1221177344,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279687",20260806,384,"e0a03a1d4d01671308b6edba5bb0c1bfb53cb417809c6d3e291862300e6910da","mv05d0_sample_seed_sct_v2:4ac912fe91c20324efd5cd27d206a2cacb0ca51b9ff02967025eac0ecdcc9b30","0ef3e2e8f90d1ae0460c93ab227504ccc9a94ab9581bb889a34f415c55727155",14407,384,TRUE,"SRA701877_SRS3279687__20260806__sct.rds",10765556,"ee3e4eb00d3322f8cb21e5c2cabdd21224b7d999902e213f40c1229544eac04b","built_atomic",35.0619769096375,1306468352,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279688",20260806,384,"aa3bbb13f42ed48d1490fa43a7d5a151db3e906e7eb7313e8cbc1b6c10346725","mv05d0_sample_seed_sct_v2:9b800124367e30824b194cc6f3f00c6bff943adda207e858dcf28757a3ac87c2","655ba86cc3a9a8776de10df8b1c626d7ba882166131e7b6caf6a155282060a1f",12750,384,TRUE,"SRA701877_SRS3279688__20260806__sct.rds",7252205,"ca51bc009b218d59f0dd416db486ba6442dc9937670d170275d7bf631c9b8422","built_atomic",33.9848346710205,1107193856,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279689",20260806,384,"5221e242a1c0aa6e2b91274b49f270ea36d973147a03b97c1ea93dad7ae5d758","mv05d0_sample_seed_sct_v2:52e0b9c87bf55aa9e02f4b4892e619baf1179fa950b260bb2c16af89dab04edd","3f61a300558c5928ad86778de10a411c5852d8ff68fe9afeab3adb72a241fc98",15143,384,TRUE,"SRA701877_SRS3279689__20260806__sct.rds",11849362,"b789c83f17bfdf4023391ad198658a78a8147346a27680c322addddf4e088ccb","built_atomic",35.8956158161163,1234563072,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279690",20260806,384,"a79631688902e24da3cd8418cd4f527607a2fdcac3404c9935c4ea8173528e8c","mv05d0_sample_seed_sct_v2:e1f4d7dd462eba64343c880273fb92d142c01c6b237a33f400a9750d3f915843","c1c1c711d7487f37bcab6b6918dbede43186e474610a9b4bbe10f5ab4776d372",14240,384,TRUE,"SRA701877_SRS3279690__20260806__sct.rds",10277361,"1d3ba41c5ec6ff642ec46339d64c0533f1f12caea9d43c3e5c5af55ed3097e8b","built_atomic",37.3127002716064,1294024704,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
