"contract_id","cache_kind","sample_id","seed","private_cache_file","private_cache_bytes","private_cache_sha256","payload_sha256"
"mv07f_cache_manifest_v1","raw","SRA701877_SRS3279694",,"SRA701877_SRS3279694__raw.rds",7712702,"92efbc926491ec874edd72f688d1afeb0dbd7233f0cc42031c724c2398554fba","576cae58fd7c06d999420488646c4b50dd1ebd0be55b40e3a3f5dd94f210fbd8"
"mv07f_cache_manifest_v1","raw","SRA701877_SRS3279695",,"SRA701877_SRS3279695__raw.rds",14151602,"7ff73e3646f3d377e03681f35870788a25bf4deb2e3c1bef5fc71b4371832d30","2c52a3f0f214a5ee26e8430c126820ca06f84620f5c4508ea4c1881564e640f6"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565195",,"SRA742961_SRS3565195__raw.rds",16108148,"21d0cb012788e34415fe6d4b192d47b46cbc2f8676ed168bdd448937170ee1d0","8d8666b3fdd21c63226d4985ce68969591c0e1d0fdf41ae5ddc6fd666a53f1af"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565196",,"SRA742961_SRS3565196__raw.rds",24170735,"25a12d8613a8490066af75ee047086759f7fd2b65a7682ab86d1eed7317d64c3","0562d169fdf7be279d3b849cfb1c00e22df85d6368faa22bb61b3f00208667e4"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565197",,"SRA742961_SRS3565197__raw.rds",31176698,"3771018468e07389203d1c776d06e4d58e78284d576c440007cfbe3f79f02bcd","7f119f29d0ac00440c23c5639288c2b2a25d7ce1a02dfc8ce2aa29e92dc5b3c1"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565198",,"SRA742961_SRS3565198__raw.rds",19566535,"15f74311a31f1e35a520415d99fc3f952ba0c85da2569d610af3374bb506431e","2cd934bc1b0efb9cf91df5cadd2f22666e38c1c08b181a8ba7f842d8f4c6ff9b"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565199",,"SRA742961_SRS3565199__raw.rds",22424713,"94cb74e72cbe84cbb1a6a500ce42d05ece6acbb956ad635790eed59042007777","8d4ef1a192904aab66f0f294ce883628bfefec842b1fcda91732698db055c2c9"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565201",,"SRA742961_SRS3565201__raw.rds",20678184,"e1aad5fc625d946df76315f1820884f2642169b5ef91c5848e19ec401277d17d","848edd0b88ad87eb9a8e7ee81fd95c0e8cfd93f6f9a2de70304e5da083106f92"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565202",,"SRA742961_SRS3565202__raw.rds",19006266,"c8e926b5ebedc643726aa087aae077d772596eb0a70170a2ea9d96555ee5efe6","1275129386396737c1d929fe10ee4818ceb128f983892ec04521f62fdd302c3c"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565203",,"SRA742961_SRS3565203__raw.rds",22607952,"a93f6d0f83c5c709834efd464dfcfffa6de76def082fa0a520e3ec30acab07ee","31086aabde4abac327fa3993b0ccbbcda36d00bc3b36981892485dcccb002618"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565204",,"SRA742961_SRS3565204__raw.rds",16099753,"92d5caf84ddd90cf4bc7a388c021a7e246f87474d79e5417b106dc777587f29a","df47d75cd72d4d6c6d8ffb219510ab9a99e886e4388102e093354d9c7c7a6b23"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565205",,"SRA742961_SRS3565205__raw.rds",15672522,"344600cdd86d43c185799b458c8f11626fbc2601371d0b294e3515b0ed54e723","01adf5dbe87b3236b0faed456deecc929f95221f03b13de5c7b0d3fad6f67212"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565206",,"SRA742961_SRS3565206__raw.rds",15067605,"0c972cdc8ea76f486f5d5bee9dfb3a460e9ffb0774e30a806ed049facc6f7712","0e7bf565db1ced34eaa8fe6d41eafb0d6f984a07f14e3a98c7c4a9c46b140cf5"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565207",,"SRA742961_SRS3565207__raw.rds",20927751,"6917cc2087585a51f10f053523be79ec2658df84cdce7bc3884e9dba2abed723","00bef55c002c58c62e4db878be0e136a53271923e8141f5d6e078a458043e03e"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565208",,"SRA742961_SRS3565208__raw.rds",17873589,"3ec23b8bab305c7362ad566dd30ace4b734b13fdf371a8819f23b871e98a453b","015e4799bc959dafc87b122ada9ba8aa9fd6c151fb5df6d8d6c9a615f2b531a7"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565209",,"SRA742961_SRS3565209__raw.rds",19163734,"ca37f74346a514907fc46f9a6c673ad80f9260b1182e59b61743abc375993858","6f59c19a1344c04c5d8228f21de6fb0e090ac8616ab414725be576a2e72e9f7e"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565210",,"SRA742961_SRS3565210__raw.rds",20635301,"26c4a262315625215bb1bd45a856b95b5695fd9565e34e12ed125c892f5b79b0","c17d319976c868fcac661ea897e933ed14a3676ed426b79d099c770bb96231b9"
"mv07f_cache_manifest_v1","raw","SRA742961_SRS3565211",,"SRA742961_SRS3565211__raw.rds",21076410,"cc6da3134b009dc572f371a954560678e0837e03952f8fbd09bb7b0a2f5d4394","f2b608fd834cf8e45080728b13e01904928f08dd6c68ed02068c801bf98bbab9"
"mv07f_cache_manifest_v1","raw","SRA850958_SRS4386101",,"SRA850958_SRS4386101__raw.rds",1808139,"d52a5d0b483d3ac6eddca9ad88767bc21d369e48aa418dafef85a50e7df0ab84","6a20cb1e0e6281f2219f836d3f48dca799551b0b777a17bceed84e0d23ae2e43"
"mv07f_cache_manifest_v1","raw","SRA850958_SRS4386109",,"SRA850958_SRS4386109__raw.rds",2383856,"1d65c204814e538f38761c015936900a268c76780b2da146c6528ec8106f6e53","fc2b348e5808e1a90e8777b7b980771d8eacad1eaa4d1c7ef3726445fd2ea664"
"mv07f_cache_manifest_v1","raw","SRA850958_SRS4386110",,"SRA850958_SRS4386110__raw.rds",1833812,"37157d0b54bf712d343af619f543f034ad6dcdd3afd9818818dba438f8a40247","d9505a643a181b4ca649a5f72275bcbde53d06beb4896727cfc92cc49bdb2b3d"
"mv07f_cache_manifest_v1","raw","SRA850958_SRS4386111",,"SRA850958_SRS4386111__raw.rds",1914479,"8f48352dc48b750322b5b7826eac6974645a0f982620be4eaa4b8c6e83a80b22","c15b51720b6105013acb711e79208a07e7683d4b7d460b2d2e114bc6943ca991"
"mv07f_cache_manifest_v1","raw","SRA850958_SRS4386112",,"SRA850958_SRS4386112__raw.rds",1662085,"e369d76985d76656d57c1a73a126ae64fa1e9e5b1cf0893cc721d0907f97652e","c4d06178f5bda813f5e6c082f9052d7efd35f89836482bf36362842b2662b3f4"
"mv07f_cache_manifest_v1","raw","SRA850958_SRS4386113",,"SRA850958_SRS4386113__raw.rds",1264089,"3eda09be445ff370be43eac5fcf3bf68404d650a529920fd995bff1aa608820f","4010d909c3745635fd973772f6da0f620366870eebcc574006c6fddf1c891b80"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279684",20260805,"SRA701877_SRS3279684__20260805__sct.rds",8002417,"3184ee27d2bf92493a14f4b874979136e9e43f7cfe56da929d75fdb3ea02042c","02322f22a3bd1868d723345a3720b22956d632dbe345f14f1d0cd4b152ebf736"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279685",20260805,"SRA701877_SRS3279685__20260805__sct.rds",8691037,"81ccb23a08668efcd89eb73003cb11a76b754e6a8abecdf862b49613a2c820a6","8155ee8998b401fe542462c9d6387738e11eea683fcca8efa61d629b52d0bef6"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279686",20260805,"SRA701877_SRS3279686__20260805__sct.rds",10253912,"4f1b76efbd71af3a8c98a0dec50bfc1d5c6ba635df8f6c58090292a3d21729c0","e000322aa769d28168d51bd12db95a880d912b96b6324f1f33266d8fed453961"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279687",20260805,"SRA701877_SRS3279687__20260805__sct.rds",10394492,"ea7b708a49dc9c512623f196f9d61160cd2390152b935ed0c97ecbad0be331a1","b2fca14e6090d8432c3c62aad9f01ae7ac04ccb62eb83ac851b2d5ebd86b4754"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279688",20260805,"SRA701877_SRS3279688__20260805__sct.rds",7237085,"f21b03d284a366ae2b12db193ca17fadbe19940dcfdbc34a710f66437091135e","60da863cc1fbd8b4fac71ef3ee5b4543e955196972344e23cd0f536991327007"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279689",20260805,"SRA701877_SRS3279689__20260805__sct.rds",11845620,"db3927c8e276f98f28b5afe1c13b8a2d1ddecd44acce76f8c38b7b8bac75ce61","559ef92d841acef6230609327b6e9a52f2a5fff8f9d8081cff7dbae69e7f0904"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279690",20260805,"SRA701877_SRS3279690__20260805__sct.rds",10514085,"acc027058e88bb872ee1ab2dd861e3985740f8d8f217d166890ca5d0acce8033","a1c6646c56e96b86203b7eb69f16522487acf27c4891f4dbc0a80e8d99df0ad5"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279691",20260805,"SRA701877_SRS3279691__20260805__sct.rds",8920014,"eba517c043d041c4a9ec09b81a08e05336907e67d6a9657ed7e54b7a77b6b6c6","01443112c34e8b85b9977cb08217699f55eef03c41a37c638de0750f5a463457"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279692",20260805,"SRA701877_SRS3279692__20260805__sct.rds",10561984,"bc415ad27ad88eee51dd6050529f0dcb50daceb8905f44dacc0d91c816f2fc8c","966b379643169d0470580c63499d83026f1d8b547472dd129df294415bd8b55e"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279693",20260805,"SRA701877_SRS3279693__20260805__sct.rds",8531317,"7521e238d55e45c88a9cfcf188844d2915be596f1f3108373c3050386e277785","10afc8cde839b6a04d413036507189c06a63763bbf00399e9abc08c01f8c8921"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279694",20260805,"SRA701877_SRS3279694__20260805__sct.rds",6535595,"ecca3d8ebb4f560bf9604f88830b739f0cae369467cd074ff07926469f986990","54bfa2ec3f2e1323c723f739531b07d2b52e9277f3c649879f8ef3a077529d19"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279695",20260805,"SRA701877_SRS3279695__20260805__sct.rds",8922539,"d0f7631ec7b8bec942ddc18f07a262059743f46b79deb6fe5da018c38d793804","22c6d438a875796b89059680e784d0d63d77a85855642e35a69f850efad4f714"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565195",20260805,"SRA742961_SRS3565195__20260805__sct.rds",5816615,"cf96f6ec80c1d110f8cc6550e8e8ca4ef1dae786f023ec62532e84a759ae2854","9c016f47cb583bf5b0d7cf36c6a3d80ab60951e424058b6f9b8ecce0eb8cdf15"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565196",20260805,"SRA742961_SRS3565196__20260805__sct.rds",6391146,"17c6342a380b7a53e30399adab4b8995de622ee2d63d496ff66f5d20066ca7b2","548cb4caeb370e3ea707c770cab79b2ad19284e48fae7d427f52ab0fb211a016"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565197",20260805,"SRA742961_SRS3565197__20260805__sct.rds",5587180,"41d3c30efbd60429686af69d3680c9b1eec8164b5e1b713cdf416bcd5010b4cd","fb186e4a809653434a791e1323ba0cd85df4dd3e7c9fe357bdcc3d9272a60ea8"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565198",20260805,"SRA742961_SRS3565198__20260805__sct.rds",5520577,"e3e02aedae2d3bbcc420ff6399b5d224030752ef326701d07da2f21cc6b0cda9","0c55d8f388357bf0c00e90e1fa26e047500f1a5d0ae7d1d49bd4fa2a2aa9515e"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565199",20260805,"SRA742961_SRS3565199__20260805__sct.rds",4761386,"a6309fbb7bfcc6141ab6d5a46ca17aa711022686e00541ab671f6489f9301c93","95cbe72f6fa1e7b15ed27b5edb46d844b12f0eee3b32c4e5492dc31ac1459df1"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565201",20260805,"SRA742961_SRS3565201__20260805__sct.rds",5521184,"09de77aa906c0b0d38475d85d1030e6db21087ae69ab6b63fa2c8a0c0ff6449f","4ea85a81b4059dff61b425d1561b4acc39ad47ab9980e102ea61f303022a1dc5"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565202",20260805,"SRA742961_SRS3565202__20260805__sct.rds",6043432,"4bc2563055f44cd26c5f933acc147315b244ab1b027e9e0c7a7fb68e1f8faadd","2ca5d7b194d45664c35fadfcff03b0f591c3624192e6284e7d8075a0e3e5e570"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565203",20260805,"SRA742961_SRS3565203__20260805__sct.rds",7379870,"6494c9b21fe1933f0f9f4d54fd2b432262b881e5de83bfb633e89b52ba251d0e","0c0f2680a4d4bbb41e48df5af0240117653b8b486ca8322f5d21b9fe1056ca31"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565204",20260805,"SRA742961_SRS3565204__20260805__sct.rds",6735421,"f69672badcff1f381d1fcd5ced8b06d1ac98ee72d62fc4923514d5c395ae84b3","d43b5ac42927e8abf99987a2b1f0a3f7707fe39811edbea43c8d801ac13bddd6"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565205",20260805,"SRA742961_SRS3565205__20260805__sct.rds",6980576,"9cc8ab355aa17d420c4a64038e580c0ae9caab3859e67a7bf43b613e817c01ff","d840796be070f2b848ccd728d604e94cf687ace83e38dc2a928dfcbb942c8f0d"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565206",20260805,"SRA742961_SRS3565206__20260805__sct.rds",4597146,"3af0bcce57c70d082d561936ec315ae12118edeeca51bf3169f21ab15e94729d","15d75891428d3227bd7eec8fb3a380af16556d53cb4c5aee9e00cc4f78fbaa04"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565207",20260805,"SRA742961_SRS3565207__20260805__sct.rds",6667403,"b7f1f282536d741d88bd631385b0b2d42352c37a7d3ea9283629fd10df35ec83","0f3b62d08be5903f74a70a3b104a4a67878ddfca9f626977b53d357e68d46a65"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565208",20260805,"SRA742961_SRS3565208__20260805__sct.rds",4448832,"ed0c78dca1a58ee2125c881b50a902bb5e5ae8b45a5294bb596808e0aae496ed","2c853035de21e8afa0acf646fb02ea97df10c765a1afbc9d94d187ea40daaacc"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565209",20260805,"SRA742961_SRS3565209__20260805__sct.rds",5710002,"9127bf60e173d0a15c9584e33080242c5c4d68d15bccaf2a0a900c2d64fc207a","4103d0b68d48e752846decefc3c471332547d7da1819ddf7e4675ce828905114"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565210",20260805,"SRA742961_SRS3565210__20260805__sct.rds",7044803,"a42595ad2f02db0bf6d65ae065131f3426c16b8a825307643316655638fe54cd","b27516440918c48479c8b5ab7e446888f99e3705d25a048c6da6384bb4370dc4"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565211",20260805,"SRA742961_SRS3565211__20260805__sct.rds",6933137,"8e4d3138fbb90bbcb44a554f8a4e1d233580d4fe59e2bc01124bdd756954e71c","b06d99dcc2e2dc1e6e24b1d78e16b975572349ff62ac09c1e1e4b05d303f1f2b"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386101",20260805,"SRA850958_SRS4386101__20260805__sct.rds",3527120,"d842f291fb99a60fd28d5e2f04dbf5d18d4f720dae6ca0ac3c4157e8796a20c0","83033c777a000a6a39d6340a04501887248a9ffc27b856cf37c4f8b97160658a"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386109",20260805,"SRA850958_SRS4386109__20260805__sct.rds",4676392,"9508a34928d5e5d747738f6f001f6df00cd99c540f15a1f1703db049b5128113","1e7211151b4a6883399a5615c15171151b119d86fbd04e45a2148ff681b5b27d"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386110",20260805,"SRA850958_SRS4386110__20260805__sct.rds",4754332,"48d2079de8713b0cbfb7bb1ffb270d2345d18f9aad406c8b412098bc1dc6f62c","236e01677a7a1787df0fc4e99d925f92e6000e78669d3ef8b60775dbc3d0a074"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386111",20260805,"SRA850958_SRS4386111__20260805__sct.rds",4492717,"a29e3c97910777f1828f4d25c4ec60ede034310d5de271a6e010b632db6ec049","ce1d199c49bc7a6475ff052e5d0f1ae1df0ec30b586c3aca2fd1c79549fb8713"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386112",20260805,"SRA850958_SRS4386112__20260805__sct.rds",4335868,"646f3e75ecfcf1e81e327a6e94d952d7bdb61281a2e3901d3e0f90a1fbca15fd","19cfa15c4905b3a6b2e64450bd9aa92e378641a991e19da02689d998ed18bf23"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386113",20260805,"SRA850958_SRS4386113__20260805__sct.rds",4106028,"82c2bb370365af0921d235a31b0abc080094f3a3a8c9704c9a07fd3d6a5340eb","9b9b209eb5f23997341ae7c2f20d889c4932572f5933e0d8c38d2e803d8d7269"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279684",20260806,"SRA701877_SRS3279684__20260806__sct.rds",8432719,"5ba0e86c9a6a2cbc8fb0d86e05c9c1cdf66ce69a765c29a3e29628ba6d0c32b1","a197254edba1419b6dc0ba0dacd1e1666c24b12da29a5c250208bd9545c02c3a"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279685",20260806,"SRA701877_SRS3279685__20260806__sct.rds",8918420,"68619ec792159e738fd360d87c7e321697c1048de7adc02c46a17fcbe65bd8bd","bbe45e31ca578d15a121044c1efea692e7a33c6e864e96d278e664ac97cf678a"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279686",20260806,"SRA701877_SRS3279686__20260806__sct.rds",10417105,"cf2a9a5b9797985d5a2d68aab0467fb010a78e08396dafe426780fef2576848c","73d1667c1c1c515c401c943fbb8d642b11bd560d74910f0ebff3e5a4b1a1f5ba"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279687",20260806,"SRA701877_SRS3279687__20260806__sct.rds",10765556,"ee3e4eb00d3322f8cb21e5c2cabdd21224b7d999902e213f40c1229544eac04b","0ef3e2e8f90d1ae0460c93ab227504ccc9a94ab9581bb889a34f415c55727155"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279688",20260806,"SRA701877_SRS3279688__20260806__sct.rds",7252205,"ca51bc009b218d59f0dd416db486ba6442dc9937670d170275d7bf631c9b8422","655ba86cc3a9a8776de10df8b1c626d7ba882166131e7b6caf6a155282060a1f"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279689",20260806,"SRA701877_SRS3279689__20260806__sct.rds",11849362,"b789c83f17bfdf4023391ad198658a78a8147346a27680c322addddf4e088ccb","3f61a300558c5928ad86778de10a411c5852d8ff68fe9afeab3adb72a241fc98"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279690",20260806,"SRA701877_SRS3279690__20260806__sct.rds",10277361,"1d3ba41c5ec6ff642ec46339d64c0533f1f12caea9d43c3e5c5af55ed3097e8b","c1c1c711d7487f37bcab6b6918dbede43186e474610a9b4bbe10f5ab4776d372"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279691",20260806,"SRA701877_SRS3279691__20260806__sct.rds",9501729,"f661fc44939e78ee1abc9eb0681e67603e2ecc3194386d6b77b3b042489a17d6","32e01ef6d552979e27df85129b1a66edd805f87f39cf002117e6260075e3e8f2"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279692",20260806,"SRA701877_SRS3279692__20260806__sct.rds",11115870,"a71ec4b41a9127389f0ac83b94dd39b975338bb99dca3056dab7374678b40d8e","a31046a01adaf4da78789df094200acb948afc1026e264f43abd4ca4e0daa496"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279693",20260806,"SRA701877_SRS3279693__20260806__sct.rds",8688338,"ed12771f8ce428a5e64d68fd99d1fc71c50f3d09af5f1ba4189ac850ebf6aeec","e51313a349f1e6b0890122f4e6e68e5cc2038744119e74fca28f961ebcd3fce2"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279694",20260806,"SRA701877_SRS3279694__20260806__sct.rds",6462046,"14e621c114c5b61f35a169ea6653ff890631eec176438fa0a0059c4354e30007","4757259feb5009700b80defa9b1ea8ca6200864b518e662c2e5142079957285a"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279695",20260806,"SRA701877_SRS3279695__20260806__sct.rds",9143899,"08e6a05ba68873b52e31b8f308b8218d4effb1d7d9dfbca0d2ac416b47287567","5f6d3487594e138427eac58bf80742f93c9d33358b62ef75ed9b5a6dffa9c9ec"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565195",20260806,"SRA742961_SRS3565195__20260806__sct.rds",5568819,"8525cd724b9645bd8e607dfb6bb5c1e01a7be0303c807aad3985566ff0a1bf96","db41fd41032eb955068142ebeb7cf4f19f4032b51a8d70eddfc024ac9e8c159e"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565196",20260806,"SRA742961_SRS3565196__20260806__sct.rds",6648439,"c2bc706f3040495af78e188379d2b347905d9cc477935086d346f055951df105","2cdbff77fcaa92c4ebcddf1460f13ade46bc3393597cb7321339eaee87b69000"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565197",20260806,"SRA742961_SRS3565197__20260806__sct.rds",5767787,"99185e36b6f1db991fe66adb6d9d1cf016858bd543a24a30a703fc26388fcc48","81cc252bafdd14e9631de9aa12ce147bd4d990dce1e66d1afca6cecdf7d11ce4"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565198",20260806,"SRA742961_SRS3565198__20260806__sct.rds",5633596,"88608b188bd28715240d808f43aea0ea9f8187ae065bdcfba2a22fe0d35a073a","4d0d19fe11db3e090fb44cc3452f2835c83cee558ee1b61b654883993364a351"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565199",20260806,"SRA742961_SRS3565199__20260806__sct.rds",4857771,"9b321cc476b135a6909e120d3109f5ce05a184a941c28fe8428ccddef3a541c2","d4e9d9b7d5ad59dda39a0ab8317a8ef99a09314b5bcb775b171e306c081eeb69"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565201",20260806,"SRA742961_SRS3565201__20260806__sct.rds",5769678,"a4bb9ce1e43e510954347b444d19d18e6b60479f1acbe68c4a10295d3150a148","04c1315a5d43397d0dd5cbfcf3d26c19c31363579448c74bc8bcbe1271127642"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565202",20260806,"SRA742961_SRS3565202__20260806__sct.rds",5984444,"c95e9e6345dd4dc713836f4ccbc43a808b73e7ef1deb09fa2fe83d592c0fee21","b267f77668cce0f49899a20d3afb7b4a0d7402c9d0457258eac1ed75c380a963"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565203",20260806,"SRA742961_SRS3565203__20260806__sct.rds",7299643,"7c0bf5607d2ce2f89ed738d20cf5bccf64ec44610b3432f4284c62d3facec8b2","8eae621e2a2ffa0d13353c8f402ba75c5d86d661b9aa13b8024c74d95b5ceeb7"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565204",20260806,"SRA742961_SRS3565204__20260806__sct.rds",6550311,"59e94ac01366b74e21d82d2d831a83cb5df2c2863261d3b39cb48c7a26e7b979","72beb65ff6035501ddd3e9a350462da95a4e332a3319a784fa5879b3274cfec3"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565205",20260806,"SRA742961_SRS3565205__20260806__sct.rds",6517215,"7cd2ceb41c77bb198db11a3b105314678558461c3363af4f350de97f853edeaa","584c5ede7d4093596c2520361bc701811c15d0d564d787d7b70af17d025ab5a1"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565206",20260806,"SRA742961_SRS3565206__20260806__sct.rds",4562927,"ccc35461e2b252be4b641fbc2a8e023d87ea467ad49eccf44c388fd7b079dd73","94e1f93f9b45281406cd3e1d2d9a194e7c8fbb49b14be4e54319c803cda1a541"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565207",20260806,"SRA742961_SRS3565207__20260806__sct.rds",6805564,"85b11e6976338bea3b078e1d22dab0ad8ce332045b60ce799b5202cadd12fc96","1e1a328df5a52940fd75c8eb66450bc81cd1457e05bdb009351a04fd6b7692ab"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565208",20260806,"SRA742961_SRS3565208__20260806__sct.rds",4667672,"3dfbdf9f5aa3ea5169f7bfd3acdb0283c119a32b314ce9b3db017d083a7a369f","1f9c83c309de5ffd69e3b806a1e2ade8a8020f9e058e9564a0c180c9ec510f9c"
