"contract_id","group_order","group_id","dataset_scope","representation_id","panel_id","seed","view_kind","homology_dimension","units","unordered_pairs","chunk_size","chunks","unit_axis_sha256","pair_axis_sha256","maximum_pair_interval_burden","maximum_single_interval_burden","minimum_single_interval_burden","engine_id","integration","level_policy","grid_policy","level_cap","authorization_state","outcome_label_state","biological_outcomes_computed"
"mv08z_landscape_group_queue_v1",11,"mv08n_landscape:internal124:sct_data_all_qc_fit_selected384:exact500:20260805:H1","internal124","sct_data_all_qc_fit_selected384","exact500",20260805,"gene_topology_v1","H1",124,7626,250,31,"60c33b5a346e926dbc58213ea411e13863a121166768f8e10b4dc19845fef433","7579f7cab41230e2769da15875c51c7a8a09705845c36fd361404fe30844d438",5870,3251,107,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",12,"mv08n_landscape:internal124:sct_pearson_residual_all_qc_fit_selected384:exact500:20260805:H1","internal124","sct_pearson_residual_all_qc_fit_selected384","exact500",20260805,"gene_topology_v1","H1",124,7626,250,31,"a8c868ad72deac214db46cc3ccce2d14c7f26b19f8c812af8492653db0443865","cc4af92894a29666dfecdd37a419f1427679f3c50ef4b155be41da2d5dbe6211",5880,3210,140,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",13,"mv08n_landscape:internal124:sct_data_all_qc_fit_selected384:exact500:20260806:H1","internal124","sct_data_all_qc_fit_selected384","exact500",20260806,"gene_topology_v1","H1",124,7626,250,31,"e44a9477b24edff1121a2ca04ba966bf1771373e7690ced36c6b411cba695a2d","aad49ed8c8872bf6f5f67c36ba4d1fea696eed5be3242b3bee286b1b4be63c67",5767,3157,100,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",14,"mv08n_landscape:internal124:sct_pearson_residual_all_qc_fit_selected384:exact500:20260806:H1","internal124","sct_pearson_residual_all_qc_fit_selected384","exact500",20260806,"gene_topology_v1","H1",124,7626,250,31,"ebe5782eedbc16b39e97bce516422024a34494a072c1f7bc28d3edb6dcf1c56b","ed1dd74afd9ee1a30017e507c4bc1f1cbd79e793d16319567f22245909a39d9d",5845,3239,137,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",15,"mv08n_landscape:internal124:sct_data_all_qc_fit_selected384:exact500:20260807:H1","internal124","sct_data_all_qc_fit_selected384","exact500",20260807,"gene_topology_v1","H1",124,7626,250,31,"ad3aaf6aa6ecef7da0b3062992bfe8add12e907ad649f3e6e654d592b3a9d67c","8978fe444b014589e0c6e144b67440615efb7530b727534d8877dd77f0470015",5826,3175,111,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",16,"mv08n_landscape:internal124:sct_pearson_residual_all_qc_fit_selected384:exact500:20260807:H1","internal124","sct_pearson_residual_all_qc_fit_selected384","exact500",20260807,"gene_topology_v1","H1",124,7626,250,31,"e1835c6de50e1cc33b2977f7486b1014a78dfd7062f926765855df022144e79e","1deeb7bcaec13df02a9162f8bd3548dae790a3d660156b69e8d7959bda6d75e7",5854,3158,173,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",17,"mv08n_landscape:internal124:sct_data_all_qc_fit_selected384:exact500:20260808:H1","internal124","sct_data_all_qc_fit_selected384","exact500",20260808,"gene_topology_v1","H1",124,7626,250,31,"ef89e411fbd74f270ac9b106ad7765e23b6d4ee6bb76717240cc164a5f4b7b8a","fceb4b0bc3eeb54214f29a77588cf45f5feff39abba637b527b986089d34ef95",5792,3117,105,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",18,"mv08n_landscape:internal124:sct_pearson_residual_all_qc_fit_selected384:exact500:20260808:H1","internal124","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"gene_topology_v1","H1",124,7626,250,31,"60d8147be3da770f38d6f0755a3e595fb6feefcfadfc3b27a34cb00aff378840","30141fcf2bbd3d3545b8078284da626839eef4b73a170f3098d108a7eb545acc",5916,3214,151,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","sentinel_only_after_prefreeze_commit","closed",FALSE
"mv08z_landscape_group_queue_v1",19,"mv08n_landscape:internal124:sct_data_all_qc_fit_selected384:exact500:20260809:H1","internal124","sct_data_all_qc_fit_selected384","exact500",20260809,"gene_topology_v1","H1",124,7626,250,31,"3373956b9fab0352d47fc56a2998da8eac0c15f34b8a698acb45cc70c2e87d25","4af76e4174d1032789e26faf1ace2b134c7fff3a081dbe842048966611ff17ee",5798,3172,99,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",20,"mv08n_landscape:internal124:sct_pearson_residual_all_qc_fit_selected384:exact500:20260809:H1","internal124","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"gene_topology_v1","H1",124,7626,250,31,"7aad15c7e86bfe5c6241f616993cb112bd9311d86a78824a2161882d2140529c","5202f20ac77445d1eebddb8ff6bc895cfa87717d47c0d612cceececa9ab6edb6",5886,3246,146,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",21,"mv08n_landscape:external8:sct_data_selected384_fit:common475:20260805:H0","external8","sct_data_selected384_fit_same_axis","common475",20260805,"cell_topology_v1","H0",8,28,250,1,"b7f034032064de6ce628c892aaee2276a4eb7d9ff8f363ee6960586a22b888f3","2ee3b5c5ead1d4e02b239eed7eec58585ffa53f0097f0fbe680d35c2c2268697",766,383,383,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",22,"mv08n_landscape:external8:sct_data_all_qc_fit_selected384:common475:20260805:H0","external8","sct_data_all_qc_fit_selected384","common475",20260805,"gene_topology_v1","H0",8,28,250,1,"fb1ea0d7cef366e740cf7af97ec66e1106063707e0b0e68d12ba5ce4bce97e20","90d74accce42e65379201447d02be61eaa38e6a19753c327f2519b0a137e6d21",948,474,474,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",23,"mv08n_landscape:external8:sct_pearson_residual_all_qc_fit_selected384:common475:20260805:H0","external8","sct_pearson_residual_all_qc_fit_selected384","common475",20260805,"gene_topology_v1","H0",8,28,250,1,"a3452ee1571e30e9cea4a675832cf1067d9bfa4c965298d4984f11f8f245a905","1a19464045b4884740f6b626c8407b943963fa92d5a4c0c498ca98c40bc11544",948,474,474,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",24,"mv08n_landscape:external8:sct_pearson_residual_all_qc_fit_selected384:exact500:20260805:H0","external8","sct_pearson_residual_all_qc_fit_selected384","exact500",20260805,"gene_topology_v1","H0",8,28,250,1,"f1d79a5151411446339a3dafbeac9ad19882ca2c3a21794d0f30bcee366b4b44","68ac8608a10f722a5dd942eac6ae13297fbddbce165377872f0b32ddea496420",998,499,499,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",25,"mv08n_landscape:external8:sct_data_selected384_fit:common475:20260805:H1","external8","sct_data_selected384_fit_same_axis","common475",20260805,"cell_topology_v1","H1",8,28,250,1,"7aa0b013ba2025bc5fe9cd7ec69081e4a6e75aff1a09da28019ed8f257505078","335a36fe95224b7013a5622f35eb288f55c1f1683421c9bd49e44ad119576646",708,368,274,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",26,"mv08n_landscape:external8:sct_data_all_qc_fit_selected384:common475:20260805:H1","external8","sct_data_all_qc_fit_selected384","common475",20260805,"gene_topology_v1","H1",8,28,250,1,"55a1f920779849af671a3f3fee2cd97303f563831a617566dff90028e9a1a0f8","e6922245314e1b6951519001e4edbfadc49978f31c41212193314d2d6cd31fac",2088,1101,404,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",27,"mv08n_landscape:external8:sct_pearson_residual_all_qc_fit_selected384:common475:20260805:H1","external8","sct_pearson_residual_all_qc_fit_selected384","common475",20260805,"gene_topology_v1","H1",8,28,250,1,"cef85f5db16d242d5c2a10fd6e54a46d22dd7f637c79c4d62a0645fd152cc4fb","f7932ee5fef2a01e228b036f970b978e9b5de7e3285554acc4df57831f604bdc",1649,865,477,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
"mv08z_landscape_group_queue_v1",28,"mv08n_landscape:external8:sct_pearson_residual_all_qc_fit_selected384:exact500:20260805:H1","external8","sct_pearson_residual_all_qc_fit_selected384","exact500",20260805,"gene_topology_v1","H1",8,28,250,1,"c29d06393ffc320e6ba0d785e1a2e66c1440fb02348b7be91e49318faca01b10","29a99b7ddea4c3d20d7b033631909fad0b137c08f361f15ea14eacc9b3df14fb",1852,970,558,"rust_scph_landscape_kernel_v1","exact_streamed_squared_L2","all_consecutive_active_levels","none","none","closed_pending_sentinel_closure","closed",FALSE
