"contract_id","sample_id","study","tissue","corrected_primary_90","historical_heuristic_approach","public_metadata_approach","canonical_approach","metadata_conflict","official_accession_resolution","canonical_source","historical_heuristic_use"
"mv07e_canonical_approach_v1","SRA645804_SRS2823410","SRA645804","testis",TRUE,"snRNA-seq","scRNA-seq","scRNA-seq",TRUE,TRUE,"public_metadata_confirmed_by_official_geo_methods","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA645804_SRS2823411","SRA645804","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA645804_SRS2823412","SRA645804","testis",TRUE,"snRNA-seq","scRNA-seq","scRNA-seq",TRUE,TRUE,"public_metadata_confirmed_by_official_geo_methods","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA645804_SRS3572594","SRA645804","testis",TRUE,"snRNA-seq","scRNA-seq","scRNA-seq",TRUE,TRUE,"public_metadata_confirmed_by_official_geo_methods","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA667709_SRS3065426","SRA667709","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA667709_SRS3065427","SRA667709","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA667709_SRS3065428","SRA667709","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA667709_SRS3065429","SRA667709","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA667709_SRS3065430","SRA667709","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA667709_SRS3065431","SRA667709","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA701877_SRS3279684","SRA701877","pancreatic islets",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA701877_SRS3279685","SRA701877","pancreatic islets",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA701877_SRS3279686","SRA701877","pancreatic islets",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA701877_SRS3279687","SRA701877","pancreatic islets",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA701877_SRS3279688","SRA701877","pancreatic islets",FALSE,"snRNA-seq","scRNA-seq","scRNA-seq",TRUE,TRUE,"public_metadata_confirmed_by_official_geo_methods","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA701877_SRS3279689","SRA701877","pancreatic islets",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA701877_SRS3279690","SRA701877","pancreatic islets",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA701877_SRS3279691","SRA701877","pancreatic islets",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA701877_SRS3279692","SRA701877","pancreatic islets",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA701877_SRS3279693","SRA701877","pancreatic islets",FALSE,"snRNA-seq","scRNA-seq","scRNA-seq",TRUE,TRUE,"public_metadata_confirmed_by_official_geo_methods","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA701877_SRS3279694","SRA701877","pancreatic islets",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA701877_SRS3279695","SRA701877","pancreatic islets",FALSE,"snRNA-seq","scRNA-seq","scRNA-seq",TRUE,TRUE,"public_metadata_confirmed_by_official_geo_methods","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA703206_SRS3296611","SRA703206","colon",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA703206_SRS3296612","SRA703206","colon",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA703206_SRS3296613","SRA703206","colon",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA703206_SRS3296614","SRA703206","colon",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA713577_SRS3363004","SRA713577","pbmc",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA716608_SRS3391629","SRA716608","liver",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA716608_SRS3391630","SRA716608","liver",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA716608_SRS3391631","SRA716608","liver",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA716608_SRS3391632","SRA716608","liver",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA716608_SRS3391633","SRA716608","liver",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA728025_SRS3454421","SRA728025","colon",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA728025_SRS3454422","SRA728025","colon",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA728025_SRS3454423","SRA728025","colon",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA728025_SRS3454424","SRA728025","colon",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA728025_SRS3454425","SRA728025","colon",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA728025_SRS3454426","SRA728025","colon",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA728025_SRS3454427","SRA728025","colon",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA728025_SRS3454428","SRA728025","colon",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA728025_SRS3454430","SRA728025","colon",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA740174_SRS3548780","SRA740174","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA740174_SRS3548781","SRA740174","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA740174_SRS3548782","SRA740174","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA740174_SRS3548783","SRA740174","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565195","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565196","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565197","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565198","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565199","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565201","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565202","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565203","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565204","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565205","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565206","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565207","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565208","SRA742961","prostate",FALSE,"snRNA-seq","scRNA-seq","scRNA-seq",TRUE,TRUE,"public_metadata_confirmed_by_official_geo_methods","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565209","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565210","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA742961_SRS3565211","SRA742961","prostate",FALSE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA749327_SRS3693910","SRA749327","pbmc",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA749327_SRS3693911","SRA749327","pbmc",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA749327_SRS3693912","SRA749327","pbmc",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA749327_SRS3693913","SRA749327","pbmc",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA760933_SRS3693061","SRA760933","liver",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805245","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805246","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805247","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805248","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805249","SRA779509","bone marrow",TRUE,"snRNA-seq","scRNA-seq","scRNA-seq",TRUE,TRUE,"public_metadata_confirmed_by_official_geo_methods","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805250","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805251","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805252","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805253","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805254","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805255","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805256","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805257","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805258","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805259","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805260","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805261","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805262","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805263","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805264","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805265","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805266","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805267","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805268","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA779509_SRS3805269","SRA779509","bone marrow",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA784242_SRS3822680","SRA784242","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA784242_SRS3822682","SRA784242","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA784242_SRS3822683","SRA784242","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA784242_SRS3822686","SRA784242","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA826293_SRS4181123","SRA826293","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA826293_SRS4181124","SRA826293","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA826293_SRS4181125","SRA826293","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA826293_SRS4181126","SRA826293","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA826293_SRS4181127","SRA826293","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA826293_SRS4181128","SRA826293","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA826293_SRS4181129","SRA826293","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA826293_SRS4181130","SRA826293","testis",TRUE,"scRNA-seq","scRNA-seq","scRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA850958_SRS4386101","SRA850958","substantia nigra",FALSE,"snRNA-seq","snRNA-seq","snRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA850958_SRS4386109","SRA850958","substantia nigra",FALSE,"scRNA-seq","snRNA-seq","snRNA-seq",TRUE,TRUE,"public_metadata_confirmed_by_official_geo_methods","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA850958_SRS4386110","SRA850958","substantia nigra",FALSE,"scRNA-seq","snRNA-seq","snRNA-seq",TRUE,TRUE,"public_metadata_confirmed_by_official_geo_methods","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA850958_SRS4386111","SRA850958","substantia nigra",FALSE,"snRNA-seq","snRNA-seq","snRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA850958_SRS4386112","SRA850958","substantia nigra",FALSE,"snRNA-seq","snRNA-seq","snRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
"mv07e_canonical_approach_v1","SRA850958_SRS4386113","SRA850958","substantia nigra",FALSE,"snRNA-seq","snRNA-seq","snRNA-seq",FALSE,FALSE,"public_metadata","prohibited_for_scientific_approach_labels"
