"contract_id","comparison_order","dataset_scope","contrast_id","seed","homology_dimension","left_stack","right_stack","unordered_pairs","metrics","interpretation","authorization_state","outcome_label_state","biological_outcomes_computed","axis_policy","left_catalog_order","right_catalog_order","view_kind","distance_transform","dimension_policy","pair_axis_policy","input_ready","blocked_reason","clustering_jobs","fusion_jobs","comparison_id","pair_axis_sha256","left_payload_set_sha256","right_payload_set_sha256"
"mv08zy_comparison_queue_v1",14,"internal124","layer_effect",20260809,"H0","allqc_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",19,31,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:layer_effect:20260809:H0","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","4ff732abb82fbe059e57f16d9c05cb2924e798dd9abeabaf58adb6b1270dce9a","1cfdf785c2307f9d6fa15f84917073af8d83082ac6b73b8de055e8afe5a159b4"
"mv08zy_comparison_queue_v1",15,"internal124","net_migration_effect",20260809,"H0","existing_selectedfit_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",9,31,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:net_migration_effect:20260809:H0","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","513bf7635e65642140a02d0cd5181548671fe9851d6a8f9134f38c55b0ab0377","1cfdf785c2307f9d6fa15f84917073af8d83082ac6b73b8de055e8afe5a159b4"
"mv08zy_comparison_queue_v1",16,"internal124","fit_scope_effect",20260805,"H1","existing_selectedfit_data_exact500","allqc_data_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",2,12,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:fit_scope_effect:20260805:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","38200e588b082bfbacfc486f31865a2c0e163b0a1e122d5313806a323e134af6","c137f95a58f21525e00e339e610f7ed7d7d68b731e0c8ad7b84638dc78e5cfb7"
"mv08zy_comparison_queue_v1",17,"internal124","layer_effect",20260805,"H1","allqc_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",12,23,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:layer_effect:20260805:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","c137f95a58f21525e00e339e610f7ed7d7d68b731e0c8ad7b84638dc78e5cfb7","6e22dee12143adfa9b991238e1193da1f44e0aa9361572211bbbdd44220d1296"
"mv08zy_comparison_queue_v1",18,"internal124","net_migration_effect",20260805,"H1","existing_selectedfit_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",2,23,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:net_migration_effect:20260805:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","38200e588b082bfbacfc486f31865a2c0e163b0a1e122d5313806a323e134af6","6e22dee12143adfa9b991238e1193da1f44e0aa9361572211bbbdd44220d1296"
"mv08zy_comparison_queue_v1",19,"internal124","fit_scope_effect",20260806,"H1","existing_selectedfit_data_exact500","allqc_data_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",4,14,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:fit_scope_effect:20260806:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","2e768b927a5e180ca8e23877fdc273649f7fadb7a4f85ab1ebd094a6e4004eb7","8e40b1a07cd3fa694912ddaf66af997db22fa0fc1d76441dcec913182ba6f2f8"
"mv08zy_comparison_queue_v1",20,"internal124","layer_effect",20260806,"H1","allqc_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",14,26,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:layer_effect:20260806:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","8e40b1a07cd3fa694912ddaf66af997db22fa0fc1d76441dcec913182ba6f2f8","467634383e4eb482e1960f24f0d7d8bbd387351166484d21b7d472f25a6ed469"
"mv08zy_comparison_queue_v1",21,"internal124","net_migration_effect",20260806,"H1","existing_selectedfit_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",4,26,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:net_migration_effect:20260806:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","2e768b927a5e180ca8e23877fdc273649f7fadb7a4f85ab1ebd094a6e4004eb7","467634383e4eb482e1960f24f0d7d8bbd387351166484d21b7d472f25a6ed469"
"mv08zy_comparison_queue_v1",22,"internal124","fit_scope_effect",20260807,"H1","existing_selectedfit_data_exact500","allqc_data_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",6,16,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:fit_scope_effect:20260807:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","7bae8549067be74526c16bb7848ea42746d4929fb3d3dd996a8ad174c935661c","f5526d5ac40d350de1b7352e358bdb0e1ced83ebd87233b26d0b953daddb8c7f"
"mv08zy_comparison_queue_v1",23,"internal124","layer_effect",20260807,"H1","allqc_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",16,28,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:layer_effect:20260807:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","f5526d5ac40d350de1b7352e358bdb0e1ced83ebd87233b26d0b953daddb8c7f","7d57146b972dcd0725e4b2a55236908beefc3f4659258095d93ca0d8d6b9e3db"
"mv08zy_comparison_queue_v1",24,"internal124","net_migration_effect",20260807,"H1","existing_selectedfit_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",6,28,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:net_migration_effect:20260807:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","7bae8549067be74526c16bb7848ea42746d4929fb3d3dd996a8ad174c935661c","7d57146b972dcd0725e4b2a55236908beefc3f4659258095d93ca0d8d6b9e3db"
"mv08zy_comparison_queue_v1",25,"internal124","fit_scope_effect",20260808,"H1","existing_selectedfit_data_exact500","allqc_data_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",8,18,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:fit_scope_effect:20260808:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","b4fe5107de9d51f3069be57caf8e966b7e56f8e34500dd079d5764e8981eb9c4","862181513b926efcc4b6f6b574bfcf2901cdde60747f00067ef47d860d862b43"
"mv08zy_comparison_queue_v1",26,"internal124","layer_effect",20260808,"H1","allqc_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",18,30,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:layer_effect:20260808:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","862181513b926efcc4b6f6b574bfcf2901cdde60747f00067ef47d860d862b43","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55"
"mv08zy_comparison_queue_v1",27,"internal124","net_migration_effect",20260808,"H1","existing_selectedfit_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",8,30,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:net_migration_effect:20260808:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","b4fe5107de9d51f3069be57caf8e966b7e56f8e34500dd079d5764e8981eb9c4","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55"
"mv08zy_comparison_queue_v1",28,"internal124","fit_scope_effect",20260809,"H1","existing_selectedfit_data_exact500","allqc_data_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",10,20,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:fit_scope_effect:20260809:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","1a672d34d9ce89052ae82d598650e1000ace69e4a09372ffda1b248aa458c2be","724d1252bf1911cb361aad96629edd7fd1808caf5b34b41a02693576578d6a89"
"mv08zy_comparison_queue_v1",29,"internal124","layer_effect",20260809,"H1","allqc_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",20,32,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:layer_effect:20260809:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","724d1252bf1911cb361aad96629edd7fd1808caf5b34b41a02693576578d6a89","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2"
"mv08zy_comparison_queue_v1",30,"internal124","net_migration_effect",20260809,"H1","existing_selectedfit_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","authorized_after_mv08zy_prefreeze_commit","closed",FALSE,"same_internal_sample_seed_axis_required",10,32,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0,"mv08zy:internal124:net_migration_effect:20260809:H1","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","1a672d34d9ce89052ae82d598650e1000ace69e4a09372ffda1b248aa458c2be","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2"
