"view_id","homology_dimension","level","finite_positive_intervals","active_level_count","integrated_lambda_squared","integration_method","level_policy","grid_policy","infinite_interval_policy","diagram_sha256","labels_outcomes_opened","fusion_computed"
"cell_topology_v1","H0",13,383,383,27.7935021884088,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",14,383,383,27.3844313492442,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",15,383,383,26.8839502898863,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",16,383,383,25.7836968653336,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",17,383,383,24.7414754414561,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",18,383,383,23.8765656513709,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",19,383,383,23.6393905941182,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",20,383,383,21.732259613423,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",21,383,383,19.4693960274376,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",22,383,383,19.2788845488828,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",23,383,383,19.225583123102,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",24,383,383,18.8590712261784,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",25,383,383,18.3651699577868,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",26,383,383,17.7524567819777,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",27,383,383,17.515807359038,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",28,383,383,17.3435454447376,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",29,383,383,17.1466881743064,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",30,383,383,16.0123427618864,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",31,383,383,15.8811035634947,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",32,383,383,15.8511846554172,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",33,383,383,14.6495650314939,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",34,383,383,14.1779020047584,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",35,383,383,13.9833942860063,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",36,383,383,13.8603294916212,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",37,383,383,13.4962619018224,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",38,383,383,13.1154050158527,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",39,383,383,13.0906877493382,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",40,383,383,12.8525234681642,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",41,383,383,12.6825940082036,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",42,383,383,12.572480662807,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",43,383,383,12.4961644366665,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",44,383,383,12.4734733083304,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",45,383,383,12.4539071548141,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",46,383,383,12.36427673974,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",47,383,383,12.1154733185885,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",48,383,383,11.9459116537173,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",49,383,383,11.8157662382702,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",50,383,383,11.6598503121759,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",51,383,383,11.5701818982349,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",52,383,383,11.4590845795572,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",53,383,383,11.4206621299511,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",54,383,383,11.3834690098941,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",55,383,383,11.2992118026916,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",56,383,383,11.2312310748902,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",57,383,383,11.1609424427333,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",58,383,383,10.9575545995388,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",59,383,383,10.9158678634499,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",60,383,383,10.8658101888512,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",61,383,383,10.8342379618609,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",62,383,383,10.6436433053702,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",63,383,383,10.6325530960235,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",64,383,383,10.6189675011916,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",65,383,383,10.5667477144123,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",66,383,383,10.4680993225732,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",67,383,383,10.4501645689412,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",68,383,383,10.3539694322193,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",69,383,383,10.2385411020247,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",70,383,383,10.1839871557168,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",71,383,383,10.1349165735339,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",72,383,383,10.0678784076054,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",73,383,383,9.99565239585517,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",74,383,383,9.96126566252936,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",75,383,383,9.92309774081666,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",76,383,383,9.87240510418231,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",77,383,383,9.76493464835386,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",78,383,383,9.75702188565467,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",79,383,383,9.65064340538799,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",80,383,383,9.62226386847812,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",81,383,383,9.57811902231426,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",82,383,383,9.51981183567838,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",83,383,383,9.44696023056791,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",84,383,383,9.44544099952722,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",85,383,383,9.41685410022481,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",86,383,383,9.22384521033588,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",87,383,383,9.21872870800088,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",88,383,383,9.21423409189909,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",89,383,383,9.19848768074515,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",90,383,383,9.11718331540393,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",91,383,383,9.06613054539149,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",92,383,383,9.03688695957389,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",93,383,383,9.030433595902,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",94,383,383,8.99187998755298,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",95,383,383,8.98413685689676,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",96,383,383,8.94039776500643,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",97,383,383,8.90363341727131,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",98,383,383,8.88973665308575,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",99,383,383,8.71408127114599,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",100,383,383,8.7112903682816,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",101,383,383,8.64116146648562,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",102,383,383,8.63686384312095,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",103,383,383,8.61373718175547,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",104,383,383,8.47439762521143,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",105,383,383,8.47067389119168,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",106,383,383,8.4165496264045,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",107,383,383,8.41528073790634,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",108,383,383,8.40093116601354,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",109,383,383,8.39423178318165,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",110,383,383,8.38128094203697,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",111,383,383,8.27796569382122,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
"cell_topology_v1","H0",112,383,383,8.25765779711074,"exact_critical_breakpoint_v1","all_active_consecutive_levels","none","exclude_before_landscape_construction","9eed31530de5c5197bd53bf383c201cb5872bc0bef837d4348e3d299c6ef31e5",FALSE,FALSE
