"evaluation_unit_id","execution_order","endpoint_id","population_id","label_axis","stack_id","homology_dimension","method_id","method_role","selected_k","metric_id","seed_mean","seed_median","seed_minimum","seed_maximum","seed_jackknife_se","completed_seeds","expected_seeds","status","representation_label","method_label","metric_label","endpoint_label","inference_performed","ranking_performed","biological_claim"
"mv10p_outcome_v1:d55ee69c2fb3c529ac5da6811c722ccb65ce9c31ffb049f4e0c365e9d8426d65",51,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.111747706502212,0.111584056723524,0.0857540599029383,0.131429851781036,0.00752771498671719,5,5,"completed","Historical selected-fit data","PAM (primary)","Adjusted Rand index","Full 124: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:ea46a7b5bedcf08439b34a0a1ff69c170b8be65eda6438551d5cb364b01be581",52,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.206849702486827,0.207805773897519,0.187876856695038,0.223336474995704,0.00575696747418095,5,5,"completed","Historical selected-fit data","PAM (primary)","Normalized mutual information","Full 124: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:6f5a9d6e27225ed4ef8837687ea2aa74e787d09ff3fef99078f1ddd36a95560a",61,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",0.0626396275856312,0.0631840769521659,0.0595149078790732,0.0667723961069696,0.00129903342691709,5,5,"completed","All-QC SCT data","PAM (primary)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:68640406345ca91e4fd20b8108bebb274c11a1c4910ca060c8121791cbf18d53",62,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.139327728970972,0.140413256058742,0.136751554048893,0.140659392167136,0.000776786553408763,5,5,"completed","All-QC SCT data","PAM (primary)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:c5d2ccc019d99aac8b8b5e4293d3ee0ed74fbe66f04ba66e1c913669020eea3b",71,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.124031200779912,0.124994199474268,0.110531704034004,0.140425576177964,0.00521944865924312,5,5,"completed","All-QC SCT data","PAM (primary)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:c1887dc78ceb4a62bfa17908202f7c1aa0ee7625d1f6becd33d12fa7aaba30e3",72,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.240544016238027,0.242169044811493,0.23058600507985,0.247227438462938,0.00276575632378118,5,5,"completed","All-QC SCT data","PAM (primary)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:4b4df675ca873c8e7f48a335130563ce3f6d3f2c64df107a58eac70478e324c3",81,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",0.0608807096572773,0.0612568294208103,0.0583798927314078,0.0628149420626393,0.000727333476724604,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:71d56eb14712e0019baa43b2a487dcee8073fca3722c05dc5a353bd9e384e0f3",82,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.131960215444627,0.130278666875578,0.128879046916507,0.138098753601199,0.00169141000948013,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:d5e1eb0f43b72078fb3319e2a119e9060935b162a62e8850a7ab923839978814",91,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.145932251172501,0.149506382602972,0.129032883351144,0.15475159788848,0.00443140939547457,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:08cc560212a06d5e50c79a85eec86eb7e3c9b91144e7cf6f26a9f2da5789a90d",92,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.253745921274996,0.252783119521685,0.245485981852784,0.259574624770046,0.00258310575184933,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:37e2d7732ee5b78c855befc39f48028767fae2d43fa1b683057649acf28cf78b",101,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",0.0630932724248119,0.0635072394342304,0.0584439760295045,0.0667723961069696,0.0013331939176669,5,5,"completed","Historical selected-fit data","PAM (primary)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:5f1f15842a67373380e23e11108945d6017848c0984c135ec9dc3e8fee524a3f",102,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.140310677610376,0.14051783728536,0.136751554048893,0.144470726626442,0.00133280110779073,5,5,"completed","Historical selected-fit data","PAM (primary)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:79940dda7c16a99e70c0f941bd65e37fa0016a6435ef389915a7c4a1638c9bfa",111,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.119982932879832,0.12021105558935,0.099406251645151,0.149290447298399,0.00837430924630195,5,5,"completed","Historical selected-fit data","PAM (primary)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:3328a2b0954b687ff065f091c09a77c1def9ee4ee504b15a09ca19157ab27a3e",112,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.237305064260409,0.236155804350378,0.225421802393054,0.251762164040497,0.00445770635585907,5,5,"completed","Historical selected-fit data","PAM (primary)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:18f1b685ee868551df6db8128aae9d0cb185f75a33ce7ca48b0462de944557c0",121,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",-0.0556946866314231,-0.0554134267837784,-0.0578946058973475,-0.0534469960010538,0.000721887364061074,5,5,"completed","All-QC SCT data","PAM (primary)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:cf4f1ccf7e15be971b11997e3da3c9897312524ff147aa4695183b21c60c5f54",122,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.0241775502137527,0.0243822360717391,0.022800244146702,0.0254753071787115,0.000434380058242795,5,5,"completed","All-QC SCT data","PAM (primary)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:60781da600c8112571dedf8aa402e59d8be3de005bbf2048ac3744142bcf61f7",131,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.0151835653196138,0.00665082494036307,0.00179011081118396,0.0417487063600408,0.00741466223164663,5,5,"completed","All-QC SCT data","PAM (primary)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:4065192140c45017bf41ed0c17c4ea495f9a757855d8466059519b7be7312559",132,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.053056606101841,0.0488444052430303,0.0472166678472813,0.065578635992582,0.00347997354856791,5,5,"completed","All-QC SCT data","PAM (primary)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:63a9b6f560a25b54304b8f05bc38cc9cfc6b0bb57c91b4ff3591054919b582c6",141,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",-0.0521149838222884,-0.052375175707161,-0.0534469960010538,-0.0500598972010598,0.000655552439735682,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:cba492122a9badd9dddce5df32579f2452abbce70117c99e23332c84d0a0beeb",142,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.0261543908868324,0.0260348782422394,0.0254753071787115,0.0271826437357445,0.00033135188075523,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:d09a35685f88df44c843cc6dc6025113d1bd7b7b0a1dc2f3f021513db08e5b72",151,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.0417998850207866,0.0484341762864669,0.0165176359274871,0.0642822477896036,0.0102305227025122,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:68c2f4ec5730e5eb9d85f12f8ef6b6abd0d273906d3d31da97266798f80c0fd1",152,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.0656860488065701,0.0681977515357539,0.0527869143935793,0.0768567638832241,0.00514580047283265,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:8037b90e23aa7356f31fc045f999dd412c822d53682539a429ecf4f33265ea3c",161,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",-0.0557206434005706,-0.0563049776911573,-0.0571328388357064,-0.0534469960010538,0.000630120767007881,5,5,"completed","Historical selected-fit data","PAM (primary)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:eda509ed1fc2c6f43e13941e4ff35321c57fe04b52fea679bb68d0c190ab9bd5",162,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.0241747128774106,0.0238477275998717,0.0233205659368589,0.0254753071787115,0.000365924661116799,5,5,"completed","Historical selected-fit data","PAM (primary)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:40f96499deb68c0b56d54b7f7f5cc9ac2f7fb3f70ff191c318dbba56779730bf",171,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.014802347619028,0.00757417982197767,0.000786649927638951,0.0430191024497701,0.00803402880214934,5,5,"completed","Historical selected-fit data","PAM (primary)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:bca783e6c16fe6d0cbef4e34e2d305f5f9ce33aa42748f7380503386815e45ad",172,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.0529701580440456,0.0490626246233086,0.0469846626116228,0.0658831309022512,0.00362257154437603,5,5,"completed","Historical selected-fit data","PAM (primary)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:acbaba707bf30a698dd3150de8906982ed123374f627199427cb29fdf8520884",181,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",0.110649088231321,0.111724362969828,0.107063501611487,0.112857103470313,0.00117036475366618,5,5,"completed","All-QC SCT data","PAM (primary)","Adjusted Rand index","Primary 90: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:f80357fbae689be0f85e80f339b166cee389f1b85ee39db9bfe9a4a279475da6",182,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.119658981970168,0.118282238133047,0.114756230110529,0.126052909262091,0.0018748808147971,5,5,"completed","All-QC SCT data","PAM (primary)","Normalized mutual information","Primary 90: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:2cce55bc8d02a53029d21e0e2eef71bd9c761f877590f41ec30fa94b3f6cd82a",191,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","allqc_data_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.14862403153477,0.152413080764529,0.137082368927068,0.158769147282117,0.00458446834274327,5,5,"completed","All-QC SCT data","PAM (primary)","Adjusted Rand index","Primary 90: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:5ec6707dcf73bcb8017da65a59814438f8571b314c03c71080e09b32cc0537a2",192,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","allqc_data_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.213075557023049,0.214461930107444,0.202772165007333,0.220662687175092,0.00301342644856727,5,5,"completed","All-QC SCT data","PAM (primary)","Normalized mutual information","Primary 90: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:0e3c9357749c72df49520e85d0479c37c927ff7e231918114c0c80a12e4cbd3a",201,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","allqc_residual_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",0.0794068972337671,0.0763778728495356,0.0647070592191927,0.0947610890156197,0.00499693075815048,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Adjusted Rand index","Primary 90: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:e989f48ec5268af36c20923bc3a398329e0c244ac27d375c98cab20e98814f35",202,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","allqc_residual_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.0961696073424781,0.0939659488574878,0.0873637127796146,0.105952855459302,0.00312035729716795,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Normalized mutual information","Primary 90: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:64a76e04196334602a92ba415aef1cf7efdeb4caa23dceb025c2ba8385037b87",211,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","allqc_residual_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.15390229685706,0.150591072098178,0.14127339370122,0.169736124293829,0.00528303826970563,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Adjusted Rand index","Primary 90: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:44aa01dfc3344350e80690b665daf89d86b0e2f6d501949290301f0a7f3bf138",212,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","allqc_residual_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.195086823188318,0.199276816094272,0.178317593234086,0.212148460512605,0.00690870354194173,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Normalized mutual information","Primary 90: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:1445f52e8bba96e7d402dcb3d2a978316e759958d57c81fd028a8847430ab718",221,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",0.110095411125427,0.108743369634666,0.103317569788148,0.118495511122522,0.00259950234906399,5,5,"completed","Historical selected-fit data","PAM (primary)","Adjusted Rand index","Primary 90: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:7507e33092ace24b12faf1da42c4866b481236e7c82646b9664b22e59d0ebb3b",222,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.118010356014377,0.118282238133047,0.111880298289358,0.124211719326829,0.0021814138892097,5,5,"completed","Historical selected-fit data","PAM (primary)","Normalized mutual information","Primary 90: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:a73edb22bb47299b9054963762e3eca8d84835190ba76f4d2b7af51bee340768",231,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.136714179496693,0.136750493770839,0.0859253478150117,0.174400712684073,0.0156891144077444,5,5,"completed","Historical selected-fit data","PAM (primary)","Adjusted Rand index","Primary 90: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:f7aec8e17303e658957a86be8bb2861b89e952153ed873e4976161bc525c93b4",232,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.203643933908352,0.206970613448667,0.172767847416949,0.222543432608311,0.00928058812043344,5,5,"completed","Historical selected-fit data","PAM (primary)","Normalized mutual information","Primary 90: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:32d2b8b50a0c3a996f44c3a2343e1bbee677071de894da9bb68f138a5044a605",241,"primary90_context_restriction__study","primary90_context_restriction","study","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",0.103354988707374,0.10371277331586,0.0959088520769395,0.111496630489406,0.00276180067946309,5,5,"completed","All-QC SCT data","PAM (primary)","Adjusted Rand index","Primary 90: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:38166b0d434b58b28b3a4c387441b27158f92bda520940ecc8e908f46ae94276",242,"primary90_context_restriction__study","primary90_context_restriction","study","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.159544398477475,0.160543241929889,0.152988990891656,0.166496635217342,0.00224246687107375,5,5,"completed","All-QC SCT data","PAM (primary)","Normalized mutual information","Primary 90: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:0b54550b9319052c5144f193dc5153fb98d3bee28d1712e509cd8ff8cb5da444",251,"primary90_context_restriction__study","primary90_context_restriction","study","allqc_data_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.151003318519666,0.136413413668995,0.133695595930738,0.178067953504101,0.00970291444251136,5,5,"completed","All-QC SCT data","PAM (primary)","Adjusted Rand index","Primary 90: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:de63ead24b00eca45a20a5e66f6c3e76d0e92c5ad91e5716955c06268bc9647f",252,"primary90_context_restriction__study","primary90_context_restriction","study","allqc_data_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.251055089793054,0.253656650497935,0.235515706020561,0.265247074876404,0.00510690733417103,5,5,"completed","All-QC SCT data","PAM (primary)","Normalized mutual information","Primary 90: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:33f40783093255d84f601bd5907f7b4e4e6ea4873ab3cac2d8c7e5e59a458863",261,"primary90_context_restriction__study","primary90_context_restriction","study","allqc_residual_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",0.0987906988721958,0.101262922167539,0.0886434302058399,0.101964391456642,0.00254342808571429,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Adjusted Rand index","Primary 90: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:4cc377a6dc3f605192f5d4145907bb1cb50f7f7617ac6f41cd4d2f690191d74e",262,"primary90_context_restriction__study","primary90_context_restriction","study","allqc_residual_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.155311329545203,0.154257657682666,0.15269113444393,0.158084792137551,0.00115905529125587,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Normalized mutual information","Primary 90: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:aa71e92f0402438ff90ec18e1e60128a50fb84385a5ddc664fb2dffe622aa864",271,"primary90_context_restriction__study","primary90_context_restriction","study","allqc_residual_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.197064739281094,0.197374839597697,0.164528109488796,0.231748539385012,0.011590657465732,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Adjusted Rand index","Primary 90: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:aab95891c05370e0a3870dfd351764b03b2592624e9a94616bcd09c389233410",272,"primary90_context_restriction__study","primary90_context_restriction","study","allqc_residual_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.269623523461203,0.265923462007207,0.259086037007642,0.293337683742002,0.00607197456127031,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Normalized mutual information","Primary 90: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:60f29fc2c7a699fe5ce57e15c1fb9dd93c53120cc46f3d1c02000ce4f7400301",281,"primary90_context_restriction__study","primary90_context_restriction","study","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",0.10438052851454,0.106710151315488,0.0958329537668181,0.111496630489406,0.002993569931755,5,5,"completed","Historical selected-fit data","PAM (primary)","Adjusted Rand index","Primary 90: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:6de4d338ca5c57f747346b06cc835f00630fdf76e8cf7d73a9208a27bc56f48b",282,"primary90_context_restriction__study","primary90_context_restriction","study","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.161034756670422,0.160543241929889,0.152988990891656,0.170594343364287,0.00302171159566877,5,5,"completed","Historical selected-fit data","PAM (primary)","Normalized mutual information","Primary 90: study",FALSE,FALSE,FALSE
