"contract_id","artifact_type","artifact_id","primary_bytes","primary_sha256","repeat_bytes","repeat_sha256","byte_identical","independently_validated","outcome_label_state","biological_outcomes_computed"
"mv08t_private_artifact_rehash_v1","ph","mv08r_ph:external8:HCA_BM_006:20260805:sct_data_selected384_fit_same_axis:common475:gene_topology_v1",50017,"f8732d5dc14250d7a46591b6f5f1e18fddd536b18d3c8e169b1c85d3c8193c76",50017,"f8732d5dc14250d7a46591b6f5f1e18fddd536b18d3c8e169b1c85d3c8193c76",TRUE,TRUE,"closed",FALSE
"mv08t_private_artifact_rehash_v1","ph","mv08r_ph:external8:HCA_BM_007:20260805:sct_data_selected384_fit_same_axis:common475:cell_topology_v1",30263,"298096ca19a751b386122d44758ed2152e2f05c45dedd8f43490c82df91c81ab",30263,"298096ca19a751b386122d44758ed2152e2f05c45dedd8f43490c82df91c81ab",TRUE,TRUE,"closed",FALSE
"mv08t_private_artifact_rehash_v1","ph","mv08r_ph:external8:HCA_BM_007:20260805:sct_data_selected384_fit_same_axis:common475:gene_topology_v1",55237,"21ff6525c3afe5e38df30652100c01f87d012e1ab62b388ed7f5b5f883ae29c9",55237,"21ff6525c3afe5e38df30652100c01f87d012e1ab62b388ed7f5b5f883ae29c9",TRUE,TRUE,"closed",FALSE
"mv08t_private_artifact_rehash_v1","ph","mv08r_ph:external8:HCA_BM_008:20260805:sct_data_selected384_fit_same_axis:common475:cell_topology_v1",28373,"27cb3da49223a37b85c93c2a5f19cc16694b9873e8cc4165988630946994eaf3",28373,"27cb3da49223a37b85c93c2a5f19cc16694b9873e8cc4165988630946994eaf3",TRUE,TRUE,"closed",FALSE
"mv08t_private_artifact_rehash_v1","ph","mv08r_ph:external8:HCA_BM_008:20260805:sct_data_selected384_fit_same_axis:common475:gene_topology_v1",40981,"63819e6715112d1b4c64f510bf376ec023dd23fb42bae1f141528848608934dc",40981,"63819e6715112d1b4c64f510bf376ec023dd23fb42bae1f141528848608934dc",TRUE,TRUE,"closed",FALSE
"mv08t_private_artifact_rehash_v1","ph","mv08r_ph:external8:HCA_BM_002:20260805:sct_data_all_qc_fit_selected384:common475:gene_topology_v1",59634,"88cfd6bf982255efd75fd7493c4ea3246d410606054662313496ea26da36d6f1",59634,"88cfd6bf982255efd75fd7493c4ea3246d410606054662313496ea26da36d6f1",TRUE,TRUE,"closed",FALSE
"mv08t_private_artifact_rehash_v1","ph","mv08r_ph:external8:HCA_BM_002:20260805:sct_pearson_residual_all_qc_fit_selected384:common475:gene_topology_v1",51162,"32c1f43fc69257bad64bb3f9665009b5283239254764bdd8f271ca921a232137",51162,"32c1f43fc69257bad64bb3f9665009b5283239254764bdd8f271ca921a232137",TRUE,TRUE,"closed",FALSE
"mv08t_private_artifact_rehash_v1","ph","mv08r_ph:external8:HCA_BM_002:20260805:sct_pearson_residual_all_qc_fit_selected384:exact500:gene_topology_v1",55830,"7b513ac163e70c4e757bdec4753319874f1338a0e21bcdaafd30b3ff0a8782eb",55830,"7b513ac163e70c4e757bdec4753319874f1338a0e21bcdaafd30b3ff0a8782eb",TRUE,TRUE,"closed",FALSE
"mv08t_private_artifact_rehash_v1","ph","mv08r_ph:internal124:SRA628554_SRS2664364:20260805:sct_data_all_qc_fit_selected384:exact500:gene_topology_v1",137956,"3361c8e894610f665ad0550f645cba5a2b38576427d927afa6bf312995a308c8",137956,"3361c8e894610f665ad0550f645cba5a2b38576427d927afa6bf312995a308c8",TRUE,TRUE,"closed",FALSE
"mv08t_private_artifact_rehash_v1","ph","mv08r_ph:internal124:SRA628554_SRS2664364:20260805:sct_pearson_residual_all_qc_fit_selected384:exact500:gene_topology_v1",136504,"fc661bad600340f2657529983a21c6f7d89eb5b713705a0af59ddea3b15e0309",136504,"fc661bad600340f2657529983a21c6f7d89eb5b713705a0af59ddea3b15e0309",TRUE,TRUE,"closed",FALSE
"mv08t_private_artifact_rehash_v1","ph","mv08r_ph:internal124:SRA628554_SRS2664364:20260806:sct_data_all_qc_fit_selected384:exact500:gene_topology_v1",134572,"a87002543189d48e1b5453fe695b9eafecacac8207604decc73256f563709c22",134572,"a87002543189d48e1b5453fe695b9eafecacac8207604decc73256f563709c22",TRUE,TRUE,"closed",FALSE
"mv08t_private_artifact_rehash_v1","ph","mv08r_ph:internal124:SRA628554_SRS2664364:20260806:sct_pearson_residual_all_qc_fit_selected384:exact500:gene_topology_v1",137548,"cb446a7f47ed49488c3a6b40cb4efc28cee25306982a1abed5487e49dff66796",137548,"cb446a7f47ed49488c3a6b40cb4efc28cee25306982a1abed5487e49dff66796",TRUE,TRUE,"closed",FALSE
