"contract_id","group_id","fold_id","seed","execution_order","training_biological_pairs","training_component_rows","query_biological_pairs","query_ranking_rows","training_distances_sha256","scales_sha256","rankings_sha256","metrics_sha256","status_sha256","group_bytes","outcome_label_state","biological_outcomes_computed"
"mv06g_complete_group_inventory_v1","mv06f_group_v1:202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0","large_loso_v1:SRA728025",20260805,11,3240,12960,729,6561,"b247d7a9801815b77810407f4df3b1bd27ae5c45a92b108888f5fa44d59cb55b","078255a96aae6f3b10f69efa73cb07cd40e73cc8a1ad76fe7d1dbc9addc5dc7c","965aca19c4540b5d02cc2c4e962b5d0e8df9095e1d7bacec8f5e79039bf817be","a8a32bcd18c284a3640e25f31a73739950a54420c7e0bb67774ab44e7c4a933a","fac3640960a801830b303939121de62bee7da2daa910060fbb96bc0a329c1db5",7478293,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:19131b37e2c9b21894c06d7dc933e65aabe3b75b6453cf2e3b9dee1c9a75c621","large_loso_v1:SRA728025",20260806,12,3240,12960,729,6561,"4276bd7d04c3c02acebfaa003178bf787a7556f24d38a4d95b5a6bb79bea701d","f6a55d3fcf806c4e88f637d09cf4a598294c57a481a70a5b49e6953dd332baae","c5bd3122747e3c167e1711ac33d59f0bb13967524462910cb0101560e72c6a9b","a448127b487e2c695ae5b7181967cce869ab108120eb05cf89dc4a32e7de416b","b88804aeeefd7af002ba8cd2e38d34104d4dbeb11cdbc82a9a2575bc1883c96b",7478374,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:adc0117d4c99bc1eb26bbec46d2d7790b200f9d4b3f46b85da022e89cae1fdad","large_loso_v1:SRA728025",20260807,13,3240,12960,729,6561,"334e5b879bb6a2192b014fb01112e2b05ee599be9d9e663c62948d1545bc1a45","4c259af70c05833c04a1bb9deaa0daf2de48f5c18390a62fd066c3ec180646ec","4bfc53ebab4f3eb10027d90b2f83f15c5ffd731dec40dd15065b27e468923667","c61a129225230008c389b30ad4da2f1de1751b6b1ebc51f9e8f45fe765742698","6ee964b0cc088d7a21dfd3cd844faf18e1937ec094808990c0b5d1f348f91bc6",7478154,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:2dbd4707322a9b93d461f93a522f7dd079fc0403847d8fbbccc4697db12de23d","large_loso_v1:SRA728025",20260808,14,3240,12960,729,6561,"10cffb32d6e9821719b01a23ee03a336d630af7def2ced9e42d1912cb5a1eaa2","5c7aff265cef84023e06f486091f3c46a9e3a63277d4aae29b6f36271338fd4e","bcfb87f46fdf723cb3b25b99e844fbc0bf893b9516c64be9debcfb08eb12d896","179cdff45f585a8774f16eaea8419b81cbecec6419347beed082627c48aff7ce","6311ea43e9dc223d286f38437d920df24b3b8364f27c6737dc2422bce9995fdf",7477683,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:edecded5b1ae4d084e6e5d13df954c48b837df89a4a4f667c7487242425bf2a0","large_loso_v1:SRA728025",20260809,15,3240,12960,729,6561,"3d58d9cdabc8a4884d67ca408d7c19f41c4276a916df83e71043afaa5a5491ed","95b9ed6d287da0fd4e13131525a3964ee6960afeb929dcc03d1c1d16de6a6209","92972d5df89e0136579b910e758c0b787c6282aa4ba38288d8082eacea7c1faa","db920591ffe2dfc88b97ede96de4a4972d448ba732c0bbe71cd9823e0055ffad","865ac879f01d5f4ad2b938b1d6459ab3372c182ef040cb9bc4e9409c87261ea7",7478453,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:6a6c02b897dc8af3a16c5599cb993b923d68d2c2bf3e7784cb65c01aaea7bf78","large_loso_v1:SRA826293",20260805,16,3321,13284,656,5904,"d79caffe4d4f63eef2d66043dd9ceb73ff588bf859f4e8344bc1083f06a3493f","94ebd423e8860f384a2faed11f027040ba5c6ea4ae519dbb21ae9258120dd52e","1513f3313ade139ada282c3cffe2c8ca4a0f001864226623306dddad20e2dd7d","1ba32fe9c699fa48965e3e6601cf585a6b142d67481a3efb3481083a4a53c202","12c48f7ec6e4aa390f7aedc8619fa557bb2e14f64b4b54f7d3664f0419586bdc",7407854,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:43f741b24882a216e9dea3995eff9193f316a6de993f9d242ea71e63ef10688e","large_loso_v1:SRA826293",20260806,17,3321,13284,656,5904,"6f8ede2ded73c8064d2a5eaef4d6e7233f52d7eecff9ab8d002e0f0228f2bc8a","bf0324349e381937a8adb5114ad1c8c756391d87ae43268f3e74e596769def54","f52031e798a37f61d621ad3900782c9b6239f1365b483783714b830f490bebdd","f58d74f9864dd0aa5f57fd9de29646a4791bb7f57e368eedb25b621c0d60bc80","a80d9ae21bc22f6fa1903f2b92e19856e37899307e383da7451699adad44ac0d",7408013,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:6173ccea6d63851b2e9b82720bd8ede9dc2c3a7eac0ee941069a06c0bba1f6ef","large_loso_v1:SRA826293",20260807,18,3321,13284,656,5904,"9d558599e675f4601edc77ea77e9c551f0d9036d0797e8ccacae892a74df810c","b36bf7598de24f60c23539c92aa6ea7690b28288a16f8e52c57eb5fa52a83802","aa988294d37e18658ed792722b98eacf758206df67354bc72905280ca3a59c2a","fe27d3c1dfb72700af0cbcc841b1512372c8748ad2d8a4d525d54c735abfaef8","a29f49f3d6a33062c48d929ddac98151e61606c27902aa9aacb0f9dbc27465db",7408027,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:83857e729b5c915d1730fa26a699f3c51f7b46c4e5c022a9d6a0b39dfd18b7a4","large_loso_v1:SRA826293",20260808,19,3321,13284,656,5904,"d985d4b1ddb4ed08cde0bea6d540901634df3a4b174508d03d3372376c503198","87010952cbecdbdd55c3bb8434793da5afe920a847783baa737c47c18882da95","3e2606bc87ca46c9e0d306d86a01673953a7043eeaf770e071c23f1f98f21a5c","55efa16f0bbf7daf56164a47be9ada40c236bef2766e52fbea314e6cec61a1fb","fb774f2d71381d5c559364391876630b52fc4ef490df6f4a2b9e764b5e0bfb71",7407821,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:217c8c9c0c930f18f2771bf0196d626a14dfd0c03b58ff35e9c3f6305c982c6c","large_loso_v1:SRA826293",20260809,20,3321,13284,656,5904,"cc0f80bc79e05acf1a37fd0c389132526e5a88e22b7d636a6ec9a37400494b86","93a4ccf60561b56b307f8a34c1c2179d66452684e3269e5ba43e6c6bfd7d5a4d","c4dce137d00c1567b9dc70521532471141a55672691a61a939808b915c2743ef","e7608c418864d7ea9e24cc0411b524f5c9ea00fd869692aeb83681993bf6f695","aa01bc5552caa8758643e5aca99d7804bfdacb1027122b42e42f6ba4e6dc7a74",7408416,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:fc5d677c53b007825795a532217a7a0b304d1ba194ed55ac2b9453bb46528caf","large_loso_v1:SRA667709",20260805,21,3486,13944,504,4536,"efb64a5a3f5f9999263fbef0a58a82b7281bd288c265ef8b3ac8aee902fe7c33","cf421045b82075aa5ca4829c42a3095447339192526fbbcdc92773653d65c533","f4f9b505dd55edfa9a092088ee47a4336bb69e32683b96f65fe2684d68047e27","0deed79b53d8395d5f7e7dcbfb64e1d0dbbe58f68a180ceb758c5bb001be440f","4173962543dfdfe919d11935660bb53b7c49e5b0b6749454a074c73fbbfb536a",7256263,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:d3489bd29f963998a866f656c34b28ad83f39f428edb2044db6ba7d6c74b497e","large_loso_v1:SRA667709",20260806,22,3486,13944,504,4536,"dde74dcbcb98ad0e4e6eeb61ddbf9f3eba439c06360cb1a10aa4945f805297ec","25bc7560a2f8ff2698d3cb3845745d8d1060673866b95c4056c7fb6e16af4f52","5ec41c39e90b73f6f821aed948b0ada51324d00e26bb94b4ffb3b6f35c6e6c57","4474325b2609e338d6d647f5c3d637d92cb7fb5d7a847cc3bccb95dad6f84089","02a9d7680b9f1f44edea06eb693c4c03899dd73f0ee534f4effa0f48fd17fc7f",7256546,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:f626f7a23c0da9442869073a8d1578ff762ca365755279f9d24c91fa42f02744","large_loso_v1:SRA667709",20260807,23,3486,13944,504,4536,"adba62936a33979648217e9f5b91c8e540ce25a49e13d809e259f80f616d3dad","2a83dd5a57ef86ce99f5455651f6d804e0f7c7d9158815b278042eb46ae93762","27a3e1b7361cd256558b49b03de8c9d578b6efb4b81b736813fbeeec113eab37","73ccd1b31ddf6f1451b5723938f1feb8f98045bc190b306866d415479c68f4c8","f79fb8993e48968afac22164c5efaa1339da91f5e308b5899bf07f9da777e077",7256445,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:4098ac5af058ba0e221a63270e46cf59c3d75ced53824e13d228750b93a14176","large_loso_v1:SRA667709",20260808,24,3486,13944,504,4536,"9d9aceb3f53f521f5566caebf3bab5f11ea4c8974d01f2f1c4d58844e235100d","e10b21da047f1e3b44db1f10c497a99aab685f1cb274afa7c858c003976fb992","62602f47fe0bc5740914342fa1a089abbd7bec28222f0f995aba3af28a43451f","129af12e91067ed37e65d347fc69e36c5656f8a90a0d2e8834fd035548fedc7b","e40881839ea4a05ad8ae9b16969deeb8d831b0b2144d60de2b4b12994d36e0aa",7256123,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:5a583b2218848b65208a9a6bb9aa69dedba69c7379bc71dbcb10d07756fb8843","large_loso_v1:SRA667709",20260809,25,3486,13944,504,4536,"7da6a3f2d4f3d11855e36385c24664c2eaabab8b9eb30a91c7bf17f95a6eff61","a65e2df61184181be74c3685963caed8fbd9730bbec9887f2568ff65c3851d29","168b7c264f5e51e8a42df25e4d3540abcaf7ba65f9f8128108bf0c915e3366c4","098208e543a2ce682a8d05e49815d7d6c5740f225a9c2d63914480006dded940","ce43cdfa1984b073c5c0fd96d6d6966b6a760469a693bf1eb134088842dd55b5",7256661,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:4a29e4b73f9837e3269f46e4075ba7ff92d136a44fb18445e29ea5b5f700bfa2","large_loso_v1:SRA550660",20260805,26,3570,14280,425,3825,"5021f56588fe839ac78dba947388314b2fd224a4a24c8058634252b8e4ff1a0a","672a1df037f4da53426fc9b5afb78e84a02baf6848f235271fb9be79d46f30d6","190eda9342cd2e0eec624c1d552f301426d1af7a08ee1422ee7e92f591e23259","cd50d97704c325232cdcac579c37d5e1775aa497d91c18eab15719854e29681e","ed25ff19b646d41bb7aeb4e9a3d8da3390bd9f8e6129b93442c7011831d2dcd4",7172508,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:ec04a019520b47f2e06bf36357157ac681485db225c863b875fd8e2d310da587","large_loso_v1:SRA550660",20260806,27,3570,14280,425,3825,"4b012cbbfafcfca9ea808fff2b44aa7d12cf82a7f19121fce8adc86c80ceb489","40984b00af9ae6e851cdff02d59247ef6a5952189732d77ef3559ab2c2e8395c","e56762727b92f7b54bad6d20c87e642c7f5241d318e92206e695ca9ff59b9d8b","0295ed318b9b0b4b5131131b64e230aff6f2b7b28874ed41fd9eae9df162c1c1","ad05f92e27041cb1a1620b84e2665de7c8e3ec0b186371747ddb96924ba383b1",7172627,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:14fb892565d0e046e4f9b8d2c6d6b9d9c24776387fbb25b43a88653832bd6895","large_loso_v1:SRA550660",20260807,28,3570,14280,425,3825,"a21d59ad0fd126bb10e2a58db66f9d655ab066b104dbcb71b6e8dd8d0e67e0a0","6c508678d275790227c4dbfc1e65955b75fdd7978fe99972a8a91e8b647e5348","0f87b36d8eda53549fe8b96f42754599937f97990a6b14b76f2c3dc9d863e766","3347707e2253a85206d86f5505d7bc2690c460bcef62b31d9b0259a7a8139a2a","84afdb23d96a293f821f2db6e2620d852255f755d631a1f3ce9e7274a8c0d137",7172605,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:b9a686861c0049811aba93c5669c920ee9e142f21c8983a3eda62f8ad8c2fe35","large_loso_v1:SRA550660",20260808,29,3570,14280,425,3825,"059ad8bbb1e457f681ecb551ffeb04ae66b777c7a4cf0089b8f2f9fd6a54b9c7","d252f39b6bf3bdc55a796fac27aedd9245d9458e6605496b57562170b50b6e64","241cb4185b0471a88f942d8f46bd8d318b25ce3d78bfaa7bc792105d1da3a398","d404be0a4122a94ad978fc2e48870e102911ab761fe8e4d88faaacff9e036f0a","cd7ba4712c21fdf9f61b59c312c6844211534ac6791bc1815f21b58e69b530d9",7172268,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:1e66635d25e45e7b660e0e417cd56eb8bb7b90dd253e8ea2933a93d071a3246e","large_loso_v1:SRA550660",20260809,30,3570,14280,425,3825,"bd3a8f1c65f3cdc4e982e0e48c283bfe969f5be413bc76ef3e65c9e38f91cc4a","a3283f822bdbd2ff93afb8d340798283641f7a17061bf796da91ea2de87fca07","c9df5c86bd7f01e7bfb3ea9b9f731f74733c849d2029bbbe6b2212c35dda2e73","176648385a672d33d7f681106d1a6d881b860438d954be6852b0f771d8ab27c3","3eb5d24e9560b28bf69fc0321d877edee127feff2ba852ed6d72fd5bab586efe",7172844,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:d304d55fbbeecada17b0184224dbc522eb17057a70285626d680398bca6c7311","large_loso_v1:SRA716608",20260805,31,3570,14280,425,3825,"c60b89e724d250ae66ffb52d599c36d7d93b5fa38424f74d46e8caca100dae03","02c8e97fbbcfa63047dbfda32ae2f80748b5f416d5ec79df43d6cf09f959df8a","d3980469bafbb8446310820fae51a264fe2b5b0be97923171c3b60264b68d2b8","48bfd9f51bc9f810b83b8e9082d22eed49e5b03f74dc100a26f5ff11f04e2d0c","c3cbb0636945c6bf5f0aa5513ab9e00cb83d71f9dcefa37ac816eefabb6c08f6",7173488,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:8b800627d811646f9472d9260770ed37b83dc236ffed9e1813ac7260311bd47f","large_loso_v1:SRA716608",20260806,32,3570,14280,425,3825,"357de1f7f8567b394e22f6946e67b7a3490296498785128e2479304d62eb3c0f","bc320d6343a68edf7c7005104040c3ff7b3cc9b75ea57ec2e965fcf2c6cded6f","685b0e98dde5c046fe591869ccff5cce7a951383effbf7cf2331e098e2de4dd1","63d303979a8ab840c2b9596c4b103dc2e35744e1cd58feb581f2043fa3f3de5d","21cf3befd6ca7d0ff5016f7bd50ebcf211a5cdb9bef7dc262a4cc600fffd1e3b",7173516,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:bc2aeeeec6ce6575b33720400a79676dfa60324239fa9519cbb499dfbbb17d19","large_loso_v1:SRA716608",20260807,33,3570,14280,425,3825,"5c7c9bc2bf7ee7a843d5f485cb5cb6bed6f8f87099f93b7bedf40798acc90d5e","9d06d1996f8fbd6aae18a4c56f8dc6135e8045f759a91400c06e262e0651d033","f773f80b214920520a0d51e126dfe54776351f0eedd94e66b5c41e47ab8ef5e1","1a7abb50c0ff88ea2fadc46ef4a59a2ae7ec1692bffe88893f92cb3c03734ef0","225225cf82b7b5cfb463782971f5409762499cb601056c4a5e30244a98b56b25",7173444,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:0abaf23bf5f9aceb799f79a130c507eb63193b7b91fea50dcea035bb293f6e8b","large_loso_v1:SRA716608",20260808,34,3570,14280,425,3825,"eb8db7913ca5c738c7765f9cf89d00b7437ca7eb4efcf58e81773144f4897726","4590a6501754f31e238eb49e76bb5e8231b5db9c421eeb6dde348d7714d323b1","5afc4af68bcf5b9697f3d55a4bbc02ab39bc106f540d9fbcf858bf41bca54d3f","6e09d8f610abe82542b679a8979192d4e6c1350a6c2ebda8329009d6797a9261","2587f9ea26c53a4af01ecd6f9bd6a2dd2e601d1861115028b76741c6c62d0d4e",7173123,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:b78f7ac00ffefcaac391af0c8d588f9cc57926b694039c636d2ad434be3f160f","large_loso_v1:SRA716608",20260809,35,3570,14280,425,3825,"e6594ded734a293650e43bbeaca52f910cace8449c4d94ba75855559c46cbd77","c4821d879e04030cf04940b3557acb23727fcd3673aefdc62e5b92864979df67","4ad0629d4cb52cb640c41ae0a00de2c3b4601f03131fd18c6516afefdd01fbb0","967686f52c78eeb44b222b6bb07cd47d449b16f306f6810f1d605eb061af03ec","962ff80f6e585350c0187ba782edf33528ffd79a9206467e2e4b54c1c6d578c4",7173834,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:08aeeee1d79b188b7a96f0c88bc767f2822336c2522b90bf8ac3d4d0afa42f7a","large_loso_v1:SRA703206",20260805,36,3655,14620,344,3096,"32229762642b46c0ae21693556d34033f4fa50fc0e1fbf4ac727a095203814af","b2813fdb6e83e4cf29a9005b838d398fa62f51e4065071f6fbe7b96f4d29234e","ac8715a41d8aa215b5f9771f4185fc7a57a09442e21373226eeafd39c10ffeb7","46c89f0f3ae4aec512cc58c565db2200409902be5a2da2c8abf6a15f2a854cc1","beb47019e4ca2fbf8e3addb04d98f095c231a70783de6bf325dfa682dd989152",7086715,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:628f707eace53f1d02d05a05644916cc933549085f579059062942a87fcd9eca","large_loso_v1:SRA703206",20260806,37,3655,14620,344,3096,"b84dfeb2a2161633ec414b01aa8ccfb654eeed5dfd821a297cef7a1d37409173","f47533b2f9b4b9bc949210312bc3356f1f25ef0456befd3b69892d94de4f272f","5c29b21a5af38317f9d4941fbaa70f341675a7efad324cb4fb1fc0fc54664179","e92813994c7db07917580eff3b4f8f2bb35cdf75b5250a74943dc5fc2d360416","92ccd5b30fd24fbfbf146d92cee490f7d983a02f66a5769a5cc783f38003fe65",7086853,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:2b10e2be129d09113bb6c23c209180089b1bd0f3ac7e6ffc536079bc415a339a","large_loso_v1:SRA703206",20260807,38,3655,14620,344,3096,"04e553cacf8114000d066f66f7690add4d15f4bc9b0bfb40de9502f4e7cacce1","7756895c3c4875166534d3f4f4117d774114f23a9d5088d7afd184cd2ac6d6a1","f1c50f2ffd7a8904dcbbaa62d3106f6bdc1fb0665ccde68a0adc8ea3244861ec","59d61de54104d1b36178f110c4e451cf3f6effcab0065ecdee269ff2ee96ebc1","9310b1222df804d01ce7ecce273da86f9df50b9bd91571a056f37dd1b61bdf23",7086894,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:b2ec6de7ae421895363f86584f6524280ade79aad6163f33a880d2d726cb3d41","large_loso_v1:SRA703206",20260808,39,3655,14620,344,3096,"fbd0efc32577713ef218b2d1dfcae196d5fcbcb5b7bc2266de0cd6a3c62199b1","d8d2d304872eff81c1818a8bd610f9d646c9751d4df4588e24fe09bde37a8ed1","fcd82ccc176de276e8ab8eff87cf259c43749da75936159c024eb630c3b04905","083e8216fa4b95795b26fd2c20feabdfbe155bed622f5383ff8f59e1b9e8b35d","77d63a354e9bf74dd44ca47d5696277522a1a6e2d331fa68321bd65dbb24b1b3",7086427,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:68df8117e967bda08f592eb2b4f3b8c96d1ca88c8a15b69375c613e716797ff5","large_loso_v1:SRA703206",20260809,40,3655,14620,344,3096,"cbb35a03aac3cfafdb3d90bee152af1d929d1d901242d2a475dc52a2d5bdbe93","82a4bef8f7ca05b3558e17d7ac56bb201740346cee8ad41b6bea102276ebc828","31c9b7624b7748f10011977a22d68066e972071c8584e6e25fd717f20f441bf3","b474ce00b16409beb00cd3d74999d415527f0f5a95d5576e68475fbfecf1286f","4fb2426271a932d3ac3cd8f8fb12a24d3d395767392011d660cac87e077f1864",7086993,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:67858282214382f3e8fecbe28b794feda7d00799e52ae46575d632bd59d1a89d","large_loso_v1:SRA740174",20260805,41,3655,14620,344,3096,"ceb8d3e8c9a451ad1f9ff9a8558e98fa2cc988c7f1fc3842b62a19c17982509a","5894cb48fdb8689f7c9b42d4645095042128b947b44b4e8d79470b75b65e7ba3","a6b6a8e73b224d2b8cefe445f5df660738ae54e4ce385a5a5873b12e249b16c0","3b45fd1196572619e9d157d327644631fc527fa4c7f298295982d5b68a276499","bd32cbff4cf1fb6de6447e06034ab2f3dcb3ccfb4de07c826d849b3e406bab53",7087552,"closed",FALSE
